M1 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AP7 True Distance (m),AP7 RTT Distance (m),AP7 RTT std (m),AP7 RSS (dBm),AP8 True Distance (m),AP8 RTT Distance (m),AP8 RTT std (m),AP8 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M1 Ground Truth_x,M1 Ground Truth_y,user,circle
0,21.66647853,24.27285076,0.055,-77,0,0,0,0,0,0,0,0,0,0,0,0,6.640605168,10.64526416,0.05,-67,4.856123248,7.248776173,0.067,-57,3.833882888,5.330601842,0.103,-54,13.50384749,16.85058349,1.109,-65,-0.32961133,-0.18604197,10.005588,0.005650337,0.114533864,0.11942064,-24.475,-0.8625,38.4375,1.5765548,0.018581588,0.032930814,22.161,15.326,1,1
243.527264,21.65390635,24.03880064,0.12,-71,0,0,0,0,0,0,0,0,0,0,0,0,6.632990398,10.82145503,0.064,-68,4.843691274,7.161566937,0.105,-60,3.83624092,4.888496292,0.06,-62,13.4928292,16.92861766,1.962,-76,0.026919255,0.81595254,9.84168,0.10048437,-0.064138964,-0.001374406,-24.175001,-0.975,38.5875,1.7402579,-0.08271837,-0.002735223,22.14842754,15.326,1,1
471.510203,21.64133417,24.15582582,0.073,-76,0,0,0,0,0,0,0,0,0,0,0,0,6.625390733,10.44003372,0.087,-64,4.831260028,7.630636212,0.105,-59,3.838638681,5.182938259,0.132,-56,13.48181363,15.32584601,0.338,-67,-0.24646074,0.276371,9.950553,0.014202199,-0.026419144,0.042453885,-23.65,-0.52500004,38.25,1.6412816,-0.027758792,0.024763484,22.13585508,15.326,1,1
714.886061,21.61618981,24.11681745,0.073,-77,0,0,0,0,0,0,0,0,0,0,0,0,6.61023693,10.44003372,0.343,-67,4.806399738,7.131493602,0.109,-63,3.843553093,5.242209076,0.05,-56,13.45979067,17.91502397,0.173,-73,-0.023330022,0.21954148,9.735797,-0.012827792,0.021379653,0.032222193,-24.0875,-0.1875,39.1125,1.6153829,-0.022546036,0.002396309,22.11071016,15.326,1,1
978.242076,21.60361762,24.03880064,0.154,-73,22.23925627,31.91308335,1.613,-90,0,0,0,0,0,0,0,0,6.602682896,10.61523099,0.076,-62,4.793970707,7.572510878,0.097,-56,3.846069592,4.976947257,0.132,-56,13.4487833,16.18627925,0.131,-71,0.6771688,0.31465617,9.847662,-0.01267508,-0.057114217,0.09300149,-23.825,-0.675,38.25,1.6403387,-0.03186631,-0.06865635,22.0981377,15.326,1,1
1249.93752,21.59104544,23.92177521,0.11,-67,22.22704363,28.5816269,0.302,-89,0,0,0,0,0,0,0,0,6.595144177,9.110289567,0.11,-64,4.781542426,6.915949393,0.055,-60,3.848625517,4.407731389,0.431,-56,13.43777868,14.98466046,0.179,-74,-0.32961133,-0.034097724,9.942178,-0.004275931,0.06566608,0.034971006,-24.0125,-0.96250004,38.5625,1.6072063,0.003427707,0.033140693,22.08556524,15.326,1,1
1497.668222,21.57847326,23.58970167,0.146,-73,22.21483138,30.06784302,0.171,-80,0,0,0,0,0,0,0,0,6.587620825,9.578959442,0.114,-64,4.7691149,6.955050611,0.371,-63,3.851220789,5.330601842,0.13,-59,13.4267768,15.13074093,0.103,-71,1.018146,0.13160525,9.974482,0.048104223,-0.1007898,-0.063375406,-23.9125,-1.3375,38.225002,1.6359222,-0.013125237,-0.10172276,22.07299278,15.326,1,1
1728.690328,21.56590108,23.84275789,0.117,-69,22.20261954,28.27657973,1.244,-84,0,0,0,0,0,0,0,0,6.580112893,9.46880795,0.553,-59,4.756688136,7.229730908,0.113,-65,3.853855329,4.94780042,0.099,-59,13.41577769,15.44390831,0.055,-65,0.91346,-0.041874398,9.564112,0,0.03420745,0.005650337,-24.4625,-0.75,38.600002,1.5919431,0.004358423,-0.0952203,22.06042032,15.326,1,1
1977.87103,21.55332891,24.45888992,0.122,-73,22.19040811,30.63692023,1.772,-85,0,0,0,0,0,0,0,0,6.57262044,9.14934801,0.03,-65,4.74426215,6.563984232,0.116,-63,3.856529054,5.153802868,0.087,-58,13.40478136,15.16976216,0.151,-70,1.1030912,0.12562318,9.518648,-0.035276428,0.103996746,0.041843038,-23.6875,-0.7875,38.0625,1.6154548,-0.013109097,-0.11537273,22.04784787,15.326,1,1
2241.500067,21.52818456,23.72573204,0,-69,22.16598645,32.19411754,0.221,-81,0,0,0,0,0,0,0,0,6.557682154,8.992109652,0.146,-61,4.719412485,7.817025585,0.061,-62,3.861993743,5.183942901,0.097,-63,13.38279699,15.20878328,0.055,-71,0.030508488,-0.14656039,9.8015995,-0.01175881,0.10292777,0.042301174,-24.362501,-1.2625,38.5875,1.5988325,0.014951516,-0.003112593,22.02270295,15.326,1,1
2516.792074,21.51561238,24.42988385,0,-71,22.15377622,30.2818724,0.279,-87,0,0,0,0,0,0,0,0,6.550236432,8.757738521,0.055,-65,4.706988829,6.955050611,0.099,-63,3.864784539,4.658242694,0.233,-55,13.37180899,14.77954478,0.17,-74,0.010767702,0.24825534,9.659825,-0.008246438,-0.004734066,0.054212693,-24.2,-1.1125001,37.425,1.6560999,-0.025694104,-0.001114689,22.01013049,15.326,1,1
