Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,,
0,1338652755918,"[b0:e4:d5:39:26:89, 24278, 55, -77, 14:22:3b:16:5a:bd, 16858, 1109, -65, b0:e4:d5:96:3b:95, 10657, 50, -67, 14:22:3b:2a:86:f5, 5354, 103, -54, f8:1a:2b:06:3c:0b, 7266, 67, -57]",1.34E+12,-0.32961133,-0.18604197,10.005588,0.005650337,0.114533864,0.11942064,-24.475,-0.8625,38.4375,1.5765548,0.018581588,0.032930814,0,22.161,15.326
1,1338896283182,"[b0:e4:d5:39:26:89, 24044, 120, -71, 14:22:3b:16:5a:bd, 16936, 1962, -76, b0:e4:d5:96:3b:95, 10833, 64, -68, 14:22:3b:2a:86:f5, 4914, 60, -62, f8:1a:2b:06:3c:0b, 7179, 105, -60]",1.34E+12,0.026919255,0.81595254,9.84168,0.10048437,-0.064138964,-0.001374406,-24.175001,-0.975,38.5875,1.7402579,-0.08271837,-0.002735223,0,22.14842754,15.326
2,1339124266121,"[b0:e4:d5:39:26:89, 24161, 73, -76, 14:22:3b:16:5a:bd, 15334, 338, -67, b0:e4:d5:96:3b:95, 10452, 87, -64, 14:22:3b:2a:86:f5, 5207, 132, -56, f8:1a:2b:06:3c:0b, 7647, 105, -59]",1.34E+12,-0.24646074,0.276371,9.950553,0.014202199,-0.026419144,0.042453885,-23.65,-0.52500004,38.25,1.6412816,-0.027758792,0.024763484,0,22.13585508,15.326
3,1339124266121,"[b0:e4:d5:39:26:89, 24161, 73, -76, 14:22:3b:16:5a:bd, 15334, 338, -67, b0:e4:d5:96:3b:95, 10452, 87, -64, 14:22:3b:2a:86:f5, 5207, 132, -56, f8:1a:2b:06:3c:0b, 7647, 105, -59]",1.34E+12,-0.42652065,-0.13938192,9.860224,0.003817795,-0.030542362,-0.00167983,-23.575,-0.025,38.412502,1.5465324,0.01412163,0.04322974,0,22.12328262,15.326
4,1339367641979,"[b0:e4:d5:39:26:89, 24122, 73, -77, 14:22:3b:16:5a:bd, 17922, 173, -73, b0:e4:d5:96:3b:95, 10452, 343, -67, 14:22:3b:2a:86:f5, 5266, 50, -56, f8:1a:2b:06:3c:0b, 7149, 109, -63]",1.34E+12,-0.023330022,0.21954148,9.735797,-0.012827792,0.021379653,0.032222193,-24.0875,-0.1875,39.1125,1.6153829,-0.022546036,0.002396309,0,22.11071016,15.326
5,1339630997994,"[b0:e4:d5:39:26:89, 24044, 154, -73, 14:22:3b:16:5a:bd, 16194, 131, -71, cc:f4:11:8b:29:4d, 31917, 1613, -90, b0:e4:d5:96:3b:95, 10627, 76, -62, 14:22:3b:2a:86:f5, 5002, 132, -56, f8:1a:2b:06:3c:0b, 7589, 97, -56]",1.34E+12,0.6771688,0.31465617,9.847662,-0.01267508,-0.057114217,0.09300149,-23.825,-0.675,38.25,1.6403387,-0.03186631,-0.06865635,0,22.0981377,15.326
6,1339902693438,"[b0:e4:d5:39:26:89, 23927, 110, -67, 14:22:3b:16:5a:bd, 14993, 179, -74, cc:f4:11:8b:29:4d, 28586, 302, -89, b0:e4:d5:96:3b:95, 9124, 110, -64, 14:22:3b:2a:86:f5, 4436, 431, -56, f8:1a:2b:06:3c:0b, 6934, 55, -60]",1.34E+12,-0.32961133,-0.034097724,9.942178,-0.004275931,0.06566608,0.034971006,-24.0125,-0.96250004,38.5625,1.6072063,0.003427707,0.033140693,0,22.08556524,15.326
7,1340150424140,"[b0:e4:d5:39:26:89, 23595, 146, -73, 14:22:3b:16:5a:bd, 15139, 103, -71, cc:f4:11:8b:29:4d, 30072, 171, -80, b0:e4:d5:96:3b:95, 9592, 114, -64, 14:22:3b:2a:86:f5, 5354, 130, -59, f8:1a:2b:06:3c:0b, 6973, 371, -63]",1.34E+12,1.018146,0.13160525,9.974482,0.048104223,-0.1007898,-0.063375406,-23.9125,-1.3375,38.225002,1.6359222,-0.013125237,-0.10172276,0,22.07299278,15.326
8,1340381446246,"[b0:e4:d5:39:26:89, 23848, 117, -69, 14:22:3b:16:5a:bd, 15452, 55, -65, cc:f4:11:8b:29:4d, 28281, 1244, -84, b0:e4:d5:96:3b:95, 9482, 553, -59, 14:22:3b:2a:86:f5, 4973, 99, -59, f8:1a:2b:06:3c:0b, 7247, 113, -65]",1.34E+12,0.91346,-0.041874398,9.564112,0,0.03420745,0.005650337,-24.4625,-0.75,38.600002,1.5919431,0.004358423,-0.0952203,0,22.06042032,15.326
9,1340630626948,"[b0:e4:d5:39:26:89, 24464, 122, -73, 14:22:3b:16:5a:bd, 15178, 151, -70, cc:f4:11:8b:29:4d, 30641, 1772, -85, b0:e4:d5:96:3b:95, 9163, 30, -65, 14:22:3b:2a:86:f5, 5178, 87, -58, f8:1a:2b:06:3c:0b, 6583, 116, -63]",1.34E+12,1.1030912,0.12562318,9.518648,-0.035276428,0.103996746,0.041843038,-23.6875,-0.7875,38.0625,1.6154548,-0.013109097,-0.11537273,0,22.04784787,15.326
