M1 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AP7 True Distance (m),AP7 RTT Distance (m),AP7 RTT std (m),AP7 RSS (dBm),AP8 True Distance (m),AP8 RTT Distance (m),AP8 RTT std (m),AP8 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M1 Ground Truth_x,M1 Ground Truth_y,user,circle
0,22.1675952,30.87095115,0.36,-73,21.67063128,24.05680453,0.03,-58,0,0,0,0,0,0,0,0,4.050849294,7.2166998,0.105,-53,7.343591764,8.966069373,0.15,-63,1.282468323,3.704408725,0.075,-44,11.95295445,13.48273207,0.03,-56,-0.21355942,0.25663024,9.751948,0.003054326,0.00412334,-0.001527163,21.654999,14.408199,42.09,-1.0380288,-0.026303416,0.021895654,22.161,20.159,2,1
460,22.14649615,29.78080296,0.255,-73,21.6490479,23.98678936,0.06,-55,0,0,0,0,0,0,0,0,4.029394429,7.294884783,0.06,-52,7.329493495,10.91755655,0.09,-61,1.294594736,4.499303168,0.045,-42,11.93157806,13.57979827,0.135,-56,-1.2705889,-0.30329028,10.043873,-0.051465396,-0.019089539,-0.045662176,21.2402,14.700999,42.8708,-1.0299168,0.02994883,0.12583546,22.139412,20.159,2,1
920,22.11484935,26.69431777,0.15,-72,21.61667284,23.69372493,0.09,-61,0,0,0,0,0,0,0,0,3.99721482,10.20575935,0.09,-55,7.308414663,10.5231281,0.135,-63,1.313239879,3.787136121,0.075,-46,11.8995149,13.6158226,0.06,-54,0.54257256,0.8021938,10.0349,0.001985312,-0.0364992,-0.06887506,20.874199,13.7372,42.273,-1.0664494,-0.0796549,-0.05401596,22.10703,20.159,2,1
1380,22.09375266,28.7486523,0.315,-72,21.59508948,23.96678502,0.105,-52,0,0,0,0,0,0,0,0,3.975763574,7.43220028,0.045,-52,7.294408131,10.25281547,0.255,-62,1.325963695,2.779384104,0.15,-47,11.87814043,14.12315206,0.075,-53,-0.35533416,0.07776674,9.927223,0.004734206,-0.05513059,-0.007788532,20.6912,15.0548,41.9314,-0.9844553,-0.007828512,0.035778638,22.085442,20.159,2,1
1840,22.07265693,27.59247015,0.285,-73,21.57350613,23.49768093,0.18,-58,0,0,0,0,0,0,0,0,3.954313816,8.136651891,0.105,-56,7.280438665,12.58306994,0.255,-59,1.338914688,2.981363614,0.105,-41,11.85676673,14.12715456,0.03,-52,-0.94695956,-0.1274178,9.716655,0.009315695,0.011301007,0.019394971,21.264599,14.115399,42.1876,-1.0456121,0.013050766,0.097150564,22.063854,20.159,2,1
2300,22.05156215,29.03069453,0.315,-71,21.55192279,23.7987482,0.165,-57,0,0,0,0,0,0,0,0,3.93286557,7.905203413,0.135,-56,7.26650648,11.55118366,0.06,-62,1.352086331,3.593380581,0.12,-46,11.8353938,13.29460101,0.21,-57,0.47856453,-0.23090738,9.713065,-0.04795292,0.056505036,0.04505131,19.6786,14.408199,42.9074,-0.84893817,0.0237396,-0.049230374,22.042266,20.159,2,1
2790,22.01992176,28.37359484,0.21,-73,21.5195478,23.41166139,0.18,-59,0,0,0,0,0,0,0,0,3.900696093,7.980351872,0.165,-57,7.245678573,11.56319489,0.06,-56,1.372243587,3.294271391,0.12,-47,11.80333589,14.06111304,0.03,-52,0.55752766,0.066400826,9.73819,0.06414085,-0.02687807,0.01450805,20.678999,14.115399,42.138798,-0.9222893,-0.006807348,-0.057189245,22.009884,20.159,2,1
3250,21.99882938,29.0737009,0.3,-72,21.49796448,23.45467118,0.045,-59,0,0,0,0,0,0,0,0,3.87925174,8.253869456,0.075,-54,7.23184053,9.603993388,0.09,-62,1.38593924,2.588145282,0.105,-45,11.78196493,14.02208833,0.105,-52,-0.276371,-0.26081768,9.731609,-0.035124753,-0.019394971,0.001985312,20.3008,13.920199,41.846,-0.9605827,0.026783874,0.02839168,21.988296,20.159,2,1
3710,21.97773795,29.54176901,0.15,-70,21.47638118,23.99079023,0.105,-57,0,0,0,0,0,0,0,0,3.857808989,11.38302403,0.12,-57,7.218040524,10.60521989,0.03,-57,1.399833838,2.485201199,0.105,-46,11.76059476,13.68186687,0.075,-55,-1.3501502,0.14117654,9.926026,-0.051923547,-0.082619525,0.01160644,20.069,13.6518,42.7488,-1.0988282,-0.014092157,0.13519153,21.966708,20.159,2,1
4170,21.94610262,28.61263163,0.135,-68,21.44400623,23.65471623,0.09,-58,0,0,0,0,0,0,0,0,3.825647926,9.42775058,0.135,-57,7.197412313,9.904387361,0.06,-58,1.421035969,5.041265317,0.12,-46,11.72854101,13.77192655,0.075,-52,1.2352947,0.8997013,9.784252,-0.009162978,-0.011759156,0.000916,20.056799,14.505799,43.1148,-0.95167196,-0.09097795,-0.12558888,21.934326,20.159,2,1
4640,21.92501362,28.38159608,0.495,-69,21.42242295,23.48267753,0.12,-59,0,0,0,0,0,0,0,0,3.8042093,9.232470742,0.045,-54,7.183708358,9.70913405,0.105,-60,1.435402603,2.775319801,0.135,-42,11.70717284,14.18619135,0.075,-51,-0.071186475,-0.30269206,9.850055,0.06627888,-0.003359759,-0.03573562,20.447199,14.0422,43.0416,-0.93396574,0.030719519,0.007226888,21.912738,20.159,2,1
5090,21.90392558,28.38159608,0.225,-69,21.40083968,23.43166595,0.075,-58,0,0,0,0,0,0,0,0,3.782772373,6.824708712,0.24,-58,7.170043209,9.009135863,0.045,-62,1.449948317,3.211308145,0.075,-41,11.68580548,14.33027986,0.045,-50,-2.1026928,-0.19381863,9.534202,-0.019547688,-0.10995574,-0.001832596,20.4716,14.310599,42.639,-1.0946255,0.019849116,0.21706732,21.89115,20.159,2,1
5560,21.88283852,26.85034497,0.135,-69,21.37925641,22.89654131,0.18,-61,0,0,0,0,0,0,0,0,3.761337173,7.110441899,0.06,-52,7.156417089,9.521881379,0.045,-57,1.464667777,2.485201199,0.09,-42,11.66443894,14.26423952,0.075,-52,-1.8191434,0.2440679,9.578469,-0.008246681,0.01160644,-0.046731193,19.9714,14.03,42.9318,-1.1291637,-0.02502819,0.18768479,21.869562,20.159,2,1
6050,21.85120976,26.291246,0.09,-68,21.34688153,23.19761214,0.15,-60,0,0,0,0,0,0,0,0,3.72918768,6.828719426,0.075,-52,7.136051577,8.982094188,0.105,-59,1.487061435,6.111581137,0.315,-43,11.63239066,14.35029202,0.09,-52,1.3070793,0.19621146,9.948758,-0.06887506,-0.002443461,-0.031001411,20.1544,13.6518,43.0416,-0.84474176,-0.019551674,-0.13063297,21.83718,20.159,2,1
6510,21.83012515,26.43627207,0.075,-68,21.32529829,25.41208156,0.225,-62,0,0,0,0,0,0,0,0,3.707756932,7.099414694,0.09,-47,7.122524009,12.11468634,0.09,-60,1.502192895,1.814366005,0.09,-43,11.61102616,14.48737437,0.03,-51,-0.3278167,0.20638095,10.19821,-0.043218717,0.037873644,-0.04550946,19.861599,14.1276,43.3222,-1.0127053,-0.020223774,0.03213347,21.815592,20.159,2,1
6990,21.80904153,26.32325177,0.12,-69,21.30371506,22.93555059,0.105,-61,0,0,0,0,0,0,0,0,3.68632802,7.079365014,0.09,-48,7.109036255,12.39592014,0.09,-60,1.517480596,2.604439287,0.06,-37,11.5896625,15.0697075,0.105,-50,-1.1132607,0.4881358,9.860822,-0.05222898,-0.053450707,0.014202617,19.9714,13.8348,42.639,-1.1224614,-0.049150445,0.112421334,21.794004,20.159,2,1
7450,21.78795889,26.63130669,0.375,-69,21.28213184,23.14660027,0.03,-59,0,0,0,0,0,0,0,0,3.664900975,6.48374961,0.06,-49,7.095588544,13.30660949,0.03,-60,1.532919864,2.07254047,0.045,-41,11.56829966,15.34285505,0.15,-53,-1.3489537,0.7070791,9.547362,0.065209866,-0.031154128,-0.051618114,19.2638,14.603399,43.4808,-1.1383364,-0.073200785,0.14036162,21.772416,20.159,2,1
7920,21.75633679,26.1822262,0.105,-67,21.24975703,23.29463458,0.105,-57,0,0,0,0,0,0,0,0,3.632763981,6.146697406,0.105,-50,7.075492556,12.72017689,0.105,-61,1.556353073,2.516814653,0.06,-41,11.53625698,14.83457613,0.135,-55,0.14297116,0.62871414,9.5348,0.08384126,-0.003512475,-0.005039638,19.5566,14.2252,43.4076,-1.0312513,-0.0658362,-0.014993545,21.740034,20.159,2,1
8380,21.73525664,26.38526293,0.075,-67,21.22817383,23.62270907,0.06,-54,0,0,0,0,0,0,0,0,3.61134175,6.146697406,0.045,-51,7.062145951,11.02366659,0.12,-62,1.572151725,2.0406374,0.06,-43,11.51489625,16.90260631,0.375,-58,0.23629123,-0.5407779,10.240085,-0.015577064,0.043218717,0.06704246,19.5566,14.0422,43.5174,-0.84858286,0.05274688,-0.02307103,21.718446,20.159,2,1
8840,21.71417748,25.8341619,0.15,-71,21.20659064,23.68972404,0.075,-53,0,0,0,0,0,0,0,0,3.589921505,6.049371868,0.12,-50,7.04884019,11.64126728,0.315,-64,1.588086675,1.529340054,0.06,-42,11.49353637,13.70087953,0.345,-58,-1.919642,0.97567344,9.357133,-0.056199603,-0.052839845,-0.06169739,18.483,14.5912,43.541798,-1.1961987,-0.101790205,0.20234522,21.696858,20.159,2,1
9330,21.68256062,26.82334028,0.33,-70,21.17421588,23.52568726,0.075,-55,0,0,0,0,0,0,0,0,3.55779494,6.10054432,0.045,-52,7.028958642,13.27158472,0.165,-63,1.61223581,2.036518844,0.24,-43,11.46149815,15.280822,0.39,-55,0.401396,1.2855439,9.67478,0.10140363,-0.16126843,0.044898596,19.3736,14.310599,43.0904,-1.1241844,-0.13198972,-0.041465122,21.664476,20.159,2,1
9790,21.66148397,27.29142019,0.285,-73,21.15263272,23.38865614,0.075,-56,0,0,0,0,0,0,0,0,3.536379818,6.629170687,0.03,-50,7.01575601,11.64126728,0.135,-61,1.628494015,2.85047996,0.03,-38,11.44014042,15.16676053,0.09,-56,-0.6723832,-1.814956,9.91167,-0.04505131,-0.011148291,0.021685716,19.5566,14.2252,43.4076,-0.8060983,0.18070033,0.06773376,21.642888,20.159,2,1
10250,21.64040833,27.46344887,0.3,-75,21.13104956,23.39265705,0.075,-55,0,0,0,0,0,0,0,0,3.514966812,6.754519154,0.03,-49,7.00259504,12.18074222,0.15,-61,1.644874855,2.798687014,0.09,-40,11.41878355,13.48673482,0.375,-58,-1.666601,0.2835495,9.597611,-0.095753126,-0.025045475,0.037415497,19.6542,14.700999,43.700397,-1.1035974,-0.029099943,0.17193304,21.6213,20.159,2,1
10720,21.60879676,28.97168576,0.195,-73,21.09867485,23.19361121,0.075,-56,0,0,0,0,0,0,0,0,3.482851354,6.323262528,0.105,-51,6.982932213,10.8474827,0.06,-60,1.669668155,2.873828283,0.03,-38,11.38674987,15.32684654,0.15,-55,-1.247857,-0.8135597,9.5048895,-0.099571034,-0.003665192,0.07666359,19.642,13.664,43.7248,-0.9749354,0.0846627,0.13053922,21.588918,20.159,2,1
11180,21.58772366,28.32358706,0.36,-73,21.07709173,23.56869695,0.045,-51,0,0,0,0,0,0,0,0,3.461443807,6.217929237,0.03,-51,6.969876426,11.81342355,0.06,-58,1.686339968,2.579996899,0.105,-43,11.36539519,16.175274,0.24,-57,-1.2795619,1.7168503,9.645468,-0.00412334,-0.0664316,-0.10934488,19.0564,14.0422,43.773598,-1.3044788,-0.17465192,0.13188931,21.56733,20.159,2,1
11640,21.56665157,28.02253966,0.165,-72,21.05550861,23.36164996,0.06,-53,0,0,0,0,0,0,0,0,3.440038516,6.182815621,0.09,-52,6.956863127,9.697118129,0.06,-62,1.703122225,5.229149931,0.18,-46,11.34404139,12.89631095,0.12,-55,-0.46301118,1.1210374,9.606585,0.09285152,-0.06734789,-0.036957346,19.6542,13.847,43.3222,-1.1836866,-0.116035774,0.048160005,21.545742,20.159,2,1
12140,21.53504535,28.4956137,0.345,-72,21.02313395,23.23262026,0.03,-53,0,0,0,0,0,0,0,0,3.407934901,6.507820603,0.03,-53,6.93742337,11.17982473,0.075,-61,1.728495649,4.377537664,0.105,-49,11.31201235,12.52902714,0.09,-56,-0.35653058,1.0420742,9.18784,-0.001832596,0.008857546,0.008246681,19.0686,13.6518,43.2978,-1.1703799,-0.11285201,0.03878515,21.51336,20.159,2,1
12600,21.51397582,27.56946637,0.33,-75,21.00155086,23.29463458,0.105,-52,0,0,0,0,0,0,0,0,3.386535436,8.962063155,0.075,-56,6.924517341,13.92802818,0.075,-64,1.745540101,2.866722868,0.03,-43,11.29066078,12.0986727,0.105,-57,0.57188463,0.79860455,9.696914,0.14126259,-0.059864793,-0.000153,19.8494,13.664,43.432,-1.046942,-0.08202924,-0.05890771,21.491772,20.159,2,1
13060,21.49290731,27.50645599,0.15,-73,20.97996777,23.18160842,0.105,-54,0,0,0,0,0,0,0,0,3.36513838,6.554958123,0.12,-55,6.911654641,18.41421302,0.15,-64,1.762684136,2.79055998,0.045,-44,11.26931011,12.13370249,0.12,-55,0.58624154,0.01375873,9.927821,0.17119499,-0.094225965,-0.052839845,19.3492,13.5664,43.700397,-0.89195836,-0.001383465,-0.05898188,21.470184,20.159,2,1
13540,21.4613065,29.03069453,0.39,-74,20.94759317,23.09158741,0.06,-55,0,0,0,0,0,0,0,0,3.333047412,6.832730128,0.075,-56,6.892442365,12.3218596,0.21,-59,1.788580637,2.165013626,0.195,-50,11.23728581,12.27081745,0.18,-55,-0.6358926,1.2442678,9.587442,0.09040806,-0.12095132,-0.13988814,19.3492,13.9567995,43.9932,-1.2105889,-0.12877983,0.066228576,21.437802,20.159,2,1
14000,21.44024058,28.94468174,0.225,-73,20.92601011,23.16160377,0.045,-54,0,0,0,0,0,0,0,0,3.311656582,7.103424597,0.12,-51,6.879689051,11.48111772,0.15,-59,1.805961246,4.742716627,0.375,-41,11.21593741,13.38066142,0.405,-55,0.26081768,-0.5916254,9.711869,0.02321288,-0.024892759,0.010690142,19.5444,13.8592,43.8224,-0.83788013,0.060820706,-0.026849104,21.416214,20.159,2,1
14450,21.41917571,29.6707874,0.15,-73,20.90442707,23.29063365,0.075,-53,0,0,0,0,0,0,0,0,3.290268326,7.048287452,0.255,-48,6.866979919,11.46109873,0.075,-59,1.823431773,5.677023956,0.315,-50,11.19458993,13.50975059,0.255,-53,0.14596218,-0.56470615,9.963714,-0.15515977,0.06582073,-0.032223143,19.459,13.4688,43.614998,-0.8682969,0.05660964,-0.014648328,21.394626,20.159,2,1
15200,0,0,0,0,20.861261,25.49509757,0,-56,0,0,0,0,0,0,0,0,3.247499746,10.22177851,0.15,-45,0,0,0,0,1.858632428,3.716517187,0.195,-38,11.15189776,13.22455126,0.285,-51,0.64247286,1.6420746,9.523434,0.124005646,-0.04596761,0.04886922,19.3736,13.0906,43.224598,-1.2548244,-0.17036597,-0.06736025,21.35145,20.159,2,1
15670,21.35598735,29.33473915,0.03,-68,20.83967799,22.87653654,0.03,-55,0,0,0,0,0,0,0,0,3.226119526,8.61049505,0.33,-48,6.829120077,16.68350925,0.315,-52,1.876357685,3.431766892,0.225,-42,11.13055307,12.76721305,0.075,-52,-0.6197411,0.97926265,10.109675,0.20295998,-0.14782938,0.024281893,19.154,12.809999,43.614998,-1.1919034,-0.09638286,0.06122516,21.329862,20.159,2,1
16140,21.32439671,29.3937477,0.375,-69,20.80730348,22.97856079,0.03,-53,0,0,0,0,0,0,0,0,3.194054438,7.228728519,0.09,-51,6.810342187,13.87299261,0.195,-62,1.903095192,3.621648244,0.135,-44,11.0985378,12.60708884,0.045,-53,0.19501504,2.0985055,9.462418,0.0777326,-0.052687127,-0.071318515,18.361,13.3712,44.0664,-1.3764064,-0.21819562,-0.020606514,21.29748,20.159,2,1
16600,21.30333761,28.70564579,0.285,-70,20.78572049,22.63447813,0.075,-58,0,0,0,0,0,0,0,0,3.172681288,7.420173111,0.12,-53,6.797880474,13.62282731,0.195,-63,1.921016705,3.723580132,0.15,-43,11.07719548,12.72818306,0.03,-52,-0.78364944,0.45224348,9.979865,0.13133603,-0.0693332,-0.03573562,18.3976,12.8832,43.0904,-1.1020344,-0.04514583,0.07836226,21.275892,20.159,2,1
17050,21.28227957,28.64363636,0.21,-74,20.76413751,22.74750556,0.075,-54,0,0,0,0,0,0,0,0,3.151311068,8.011412422,0.075,-54,6.785464557,15.37787359,0.18,-65,1.939012927,3.211308145,0.12,-42,11.0558541,12.60308569,0.09,-51,0.10229317,-1.2065809,10.052248,-0.08582657,-0.032375857,0.04352415,18.4952,12.968599,42.7732,-0.78715634,0.11945332,-0.010175797,21.254304,20.159,2,1
17520,21.26122259,32.41314377,0.15,-76,20.74255454,22.80251881,0.075,-54,0,0,0,0,0,0,0,0,3.129943836,8.230827176,0.045,-55,6.773094688,9.431756199,0.18,-64,1.957081799,3.948468057,0.09,-41,11.03451369,12.4579703,0.06,-51,0.7286145,-0.5940182,10.249656,-0.028710667,-0.034208454,0.044898596,18.0926,13.4566,43.3588,-0.7521055,0.057744797,-0.070967354,21.232716,20.159,2,1
17980,21.24016667,27.6354772,0.18,-75,20.72097158,22.70849612,0.075,-53,0,0,0,0,0,0,0,0,3.108579655,7.510374758,0.06,-52,6.760771119,10.4250165,0.285,-61,1.975221326,3.814368755,0.045,-39,11.01317424,12.4970016,0.075,-52,0.61076796,0.6939186,9.796814,0.05757405,-0.015424348,-0.057726767,18.385399,13.261399,43.1758,-0.99766684,-0.070576385,-0.062262945,21.211128,20.159,2,1
