Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,x,y,
1375,3092020000000,"[b0:e4:d5:39:26:89, 10816, 75, -57, 14:22:3b:16:5a:bd, 5433, 165, -43, cc:f4:11:8b:29:4d, 8367, 60, -55, b0:e4:d5:96:3b:95, 10531, 90, -56, 14:22:3b:2a:86:f5, 16765, 240, -67, f8:1a:2b:06:3c:0b, 18398, 255, -74]",3.09E+12,1.2466606,2.6542385,10.457233,0.070249505,-0.006261369,0.010842858,13.590799,8.8938,39.8574,-1.7335656,-0.24689189,-0.118655145,0,7.31925,20.159,
1376,3092510000000,"[b0:e4:d5:39:26:89, 10152, 90, -59, 14:22:3b:16:5a:bd, 4554, 195, -44, cc:f4:11:8b:29:4d, 7617, 90, -54, b0:e4:d5:96:3b:95, 10562, 120, -53, 14:22:3b:2a:86:f5, 22625, 180, -71, f8:1a:2b:06:3c:0b, 17972, 330, -74]",3.09E+12,1.2526426,-0.2536392,10.01157,-0.14095716,0.1470658,-0.046731193,12.809999,8.979199,39.808598,-0.6600346,0.025133308,-0.124472655,0,7.308456,20.159,
1377,3092510000000,"[b0:e4:d5:39:26:89, 10152, 90, -59, 14:22:3b:16:5a:bd, 4554, 195, -44, cc:f4:11:8b:29:4d, 7617, 90, -54, b0:e4:d5:96:3b:95, 10562, 120, -53, 14:22:3b:2a:86:f5, 22625, 180, -71, f8:1a:2b:06:3c:0b, 17972, 330, -74]",3.09E+12,1.1563315,-0.79441714,9.653245,0.09040806,-0.04153884,0.052534413,13.395599,8.0398,40.077,-0.6432896,0.08153008,-0.11921877,0,7.297662,20.159,
1378,3092510000000,"[b0:e4:d5:39:26:89, 10152, 90, -59, 14:22:3b:16:5a:bd, 4554, 195, -44, cc:f4:11:8b:29:4d, 7617, 90, -54, b0:e4:d5:96:3b:95, 10562, 120, -53, 14:22:3b:2a:86:f5, 22625, 180, -71, f8:1a:2b:06:3c:0b, 17972, 330, -74]",3.09E+12,-0.13579269,0.95353985,9.014959,0.018784106,0.037110064,-0.023365596,13.3102,8.2228,39.564598,-1.2881917,-0.10536935,0.0150619,0,7.286868,20.159,
1379,3093070000000,"[b0:e4:d5:39:26:89, 10082, 105, -61, 14:22:3b:16:5a:bd, 3816, 105, -47, cc:f4:11:8b:29:4d, 9777, 75, -52, b0:e4:d5:96:3b:95, 10832, 60, -53, 14:22:3b:2a:86:f5, 18296, 375, -69, f8:1a:2b:06:3c:0b, 17609, 345, -74]",3.09E+12,0.67178494,-1.3220345,10.255039,-0.082924955,0.061239243,0.001069014,12.9198,8.686399,39.6256,-0.6423773,0.12793726,-0.065414324,0,7.276074,20.159,
1380,3093070000000,"[b0:e4:d5:39:26:89, 10082, 105, -61, 14:22:3b:16:5a:bd, 3816, 105, -47, cc:f4:11:8b:29:4d, 9777, 75, -52, b0:e4:d5:96:3b:95, 10832, 60, -53, 14:22:3b:2a:86:f5, 18296, 375, -69, f8:1a:2b:06:3c:0b, 17609, 345, -74]",3.09E+12,-0.48873404,0.7573284,9.655638,0.1563815,-0.006566802,-0.13713925,12.907599,8.1252,39.833,-1.2444427,-0.07817388,0.050573282,0,7.26528,20.159,
1381,3093540000000,"[b0:e4:d5:39:26:89, 9769, 75, -58, 14:22:3b:16:5a:bd, 3902, 180, -47, cc:f4:11:8b:29:4d, 9375, 30, -51, b0:e4:d5:96:3b:95, 10625, 165, -58, 14:22:3b:2a:86:f5, 18246, 240, -66, f8:1a:2b:06:3c:0b, 19156, 360, -73]",3.09E+12,0.33140594,-0.43788654,9.919446,0.08460484,0.041233405,0,13.5054,8.3082,39.467,-0.8805034,0.044091042,-0.0333973,0,7.254486,20.159,
1382,3093540000000,"[b0:e4:d5:39:26:89, 9769, 75, -58, 14:22:3b:16:5a:bd, 3902, 180, -47, cc:f4:11:8b:29:4d, 9375, 30, -51, b0:e4:d5:96:3b:95, 10625, 165, -58, 14:22:3b:2a:86:f5, 18246, 240, -66, f8:1a:2b:06:3c:0b, 19156, 360, -73]",3.09E+12,-1.8640088,1.3357933,9.232706,0.03970624,-0.012064588,-0.19120082,13.7128,8.881599,39.2474,-1.3947498,-0.14087966,0.19921407,0,7.243692,20.159,
1383,3093540000000,"[b0:e4:d5:39:26:89, 9769, 75, -58, 14:22:3b:16:5a:bd, 3902, 180, -47, cc:f4:11:8b:29:4d, 9375, 30, -51, b0:e4:d5:96:3b:95, 10625, 165, -58, 14:22:3b:2a:86:f5, 18246, 240, -66, f8:1a:2b:06:3c:0b, 19156, 360, -73]",3.09E+12,-0.12083755,0.051445685,9.839885,-0.036651913,0.02733622,0.048716504,13.42,9.4428,39.223,-0.9842188,-0.00522784,0.012279765,0,7.232898,20.159,
1384,3094010000000,"[b0:e4:d5:39:26:89, 11097, 105, -59, 14:22:3b:16:5a:bd, 4339, 60, -46, cc:f4:11:8b:29:4d, 8957, 60, -53, b0:e4:d5:96:3b:95, 10742, 90, -54, 14:22:3b:2a:86:f5, 18523, 360, -66, f8:1a:2b:06:3c:0b, 15960, 285, -74]",3.09E+12,0.011365907,1.6498512,10.101301,0.08323039,0.076052725,0.017256944,13.4078,7.8445997,39.564598,-1.4692268,-0.1619009,-0.001125192,0,7.222104,20.159,
1385,3094010000000,"[b0:e4:d5:39:26:89, 11097, 105, -59, 14:22:3b:16:5a:bd, 4339, 60, -46, cc:f4:11:8b:29:4d, 8957, 60, -53, b0:e4:d5:96:3b:95, 10742, 90, -54, 14:22:3b:2a:86:f5, 18523, 360, -66, f8:1a:2b:06:3c:0b, 15960, 285, -74]",3.09E+12,-1.0438689,0.12981063,9.829117,-0.038789943,-0.044745877,-0.018784106,13.529799,7.9178,38.8814,-1.1706141,-0.013132134,0.10580511,0,7.21131,20.159,
1386,3094470000000,"[b0:e4:d5:39:26:89, 11125, 105, -58, 14:22:3b:16:5a:bd, 4281, 45, -47, cc:f4:11:8b:29:4d, 8074, 45, -49, b0:e4:d5:96:3b:95, 11152, 120, -53, 14:22:3b:2a:86:f5, 16617, 120, -65, f8:1a:2b:06:3c:0b, 21000, 255, -73]",3.09E+12,0.5605187,-0.43728834,10.247861,0.015882496,-0.13271047,0.14156802,13.3345995,8.0154,38.6618,-0.85808223,0.04258174,-0.054641716,0,7.200516,20.159,
1387,3094470000000,"[b0:e4:d5:39:26:89, 11125, 105, -58, 14:22:3b:16:5a:bd, 4281, 45, -47, cc:f4:11:8b:29:4d, 8074, 45, -49, b0:e4:d5:96:3b:95, 11152, 120, -53, 14:22:3b:2a:86:f5, 16617, 120, -65, f8:1a:2b:06:3c:0b, 21000, 255, -73]",3.09E+12,-0.7316055,-0.76630145,9.641879,-0.108123146,-0.016187929,0.093767814,13.42,7.8324,38.979,-0.9865711,0.07908328,0.075732775,0,7.189722,20.159,
1388,3094970000000,"[b0:e4:d5:39:26:89, 10132, 30, -59, 14:22:3b:16:5a:bd, 3984, 285, -49, cc:f4:11:8b:29:4d, 7652, 105, -51, b0:e4:d5:96:3b:95, 10910, 75, -57, 14:22:3b:2a:86:f5, 17246, 120, -65, f8:1a:2b:06:3c:0b, 15726, 255, -74]",3.09E+12,-0.6197411,0.3062813,9.720842,-0.01450805,0.015118915,-0.04550946,13.359,7.9056,38.064,-1.1668198,-0.031433493,0.06366768,0,7.178928,20.159,
1389,3094970000000,"[b0:e4:d5:39:26:89, 10132, 30, -59, 14:22:3b:16:5a:bd, 3984, 285, -49, cc:f4:11:8b:29:4d, 7652, 105, -51, b0:e4:d5:96:3b:95, 10910, 75, -57, 14:22:3b:2a:86:f5, 17246, 120, -65, f8:1a:2b:06:3c:0b, 15726, 255, -74]",3.09E+12,-1.1455638,-0.46002015,10.074382,-0.09010262,-0.006108652,-0.05421429,13.2248,8.3935995,39.04,-1.0496669,0.0453389,0.11322425,0,7.168134,20.159,
1390,3095430000000,"[b0:e4:d5:39:26:89, 10445, 210, -59, 14:22:3b:16:5a:bd, 4417, 90, -44, cc:f4:11:8b:29:4d, 7980, 105, -49, b0:e4:d5:96:3b:95, 11222, 45, -57, 14:22:3b:2a:86:f5, 17210, 45, -65, f8:1a:2b:06:3c:0b, 19539, 150, -75]",3.10E+12,-0.07238288,0.5922236,9.903295,0.058948494,-0.033750303,-0.057726767,13.3468,7.9056,38.2714,-1.1800573,-0.05972794,0.00730884,0,7.15734,20.159,
1391,3095430000000,"[b0:e4:d5:39:26:89, 10445, 210, -59, 14:22:3b:16:5a:bd, 4417, 90, -44, cc:f4:11:8b:29:4d, 7980, 105, -49, b0:e4:d5:96:3b:95, 11222, 45, -57, 14:22:3b:2a:86:f5, 17210, 45, -65, f8:1a:2b:06:3c:0b, 19539, 150, -75]",3.10E+12,-0.21894327,0.43908295,9.588638,-0.02855795,0.062155537,-0.042913284,13.0296,7.8324,39.2474,-1.1612548,-0.04574813,0.022829648,0,7.146546,20.159,
1392,3095430000000,"[b0:e4:d5:39:26:89, 10445, 210, -59, 14:22:3b:16:5a:bd, 4417, 90, -44, cc:f4:11:8b:29:4d, 7980, 105, -49, b0:e4:d5:96:3b:95, 11222, 45, -57, 14:22:3b:2a:86:f5, 17210, 45, -65, f8:1a:2b:06:3c:0b, 19539, 150, -75]",3.10E+12,-0.59581286,-0.42652065,9.985249,-0.048563786,-0.03680463,0.03268129,13.4078,7.5518,39.3816,-1.0422493,0.04261342,0.05959864,0,7.135752,20.159,
1393,3095900000000,"[b0:e4:d5:39:26:89, 14281, 405, -64, 14:22:3b:16:5a:bd, 4277, 90, -47, cc:f4:11:8b:29:4d, 8003, 105, -45, b0:e4:d5:96:3b:95, 11058, 120, -58, 14:22:3b:2a:86:f5, 16839, 285, -67, f8:1a:2b:06:3c:0b, 20847, 210, -70]",3.10E+12,0.06460621,0.15732808,10.01157,0.004276057,0.028863383,0.064751714,12.8588,7.3444,38.4544,-1.0800704,-0.015713004,-0.006453065,0,7.124958,20.159,
1394,3095900000000,"[b0:e4:d5:39:26:89, 14281, 405, -64, 14:22:3b:16:5a:bd, 4277, 90, -47, cc:f4:11:8b:29:4d, 8003, 105, -45, b0:e4:d5:96:3b:95, 11058, 120, -58, 14:22:3b:2a:86:f5, 16839, 285, -67, f8:1a:2b:06:3c:0b, 20847, 210, -70]",3.10E+12,-0.4642076,-0.08973085,9.738789,0.034972034,0.04550946,0.007330383,12.9442,6.9662,38.7716,-1.1110064,0.009203049,0.047629796,0,7.114164,20.159,
1395,3096360000000,"[b0:e4:d5:39:26:89, 12667, 30, -62, 14:22:3b:16:5a:bd, 4851, 45, -46, cc:f4:11:8b:29:4d, 7996, 75, -45, b0:e4:d5:96:3b:95, 11980, 45, -56, 14:22:3b:2a:86:f5, 17296, 105, -63, f8:1a:2b:06:3c:0b, 17890, 375, -74]",3.10E+12,0.1902294,1.422533,9.834501,0.04337143,0.04734206,-0.06001751,13.4566,7.3444,38.088398,-1.4316641,-0.14362438,-0.019340653,0,7.10337,20.159,
1396,3096360000000,"[b0:e4:d5:39:26:89, 12667, 30, -62, 14:22:3b:16:5a:bd, 4851, 45, -46, cc:f4:11:8b:29:4d, 7996, 75, -45, b0:e4:d5:96:3b:95, 11980, 45, -56, 14:22:3b:2a:86:f5, 17296, 105, -63, f8:1a:2b:06:3c:0b, 17890, 375, -74]",3.10E+12,1.4129617,1.5194423,9.636495,-0.11178834,0.05787948,-0.060322944,13.3102,7.93,39.467,-1.3695769,-0.15476023,-0.14558868,0,7.092576,20.159,
1397,3096810000000,"[b0:e4:d5:39:26:89, 12707, 150, -60, 14:22:3b:16:5a:bd, 5218, 330, -54, cc:f4:11:8b:29:4d, 8003, 60, -44, b0:e4:d5:96:3b:95, 16656, 300, -62, 14:22:3b:2a:86:f5, 17453, 90, -61, f8:1a:2b:06:3c:0b, 16863, 165, -73]",3.10E+12,0.52283174,1.038485,9.571889,0.15409076,-0.116675265,-0.005039638,13.1394,7.5396,38.674,-1.2829809,-0.10791091,-0.05456736,0,7.081782,20.159,
1398,3096810000000,"[b0:e4:d5:39:26:89, 12707, 150, -60, 14:22:3b:16:5a:bd, 5218, 330, -54, cc:f4:11:8b:29:4d, 8003, 60, -44, b0:e4:d5:96:3b:95, 16656, 300, -62, 14:22:3b:2a:86:f5, 17453, 90, -61, f8:1a:2b:06:3c:0b, 16863, 165, -73]",3.10E+12,0.8225328,1.1844472,9.520443,-0.076052725,0.12064589,0.007330383,12.8588,7.4298,38.246998,-1.3090543,-0.12332022,-0.086182475,0,7.070988,20.159,
1399,3096810000000,"[b0:e4:d5:39:26:89, 12707, 150, -60, 14:22:3b:16:5a:bd, 5218, 330, -54, cc:f4:11:8b:29:4d, 8003, 60, -44, b0:e4:d5:96:3b:95, 16656, 300, -62, 14:22:3b:2a:86:f5, 17453, 90, -61, f8:1a:2b:06:3c:0b, 16863, 165, -73]",3.10E+12,-0.22552353,-0.08075777,10.414163,0.051923547,-0.052381694,0.003359759,12.968599,6.7588,37.881,-1.0980692,0.007752637,0.02165208,0,7.060194,20.159,
1400,3097300000000,"[b0:e4:d5:39:26:89, 12136, 45, -58, 14:22:3b:16:5a:bd, 7457, 225, -54, cc:f4:11:8b:29:4d, 7765, 30, -44, b0:e4:d5:96:3b:95, 13265, 105, -59, 14:22:3b:2a:86:f5, 17593, 45, -59, f8:1a:2b:06:3c:0b, 17847, 195, -72]",3.10E+12,-0.1680958,1.4249259,9.662816,0.12599096,-0.021227567,-0.014660766,12.7368,6.9662,38.857,-1.4773409,-0.14638785,0.017394396,0,7.0494,20.159,
1401,3097300000000,"[b0:e4:d5:39:26:89, 12136, 45, -58, 14:22:3b:16:5a:bd, 7457, 225, -54, cc:f4:11:8b:29:4d, 7765, 30, -44, b0:e4:d5:96:3b:95, 13265, 105, -59, 14:22:3b:2a:86:f5, 17593, 45, -59, f8:1a:2b:06:3c:0b, 17847, 195, -72]",3.10E+12,-0.381057,-0.34337005,9.800404,-0.082619525,0.034208454,0.043829583,12.078,7.0394,38.2226,-1.0183853,0.034995567,0.038862187,0,7.038606,20.159,
1402,3097760000000,"[b0:e4:d5:39:26:89, 11250, 90, -60, 14:22:3b:16:5a:bd, 4515, 120, -51, cc:f4:11:8b:29:4d, 7917, 120, -42, b0:e4:d5:96:3b:95, 11757, 45, -55, 14:22:3b:2a:86:f5, 17199, 90, -61, f8:1a:2b:06:3c:0b, 17785, 210, -72]",3.10E+12,-1.1473584,-0.89072824,9.91167,0.16264287,-0.113926366,-0.04428773,12.9808,6.7588,37.6614,-1.0480365,0.08903449,0.115245394,0,7.027812,20.159,
1403,3097760000000,"[b0:e4:d5:39:26:89, 11250, 90, -60, 14:22:3b:16:5a:bd, 4515, 120, -51, cc:f4:11:8b:29:4d, 7917, 120, -42, b0:e4:d5:96:3b:95, 11757, 45, -55, 14:22:3b:2a:86:f5, 17199, 90, -61, f8:1a:2b:06:3c:0b, 17785, 210, -72]",3.10E+12,-1.4081762,0.3290131,9.4534445,-0.03390302,-0.027641652,-0.01985312,12.749,6.6856,38.7716,-1.282834,-0.034410115,0.14787175,0,7.017018,20.159,
1404,3097760000000,"[b0:e4:d5:39:26:89, 11250, 90, -60, 14:22:3b:16:5a:bd, 4515, 120, -51, cc:f4:11:8b:29:4d, 7917, 120, -42, b0:e4:d5:96:3b:95, 11757, 45, -55, 14:22:3b:2a:86:f5, 17199, 90, -61, f8:1a:2b:06:3c:0b, 17785, 210, -72]",3.10E+12,-0.74416786,-0.46241298,10.217951,-0.13026701,0.13469578,0.13576481,12.968599,6.7588,37.881,-1.0785012,0.04510481,0.07270111,0,7.006224,20.159,
1405,3098270000000,"[b0:e4:d5:39:26:89, 11429, 150, -60, 14:22:3b:16:5a:bd, 4960, 30, -48, cc:f4:11:8b:29:4d, 7738, 75, -41, b0:e4:d5:96:3b:95, 11230, 60, -57, 14:22:3b:2a:86:f5, 17386, 105, -59, f8:1a:2b:06:3c:0b, 19218, 255, -71]",3.10E+12,-1.4201403,0.69272214,9.445069,0.039553523,-0.074067414,-0.029626964,12.4562,6.5758,38.4544,-1.3556212,-0.07240019,0.1492399,0,6.99543,20.159,
1406,3098270000000,"[b0:e4:d5:39:26:89, 11429, 150, -60, 14:22:3b:16:5a:bd, 4960, 30, -48, cc:f4:11:8b:29:4d, 7738, 75, -41, b0:e4:d5:96:3b:95, 11230, 60, -57, 14:22:3b:2a:86:f5, 17386, 105, -59, f8:1a:2b:06:3c:0b, 19218, 255, -71]",3.10E+12,0.4959125,0.03708875,9.906884,-0.14126259,0.009468411,-0.09468412,12.566,6.5758,38.369,-1.026864,-0.003739036,-0.050015613,0,6.984636,20.159,
1407,3098740000000,"[b0:e4:d5:39:26:89, 8761, 165, -64, 14:22:3b:16:5a:bd, 3316, 150, -52, cc:f4:11:8b:29:4d, 7621, 105, -43, b0:e4:d5:96:3b:95, 12144, 60, -53, 14:22:3b:2a:86:f5, 17132, 90, -65, f8:1a:2b:06:3c:0b, 18449, 270, -75]",3.10E+12,-0.43130627,0.60717875,10.27837,0.016187929,0.026725354,-0.090713486,12.2732,6.9417996,38.0396,-1.2424556,-0.058953114,0.041937914,0,6.973842,20.159,
1408,3098740000000,"[b0:e4:d5:39:26:89, 8761, 165, -64, 14:22:3b:16:5a:bd, 3316, 150, -52, cc:f4:11:8b:29:4d, 7621, 105, -43, b0:e4:d5:96:3b:95, 12144, 60, -53, 14:22:3b:2a:86:f5, 17132, 90, -65, f8:1a:2b:06:3c:0b, 18449, 270, -75]",3.10E+12,1.090529,1.1629118,9.47797,-0.028252518,0.030695979,-0.04062254,12.2732,7.4298,38.2226,-1.2486923,-0.12129374,-0.11455559,0,6.963048,20.159,
1409,3099210000000,"[b0:e4:d5:39:26:89, 11183, 180, -60, 14:22:3b:16:5a:bd, 6207, 180, -50, cc:f4:11:8b:29:4d, 7371, 45, -44, b0:e4:d5:96:3b:95, 11871, 90, -54, 14:22:3b:2a:86:f5, 17492, 105, -61, f8:1a:2b:06:3c:0b, 19156, 180, -72]",3.10E+12,0.71007013,0.109471634,10.17847,-0.043066,0.006261369,-0.03940081,11.565599,6.3928,38.722797,-0.977006,-0.010728728,-0.06964913,0,6.952254,20.159,
1410,3099210000000,"[b0:e4:d5:39:26:89, 11183, 180, -60, 14:22:3b:16:5a:bd, 6207, 180, -50, cc:f4:11:8b:29:4d, 7371, 45, -44, b0:e4:d5:96:3b:95, 11871, 90, -54, 14:22:3b:2a:86:f5, 17492, 105, -61, f8:1a:2b:06:3c:0b, 19156, 180, -72]",3.10E+12,0.6227321,1.0683953,9.467801,0.034513887,-0.049021937,0.004581489,12.187799,6.8441997,37.8444,-1.3193295,-0.11212952,-0.06567907,0,6.94146,20.159,
1411,3099670000000,"[b0:e4:d5:39:26:89, 9339, 75, -59, 14:22:3b:16:5a:bd, 4265, 120, -53, cc:f4:11:8b:29:4d, 7316, 90, -44, b0:e4:d5:96:3b:95, 11375, 120, -56, 14:22:3b:2a:86:f5, 17554, 105, -61, f8:1a:2b:06:3c:0b, 21554, 375, -73]",3.10E+12,-0.16749759,-0.04366901,9.444471,-0.013133603,0.014660766,0.013286319,12.078,6.5636,38.0396,-1.0846303,0.004623004,0.01773313,0,6.930666,20.159,
1412,3099670000000,"[b0:e4:d5:39:26:89, 9339, 75, -59, 14:22:3b:16:5a:bd, 4265, 120, -53, cc:f4:11:8b:29:4d, 7316, 90, -44, b0:e4:d5:96:3b:95, 11375, 120, -56, 14:22:3b:2a:86:f5, 17554, 105, -61, f8:1a:2b:06:3c:0b, 21554, 375, -73]",3.10E+12,0.23150559,0.92482597,9.866206,0.10567969,-0.10522154,0.003359759,11.8828,6.0024,38.246998,-1.357153,-0.093438074,-0.023460194,0,6.919872,20.159,
1413,3099670000000,"[b0:e4:d5:39:26:89, 9339, 75, -59, 14:22:3b:16:5a:bd, 4265, 120, -53, cc:f4:11:8b:29:4d, 7316, 90, -44, b0:e4:d5:96:3b:95, 11375, 120, -56, 14:22:3b:2a:86:f5, 17554, 105, -61, f8:1a:2b:06:3c:0b, 21554, 375, -73]",3.10E+12,0.6556334,0.43669012,9.509077,-0.012675454,0.16172658,0.09560041,12.2732,6.1,38.064,-1.1492065,-0.04578272,-0.06883922,0,6.909078,20.159,
1414,3100140000000,"[b0:e4:d5:39:26:89, 9148, 135, -60, 14:22:3b:16:5a:bd, 5621, 75, -48, cc:f4:11:8b:29:4d, 7109, 105, -45, b0:e4:d5:96:3b:95, 11617, 60, -55, 14:22:3b:2a:86:f5, 17394, 150, -64, f8:1a:2b:06:3c:0b, 17949, 165, -71]",3.10E+12,0.46301118,0.63529444,9.713663,0.095294975,-0.032986723,0.039095376,11.6876,6.8564,38.2226,-1.1579318,-0.06523529,-0.04762992,0,6.898284,20.159,
1415,3100140000000,"[b0:e4:d5:39:26:89, 9148, 135, -60, 14:22:3b:16:5a:bd, 5621, 75, -48, cc:f4:11:8b:29:4d, 7109, 105, -45, b0:e4:d5:96:3b:95, 11617, 60, -55, 14:22:3b:2a:86:f5, 17394, 150, -64, f8:1a:2b:06:3c:0b, 17949, 165, -71]",3.10E+12,0.65682983,0.2883351,9.460623,-0.011453724,0.084146686,-0.041691553,12.090199,6.283,37.8444,-1.0748677,-0.030394841,-0.06931653,0,6.88749,20.159,
1416,3100610000000,"[b0:e4:d5:39:26:89, 8972, 75, -59, 14:22:3b:16:5a:bd, 4511, 45, -48, cc:f4:11:8b:29:4d, 7109, 60, -45, b0:e4:d5:96:3b:95, 11453, 90, -56, 14:22:3b:2a:86:f5, 17324, 75, -64, f8:1a:2b:06:3c:0b, 16753, 315, -74]",3.10E+12,0.08554341,0.60777694,9.879367,0.10980303,-0.01038471,-0.03313944,11.7852,6.954,38.320198,-1.1902447,-0.061440095,-0.008658579,0,6.876696,20.159,
1417,3100610000000,"[b0:e4:d5:39:26:89, 8972, 75, -59, 14:22:3b:16:5a:bd, 4511, 45, -48, cc:f4:11:8b:29:4d, 7109, 60, -45, b0:e4:d5:96:3b:95, 11453, 90, -56, 14:22:3b:2a:86:f5, 17324, 75, -64, f8:1a:2b:06:3c:0b, 16753, 315, -74]",3.10E+12,1.102493,0.75553375,9.7812605,0.06780604,-0.21151209,-0.07651087,11.5046,6.2708,37.7224,-1.1431293,-0.076606736,-0.1122411,0,6.865902,20.159,
1418,3100610000000,"[b0:e4:d5:39:26:89, 8972, 75, -59, 14:22:3b:16:5a:bd, 4511, 45, -48, cc:f4:11:8b:29:4d, 7109, 60, -45, b0:e4:d5:96:3b:95, 11453, 90, -56, 14:22:3b:2a:86:f5, 17324, 75, -64, f8:1a:2b:06:3c:0b, 16753, 315, -74]",3.10E+12,0.32422748,-0.06520442,9.934999,0.04046982,-0.007941248,0.031612277,11.565599,6.771,38.8204,-0.97173244,0.006559516,-0.0326233,0,6.855108,20.159,
1419,3101080000000,"[b0:e4:d5:39:26:89, 9031, 60, -57, 14:22:3b:16:5a:bd, 3640, 105, -52, cc:f4:11:8b:29:4d, 7367, 90, -42, b0:e4:d5:96:3b:95, 14093, 135, -68, 14:22:3b:2a:86:f5, 17894, 135, -62, f8:1a:2b:06:3c:0b, 20570, 150, -72]",3.10E+12,-1.4075779,0.26799613,9.1872425,0.13973543,-0.002138028,0.03191771,11.8828,6.283,38.0396,-1.2795202,-0.028826026,0.15202788,0,6.844314,20.159,
1420,3101080000000,"[b0:e4:d5:39:26:89, 9031, 60, -57, 14:22:3b:16:5a:bd, 3640, 105, -52, cc:f4:11:8b:29:4d, 7367, 90, -42, b0:e4:d5:96:3b:95, 14093, 135, -68, 14:22:3b:2a:86:f5, 17894, 135, -62, f8:1a:2b:06:3c:0b, 20570, 150, -72]",3.10E+12,-0.77706915,-0.50488555,9.999007,-0.083383106,-0.0346666,0.025198191,11.858399,6.3073997,38.9302,-1.0657222,0.05029931,0.07755874,0,6.83352,20.159,
1421,3101630000000,"[b0:e4:d5:39:26:89, 8355, 120, -61, 14:22:3b:16:5a:bd, 3691, 120, -54, cc:f4:11:8b:29:4d, 7539, 75, -40, b0:e4:d5:96:3b:95, 12367, 90, -59, 14:22:3b:2a:86:f5, 17605, 90, -64, f8:1a:2b:06:3c:0b, 21062, 150, -72]",3.10E+12,-0.37986058,0.059820566,10.885549,-0.027794369,-0.064599,-0.08857546,11.8706,6.6734,38.43,-1.1154938,-0.005492013,0.034881707,0,6.822726,20.159,
1422,3101630000000,"[b0:e4:d5:39:26:89, 8355, 120, -61, 14:22:3b:16:5a:bd, 3691, 120, -54, cc:f4:11:8b:29:4d, 7539, 75, -40, b0:e4:d5:96:3b:95, 12367, 90, -59, 14:22:3b:2a:86:f5, 17605, 90, -64, f8:1a:2b:06:3c:0b, 21062, 150, -72]",3.10E+12,-1.1623136,0.70348984,9.664013,-0.074067414,-0.009315695,-0.086132,11.565599,6.2952,38.722797,-1.3504896,-0.072148494,0.11969741,0,6.811932,20.159,
1423,3101630000000,"[b0:e4:d5:39:26:89, 8355, 120, -61, 14:22:3b:16:5a:bd, 3691, 120, -54, cc:f4:11:8b:29:4d, 7539, 75, -40, b0:e4:d5:96:3b:95, 12367, 90, -59, 14:22:3b:2a:86:f5, 17605, 90, -64, f8:1a:2b:06:3c:0b, 21062, 150, -72]",3.10E+12,-0.6837491,-0.15493527,10.066605,-0.05421429,-0.020005837,-0.093462385,11.3582,5.7339997,39.1376,-1.1462727,0.015354429,0.06781836,0,6.801138,20.159,
1424,3102090000000,"[b0:e4:d5:39:26:89, 8777, 60, -59, 14:22:3b:16:5a:bd, 3445, 75, -54, cc:f4:11:8b:29:4d, 7570, 75, -39, b0:e4:d5:96:3b:95, 11464, 60, -55, 14:22:3b:2a:86:f5, 17687, 75, -65, f8:1a:2b:06:3c:0b, 17847, 330, -74]",3.10E+12,-0.08733802,0.779462,9.665807,0.044135015,-0.022143865,-0.001374447,11.663199,6.2952,38.8326,-1.3134172,-0.08046378,0.009035526,0,6.790344,20.159,
1425,3102090000000,"[b0:e4:d5:39:26:89, 8777, 60, -59, 14:22:3b:16:5a:bd, 3445, 75, -54, cc:f4:11:8b:29:4d, 7570, 75, -39, b0:e4:d5:96:3b:95, 11464, 60, -55, 14:22:3b:2a:86:f5, 17687, 75, -65, f8:1a:2b:06:3c:0b, 17847, 330, -74]",3.10E+12,0.48933223,0.95653087,9.723833,-0.06307184,0.04841107,-0.024740042,11.6754,6.1976,38.320198,-1.3321267,-0.09793114,-0.050280564,0,6.77955,20.159,
1426,3102550000000,"[b0:e4:d5:39:26:89, 9386, 90, -54, 14:22:3b:16:5a:bd, 5906, 60, -46, cc:f4:11:8b:29:4d, 7429, 135, -38, b0:e4:d5:96:3b:95, 12054, 60, -53, 14:22:3b:2a:86:f5, 17675, 105, -60, f8:1a:2b:06:3c:0b, 16582, 390, -71]",3.10E+12,0.18245272,-0.26679972,9.781859,0.05222898,0.060170226,0.001221731,11.1751995,5.8194,38.613,-0.98900837,0.02726345,-0.018649988,0,6.768756,20.159,
1427,3102550000000,"[b0:e4:d5:39:26:89, 9386, 90, -54, 14:22:3b:16:5a:bd, 5906, 60, -46, cc:f4:11:8b:29:4d, 7429, 135, -38, b0:e4:d5:96:3b:95, 12054, 60, -53, 14:22:3b:2a:86:f5, 17675, 105, -60, f8:1a:2b:06:3c:0b, 16582, 390, -71]",3.10E+12,0.82672024,1.2849457,9.506684,0.099265605,-0.07147124,0.019394971,12.078,6.1976,38.1372,-1.4643937,-0.13384905,-0.08674377,0,6.757962,20.159,
