Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,x,y,
0,2812970000000,"[b0:e4:d5:39:26:89, 30875, 360, -73, 14:22:3b:16:5a:bd, 13492, 30, -56, cc:f4:11:8b:29:4d, 24062, 30, -58, b0:e4:d5:96:3b:95, 7234, 105, -53, 14:22:3b:2a:86:f5, 3738, 75, -44, f8:1a:2b:06:3c:0b, 8980, 150, -63]",2.81E+12,-0.21355942,0.25663024,9.751948,0.003054326,0.00412334,-0.001527163,21.654999,14.408199,42.09,-1.0380288,-0.026303416,0.021895654,0,22.161,20.159,20.908
1,2812970000000,"[b0:e4:d5:39:26:89, 30875, 360, -73, 14:22:3b:16:5a:bd, 13492, 30, -56, cc:f4:11:8b:29:4d, 24062, 30, -58, b0:e4:d5:96:3b:95, 7234, 105, -53, 14:22:3b:2a:86:f5, 3738, 75, -44, f8:1a:2b:06:3c:0b, 8980, 150, -63]",2.81E+12,-0.4211368,0.5838487,10.137792,-0.049480084,-0.025045475,-0.19624045,21.459799,14.1276,42.1876,-1.1024058,-0.057478305,0.041517403,0,22.150206,20.159,0.010794011
2,2813430000000,"[b0:e4:d5:39:26:89, 29785, 255, -73, 14:22:3b:16:5a:bd, 13589, 135, -56, cc:f4:11:8b:29:4d, 23992, 60, -55, b0:e4:d5:96:3b:95, 7312, 60, -52, 14:22:3b:2a:86:f5, 4527, 45, -42, f8:1a:2b:06:3c:0b, 10929, 90, -61]",2.81E+12,-1.2705889,-0.30329028,10.043873,-0.051465396,-0.019089539,-0.045662176,21.2402,14.700999,42.8708,-1.0299168,0.02994883,0.12583546,0,22.139412,20.159,
3,2813430000000,"[b0:e4:d5:39:26:89, 29785, 255, -73, 14:22:3b:16:5a:bd, 13589, 135, -56, cc:f4:11:8b:29:4d, 23992, 60, -55, b0:e4:d5:96:3b:95, 7312, 60, -52, 14:22:3b:2a:86:f5, 4527, 45, -42, f8:1a:2b:06:3c:0b, 10929, 90, -61]",2.81E+12,-0.9457632,0.40378883,9.665807,0.053297993,-0.057268616,0.018020526,21.472,14.6765995,41.7728,-1.0976071,-0.0415525,0.0975358,0,22.128618,20.159,
4,2813430000000,"[b0:e4:d5:39:26:89, 29785, 255, -73, 14:22:3b:16:5a:bd, 13589, 135, -56, cc:f4:11:8b:29:4d, 23992, 60, -55, b0:e4:d5:96:3b:95, 7312, 60, -52, 14:22:3b:2a:86:f5, 4527, 45, -42, f8:1a:2b:06:3c:0b, 10929, 90, -61]",2.81E+12,0.18544376,0.6622137,9.492328,-0.01572978,0.006719518,-0.04932737,21.3622,14.505799,42.273,-1.0602107,-0.069636956,-0.019533688,0,22.117824,20.159,
5,2813890000000,"[b0:e4:d5:39:26:89, 26699, 150, -72, 14:22:3b:16:5a:bd, 13625, 60, -54, cc:f4:11:8b:29:4d, 23699, 90, -61, b0:e4:d5:96:3b:95, 10218, 90, -55, 14:22:3b:2a:86:f5, 3820, 75, -46, f8:1a:2b:06:3c:0b, 10535, 135, -63]",2.81E+12,0.54257256,0.8021938,10.0349,0.001985312,-0.0364992,-0.06887506,20.874199,13.7372,42.273,-1.0664494,-0.0796549,-0.05401596,0,22.10703,20.159,
6,2813890000000,"[b0:e4:d5:39:26:89, 26699, 150, -72, 14:22:3b:16:5a:bd, 13625, 60, -54, cc:f4:11:8b:29:4d, 23699, 90, -61, b0:e4:d5:96:3b:95, 10218, 90, -55, 14:22:3b:2a:86:f5, 3820, 75, -46, f8:1a:2b:06:3c:0b, 10535, 135, -63]",2.81E+12,0.927817,-0.8817552,9.33141,0.01038471,0.059101213,0.08307768,21.35,13.9446,42.4804,-0.7570052,0.09375392,-0.09910372,0,22.096236,20.159,
7,2814350000000,"[b0:e4:d5:39:26:89, 28753, 315, -72, 14:22:3b:16:5a:bd, 14132, 75, -53, cc:f4:11:8b:29:4d, 23972, 105, -52, b0:e4:d5:96:3b:95, 7449, 45, -52, 14:22:3b:2a:86:f5, 2824, 150, -47, f8:1a:2b:06:3c:0b, 10265, 255, -62]",2.81E+12,-0.35533416,0.07776674,9.927223,0.004734206,-0.05513059,-0.007788532,20.6912,15.0548,41.9314,-0.9844553,-0.007828512,0.035778638,0,22.085442,20.159,
8,2814350000000,"[b0:e4:d5:39:26:89, 28753, 315, -72, 14:22:3b:16:5a:bd, 14132, 75, -53, cc:f4:11:8b:29:4d, 23972, 105, -52, b0:e4:d5:96:3b:95, 7449, 45, -52, 14:22:3b:2a:86:f5, 2824, 150, -47, f8:1a:2b:06:3c:0b, 10265, 255, -62]",2.81E+12,-0.43130627,0.63170516,9.957133,-0.07040222,0.03604105,-0.006414085,21.069399,14.03,42.273,-1.10895,-0.06329837,0.043289248,0,22.074648,20.159,
9,2814810000000,"[b0:e4:d5:39:26:89, 27597, 285, -73, 14:22:3b:16:5a:bd, 14136, 30, -52, cc:f4:11:8b:29:4d, 23503, 180, -58, b0:e4:d5:96:3b:95, 8152, 105, -56, 14:22:3b:2a:86:f5, 3023, 105, -41, f8:1a:2b:06:3c:0b, 12593, 255, -59]",2.81E+12,-0.94695956,-0.1274178,9.716655,0.009315695,0.011301007,0.019394971,21.264599,14.115399,42.1876,-1.0456121,0.013050766,0.097150564,0,22.063854,20.159,
10,2814810000000,"[b0:e4:d5:39:26:89, 27597, 285, -73, 14:22:3b:16:5a:bd, 14136, 30, -52, cc:f4:11:8b:29:4d, 23503, 180, -58, b0:e4:d5:96:3b:95, 8152, 105, -56, 14:22:3b:2a:86:f5, 3023, 105, -41, f8:1a:2b:06:3c:0b, 12593, 255, -59]",2.81E+12,-0.1591227,0.6969096,9.843474,0.007941248,-0.015882496,-0.071318515,20.483799,14.2008,42.029,-1.083206,-0.070672005,0.016163891,0,22.05306,20.159,
11,2815270000000,"[b0:e4:d5:39:26:89, 29035, 315, -71, 14:22:3b:16:5a:bd, 13304, 210, -57, cc:f4:11:8b:29:4d, 23804, 165, -57, b0:e4:d5:96:3b:95, 7921, 135, -56, 14:22:3b:2a:86:f5, 3628, 120, -46, f8:1a:2b:06:3c:0b, 11562, 60, -62]",2.82E+12,0.47856453,-0.23090738,9.713065,-0.04795292,0.056505036,0.04505131,19.6786,14.408199,42.9074,-0.84893817,0.0237396,-0.049230374,0,22.042266,20.159,
12,2815270000000,"[b0:e4:d5:39:26:89, 29035, 315, -71, 14:22:3b:16:5a:bd, 13304, 210, -57, cc:f4:11:8b:29:4d, 23804, 165, -57, b0:e4:d5:96:3b:95, 7921, 135, -56, 14:22:3b:2a:86:f5, 3628, 120, -46, f8:1a:2b:06:3c:0b, 11562, 60, -62]",2.82E+12,0.6646065,0.49292147,9.744172,0.00580322,-0.011911872,0.03023783,21.045,14.4204,42.7732,-0.9781446,-0.050426245,-0.06810007,0,22.031472,20.159,
13,2815270000000,"[b0:e4:d5:39:26:89, 29035, 315, -71, 14:22:3b:16:5a:bd, 13304, 210, -57, cc:f4:11:8b:29:4d, 23804, 165, -57, b0:e4:d5:96:3b:95, 7921, 135, -56, 14:22:3b:2a:86:f5, 3628, 120, -46, f8:1a:2b:06:3c:0b, 11562, 60, -62]",2.82E+12,-0.45822555,0.47018966,9.519247,0.006872234,-0.001985312,0.00702495,21.0572,13.9324,42.4804,-1.0955396,-0.049296483,0.048099615,0,22.020678,20.159,
14,2815760000000,"[b0:e4:d5:39:26:89, 28378, 210, -73, 14:22:3b:16:5a:bd, 14070, 30, -52, cc:f4:11:8b:29:4d, 23417, 180, -59, b0:e4:d5:96:3b:95, 7996, 165, -57, 14:22:3b:2a:86:f5, 3332, 120, -47, f8:1a:2b:06:3c:0b, 11574, 60, -56]",2.82E+12,0.55752766,0.066400826,9.73819,0.06414085,-0.02687807,0.01450805,20.678999,14.115399,42.138798,-0.9222893,-0.006807348,-0.057189245,0,22.009884,20.159,
15,2815760000000,"[b0:e4:d5:39:26:89, 28378, 210, -73, 14:22:3b:16:5a:bd, 14070, 30, -52, cc:f4:11:8b:29:4d, 23417, 180, -59, b0:e4:d5:96:3b:95, 7996, 165, -57, 14:22:3b:2a:86:f5, 3332, 120, -47, f8:1a:2b:06:3c:0b, 11574, 60, -56]",2.82E+12,-0.02632105,0.2440679,9.490533,0.021533,0.04505131,0.05497787,20.6668,13.4566,42.578,-1.0343436,-0.02571122,0.002773394,0,21.99909,20.159,
16,2816220000000,"[b0:e4:d5:39:26:89, 29078, 300, -72, 14:22:3b:16:5a:bd, 14031, 105, -52, cc:f4:11:8b:29:4d, 23460, 45, -59, b0:e4:d5:96:3b:95, 8269, 75, -54, 14:22:3b:2a:86:f5, 2636, 105, -45, f8:1a:2b:06:3c:0b, 9617, 90, -62]",2.82E+12,-0.276371,-0.26081768,9.731609,-0.035124753,-0.019394971,0.001985312,20.3008,13.920199,41.846,-0.9605827,0.026783874,0.02839168,0,21.988296,20.159,
17,2816220000000,"[b0:e4:d5:39:26:89, 29078, 300, -72, 14:22:3b:16:5a:bd, 14031, 105, -52, cc:f4:11:8b:29:4d, 23460, 45, -59, b0:e4:d5:96:3b:95, 8269, 75, -54, 14:22:3b:2a:86:f5, 2636, 105, -45, f8:1a:2b:06:3c:0b, 9617, 90, -62]",2.82E+12,0.28414768,-0.3786642,9.170493,0.023518313,0.12935072,0.10293079,20.9718,14.212999,42.1632,-0.8886306,0.04124837,-0.030975083,0,21.977502,20.159,
18,2816680000000,"[b0:e4:d5:39:26:89, 29546, 150, -70, 14:22:3b:16:5a:bd, 13691, 75, -55, cc:f4:11:8b:29:4d, 23996, 105, -57, b0:e4:d5:96:3b:95, 11394, 120, -57, 14:22:3b:2a:86:f5, 2535, 105, -46, f8:1a:2b:06:3c:0b, 10617, 30, -57]",2.82E+12,-1.3501502,0.14117654,9.926026,-0.051923547,-0.082619525,0.01160644,20.069,13.6518,42.7488,-1.0988282,-0.014092157,0.13519153,0,21.966708,20.159,
19,2816680000000,"[b0:e4:d5:39:26:89, 29546, 150, -70, 14:22:3b:16:5a:bd, 13691, 75, -55, cc:f4:11:8b:29:4d, 23996, 105, -57, b0:e4:d5:96:3b:95, 11394, 120, -57, 14:22:3b:2a:86:f5, 2535, 105, -46, f8:1a:2b:06:3c:0b, 10617, 30, -57]",2.82E+12,-0.13758731,-0.3702893,9.845269,-0.032986723,0.009773844,-0.003970624,20.3618,13.7494,42.7488,-0.9390792,0.037589498,0.013974058,0,21.955914,20.159,
20,2816680000000,"[b0:e4:d5:39:26:89, 29546, 150, -70, 14:22:3b:16:5a:bd, 13691, 75, -55, cc:f4:11:8b:29:4d, 23996, 105, -57, b0:e4:d5:96:3b:95, 11394, 120, -57, 14:22:3b:2a:86:f5, 2535, 105, -46, f8:1a:2b:06:3c:0b, 10617, 30, -57]",2.82E+12,-0.21834506,0.2117648,10.203594,-0.010995574,0.045356743,-0.01740966,20.6912,13.724999,41.8704,-1.0333292,-0.020746214,0.021395572,0,21.94512,20.159,
21,2817140000000,"[b0:e4:d5:39:26:89, 28617, 135, -68, 14:22:3b:16:5a:bd, 13781, 75, -52, cc:f4:11:8b:29:4d, 23660, 90, -58, b0:e4:d5:96:3b:95, 9441, 135, -57, 14:22:3b:2a:86:f5, 5066, 120, -46, f8:1a:2b:06:3c:0b, 9917, 60, -58]",2.82E+12,1.2352947,0.8997013,9.784252,-0.009162978,-0.011759156,9.16E-04,20.056799,14.505799,43.1148,-0.95167196,-0.09097795,-0.12558888,0,21.934326,20.159,
22,2817140000000,"[b0:e4:d5:39:26:89, 28617, 135, -68, 14:22:3b:16:5a:bd, 13781, 75, -52, cc:f4:11:8b:29:4d, 23660, 90, -58, b0:e4:d5:96:3b:95, 9441, 135, -57, 14:22:3b:2a:86:f5, 5066, 120, -46, f8:1a:2b:06:3c:0b, 9917, 60, -58]",2.82E+12,1.8358932,1.7150556,10.756934,-0.024740042,0.08475755,0.01695151,20.4716,13.359,42.2608,-1.1282085,-0.1558895,-0.16904192,0,21.923532,20.159,
23,2817610000000,"[b0:e4:d5:39:26:89, 28386, 495, -69, 14:22:3b:16:5a:bd, 14195, 75, -51, cc:f4:11:8b:29:4d, 23488, 120, -59, b0:e4:d5:96:3b:95, 9246, 45, -54, 14:22:3b:2a:86:f5, 2820, 135, -42, f8:1a:2b:06:3c:0b, 9722, 105, -60]",2.82E+12,-0.071186475,-0.30269206,9.850055,0.06627888,-0.003359759,-0.03573562,20.447199,14.0422,43.0416,-0.93396574,0.030719519,0.007226888,0,21.912738,20.159,
24,2817610000000,"[b0:e4:d5:39:26:89, 28386, 495, -69, 14:22:3b:16:5a:bd, 14195, 75, -51, cc:f4:11:8b:29:4d, 23488, 120, -59, b0:e4:d5:96:3b:95, 9246, 45, -54, 14:22:3b:2a:86:f5, 2820, 135, -42, f8:1a:2b:06:3c:0b, 9722, 105, -60]",2.82E+12,-0.18125631,0.42831525,9.966106,0.06627888,0.0917825,0.16157386,20.6668,13.7494,42.5658,-1.0631235,-0.042943668,0.018185271,0,21.901944,20.159,
25,2818060000000,"[b0:e4:d5:39:26:89, 28386, 225, -69, 14:22:3b:16:5a:bd, 14339, 45, -50, cc:f4:11:8b:29:4d, 23437, 75, -58, b0:e4:d5:96:3b:95, 6843, 240, -58, 14:22:3b:2a:86:f5, 3250, 75, -41, f8:1a:2b:06:3c:0b, 9023, 45, -62]",2.82E+12,-2.1026928,-0.19381863,9.534202,-0.019547688,-0.10995574,-0.001832596,20.4716,14.310599,42.639,-1.0946255,0.019849116,0.21706732,0,21.89115,20.159,
26,2818060000000,"[b0:e4:d5:39:26:89, 28386, 225, -69, 14:22:3b:16:5a:bd, 14339, 45, -50, cc:f4:11:8b:29:4d, 23437, 75, -58, b0:e4:d5:96:3b:95, 6843, 240, -58, 14:22:3b:2a:86:f5, 3250, 75, -41, f8:1a:2b:06:3c:0b, 9023, 45, -62]",2.82E+12,-1.099502,-0.20578274,9.820743,-0.064446285,-0.112399206,-0.054519724,20.1544,13.9446,43.224598,-1.0337554,0.020820778,0.11149282,0,21.880356,20.159,
27,2818530000000,"[b0:e4:d5:39:26:89, 26855, 135, -69, 14:22:3b:16:5a:bd, 14273, 75, -52, cc:f4:11:8b:29:4d, 22902, 180, -61, b0:e4:d5:96:3b:95, 7128, 60, -52, 14:22:3b:2a:86:f5, 2535, 90, -42, f8:1a:2b:06:3c:0b, 9535, 45, -57]",2.82E+12,-1.8191434,0.2440679,9.578469,-0.008246681,0.01160644,-0.046731193,19.9714,14.03,42.9318,-1.1291637,-0.02502819,0.18768479,0,21.869562,20.159,
28,2818530000000,"[b0:e4:d5:39:26:89, 26855, 135, -69, 14:22:3b:16:5a:bd, 14273, 75, -52, cc:f4:11:8b:29:4d, 22902, 180, -61, b0:e4:d5:96:3b:95, 7128, 60, -52, 14:22:3b:2a:86:f5, 2535, 90, -42, f8:1a:2b:06:3c:0b, 9535, 45, -57]",2.82E+12,-1.1324034,-0.21954148,9.487542,-0.069485925,-0.070554934,0.01282817,20.4594,14.2252,42.7488,-1.0329348,0.022972845,0.11879488,0,21.858768,20.159,
29,2818530000000,"[b0:e4:d5:39:26:89, 26855, 135, -69, 14:22:3b:16:5a:bd, 14273, 75, -52, cc:f4:11:8b:29:4d, 22902, 180, -61, b0:e4:d5:96:3b:95, 7128, 60, -52, 14:22:3b:2a:86:f5, 2535, 90, -42, f8:1a:2b:06:3c:0b, 9535, 45, -57]",2.82E+12,-0.049052864,-0.064008005,10.103095,0.005955936,-0.042913284,-0.018784106,20.4594,14.7864,42.822,-0.9411725,0.006335326,0.004855193,0,21.847974,20.159,
30,2819020000000,"[b0:e4:d5:39:26:89, 26296, 90, -68, 14:22:3b:16:5a:bd, 14359, 90, -52, cc:f4:11:8b:29:4d, 23203, 150, -60, b0:e4:d5:96:3b:95, 6847, 75, -52, 14:22:3b:2a:86:f5, 6132, 315, -43, f8:1a:2b:06:3c:0b, 8996, 105, -59]",2.82E+12,1.3070793,0.19621146,9.948758,-0.06887506,-0.002443461,-0.031001411,20.1544,13.6518,43.0416,-0.84474176,-0.019551674,-0.13063297,0,21.83718,20.159,
31,2819020000000,"[b0:e4:d5:39:26:89, 26296, 90, -68, 14:22:3b:16:5a:bd, 14359, 90, -52, cc:f4:11:8b:29:4d, 23203, 150, -60, b0:e4:d5:96:3b:95, 6847, 75, -52, 14:22:3b:2a:86:f5, 6132, 315, -43, f8:1a:2b:06:3c:0b, 8996, 105, -59]",2.82E+12,1.1509477,1.9447666,10.533205,-0.001527163,0.08353582,-0.08582657,20.0812,14.2984,42.4194,-1.1950476,-0.18151927,-0.10883673,0,21.826386,20.159,
32,2819480000000,"[b0:e4:d5:39:26:89, 26441, 75, -68, 14:22:3b:16:5a:bd, 14496, 30, -51, cc:f4:11:8b:29:4d, 25417, 225, -62, b0:e4:d5:96:3b:95, 7117, 90, -47, 14:22:3b:2a:86:f5, 1882, 90, -43, f8:1a:2b:06:3c:0b, 12125, 90, -60]",2.82E+12,-0.3278167,0.20638095,10.19821,-0.043218717,0.037873644,-0.04550946,19.861599,14.1276,43.3222,-1.0127053,-0.020223774,0.03213347,0,21.815592,20.159,
33,2819480000000,"[b0:e4:d5:39:26:89, 26441, 75, -68, 14:22:3b:16:5a:bd, 14496, 30, -51, cc:f4:11:8b:29:4d, 25417, 225, -62, b0:e4:d5:96:3b:95, 7117, 90, -47, 14:22:3b:2a:86:f5, 1882, 90, -43, f8:1a:2b:06:3c:0b, 12125, 90, -60]",2.82E+12,0.27696922,-0.17587246,9.955936,0.07360926,0.06704246,0.08078693,19.983599,13.920199,42.4316,-0.9078443,0.01765642,-0.027812332,0,21.804798,20.159,
34,2819960000000,"[b0:e4:d5:39:26:89, 26328, 120, -69, 14:22:3b:16:5a:bd, 15078, 105, -50, cc:f4:11:8b:29:4d, 22941, 105, -61, b0:e4:d5:96:3b:95, 7097, 90, -48, 14:22:3b:2a:86:f5, 2652, 60, -37, f8:1a:2b:06:3c:0b, 12406, 90, -60]",2.82E+12,-1.1132607,0.4881358,9.860822,-0.05222898,-0.053450707,0.014202617,19.9714,13.8348,42.639,-1.1224614,-0.049150445,0.112421334,0,21.794004,20.159,
35,2819960000000,"[b0:e4:d5:39:26:89, 26328, 120, -69, 14:22:3b:16:5a:bd, 15078, 105, -50, cc:f4:11:8b:29:4d, 22941, 105, -61, b0:e4:d5:96:3b:95, 7097, 90, -48, 14:22:3b:2a:86:f5, 2652, 60, -37, f8:1a:2b:06:3c:0b, 12406, 90, -60]",2.82E+12,-0.59940207,-0.6329016,10.076775,-0.02107485,-0.048716504,0.0571159,19.6908,14.396,42.4072,-0.918324,0.06261518,0.05941352,0,21.78321,20.159,
36,2820420000000,"[b0:e4:d5:39:26:89, 26636, 375, -69, 14:22:3b:16:5a:bd, 15351, 150, -53, cc:f4:11:8b:29:4d, 23152, 30, -59, b0:e4:d5:96:3b:95, 6503, 60, -49, 14:22:3b:2a:86:f5, 2132, 45, -41, f8:1a:2b:06:3c:0b, 13316, 30, -60]",2.82E+12,-1.3489537,0.7070791,9.547362,0.065209866,-0.031154128,-0.051618114,19.2638,14.603399,43.4808,-1.1383364,-0.073200785,0.14036162,0,21.772416,20.159,
37,2820420000000,"[b0:e4:d5:39:26:89, 26636, 375, -69, 14:22:3b:16:5a:bd, 15351, 150, -53, cc:f4:11:8b:29:4d, 23152, 30, -59, b0:e4:d5:96:3b:95, 6503, 60, -49, 14:22:3b:2a:86:f5, 2132, 45, -41, f8:1a:2b:06:3c:0b, 13316, 30, -60]",2.82E+12,-0.9236295,0.011365907,9.659825,-0.07467828,-0.04886922,0.006872234,19.6542,13.7616,43.5174,-1.0463821,-0.001171274,0.09532575,0,21.761622,20.159,
38,2820420000000,"[b0:e4:d5:39:26:89, 26636, 375, -69, 14:22:3b:16:5a:bd, 15351, 150, -53, cc:f4:11:8b:29:4d, 23152, 30, -59, b0:e4:d5:96:3b:95, 6503, 60, -49, 14:22:3b:2a:86:f5, 2132, 45, -41, f8:1a:2b:06:3c:0b, 13316, 30, -60]",2.82E+12,0.7004988,-1.238884,9.767502,-0.002138028,0.065209866,0.06719518,19.2638,15.0792,43.676,-0.6630773,0.12584385,-0.07159472,0,21.750828,20.159,
39,2820890000000,"[b0:e4:d5:39:26:89, 26187, 105, -67, 14:22:3b:16:5a:bd, 14843, 135, -55, cc:f4:11:8b:29:4d, 23300, 105, -57, b0:e4:d5:96:3b:95, 6167, 105, -50, 14:22:3b:2a:86:f5, 2566, 60, -41, f8:1a:2b:06:3c:0b, 12730, 105, -61]",2.82E+12,0.14297116,0.62871414,9.5348,0.08384126,-0.003512475,-0.005039638,19.5566,14.2252,43.4076,-1.0312513,-0.0658362,-0.014993545,0,21.740034,20.159,
40,2820890000000,"[b0:e4:d5:39:26:89, 26187, 105, -67, 14:22:3b:16:5a:bd, 14843, 135, -55, cc:f4:11:8b:29:4d, 23300, 105, -57, b0:e4:d5:96:3b:95, 6167, 105, -50, 14:22:3b:2a:86:f5, 2566, 60, -41, f8:1a:2b:06:3c:0b, 12730, 105, -61]",2.82E+12,1.0390832,-0.33379877,8.871988,-0.031001411,0.09315695,0.03176499,20.069,14.03,42.9318,-0.76056695,0.037351098,-0.116588406,0,21.72924,20.159,
41,2821350000000,"[b0:e4:d5:39:26:89, 26390, 75, -67, 14:22:3b:16:5a:bd, 16910, 375, -58, cc:f4:11:8b:29:4d, 23628, 60, -54, b0:e4:d5:96:3b:95, 6167, 45, -51, 14:22:3b:2a:86:f5, 2101, 60, -43, f8:1a:2b:06:3c:0b, 11035, 120, -62]",2.82E+12,0.23629123,-0.5407779,10.240085,-0.015577064,0.043218717,0.06704246,19.5566,14.0422,43.5174,-0.84858286,0.05274688,-0.02307103,0,21.718446,20.159,
42,2821350000000,"[b0:e4:d5:39:26:89, 26390, 75, -67, 14:22:3b:16:5a:bd, 16910, 375, -58, cc:f4:11:8b:29:4d, 23628, 60, -54, b0:e4:d5:96:3b:95, 6167, 45, -51, 14:22:3b:2a:86:f5, 2101, 60, -43, f8:1a:2b:06:3c:0b, 11035, 120, -62]",2.82E+12,0.18424734,0.69212395,10.576276,0.11438452,-0.110872045,-0.01740966,19.434599,14.0543995,44.2006,-1.0335443,-0.065338105,-0.017419053,0,21.707652,20.159,
43,2821810000000,"[b0:e4:d5:39:26:89, 25839, 150, -71, 14:22:3b:16:5a:bd, 13710, 345, -58, cc:f4:11:8b:29:4d, 23695, 75, -53, b0:e4:d5:96:3b:95, 6070, 120, -50, 14:22:3b:2a:86:f5, 1609, 60, -42, f8:1a:2b:06:3c:0b, 11652, 315, -64]",2.82E+12,-1.919642,0.97567344,9.357133,-0.056199603,-0.052839845,-0.06169739,18.483,14.5912,43.541798,-1.1961987,-0.101790205,0.20234522,0,21.696858,20.159,
44,2821810000000,"[b0:e4:d5:39:26:89, 25839, 150, -71, 14:22:3b:16:5a:bd, 13710, 345, -58, cc:f4:11:8b:29:4d, 23695, 75, -53, b0:e4:d5:96:3b:95, 6070, 120, -50, 14:22:3b:2a:86:f5, 1609, 60, -42, f8:1a:2b:06:3c:0b, 11652, 315, -64]",2.82E+12,-0.029910283,-0.77706915,10.138988,-0.13271047,0.043218717,-0.06536258,18.8734,14.5912,43.456398,-0.8162139,0.076491825,0.002950018,0,21.686064,20.159,
45,2821810000000,"[b0:e4:d5:39:26:89, 25839, 150, -71, 14:22:3b:16:5a:bd, 13710, 345, -58, cc:f4:11:8b:29:4d, 23695, 75, -53, b0:e4:d5:96:3b:95, 6070, 120, -50, 14:22:3b:2a:86:f5, 1609, 60, -42, f8:1a:2b:06:3c:0b, 11652, 315, -64]",2.82E+12,1.6630118,-0.80997044,9.717851,-0.02855795,0.09086621,0.01450805,19.361399,14.603399,43.493,-0.5699042,0.08197035,-0.1694878,0,21.67527,20.159,
46,2822300000000,"[b0:e4:d5:39:26:89, 26828, 330, -70, 14:22:3b:16:5a:bd, 15289, 390, -55, cc:f4:11:8b:29:4d, 23531, 75, -55, b0:e4:d5:96:3b:95, 6121, 45, -52, 14:22:3b:2a:86:f5, 2097, 240, -43, f8:1a:2b:06:3c:0b, 13281, 165, -63]",2.82E+12,0.401396,1.2855439,9.67478,0.10140363,-0.16126843,0.044898596,19.3736,14.310599,43.0904,-1.1241844,-0.13198972,-0.041465122,0,21.664476,20.159,
47,2822300000000,"[b0:e4:d5:39:26:89, 26828, 330, -70, 14:22:3b:16:5a:bd, 15289, 390, -55, cc:f4:11:8b:29:4d, 23531, 75, -55, b0:e4:d5:96:3b:95, 6121, 45, -52, 14:22:3b:2a:86:f5, 2097, 240, -43, f8:1a:2b:06:3c:0b, 13281, 165, -63]",2.82E+12,0.7076773,1.2161521,9.669994,-0.03191771,0.02565634,-0.02107485,19.581,14.396,42.7976,-1.0787216,-0.124778464,-0.07305258,0,21.653682,20.159,
48,2822760000000,"[b0:e4:d5:39:26:89, 27296, 285, -73, 14:22:3b:16:5a:bd, 15175, 90, -56, cc:f4:11:8b:29:4d, 23394, 75, -56, b0:e4:d5:96:3b:95, 6648, 30, -50, 14:22:3b:2a:86:f5, 2894, 30, -38, f8:1a:2b:06:3c:0b, 11652, 135, -61]",2.82E+12,-0.6723832,-1.814956,9.91167,-0.04505131,-0.011148291,0.021685716,19.5566,14.2252,43.4076,-0.8060983,0.18070033,0.06773376,0,21.642888,20.159,
49,2822760000000,"[b0:e4:d5:39:26:89, 27296, 285, -73, 14:22:3b:16:5a:bd, 15175, 90, -56, cc:f4:11:8b:29:4d, 23394, 75, -56, b0:e4:d5:96:3b:95, 6648, 30, -50, 14:22:3b:2a:86:f5, 2894, 30, -38, f8:1a:2b:06:3c:0b, 11652, 135, -61]",2.82E+12,-1.0827522,0.21595225,9.679565,0.11301007,-0.047647487,0.09162979,19.0808,14.408199,43.2734,-1.054388,-0.022168204,0.111396514,0,21.632094,20.159,
50,2823220000000,"[b0:e4:d5:39:26:89, 27468, 300, -75, 14:22:3b:16:5a:bd, 13496, 375, -58, cc:f4:11:8b:29:4d, 23398, 75, -55, b0:e4:d5:96:3b:95, 6773, 30, -49, 14:22:3b:2a:86:f5, 2843, 90, -40, f8:1a:2b:06:3c:0b, 12191, 150, -61]",2.82E+12,-1.666601,0.2835495,9.597611,-0.095753126,-0.025045475,0.037415497,19.6542,14.700999,43.700397,-1.1035974,-0.029099943,0.17193304,0,21.6213,20.159,
51,2823220000000,"[b0:e4:d5:39:26:89, 27468, 300, -75, 14:22:3b:16:5a:bd, 13496, 375, -58, cc:f4:11:8b:29:4d, 23398, 75, -55, b0:e4:d5:96:3b:95, 6773, 30, -49, 14:22:3b:2a:86:f5, 2843, 90, -40, f8:1a:2b:06:3c:0b, 12191, 150, -61]",2.82E+12,-0.30269206,-1.416551,10.43151,-0.020158553,-0.015882496,0.038789943,19.166199,13.7494,43.5906,-0.81080174,0.1349137,0.02900895,0,21.610506,20.159,
52,2823220000000,"[b0:e4:d5:39:26:89, 27468, 300, -75, 14:22:3b:16:5a:bd, 13496, 375, -58, cc:f4:11:8b:29:4d, 23398, 75, -55, b0:e4:d5:96:3b:95, 6773, 30, -49, 14:22:3b:2a:86:f5, 2843, 90, -40, f8:1a:2b:06:3c:0b, 12191, 150, -61]",2.82E+12,1.3453646,0.9882358,9.266206,0.05971208,-0.040927973,0.09514226,20.251999,14.3228,43.224598,-0.97148246,-0.10515352,-0.14418294,0,21.599712,20.159,
