Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,
0,10105449377351,"[b0:e4:d5:39:26:89, 23190, 441, -73, 14:22:3b:16:5a:bd, 8269, 167, -62, b0:e4:d5:91:ba:5d, 45857, 182, -69, cc:f4:11:8b:29:4d, 11316, 106, -53, b0:e4:d5:96:3b:95, 25425, 137, -82, b0:e4:d5:01:26:f5, 3289, 176, -47, f8:1a:2b:06:3c:0b, 17447, 259, -79]",10105447929330,1.4955142,1.3692927,10.140184,0.27961534,-0.37811446,0.08765658,3.6625001,-11.6875,30.1875,3.0915878,-0.13280487,-0.14642835,0,
1,10105449377351,"[b0:e4:d5:39:26:89, 23190, 441, -73, 14:22:3b:16:5a:bd, 8269, 167, -62, b0:e4:d5:91:ba:5d, 45857, 182, -69, cc:f4:11:8b:29:4d, 11316, 106, -53, b0:e4:d5:96:3b:95, 25425, 137, -82, b0:e4:d5:01:26:f5, 3289, 176, -47, f8:1a:2b:06:3c:0b, 17447, 259, -79]",10105447929330,-0.18723837,-0.7920243,9.745967,-0.048104223,0.038483378,-0.041537613,3.4750001,-11.8125,30.525,-2.7302048,0.08107379,0.019209519,0,
2,10105756491288,"[b0:e4:d5:39:26:89, 23268, 210, -74, 14:22:3b:16:5a:bd, 8386, 222, -61, b0:e4:d5:91:ba:5d, 43191, 96, -70, cc:f4:11:8b:29:4d, 11511, 73, -55, b0:e4:d5:96:3b:95, 23269, 356, -81, b0:e4:d5:01:26:f5, 2351, 176, -55, f8:1a:2b:06:3c:0b, 16236, 151, -74]",10105754411340,-0.9068798,0.19740787,9.244072,-0.109188944,-0.028557109,-0.027029991,2.9125001,-11.2375,29.737501,-2.6865413,-0.021249851,0.097791,0,
3,10106060836579,"[b0:e4:d5:39:26:89, 23150, 204, -71, 14:22:3b:16:5a:bd, 11316, 92, -66, b0:e4:d5:91:ba:5d, 34324, 99, -70, cc:f4:11:8b:29:4d, 11550, 106, -57, b0:e4:d5:96:3b:95, 26299, 492, -81, b0:e4:d5:01:26:f5, 2996, 0, -46, f8:1a:2b:06:3c:0b, 15660, 387, -76]",10106056414807,-0.47318068,0.3696911,8.816355,-0.07818845,0.039857782,-0.02015796,3.5625,-11.175,30.5375,-2.7458696,-0.041847706,0.05361934,0,
4,10106060836579,"[b0:e4:d5:39:26:89, 23150, 204, -71, 14:22:3b:16:5a:bd, 11316, 92, -66, b0:e4:d5:91:ba:5d, 34324, 99, -70, cc:f4:11:8b:29:4d, 11550, 106, -57, b0:e4:d5:96:3b:95, 26299, 492, -81, b0:e4:d5:01:26:f5, 2996, 0, -46, f8:1a:2b:06:3c:0b, 15660, 387, -76]",10106056414807,-0.20338993,-0.4755735,9.209376,-0.020616096,0.02443389,0.101706065,4.1125,-11.7625,30.675001,-2.7015293,0.051581755,0.022081504,0,
5,10106372248537,"[b0:e4:d5:39:26:89, 23463, 280, -78, 14:22:3b:16:5a:bd, 8972, 86, -58, b0:e4:d5:91:ba:5d, 37859, 114, -69, cc:f4:11:8b:29:4d, 11609, 180, -59, b0:e4:d5:96:3b:95, 22918, 0, -83, b0:e4:d5:01:26:f5, 3289, 132, -52, f8:1a:2b:06:3c:0b, 16588, 276, -79]",10106370470828,0.104087785,-0.2213361,10.228719,0.004428643,-0.026571855,-0.07131642,4.125,-11.625,30.1625,-2.806645,0.021634195,-0.010175683,0,
6,10106680708203,"[b0:e4:d5:39:26:89, 23307, 191, -77, 14:22:3b:16:5a:bd, 10027, 100, -60, b0:e4:d5:91:ba:5d, 35603, 1341, -71, cc:f4:11:8b:29:4d, 11589, 115, -55, b0:e4:d5:96:3b:95, 22302, 187, -82, b0:e4:d5:01:26:f5, 2683, 147, -46, f8:1a:2b:06:3c:0b, 16217, 388, -73]",10106677300859,0.59760743,-0.81236327,10.475778,0.05283829,0.103691325,0.006872032,3.7375,-12.325,30.825,-2.9445302,0.07726681,-0.05698483,0,
7,10106680708203,"[b0:e4:d5:39:26:89, 23307, 191, -77, 14:22:3b:16:5a:bd, 10027, 100, -60, b0:e4:d5:91:ba:5d, 35603, 1341, -71, cc:f4:11:8b:29:4d, 11589, 115, -55, b0:e4:d5:96:3b:95, 22302, 187, -82, b0:e4:d5:01:26:f5, 2683, 147, -46, f8:1a:2b:06:3c:0b, 16217, 388, -73]",10106677300859,0.06520442,0.41635114,10.00798,-0.037414394,-0.028404398,-0.014660334,3.45,-12.1,31.35,-2.9038439,-0.041577056,-0.0065151504,0,
8,10106991446984,"[b0:e4:d5:39:26:89, 22955, 508, -82, 14:22:3b:16:5a:bd, 11023, 109, -60, b0:e4:d5:91:ba:5d, 37488, 146, -66, cc:f4:11:8b:29:4d, 11609, 72, -56, b0:e4:d5:96:3b:95, 28057, 1155, -78, b0:e4:d5:01:26:f5, 3787, 130, -41, f8:1a:2b:06:3c:0b, 15729, 67, -77]",10106989732140,-0.84047896,0.81655073,10.237094,-0.0581832,-0.037261683,0.039857782,3.1375,-11.9875,30.0375,-2.7693052,-0.07932961,0.08191759,0,
9,10107304684515,"[b0:e4:d5:39:26:89, 22447, 311, -79, 14:22:3b:16:5a:bd, 8621, 86, -63, b0:e4:d5:91:ba:5d, 34714, 138, -69, cc:f4:11:8b:29:4d, 11355, 55, -51, b0:e4:d5:96:3b:95, 29899, 1858, -86, b0:e4:d5:01:26:f5, 4548, 97, -50, f8:1a:2b:06:3c:0b, 18473, 2787, -75]",10107302743473,-0.8572287,-0.30867413,10.064212,-0.014354911,-0.10262234,0.09407048,3.2625,-12.225,30.525,-2.664444,0.030550307,0.084970854,0,
10,10107304684515,"[b0:e4:d5:39:26:89, 22447, 311, -79, 14:22:3b:16:5a:bd, 8621, 86, -63, b0:e4:d5:91:ba:5d, 34714, 138, -69, cc:f4:11:8b:29:4d, 11355, 55, -51, b0:e4:d5:96:3b:95, 29899, 1858, -86, b0:e4:d5:01:26:f5, 4548, 97, -50, f8:1a:2b:06:3c:0b, 18473, 2787, -75]",10107302743473,-0.45583272,0.2440679,10.476974,0.061084725,0.10445488,-0.043064732,3.45,-11.95,30.862501,-2.780022,-0.023269432,0.04348063,0,
11,10107621357255,"[b0:e4:d5:39:26:89, 23268, 161, -79, 14:22:3b:16:5a:bd, 12224, 1827, -65, b0:e4:d5:91:ba:5d, 34109, 58, -63, cc:f4:11:8b:29:4d, 11316, 169, -53, b0:e4:d5:96:3b:95, 25881, 1465, -86, b0:e4:d5:01:26:f5, 3933, 17, -50, f8:1a:2b:06:3c:0b, 16510, 177, -79]",10107620116838,-0.12622139,-0.11724831,10.285548,-0.022143213,0.07650862,0.043217443,3.8875,-12.3,31.325,-2.798099,0.011397974,0.012271106,0,
12,10107926202910,"[b0:e4:d5:39:26:89, 23190, 0, -75, 14:22:3b:16:5a:bd, 12683, 74, -62, b0:e4:d5:91:ba:5d, 44421, 597, -68, cc:f4:11:8b:29:4d, 11394, 153, -54, b0:e4:d5:96:3b:95, 23621, 165, -79, b0:e4:d5:01:26:f5, 2820, 131, -52, f8:1a:2b:06:3c:0b, 15846, 206, -72]",10107923394525,-0.293719,-1.2317054,10.55833,-0.008399149,-0.15561333,-0.045049984,4.225,-12.1375,30.975,-2.6016166,0.1160878,0.027811527,0,
13,10107926202910,"[b0:e4:d5:39:26:89, 23190, 0, -75, 14:22:3b:16:5a:bd, 12683, 74, -62, b0:e4:d5:91:ba:5d, 44421, 597, -68, cc:f4:11:8b:29:4d, 11394, 153, -54, b0:e4:d5:96:3b:95, 23621, 165, -79, b0:e4:d5:01:26:f5, 2820, 131, -52, f8:1a:2b:06:3c:0b, 15846, 206, -72]",10107923394525,-0.7070791,2.0685952,8.450851,0.05283829,-0.3605526,-0.15546063,3.6375,-11.8125,30.862501,-2.8214183,-0.23925492,0.083475135,0,
14,10108237549660,"[b0:e4:d5:39:26:89, 23336, 152, -75, 14:22:3b:16:5a:bd, 9832, 149, -60, b0:e4:d5:91:ba:5d, 34138, 101, -66, cc:f4:11:8b:29:4d, 11355, 115, -54, b0:e4:d5:96:3b:95, 26115, 366, -80, b0:e4:d5:01:26:f5, 3494, 127, -45, f8:1a:2b:06:3c:0b, 15865, 135, -71]",10108233766222,-0.025124637,-2.2899313,11.333605,0.026266431,0.26159534,-0.025044737,4.3,-12.900001,30.612501,-2.5558329,0.19936348,0.002216823,0,
15,10108547646462,"[b0:e4:d5:39:26:89, 22838, 82, -76, 14:22:3b:16:5a:bd, 10261, 196, -62, b0:e4:d5:91:ba:5d, 34636, 1226, -72, cc:f4:11:8b:29:4d, 10925, 146, -55, b0:e4:d5:96:3b:95, 32812, 968, -80, b0:e4:d5:01:26:f5, 2410, 82, -54, f8:1a:2b:06:3c:0b, 16432, 110, -67]",10108545034847,0.5593223,-0.23569304,8.501101,0.15103199,-0.4263714,0.057266932,4.4875,-11.35,30.987501,-2.9125845,0.027658133,-0.06569941,0,
16,10108547646462,"[b0:e4:d5:39:26:89, 22838, 82, -76, 14:22:3b:16:5a:bd, 10261, 196, -62, b0:e4:d5:91:ba:5d, 34636, 1226, -72, cc:f4:11:8b:29:4d, 10925, 146, -55, b0:e4:d5:96:3b:95, 32812, 968, -80, b0:e4:d5:01:26:f5, 2410, 82, -54, f8:1a:2b:06:3c:0b, 16432, 110, -67]",10108545034847,-2.3300111,-1.6522441,9.046664,0.0219905,0.046577103,0.14889401,4.0,-12.675,30.6375,-2.1473575,0.17505355,0.25207627,0,
