Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,
0,9109500471001,"[b0:e4:d5:39:26:89, 24462, 366, -80, 14:22:3b:16:5a:bd, 9236, 68, -57, b0:e4:d5:91:ba:5d, 37888, 50, -67, cc:f4:11:8b:29:4d, 11316, 191, -60, b0:e4:d5:96:3b:95, 26852, 1295, -85, b0:e4:d5:01:26:f5, 2254, 111, -54, f8:1a:2b:06:3c:0b, 16480, 651, -82]",9109499515271,-0.5024927,-0.39780676,9.923634,0.0071774554,0.014965758,-0.01007898,3.7,-11.2875,30.7125,-2.6606817,0.040014144,0.05059275,0,
1,9109801392697,"[b0:e4:d5:39:26:89, 24889, 371, -83, 14:22:3b:16:5a:bd, 9119, 154, -63, b0:e4:d5:91:ba:5d, 34910, 100, -72, cc:f4:11:8b:29:4d, 11785, 0, -63, b0:e4:d5:96:3b:95, 27756, 190, -82, b0:e4:d5:01:26:f5, 3435, 57, -51, f8:1a:2b:06:3c:0b, 16539, 97, -76]",9109798799260,-0.70348984,-0.24825534,10.71506,0.028098974,-0.17638214,-0.083380654,3.825,-11.5375,30.862501,-2.647079,0.023114933,0.065560214,0,
2,9109801392697,"[b0:e4:d5:39:26:89, 24889, 371, -83, 14:22:3b:16:5a:bd, 9119, 154, -63, b0:e4:d5:91:ba:5d, 34910, 100, -72, cc:f4:11:8b:29:4d, 11785, 0, -63, b0:e4:d5:96:3b:95, 27756, 190, -82, b0:e4:d5:01:26:f5, 3435, 57, -51, f8:1a:2b:06:3c:0b, 16539, 97, -76]",9109798799260,-0.9625129,1.0331012,7.5296144,-0.06306998,-0.057419643,-0.03970507,4.0,-11.3875,30.8375,-2.667166,-0.13526653,0.12714079,0,
3,9110105329915,"[b0:e4:d5:39:26:89, 22955, 0, -78, 14:22:3b:16:5a:bd, 9177, 225, -58, b0:e4:d5:91:ba:5d, 34988, 354, -67, cc:f4:11:8b:29:4d, 11628, 73, -67, b0:e4:d5:96:3b:95, 24123, 392, -82, b0:e4:d5:01:26:f5, 3191, 110, -50, f8:1a:2b:06:3c:0b, 17057, 199, -69]",9110102752467,-0.8117651,-0.7076773,9.3104725,-0.03955236,-0.0021379655,-0.03420745,3.8125,-11.6625,30.8375,-2.5350223,0.07557725,0.08696846,0,
4,9110402742341,"[b0:e4:d5:39:26:89, 22799, 110, -79, 14:22:3b:16:5a:bd, 13738, 76, -55, b0:e4:d5:91:ba:5d, 34363, 55, -67, cc:f4:11:8b:29:4d, 10925, 204, -61, b0:e4:d5:96:3b:95, 25613, 1504, -82, b0:e4:d5:01:26:f5, 3787, 58, -54, f8:1a:2b:06:3c:0b, 16217, 76, -71]",9110400824267,0.68853474,0.24107689,10.507483,0.02779355,0.002443389,-0.057419643,3.8625,-11.275001,30.35,-2.9866574,-0.022890255,-0.06543449,0,
5,9110402742341,"[b0:e4:d5:39:26:89, 22799, 110, -79, 14:22:3b:16:5a:bd, 13738, 76, -55, b0:e4:d5:91:ba:5d, 34363, 55, -67, cc:f4:11:8b:29:4d, 10925, 204, -61, b0:e4:d5:96:3b:95, 25613, 1504, -82, b0:e4:d5:01:26:f5, 3787, 58, -54, f8:1a:2b:06:3c:0b, 16217, 76, -71]",9110400824267,0.4109673,0.12622139,10.665409,0.017256435,-0.05467083,-0.02107423,3.8125,-11.6625,30.525,-2.9259129,-0.011825323,-0.038513675,0,
6,9110694011068,"[b0:e4:d5:39:26:89, 23854, 544, -85, 14:22:3b:16:5a:bd, 12869, 67, -55, b0:e4:d5:91:ba:5d, 34168, 185, -71, cc:f4:11:8b:29:4d, 11199, 106, -66, b0:e4:d5:96:3b:95, 27220, 468, -88, b0:e4:d5:01:26:f5, 2380, 174, -49, f8:1a:2b:06:3c:0b, 17213, 1292, -74]",9110690338203,0.16510476,-0.18604197,10.496715,0.015729317,-0.013744064,-0.0015271181,3.7875001,-11.8,30.675001,-2.8559742,0.017719781,-0.015727889,0,
7,9110997286254,"[b0:e4:d5:39:26:89, 23541, 68, -78, 14:22:3b:16:5a:bd, 12449, 146, -55, b0:e4:d5:91:ba:5d, 34207, 146, -73, cc:f4:11:8b:29:4d, 10408, 958, -54, b0:e4:d5:96:3b:95, 25563, 138, -82, b0:e4:d5:01:26:f5, 3669, 58, -41, f8:1a:2b:06:3c:0b, 16471, 544, -82]",9110994512608,-0.18065812,0.03708875,8.557332,-0.054365408,0.15683503,0.043981,3.6625001,-11.6875,30.525,-2.7922206,-0.0043331566,0.021108365,0,
8,9110997286254,"[b0:e4:d5:39:26:89, 23541, 68, -78, 14:22:3b:16:5a:bd, 12449, 146, -55, b0:e4:d5:91:ba:5d, 34207, 146, -73, cc:f4:11:8b:29:4d, 10408, 958, -54, b0:e4:d5:96:3b:95, 25563, 138, -82, b0:e4:d5:01:26:f5, 3669, 58, -41, f8:1a:2b:06:3c:0b, 16471, 544, -82]",9110994512608,-0.10109676,0.19980069,9.816555,0.004886778,0.09300149,-0.0917798,3.4750001,-11.8125,30.862501,-2.845609,-0.020349553,0.0102982335,0,
9,9111324473735,"[b0:e4:d5:39:26:89, 23658, 262, -79, 14:22:3b:16:5a:bd, 9031, 179, -60, b0:e4:d5:91:ba:5d, 34285, 208, -69, cc:f4:11:8b:29:4d, 11785, 34, -63, b0:e4:d5:96:3b:95, 31355, 667, -88, b0:e4:d5:01:26:f5, 3552, 153, -45, f8:1a:2b:06:3c:0b, 18814, 244, -77]",9111321941599,-0.16151553,-0.11306087,9.126823,0.006413896,-0.07314896,0.03970507,2.7,-11.650001,30.9,-2.8610656,0.012385184,0.01769495,0,
10,9111623031316,"[b0:e4:d5:39:26:89, 23619, 87, -77, 14:22:3b:16:5a:bd, 8679, 68, -60, b0:e4:d5:91:ba:5d, 34910, 100, -70, cc:f4:11:8b:29:4d, 11082, 33, -55, b0:e4:d5:96:3b:95, 25847, 0, -84, b0:e4:d5:01:26:f5, 2439, 225, -45, f8:1a:2b:06:3c:0b, 15690, 401, -81]",9111619641160,-0.046660043,0.29132617,9.921241,-0.02535016,-0.1551552,-1.5271181E-4,3.5125,-11.575,31.025,-2.8564453,-0.029355124,0.0047030104,0,
11,9111623031316,"[b0:e4:d5:39:26:89, 23619, 87, -77, 14:22:3b:16:5a:bd, 8679, 68, -60, b0:e4:d5:91:ba:5d, 34910, 100, -70, cc:f4:11:8b:29:4d, 11082, 33, -55, b0:e4:d5:96:3b:95, 25847, 0, -84, b0:e4:d5:01:26:f5, 2439, 225, -45, f8:1a:2b:06:3c:0b, 15690, 401, -81]",9111619641160,0.025722843,-0.587438,9.462418,-0.020463383,0.029778805,-0.065513365,3.55,-12.6,31.1625,-2.826862,0.062001374,-0.002718415,0,
12,9111901907438,"[b0:e4:d5:39:26:89, 23541, 117, -73, 14:22:3b:16:5a:bd, 8416, 61, -56, b0:e4:d5:91:ba:5d, 37507, 141, -76, cc:f4:11:8b:29:4d, 11355, 72, -55, b0:e4:d5:96:3b:95, 23523, 0, -81, b0:e4:d5:01:26:f5, 2996, 84, -47, f8:1a:2b:06:3c:0b, 16978, 904, -75]",9111900353115,-0.06699903,0.360718,9.463016,-0.016492875,0.046577103,-0.073912516,3.45,-12.075,31.0125,-2.871355,-0.038099315,0.0070799757,0,
13,9112207190177,"[b0:e4:d5:39:26:89, 23394, 113, -70, 14:22:3b:16:5a:bd, 8203, 865, -61, b0:e4:d5:91:ba:5d, 34519, 187, -68, cc:f4:11:8b:29:4d, 10886, 64, -56, b0:e4:d5:96:3b:95, 29765, 167, -79, b0:e4:d5:01:26:f5, 3875, 58, -47, f8:1a:2b:06:3c:0b, 17945, 173, -76]",9112204746062,-0.37268212,-0.6221339,10.690534,-0.0013744063,-0.017256435,-0.09330692,3.7375,-12.325,30.987501,-2.7121403,0.058094066,0.03484684,0,
14,9112207190177,"[b0:e4:d5:39:26:89, 23394, 113, -70, 14:22:3b:16:5a:bd, 8203, 865, -61, b0:e4:d5:91:ba:5d, 34519, 187, -68, cc:f4:11:8b:29:4d, 10886, 64, -56, b0:e4:d5:96:3b:95, 29765, 167, -79, b0:e4:d5:01:26:f5, 3875, 58, -47, f8:1a:2b:06:3c:0b, 17945, 173, -76]",9112204746062,-0.23928227,-0.7543373,9.707084,0.052532863,-0.103385895,0.020921519,2.7625,-12.525001,30.525,-2.807674,0.07753067,0.024645282,0,
15,9112533158282,"[b0:e4:d5:39:26:89, 22984, 300, -72, 14:22:3b:16:5a:bd, 11169, 105, -54, b0:e4:d5:91:ba:5d, 36941, 82, -69, cc:f4:11:8b:29:4d, 10954, 1012, -57, b0:e4:d5:96:3b:95, 25094, 686, -84, b0:e4:d5:01:26:f5, 2498, 291, -48, f8:1a:2b:06:3c:0b, 16451, 175, -68]",9112529441980,-1.3806586,0.9774681,9.563514,0.009468133,-0.12323844,0.072538115,3.1125,-12.1125,30.2,-2.6839066,-0.10081635,0.1433767,0,
