Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,
0,7202837533770,"[b0:e4:d5:39:26:89, 23863, 121, -77, 14:22:3b:16:5a:bd, 8123, 56, -62, b0:e4:d5:91:ba:5d, 42869, 182, -67, cc:f4:11:8b:29:4d, 10691, 119, -53, b0:e4:d5:96:3b:95, 23347, 55, -80, b0:e4:d5:01:26:f5, 3904, 130, -54, f8:1a:2b:06:3c:0b, 15221, 1757, -77]",7202833418770,-0.887139,-0.357727,9.887741,-0.114992,-0.20738265,-0.051769305,3.5625,-11.05,30.5375,-2.579193,0.03601851,0.08948151,0,
1,7202837533770,"[b0:e4:d5:39:26:89, 23863, 121, -77, 14:22:3b:16:5a:bd, 8123, 56, -62, b0:e4:d5:91:ba:5d, 42869, 182, -67, cc:f4:11:8b:29:4d, 10691, 119, -53, b0:e4:d5:96:3b:95, 23347, 55, -80, b0:e4:d5:01:26:f5, 3904, 130, -54, f8:1a:2b:06:3c:0b, 15221, 1757, -77]",7202833418770,-0.12801601,0.15074782,9.501899,-0.034971006,0.025502874,-0.005803049,3.825,-11.5375,31.175001,-2.8023844,-0.01586225,0.013471861,0,
2,7203142799009,"[b0:e4:d5:39:26:89, 22603, 178, -75, 14:22:3b:16:5a:bd, 8650, 100, -57, b0:e4:d5:91:ba:5d, 43543, 95, -65, cc:f4:11:8b:29:4d, 11199, 331, -60, b0:e4:d5:96:3b:95, 27605, 1020, -76, b0:e4:d5:01:26:f5, 3465, 0, -49, f8:1a:2b:06:3c:0b, 16822, 68, -78]",7203141018175,0.08554341,0.79501534,9.519845,0.05787778,-0.008246438,0.07742489,3.8125,-11.6625,30.35,-2.8964796,-0.083314694,-0.008985557,0,
3,7203142799009,"[b0:e4:d5:39:26:89, 22603, 178, -75, 14:22:3b:16:5a:bd, 8650, 100, -57, b0:e4:d5:91:ba:5d, 43543, 95, -65, cc:f4:11:8b:29:4d, 11199, 331, -60, b0:e4:d5:96:3b:95, 27605, 1020, -76, b0:e4:d5:01:26:f5, 3465, 0, -49, f8:1a:2b:06:3c:0b, 16822, 68, -78]",7203141018175,-0.28115666,-0.27218357,7.9567337,-1.5271181E-4,-0.133012,0.05787778,3.55,-11.3125,30.5375,-2.7182677,0.034173306,0.035320994,0,
4,7203460266853,"[b0:e4:d5:39:26:89, 23189, 203, -78, 14:22:3b:16:5a:bd, 8591, 62, -57, b0:e4:d5:91:ba:5d, 36328, 601, -69, cc:f4:11:8b:29:4d, 11746, 150, -56, b0:e4:d5:96:3b:95, 26517, 282, -86, b0:e4:d5:01:26:f5, 4607, 127, -51, f8:1a:2b:06:3c:0b, 18853, 1252, -77]",7203456821749,-0.77706915,0.43130627,11.313864,-0.014049487,-0.052685577,0.073607095,3.4875,-11.7,30.862501,-2.7310762,-0.038014002,0.06857522,0,
5,7203767907821,"[b0:e4:d5:39:26:89, 22838, 286, -75, 14:22:3b:16:5a:bd, 10222, 201, -60, b0:e4:d5:91:ba:5d, 33875, 58, -66, cc:f4:11:8b:29:4d, 11511, 204, -56, b0:e4:d5:96:3b:95, 25144, 796, -84, b0:e4:d5:01:26:f5, 3464, 166, -49, f8:1a:2b:06:3c:0b, 15631, 178, -79]",7203765337873,0.10289137,-0.4869394,11.65185,-0.0038177953,-0.018630842,-0.09575031,4.0,-11.3875,30.8375,-2.7876694,0.041764807,-0.008830246,0,
6,7203767907821,"[b0:e4:d5:39:26:89, 22838, 286, -75, 14:22:3b:16:5a:bd, 10222, 201, -60, b0:e4:d5:91:ba:5d, 33875, 58, -66, cc:f4:11:8b:29:4d, 11511, 204, -56, b0:e4:d5:96:3b:95, 25144, 796, -84, b0:e4:d5:01:26:f5, 3464, 166, -49, f8:1a:2b:06:3c:0b, 15631, 178, -79]",7203765337873,-0.55752766,-0.30388847,9.793225,-0.037567105,0.009620844,0.070858285,3.7375,-11.025001,30.7125,-2.6437266,0.030970411,0.05686855,0,
7,7204077349206,"[b0:e4:d5:39:26:89, 23385, 226, -73, 14:22:3b:16:5a:bd, 11726, 77, -60, b0:e4:d5:91:ba:5d, 34578, 92, -65, cc:f4:11:8b:29:4d, 11843, 140, -55, b0:e4:d5:96:3b:95, 23604, 87, -81, b0:e4:d5:01:26:f5, 3435, 57, -47, f8:1a:2b:06:3c:0b, 18424, 55, -80]",7204074622696,-0.39361933,-0.4552345,9.725628,-0.028862532,-0.041843038,0.07345438,3.8500001,-11.400001,31.2,-2.6667907,0.046735376,0.040450305,0,
8,7204379129340,"[b0:e4:d5:39:26:89, 25729, 639, -80, 14:22:3b:16:5a:bd, 10525, 154, -66, b0:e4:d5:91:ba:5d, 34715, 145, -69, cc:f4:11:8b:29:4d, 11726, 183, -58, b0:e4:d5:96:3b:95, 28342, 113, -82, b0:e4:d5:01:26:f5, 4050, 221, -49, 14:22:3b:2a:86:f5, 41550, 585, -85, f8:1a:2b:06:3c:0b, 16510, 370, -77]",7204376452674,-0.40558344,-0.13040884,11.988042,-0.00167983,0.018783553,-0.07116371,3.3375,-11.7,31.2,-2.7728302,0.010871596,0.033819433,0,
9,7204379129340,"[b0:e4:d5:39:26:89, 25729, 639, -80, 14:22:3b:16:5a:bd, 10525, 154, -66, b0:e4:d5:91:ba:5d, 34715, 145, -69, cc:f4:11:8b:29:4d, 11726, 183, -58, b0:e4:d5:96:3b:95, 28342, 113, -82, b0:e4:d5:01:26:f5, 4050, 221, -49, 14:22:3b:2a:86:f5, 41550, 585, -85, f8:1a:2b:06:3c:0b, 16510, 370, -77]",7204376452674,-0.6364908,-0.2428715,9.653245,0.015882028,0.016798299,0.069483876,3.4,-11.175,30.225,-2.6648936,0.025099786,0.065840125,0,
10,7204686836559,"[b0:e4:d5:39:26:89, 23775, 819, -82, 14:22:3b:16:5a:bd, 8386, 149, -62, b0:e4:d5:91:ba:5d, 43828, 636, -70, cc:f4:11:8b:29:4d, 11990, 198, -58, b0:e4:d5:96:3b:95, 23464, 81, -82, b0:e4:d5:01:26:f5, 2878, 143, -53, f8:1a:2b:06:3c:0b, 16650, 238, -76]",7204684361663,-0.71306115,0.29671,9.97149,0.0056503373,-0.03298575,0.009315421,2.775,-11.125,30.575,-2.751001,-0.029671334,0.07138847,0,
