Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,,
0,790483072121,"[14:22:3b:16:5a:bd, 18703, 210, -55, cc:f4:11:8b:29:4d, 23707, 150, -57, b0:e4:d5:96:3b:95, 12898, 60, -59, 14:22:3b:2a:86:f5, 2843, 90, -40, f8:1a:2b:06:3c:0b, 11808, 30, -65]",7.90479E+11,0.30149564,0.49950173,9.79143,-0.001832596,0.001679879,0,-171.51979,-72.6754,143.0816,1.9958525,-0.05094588,-0.03078206,0,22.161,20.159
1,790483072121,"[14:22:3b:16:5a:bd, 18703, 210, -55, cc:f4:11:8b:29:4d, 23707, 150, -57, b0:e4:d5:96:3b:95, 12898, 60, -59, 14:22:3b:2a:86:f5, 2843, 90, -40, f8:1a:2b:06:3c:0b, 11808, 30, -65]",7.90479E+11,0.78723866,0.76689965,9.773484,0.021533,0.036957346,0.012370021,-172.2152,-73.0536,143.2646,1.995761,-0.07805515,-0.08037489,0,22.15022268,20.159
2,791038921772,"[14:22:3b:16:5a:bd, 17363, 315, -57, cc:f4:11:8b:29:4d, 23750, 180, -57, b0:e4:d5:96:3b:95, 10300, 150, -56, 14:22:3b:2a:86:f5, 2496, 60, -43, f8:1a:2b:06:3c:0b, 11718, 210, -61]",7.91034E+11,0.69092757,0.86201435,9.692726,-0.051159963,0.112704635,-0.01450805,-171.5076,-72.407,142.58139,2.0031,-0.08847746,-0.07116272,0,22.13944536,20.159
3,791038921772,"[14:22:3b:16:5a:bd, 17363, 315, -57, cc:f4:11:8b:29:4d, 23750, 180, -57, b0:e4:d5:96:3b:95, 10300, 150, -56, 14:22:3b:2a:86:f5, 2496, 60, -43, f8:1a:2b:06:3c:0b, 11718, 210, -61]",7.91034E+11,-0.8644072,-0.2955136,10.0349,-0.07666359,-0.0580322,0.0804815,-171.83699,-73.139,143.5818,1.9777498,0.02933152,0.08592798,0,22.12866804,20.159
4,791038921772,"[14:22:3b:16:5a:bd, 17363, 315, -57, cc:f4:11:8b:29:4d, 23750, 180, -57, b0:e4:d5:96:3b:95, 10300, 150, -56, 14:22:3b:2a:86:f5, 2496, 60, -43, f8:1a:2b:06:3c:0b, 11718, 210, -61]",7.91034E+11,-0.63948184,1.0845468,9.958329,0.021227567,-0.09621128,-0.006261369,-171.65399,-72.3704,143.9722,2.0713537,-0.108259715,0.06412773,0,22.11789072,20.159
5,791598848977,"[14:22:3b:16:5a:bd, 14273, 45, -52, cc:f4:11:8b:29:4d, 23875, 105, -56, b0:e4:d5:96:3b:95, 8105, 255, -57, 14:22:3b:2a:86:f5, 3800, 90, -45, f8:1a:2b:06:3c:0b, 11625, 105, -59]",7.91595E+11,0.9810573,1.0175478,9.755538,-0.04886922,0.10949759,-0.064751714,-171.1294,-72.297195,143.0938,2.0016208,-0.10341097,-0.10022716,0,22.1071134,20.159
6,791598848977,"[14:22:3b:16:5a:bd, 14273, 45, -52, cc:f4:11:8b:29:4d, 23875, 105, -56, b0:e4:d5:96:3b:95, 8105, 255, -57, 14:22:3b:2a:86:f5, 3800, 90, -45, f8:1a:2b:06:3c:0b, 11625, 105, -59]",7.91595E+11,0.9457632,0.59641105,9.620942,-0.001374447,0.0983493,0.014966198,-171.83699,-72.760796,143.5818,1.9805863,-0.061615456,-0.09798773,0,22.09633608,20.159
7,791598848977,"[14:22:3b:16:5a:bd, 14273, 45, -52, cc:f4:11:8b:29:4d, 23875, 105, -56, b0:e4:d5:96:3b:95, 8105, 255, -57, 14:22:3b:2a:86:f5, 3800, 90, -45, f8:1a:2b:06:3c:0b, 11625, 105, -59]",7.91595E+11,0.9631111,0.8991031,9.28475,0.074830994,0.17684549,-6.11E-04,-171.7394,-72.9438,143.7892,1.9984546,-0.096023515,-0.103360765,0,22.08555876,20.159
8,792107229715,"[cc:f4:11:8b:29:4d, 23781, 30, -55, b0:e4:d5:96:3b:95, 9277, 90, -55, 14:22:3b:2a:86:f5, 2871, 120, -43, f8:1a:2b:06:3c:0b, 10597, 210, -62]",7.92102E+11,0.10707881,0.27816564,9.690333,-0.006566802,-0.01786781,0.015882496,-171.6418,-73.139,143.6916,1.9899399,-0.028695842,-0.011049615,0,22.07478144,20.159
9,792107229715,"[cc:f4:11:8b:29:4d, 23781, 30, -55, b0:e4:d5:96:3b:95, 9277, 90, -55, 14:22:3b:2a:86:f5, 2871, 120, -43, f8:1a:2b:06:3c:0b, 10597, 210, -62]",7.92102E+11,-0.04127619,-1.1653047,10.237692,-0.041691553,0.01695151,-0.002443461,-171.6052,-73.2488,142.801,1.8901321,0.113336235,0.004031765,0,22.06400412,20.159
