Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,,
0,3675589384525,"[b0:e4:d5:39:26:89, 23697, 88, -73, 14:22:3b:16:5a:bd, 15916, 78, -70, cc:f4:11:8b:29:4d, 29095, 700, -85, b0:e4:d5:96:3b:95, 9363, 146, -63, 14:22:3b:2a:86:f5, 5720, 97, -62, f8:1a:2b:06:3c:0b, 7447, 117, -55]",3.67559E+12,0.081954174,1.1264212,9.4839525,-0.06139015,0.096208446,0.088114716,-25.75,-2.1625001,37.275,1.8157518,-0.1182131,-0.008641138,0,22.161,15.326
1,3675589384525,"[b0:e4:d5:39:26:89, 23697, 88, -73, 14:22:3b:16:5a:bd, 15916, 78, -70, cc:f4:11:8b:29:4d, 29095, 700, -85, b0:e4:d5:96:3b:95, 9363, 146, -63, 14:22:3b:2a:86:f5, 5720, 97, -62, f8:1a:2b:06:3c:0b, 7447, 117, -55]",3.67559E+12,0.14117654,-0.053240303,9.861421,-0.004886778,-0.038330667,0.042453885,-25.075,-1.8375,37.925,1.6345273,0.005398241,-0.014315067,0,22.14913394,15.326
2,3675841601321,"[b0:e4:d5:39:26:89, 23502, 292, -69, 14:22:3b:16:5a:bd, 16550, 297, -74, cc:f4:11:8b:29:4d, 29614, 377, -78, b0:e4:d5:96:3b:95, 9519, 118, -64, 14:22:3b:2a:86:f5, 4578, 132, -64, f8:1a:2b:06:3c:0b, 7291, 61, -58]",3.67584E+12,0.3152544,-1.3794622,9.488738,-0.16401249,0.11942064,-0.08567133,-24.325,-2.1375,37.725002,1.4466541,0.14428897,-0.03321184,0,22.13726788,15.326
3,3676095294888,"[b0:e4:d5:39:26:89, 24674, 54, -73, 14:22:3b:16:5a:bd, 15574, 146, -73, cc:f4:11:8b:29:4d, 30150, 166, -76, b0:e4:d5:96:3b:95, 10339, 153, -60, 14:22:3b:2a:86:f5, 5310, 54, -62, f8:1a:2b:06:3c:0b, 7018, 0, -60]",3.67609E+12,0.8350951,-0.23988047,9.9038925,0.036956258,-0.030542362,-0.005650337,-25.112501,-2.1000001,37.7375,1.6148539,0.024130495,-0.08412091,0,22.12540182,15.326
4,3676354747361,"[b0:e4:d5:39:26:89, 23863, 157, -71, 14:22:3b:16:5a:bd, 15418, 343, -71, cc:f4:11:8b:29:4d, 28225, 63, -84, b0:e4:d5:96:3b:95, 9324, 0, -65, 14:22:3b:2a:86:f5, 5632, 105, -63, f8:1a:2b:06:3c:0b, 7330, 55, -63]",3.67635E+12,0.15014961,1.0025927,9.4432745,-0.021226943,0.017256435,-0.01511847,-25.45,-2.3875,37.25,1.8068435,-0.105760515,-0.015898826,0,22.11353575,15.326
5,3676609157595,"[b0:e4:d5:39:26:89, 23893, 48, -71, 14:22:3b:16:5a:bd, 14910, 117, -67, cc:f4:11:8b:29:4d, 29798, 148, -80, b0:e4:d5:96:3b:95, 10847, 1160, -65, 14:22:3b:2a:86:f5, 5867, 132, -67, f8:1a:2b:06:3c:0b, 6705, 66, -64]",3.67661E+12,0.56530434,0.485743,10.561321,0.018019995,-0.005497625,0.084449634,-25.175001,-2.6125,37.575,1.7267876,-0.045894645,-0.05347488,0,22.10166969,15.326
6,3676609157595,"[b0:e4:d5:39:26:89, 23893, 48, -71, 14:22:3b:16:5a:bd, 14910, 117, -67, cc:f4:11:8b:29:4d, 29798, 148, -80, b0:e4:d5:96:3b:95, 10847, 1160, -65, 14:22:3b:2a:86:f5, 5867, 132, -67, f8:1a:2b:06:3c:0b, 6705, 66, -64]",3.67661E+12,0.46959144,-1.561915,9.940982,-0.10781454,0.088878274,-0.031000499,-25.325,-2.5,37.912502,1.452594,0.15567392,-0.04720284,0,22.08980363,15.326
7,3676865022933,"[b0:e4:d5:39:26:89, 24010, 234, -71, 14:22:3b:16:5a:bd, 15261, 55, -68, cc:f4:11:8b:29:4d, 31020, 287, -75, b0:e4:d5:96:3b:95, 9519, 110, -65, 14:22:3b:2a:86:f5, 6482, 738, -64, f8:1a:2b:06:3c:0b, 6939, 55, -61]",3.67686E+12,-0.37328035,0.047856454,9.856635,-0.018783553,0.024128467,0.065513365,-25.475,-2.5125,37.7625,1.6827067,-0.004851737,0.037852883,0,22.07793757,15.326
8,3677125698011,"[b0:e4:d5:39:26:89, 23736, 73, -69, 14:22:3b:16:5a:bd, 15105, 123, -68, cc:f4:11:8b:29:4d, 30300, 125, -82, b0:e4:d5:96:3b:95, 9324, 168, -61, 14:22:3b:2a:86:f5, 5720, 97, -58, f8:1a:2b:06:3c:0b, 7809, 65, -64]",3.67712E+12,0.12801601,-2.1038892,9.61496,-0.03787253,-0.046424393,-0.13866232,-25.475,-2.5125,36.912502,1.3671439,0.2154004,-0.013313467,0,22.06607151,15.326
9,3677381481682,"[b0:e4:d5:39:26:89, 23736, 199, -70, 14:22:3b:16:5a:bd, 15613, 151, -65, cc:f4:11:8b:29:4d, 30150, 240, -81, b0:e4:d5:96:3b:95, 11345, 65, -58, 14:22:3b:2a:86:f5, 6687, 70, -57, f8:1a:2b:06:3c:0b, 8658, 122, -65]",3.67738E+12,-0.52223355,0.5455636,9.497113,0.009162709,0.029626092,0.023364907,-25.75,-3.45,37.4,1.8057784,-0.057295773,0.05493334,0,22.05420545,15.326
