M2 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M2 Ground Truth
0,15.64947283,17.71494522,0.24,-59,9.990740713,11.10975432,0.06,-54,2.672545603,4.097607107,0.12,-43,5.599020004,6.339312344,0.06,-44,13.89637363,17.52786995,0.165,-61,11.95317949,12.52902714,0.105,-52,0.17467605,0.12143575,9.618548,-0.005192355,0.016646078,0.01695151,-33.2328,-21.899,53.2164,2.154036,-0.012622411,-0.018158339,"[-2.52, -0.89]"
680,15.62135821,20.43888512,0.3,-57,9.986741563,12.84126945,0.345,-52,2.7074004,3.925283302,0.075,-47,5.564601254,6.119607831,0.12,-41,13.9165018,15.62400154,0.135,-55,11.91634727,12.37190058,0.075,-50,-1.5972091,0.30987054,9.760324,0.006719518,0.035888333,-0.056505036,-33.1474,-21.691599,53.7166,2.3450766,-0.031320997,0.16220534,"[-2.556935065, -0.89]"
1390,15.58392931,21.27912651,0.285,-56,0,0,0,0,2.753957819,4.07846552,0.345,-52,5.518760198,6.205890428,0.09,-42,13.94344636,15.9131468,0.06,-55,11.86723863,12.18074222,0.12,-51,-1.5278172,-0.20877378,9.705289,0.011911872,0.02275473,-0.005039638,-32.8912,-22.5212,54.753597,2.2961762,0.021246457,0.15613973,"[-2.606181818, -0.89]"
2010,15.55590085,19.04343719,0.195,-60,9.97793569,11.11375837,0.09,-54,2.78893651,4.491253834,0.03,-49,5.484418156,6.09251746,0.045,-41,13.96373464,16.99564677,0.18,-59,11.83040791,12.27482077,0.09,-52,-1.082154,-0.06819545,10.061819,-0.005497787,0.041996986,-0.013591751,-33.427998,-21.8014,53.106598,2.2315555,0.006738682,0.10713871,"[-2.643116883, -0.89]"
2640,15.52790965,16.96863507,0.105,-59,9.974387317,10.5231281,0,-55,2.823965022,3.629723956,0.075,-49,5.450110025,5.994182596,0.105,-42,13.98409104,21.68123541,0.06,-59,11.79357784,12.2898332,0.135,-52,-1.8711873,0.06999006,9.927821,0.018936822,0.04444045,-0.050396383,-32.635,-21.6062,53.033398,2.3507943,-0.006927799,0.18629368,"[-2.680051948, -0.89]"
3290,15.49995592,16.55044906,0.09,-57,9.970974499,11.06671062,0.15,-55,2.859041523,7.851094764,0.345,-51,5.415836451,6.111581137,0.075,-41,14.00451525,17.82798993,0.21,-62,11.75674842,12.39191688,0.045,-52,0.66341007,0.11485548,9.851849,-0.000458,0.022602014,-0.005039638,-32.1348,-22.277199,52.6674,2.1416488,-0.0116314,-0.06723713,"[-2.716987013, -0.89]"
3910,15.47203985,16.26531675,0.045,-57,9.967697375,15.2017795,0.06,-55,2.894164268,6.10054432,0.09,-48,5.381598094,5.998196479,0.045,-42,14.025007,18.86837632,0.06,-59,11.71991968,12.15371943,0.165,-55,0.7160522,-0.008973085,9.5760765,0.008857546,-0.04520403,0.058490347,-31.9518,-22.545599,52.886997,2.1317918,0.000934,-0.074636206,"[-2.753922078, -0.89]"
4560,15.44416166,16.51943489,0.075,-55,9.96455608,11.62124881,0.315,-55,2.929331595,7.862117018,0.075,-48,5.34739563,5.947018076,0.075,-42,14.04556598,17.25375672,0.21,-62,11.6830916,11.3600018,0.3,-58,0.6735796,-0.01375873,9.814162,-0.027183503,-0.00290161,0.023060163,-31.9152,-22.7652,51.788998,2.1410847,0.001398635,-0.06852596,"[-2.790857143, -0.89]"
5190,15.41632154,16.59346862,0.06,-55,9.961550742,11.44608444,0.105,-56,2.964541916,5.025186564,0.165,-51,5.313229751,5.868739217,0.075,-42,14.06619189,16.59747044,0.18,-60,11.6462642,10.96860976,0.06,-59,-0.3164508,0.5132605,10.202397,0.004886922,-0.028405234,-0.025809057,-31.4394,-23.0336,52.1184,2.2817287,-0.05024133,0.031007357,"[-2.827792208, -0.89]"
5820,15.3885197,16.57746136,0.075,-52,9.958681484,13.755916,0.135,-56,2.999793718,7.941275024,0.075,-49,5.27910117,5.747291623,0.09,-43,14.08688444,18.40320896,0.135,-60,11.60943748,11.68430678,0.27,-56,-0.2015953,0.29970104,10.307682,0.006872234,-0.003054326,-0.112704635,-31.146599,-23.0214,52.2282,2.2546055,-0.029061759,0.01955528,"[-2.864727273, -0.89]"
