Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,,
0,1540356720477,"[14:22:3b:16:5a:bd, 13996, 135, -53, cc:f4:11:8b:29:4d, 24035, 120, -59, b0:e4:d5:96:3b:95, 7332, 180, -53, 14:22:3b:2a:86:f5, 3730, 180, -42, f8:1a:2b:06:3c:0b, 10816, 345, -60]",1.54036E+12,0.17228323,0.3924229,9.862617,-3.05E-04,-0.006719518,-0.005345071,-171.99559,-72.602196,142.6668,1.9916857,-0.03976189,-0.017466532,0,22.161,20.159
1,1540921157001,"[14:22:3b:16:5a:bd, 14378, 90, -52, cc:f4:11:8b:29:4d, 23589, 30, -59, b0:e4:d5:96:3b:95, 7738, 210, -52, 14:22:3b:2a:86:f5, 2464, 255, -48, f8:1a:2b:06:3c:0b, 15210, 150, -64]",1.54092E+12,-0.587438,-1.035494,10.037891,-0.09972375,0.018784106,0.01038471,-171.898,-72.6998,142.4716,1.9051248,0.102620564,0.058455378,0,22.14973491,20.159
2,1540921157001,"[14:22:3b:16:5a:bd, 14378, 90, -52, cc:f4:11:8b:29:4d, 23589, 30, -59, b0:e4:d5:96:3b:95, 7738, 210, -52, 14:22:3b:2a:86:f5, 2464, 255, -48, f8:1a:2b:06:3c:0b, 15210, 150, -64]",1.54092E+12,0.5916254,0.60598236,10.086944,0.08200866,-0.037873644,0.05222898,-172.8008,-73.1634,143.1426,1.9917293,-0.0599011,-0.058585476,0,22.13846983,20.159
3,1541467139871,"[14:22:3b:16:5a:bd, 13347, 105, -57, cc:f4:11:8b:29:4d, 24019, 60, -55, b0:e4:d5:96:3b:95, 7308, 105, -53, 14:22:3b:2a:86:f5, 3378, 105, -44, f8:1a:2b:06:3c:0b, 11140, 195, -62]",1.54146E+12,-0.60777694,-0.84347,9.74836,-0.21487185,0.088422745,0.21853705,-173.0692,-72.224,142.7034,1.9152076,0.08614291,0.062265992,0,22.12720474,20.159
4,1541467139871,"[14:22:3b:16:5a:bd, 13347, 105, -57, cc:f4:11:8b:29:4d, 24019, 60, -55, b0:e4:d5:96:3b:95, 7308, 105, -53, 14:22:3b:2a:86:f5, 3378, 105, -44, f8:1a:2b:06:3c:0b, 11140, 195, -62]",1.54146E+12,-0.82612205,-0.40079778,10.058828,0.064599,-0.008093964,0.08536842,-172.3006,-73.444,142.9718,1.9682337,0.03969081,0.081945136,0,22.11593966,20.159
5,1541467139871,"[14:22:3b:16:5a:bd, 13347, 105, -57, cc:f4:11:8b:29:4d, 24019, 60, -55, b0:e4:d5:96:3b:95, 7308, 105, -53, 14:22:3b:2a:86:f5, 3378, 105, -44, f8:1a:2b:06:3c:0b, 11140, 195, -62]",1.54146E+12,-0.57846487,1.986641,9.257233,-0.014355334,-0.02855795,-0.15485434,-172.0078,-72.8706,143.0694,2.136819,-0.21099842,0.06240674,0,22.10467457,20.159
6,1542020905211,"[14:22:3b:16:5a:bd, 14488, 90, -54, cc:f4:11:8b:29:4d, 24101, 60, -54, b0:e4:d5:96:3b:95, 7011, 150, -56, 14:22:3b:2a:86:f5, 3023, 120, -51, f8:1a:2b:06:3c:0b, 12164, 120, -61]",1.54201E+12,-0.9302098,0.13399807,10.0265255,-0.14019357,0.06169739,-0.10094548,-172.3982,-72.7852,142.7522,2.012219,-0.013306426,0.09251008,0,22.09340948,20.159
7,1542020905211,"[14:22:3b:16:5a:bd, 14488, 90, -54, cc:f4:11:8b:29:4d, 24101, 60, -54, b0:e4:d5:96:3b:95, 7011, 150, -56, 14:22:3b:2a:86:f5, 3023, 120, -51, f8:1a:2b:06:3c:0b, 12164, 120, -61]",1.54201E+12,-0.6017949,0.42951167,9.837492,0.056352317,0.045662176,0.01572978,-172.6666,-73.1878,142.0446,2.0241988,-0.043551665,0.061097477,0,22.0821444,20.159
8,1542020905211,"[14:22:3b:16:5a:bd, 14488, 90, -54, cc:f4:11:8b:29:4d, 24101, 60, -54, b0:e4:d5:96:3b:95, 7011, 150, -56, 14:22:3b:2a:86:f5, 3023, 120, -51, f8:1a:2b:06:3c:0b, 12164, 120, -61]",1.54201E+12,0.22851457,1.3800604,9.503694,0.062002823,0.10644327,-1.53E-04,-171.715,-72.3948,142.87419,2.0526462,-0.144164,-0.024040183,0,22.07087931,20.159
9,1542573671365,"[14:22:3b:16:5a:bd, 13898, 225, -55, cc:f4:11:8b:29:4d, 24023, 75, -56, b0:e4:d5:96:3b:95, 6441, 135, -57, 14:22:3b:2a:86:f5, 2351, 30, -46, f8:1a:2b:06:3c:0b, 13835, 555, -63]",1.54257E+12,1.18684,0.21415763,9.905687,-0.017256944,-0.02443461,0.053297993,-172.2152,-73.1512,143.37439,1.9537319,-0.02146284,-0.11924557,0,22.05961422,20.159
10,1542573671365,"[14:22:3b:16:5a:bd, 13898, 225, -55, cc:f4:11:8b:29:4d, 24023, 75, -56, b0:e4:d5:96:3b:95, 6441, 135, -57, 14:22:3b:2a:86:f5, 2351, 30, -46, f8:1a:2b:06:3c:0b, 13835, 555, -63]",1.54257E+12,0.9906286,1.055833,9.508479,0.13041973,0.13194689,0.08093964,-172.5202,-73.529396,143.5696,2.006452,-0.10999764,-0.1038092,0,22.04834914,20.159
11,1543121828470,"[14:22:3b:16:5a:bd, 14000, 90, -54, cc:f4:11:8b:29:4d, 23753, 75, -56, b0:e4:d5:96:3b:95, 8238, 135, -53, 14:22:3b:2a:86:f5, 3445, 75, -40, f8:1a:2b:06:3c:0b, 12449, 375, -63]",1.54312E+12,1.4410775,0.8009974,9.589237,-0.02733622,-0.057726767,-0.032375857,-172.9838,-72.7974,142.8254,1.9741577,-0.08241621,-0.14916447,0,22.03708405,20.159
12,1543121828470,"[14:22:3b:16:5a:bd, 14000, 90, -54, cc:f4:11:8b:29:4d, 23753, 75, -56, b0:e4:d5:96:3b:95, 8238, 135, -53, 14:22:3b:2a:86:f5, 3445, 75, -40, f8:1a:2b:06:3c:0b, 12449, 375, -63]",1.54312E+12,0.401396,0.45164528,9.972089,0.010231993,-0.111635625,-0.05207626,-172.2274,-73.529396,143.48419,1.9917126,-0.045223437,-0.040230233,0,22.02581897,20.159
13,1543121828470,"[14:22:3b:16:5a:bd, 14000, 90, -54, cc:f4:11:8b:29:4d, 23753, 75, -56, b0:e4:d5:96:3b:95, 8238, 135, -53, 14:22:3b:2a:86:f5, 3445, 75, -40, f8:1a:2b:06:3c:0b, 12449, 375, -63]",1.54312E+12,-0.30149564,0.5096712,9.524631,0.020005837,-0.07544186,-0.016493361,-172.2152,-73.0536,143.2646,2.020456,-0.05343316,0.03164375,0,22.01455388,20.159
14,1543682711934,"[14:22:3b:16:5a:bd, 12925, 120, -58, cc:f4:11:8b:29:4d, 23929, 120, -56, b0:e4:d5:96:3b:95, 8437, 315, -58, 14:22:3b:2a:86:f5, 2472, 75, -43, f8:1a:2b:06:3c:0b, 10902, 120, -59]",1.54368E+12,0.3894319,-1.3339987,10.019346,-0.031306844,0.023823744,0.058337633,-173.37419,-72.895,142.7034,1.8658675,0.1322651,-0.038848437,0,22.00328879,20.159
15,1543682711934,"[14:22:3b:16:5a:bd, 12925, 120, -58, cc:f4:11:8b:29:4d, 23929, 120, -56, b0:e4:d5:96:3b:95, 8437, 315, -58, 14:22:3b:2a:86:f5, 2472, 75, -43, f8:1a:2b:06:3c:0b, 10902, 120, -59]",1.54368E+12,-0.28115666,0.3080759,9.671191,0.05497787,-0.12904528,-0.075289145,-172.02,-72.956,143.2768,2.0041733,-0.031830806,0.029063378,0,21.99202371,20.159
16,1543682711934,"[14:22:3b:16:5a:bd, 12925, 120, -58, cc:f4:11:8b:29:4d, 23929, 120, -56, b0:e4:d5:96:3b:95, 8437, 315, -58, 14:22:3b:2a:86:f5, 2472, 75, -43, f8:1a:2b:06:3c:0b, 10902, 120, -59]",1.54368E+12,0.26799613,0.41694933,9.995419,-0.06078109,-0.06261369,-0.053297993,-172.2152,-73.1512,143.16699,1.9920532,-0.041674916,-0.026805475,0,21.98075862,20.159
17,1544232198059,"[14:22:3b:16:5a:bd, 13332, 195, -57, cc:f4:11:8b:29:4d, 23847, 45, -56, b0:e4:d5:96:3b:95, 8542, 90, -54, 14:22:3b:2a:86:f5, 2941, 30, -43, f8:1a:2b:06:3c:0b, 10273, 390, -64]",1.54423E+12,-0.50009996,0.15254244,9.870394,0.004886922,-0.007177667,0.05589417,-172.3982,-73.6392,142.9718,2.0024107,-0.01543352,0.05062338,0,21.96949353,20.159
18,1544232198059,"[14:22:3b:16:5a:bd, 13332, 195, -57, cc:f4:11:8b:29:4d, 23847, 45, -56, b0:e4:d5:96:3b:95, 8542, 90, -54, 14:22:3b:2a:86:f5, 2941, 30, -43, f8:1a:2b:06:3c:0b, 10273, 390, -64]",1.54423E+12,0.7962117,1.4261223,10.032507,-0.02611449,-0.13607024,-0.19914207,-172.2152,-72.59,143.1548,2.0277858,-0.14076737,-0.07919719,0,21.95822845,20.159
19,1544232198059,"[14:22:3b:16:5a:bd, 13332, 195, -57, cc:f4:11:8b:29:4d, 23847, 45, -56, b0:e4:d5:96:3b:95, 8542, 90, -54, 14:22:3b:2a:86:f5, 2941, 30, -43, f8:1a:2b:06:3c:0b, 10273, 390, -64]",1.54423E+12,-0.23509483,0.613759,9.938589,-0.0786489,0.14187345,-0.059101213,-172.4836,-73.261,142.6546,2.0231671,-0.06165961,0.023650339,0,21.94696336,20.159
20,1544788329081,"[14:22:3b:16:5a:bd, 13937, 135, -53, cc:f4:11:8b:29:4d, 23074, 30, -60, b0:e4:d5:96:3b:95, 7613, 120, -57, 14:22:3b:2a:86:f5, 3324, 75, -46, f8:1a:2b:06:3c:0b, 9605, 120, -59]",1.54479E+12,-0.076570325,-0.2009971,9.370294,0.005497787,0.056046885,0.024129177,-172.58119,-72.8828,142.6424,1.9573884,0.021446455,0.008171422,0,21.93569828,20.159
21,1544788329081,"[14:22:3b:16:5a:bd, 13937, 135, -53, cc:f4:11:8b:29:4d, 23074, 30, -60, b0:e4:d5:96:3b:95, 7613, 120, -57, 14:22:3b:2a:86:f5, 3324, 75, -46, f8:1a:2b:06:3c:0b, 9605, 120, -59]",1.54479E+12,0.07477571,0.7465607,9.663414,0.04184427,0.18921551,0.06490443,-172.813,-73.1512,143.7404,2.0202794,-0.07710096,-0.007737868,0,21.92443319,20.159
22,1545337109274,"[14:22:3b:16:5a:bd, 13648, 135, -55, cc:f4:11:8b:29:4d, 22718, 60, -63, b0:e4:d5:96:3b:95, 8375, 120, -56, 14:22:3b:2a:86:f5, 3035, 150, -50, f8:1a:2b:06:3c:0b, 9625, 45, -60]",1.54533E+12,0.5485546,-0.106480606,9.704092,-0.07269296,0.026725354,-0.048258353,-173.0936,-72.8828,143.21579,1.9468098,0.010954825,-0.056468077,0,21.9131681,20.159
23,1545337109274,"[14:22:3b:16:5a:bd, 13648, 135, -55, cc:f4:11:8b:29:4d, 22718, 60, -63, b0:e4:d5:96:3b:95, 8375, 120, -56, 14:22:3b:2a:86:f5, 3035, 150, -50, f8:1a:2b:06:3c:0b, 9625, 45, -60]",1.54533E+12,-0.96909314,-0.36251262,9.540184,0.042760566,-0.13316862,-0.036193766,-172.6178,-72.8706,143.5452,1.9723599,0.037785962,0.10123289,0,21.90190302,20.159
24,1545337109274,"[14:22:3b:16:5a:bd, 13648, 135, -55, cc:f4:11:8b:29:4d, 22718, 60, -63, b0:e4:d5:96:3b:95, 8375, 120, -56, 14:22:3b:2a:86:f5, 3035, 150, -50, f8:1a:2b:06:3c:0b, 9625, 45, -60]",1.54533E+12,0.72741807,1.7419748,9.747761,0.07895433,0.003817908,-0.010079277,-172.7154,-72.5778,143.6306,2.0468905,-0.17635821,-0.074486054,0,21.89063793,20.159
25,1545881230937,"[14:22:3b:16:5a:bd, 14296, 195, -55, cc:f4:11:8b:29:4d, 25320, 180, -61, b0:e4:d5:96:3b:95, 8812, 75, -55, 14:22:3b:2a:86:f5, 6730, 105, -44, f8:1a:2b:06:3c:0b, 9562, 45, -59]",1.54588E+12,1.6283158,-0.005982057,9.5252285,0.018784106,-0.4447099,-0.16783522,-172.6178,-72.8706,143.5452,1.9292262,6.19E-04,-0.16931109,0,21.87937284,20.159
26,1545881230937,"[14:22:3b:16:5a:bd, 14296, 195, -55, cc:f4:11:8b:29:4d, 25320, 180, -61, b0:e4:d5:96:3b:95, 8812, 75, -55, 14:22:3b:2a:86:f5, 6730, 105, -44, f8:1a:2b:06:3c:0b, 9562, 45, -59]",1.54588E+12,0.3493521,0.3786642,10.195219,0.031154128,-0.074067414,-0.025045475,-172.8252,-72.4802,144.1308,1.9823934,-0.03710253,-0.034252863,0,21.86810776,20.159
27,1545881230937,"[14:22:3b:16:5a:bd, 14296, 195, -55, cc:f4:11:8b:29:4d, 25320, 180, -61, b0:e4:d5:96:3b:95, 8812, 75, -55, 14:22:3b:2a:86:f5, 6730, 105, -44, f8:1a:2b:06:3c:0b, 9562, 45, -59]",1.54588E+12,0.46121657,0.86560357,9.326625,0.002748894,0.11010846,0.06963864,-172.6178,-72.3948,143.6306,2.0109522,-0.09243253,-0.049411353,0,21.85684267,20.159
28,1546453246481,"[14:22:3b:16:5a:bd, 14214, 180, -55, cc:f4:11:8b:29:4d, 23187, 75, -58, b0:e4:d5:96:3b:95, 6945, 105, -55, 14:22:3b:2a:86:f5, 3773, 105, -45, f8:1a:2b:06:3c:0b, 9554, 75, -57]",1.54644E+12,-1.7892331,-0.7375876,9.666406,-0.070249505,-0.086437434,0.024892759,-173.10579,-72.3948,143.716,1.9610696,0.07488942,0.1830266,0,21.84557759,20.159
29,1546453246481,"[14:22:3b:16:5a:bd, 14214, 180, -55, cc:f4:11:8b:29:4d, 23187, 75, -58, b0:e4:d5:96:3b:95, 6945, 105, -55, 14:22:3b:2a:86:f5, 3773, 105, -45, f8:1a:2b:06:3c:0b, 9554, 75, -57]",1.54644E+12,0.09810573,0.7106683,10.352547,0.025809057,-0.17592919,-0.02275473,-173.3864,-72.6998,143.106,2.010584,-0.06853612,-0.009476199,0,21.8343125,20.159
30,1546993803041,"[14:22:3b:16:5a:bd, 14585, 90, -52, cc:f4:11:8b:29:4d, 22886, 165, -62, b0:e4:d5:96:3b:95, 6789, 105, -53, 14:22:3b:2a:86:f5, 2761, 60, -44, f8:1a:2b:06:3c:0b, 13820, 120, -57]",1.54699E+12,-0.51565325,-0.34097722,9.958928,-0.027794369,-0.12339478,0.015118915,-173.0448,-72.7486,144.72859,1.958215,0.03417922,0.05173179,0,21.82304741,20.159
31,1546993803041,"[14:22:3b:16:5a:bd, 14585, 90, -52, cc:f4:11:8b:29:4d, 22886, 165, -62, b0:e4:d5:96:3b:95, 6789, 105, -53, 14:22:3b:2a:86:f5, 2761, 60, -44, f8:1a:2b:06:3c:0b, 13820, 120, -57]",1.54699E+12,1.2544373,0.91405827,9.61795,0.047036625,0.107665,-0.020922136,-172.8252,-73.139,143.9478,1.9875743,-0.09396102,-0.12969457,0,21.81178233,20.159
32,1546993803041,"[14:22:3b:16:5a:bd, 14585, 90, -52, cc:f4:11:8b:29:4d, 22886, 165, -62, b0:e4:d5:96:3b:95, 6789, 105, -53, 14:22:3b:2a:86:f5, 2761, 60, -44, f8:1a:2b:06:3c:0b, 13820, 120, -57]",1.54699E+12,-1.2664014,0.4331009,9.969695,-0.02611449,-0.007483099,0.054519724,-172.6178,-73.2488,143.4476,2.0533855,-0.043068804,0.12634842,0,21.80051724,20.159
33,1547544220888,"[14:22:3b:16:5a:bd, 15078, 135, -53, cc:f4:11:8b:29:4d, 22769, 105, -60, b0:e4:d5:96:3b:95, 6652, 75, -52, 14:22:3b:2a:86:f5, 4558, 120, -46, f8:1a:2b:06:3c:0b, 11695, 30, -61]",1.54754E+12,-1.5337993,0.4229314,9.48455,0.07452556,-0.040317107,0.019242255,-173.0204,-73.5172,144.0454,2.071669,-0.043991327,0.16032754,0,21.78925216,20.159
34,1547544220888,"[14:22:3b:16:5a:bd, 15078, 135, -53, cc:f4:11:8b:29:4d, 22769, 105, -60, b0:e4:d5:96:3b:95, 6652, 75, -52, 14:22:3b:2a:86:f5, 4558, 120, -46, f8:1a:2b:06:3c:0b, 11695, 30, -61]",1.54754E+12,0.64008003,0.5162515,9.753743,-0.028099801,0.04627304,-0.016340645,-173.0204,-73.3342,143.838,1.9857384,-0.052765924,-0.06553008,0,21.77798707,20.159
35,1547544220888,"[14:22:3b:16:5a:bd, 15078, 135, -53, cc:f4:11:8b:29:4d, 22769, 105, -60, b0:e4:d5:96:3b:95, 6652, 75, -52, 14:22:3b:2a:86:f5, 4558, 120, -46, f8:1a:2b:06:3c:0b, 11695, 30, -61]",1.54754E+12,0.28594232,-0.060418773,9.694521,0.026725354,0.027183503,0.011911872,-173.606,-73.2488,143.9112,1.9574645,0.006229471,-0.0294867,0,21.76672198,20.159
36,1548103907411,"[14:22:3b:16:5a:bd, 14945, 255, -55, cc:f4:11:8b:29:4d, 22667, 120, -62, b0:e4:d5:96:3b:95, 6898, 60, -51, 14:22:3b:2a:86:f5, 2035, 45, -50, f8:1a:2b:06:3c:0b, 13851, 120, -58]",1.5481E+12,0.35114673,1.5337993,9.65145,0.07238753,0.21288654,0.016035212,-173.2278,-73.139,144.326,2.0552483,-0.15749864,-0.036366753,0,21.7554569,20.159
37,1548103907411,"[14:22:3b:16:5a:bd, 14945, 255, -55, cc:f4:11:8b:29:4d, 22667, 120, -62, b0:e4:d5:96:3b:95, 6898, 60, -51, 14:22:3b:2a:86:f5, 2035, 45, -50, f8:1a:2b:06:3c:0b, 13851, 120, -58]",1.5481E+12,0.8572287,0.23030917,9.919446,-0.06078109,-0.03436117,0.016493361,-172.6422,-72.8462,144.3504,1.9607877,-0.023127606,-0.08620484,0,21.74419181,20.159
38,1548103907411,"[14:22:3b:16:5a:bd, 14945, 255, -55, cc:f4:11:8b:29:4d, 22667, 120, -62, b0:e4:d5:96:3b:95, 6898, 60, -51, 14:22:3b:2a:86:f5, 2035, 45, -50, f8:1a:2b:06:3c:0b, 13851, 120, -58]",1.5481E+12,2.6596224,1.4841483,10.110872,0.06734789,0.34437528,-0.06811147,-173.4108,-73.3342,144.021,1.9690806,-0.141016,-0.25721887,0,21.73292672,20.159
39,1548665002179,"[14:22:3b:16:5a:bd, 15781, 210, -58, cc:f4:11:8b:29:4d, 23070, 105, -58, b0:e4:d5:96:3b:95, 6296, 165, -52, 14:22:3b:2a:86:f5, 2820, 180, -50, f8:1a:2b:06:3c:0b, 12863, 135, -60]",1.54866E+12,0.9702896,0.50069815,9.582657,-0.02977968,-0.059253927,-0.014049901,-173.0204,-73.236595,143.9356,1.9742324,-0.051937886,-0.100910835,0,21.72166164,20.159
40,1548665002179,"[14:22:3b:16:5a:bd, 15781, 210, -58, cc:f4:11:8b:29:4d, 23070, 105, -58, b0:e4:d5:96:3b:95, 6296, 165, -52, 14:22:3b:2a:86:f5, 2820, 180, -50, f8:1a:2b:06:3c:0b, 12863, 135, -60]",1.54866E+12,0.22971097,0.39780676,9.776475,0.018784106,0.1151481,0.05009095,-173.0326,-73.139,144.43579,1.9908766,-0.04065656,-0.023491975,0,21.71039655,20.159
