M2 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M2 Ground Truth
0,15.64947283,17.03866532,0.03,-54,9.990740713,12.69315599,0.12,-57,2.672545603,4.656231201,0.225,-48,5.599020004,6.300190473,0.045,-41,13.89637363,15.78808462,0.09,-57,11.95317949,12.4579703,0.09,-49,-1.430908,0.21415763,9.881161,-0.010690142,0.021227567,-0.1348485,-32.5862,-22.240599,54.2534,2.3356118,-0.021446303,0.14381202,"[-2.52, -0.89]"
470,15.63040387,16.74553699,0.06,-55,9.988014097,10.67129275,0.03,-53,2.696175131,4.173153364,0.12,-48,5.575676607,6.339312344,0.06,-41,13.91001533,14.8385784,0,-58,11.92820293,12.23578833,0.03,-50,-0.8745767,0.093918286,9.681958,0.002290745,-0.020922136,-0.007635816,-32.4032,-22.326,54.7658,2.2675314,-0.009660704,0.090086065,"[-2.545046235, -0.89]"
970,15.61135179,17.03166231,0.12,-55,9.985349559,11.61424233,0.045,-50,2.719830014,3.901088182,0.075,-51,5.55234805,6.076463527,0.075,-41,13.92368871,15.39388203,0.06,-57,11.90322665,12.28182657,0.075,-47,0.5204389,0.1788635,9.7298155,-0.009773844,-0.02443461,0.075594574,-32.3666,-22.2528,53.7654,2.153692,-0.018354727,-0.053438157,"[-2.57009247, -0.89]"
1440,15.59231667,16.89460281,0.12,-55,9.982747151,10.8745113,0.105,-55,2.743509595,4.003901223,0.09,-50,5.529034522,6.104557724,0.075,-43,13.9373937,16.29633137,0.105,-54,11.87825067,12.34087521,0.09,-49,-0.506082,-0.36131623,9.722038,-0.016187929,0.003359759,0.04734206,-32.1714,-21.8746,53.558,2.1647053,0.03709738,0.052008193,"[-2.595138705, -0.89]"
1950,15.56379591,17.2427521,0,-54,9.978960135,10.55816745,0.195,-59,2.779073896,4.561679625,0.06,-51,5.494092826,5.967088402,0.03,-43,13.95801021,19.40756028,0.315,-59,11.84078726,12.48599279,0.09,-50,-0.66400826,-0.19501504,9.526425,0.016493361,0.02275473,-0.04932737,-32.757,-22.0698,53.6434,2.1967218,0.020418575,0.06958917,"[-2.632708058, -0.89]"
2440,15.54480344,16.98864374,0.105,-58,9.976513259,11.28893263,0.09,-55,2.802812495,4.239618025,0.06,-50,5.470817711,5.911893859,0.075,-42,13.97179377,18.1641196,0.255,-59,11.81581203,12.54403906,0.12,-50,0.49351966,0.007178468,9.896714,-0.017715093,0.012980887,-0.006414085,-32.3422,-22.265,53.0578,2.138843,-0.000724,-0.04982575,"[-2.657754293, -0.89]"
2940,15.52582814,22.47043782,0.105,-57,9.974128676,10.96060144,0.315,-55,2.826573663,8.641547084,0.18,-48,5.447558306,6.158736965,0.045,-42,13.9856086,20.37986742,0.285,-62,11.7908371,12.42694528,0.06,-51,-1.6474584,-0.058624156,9.635299,-0.013897184,0.000916,0.00702495,-32.8302,-22.277199,52.9358,2.3229618,0.005997207,0.169344,"[-2.682800528, -0.89]"
3420,15.50687008,22.41942517,0.165,-58,9.971806432,10.84347845,0.03,-55,0,0,0,0,0,0,0,0,0,0,0,0,11.76586247,12.13770588,0.075,-52,-0.12023934,0.21774685,10.000802,-0.009162978,0.008093964,-0.050549097,-33.3548,-22.448,53.924,2.1963902,-0.021767927,0.01202239,"[-2.707846764, -0.89]"
3870,15.47846543,22.75150652,0.105,-61,9.968440047,11.21886358,0.09,-55,2.886071664,5.845655566,0.075,-48,5.389479861,6.10054432,0.09,-42,14.02028188,17.5348728,0.06,-60,11.72840109,11.78940202,0,-54,0.19920248,-0.05623133,9.968499,-0.000916,0.041996986,-0.09697486,-32.7448,-22.4602,53.253,2.1511507,0.005639717,-0.019980537,"[-2.745416116, -0.89]"
4350,15.45955074,18.79334989,0.315,-62,9.966273838,13.34563693,0.09,-53,2.909907497,6.053385499,0.195,-48,5.366277056,5.919922381,0.105,-43,14.03420543,15.86312204,0.09,-57,11.70342723,11.72334236,0.135,-57,-1.5451652,-0.46301118,9.731609,0.004276057,0.033750303,-0.015118915,-32.1226,-21.716,52.3502,2.2511148,0.046954904,0.1574635,"[-2.770462351, -0.89]"
4870,15.43121144,17.87500836,0.15,-60,9.963141699,11.43006916,0.045,-56,2.945698907,4.97795229,0.3,-50,5.331504129,5.739261364,0.075,-44,14.05514858,18.09009146,0.12,-60,11.66596702,12.08265902,0.06,-56,0.22432712,0.55334026,10.156336,0.008552114,-0.032986723,0.004581489,-32.452,-22.740799,53.1676,2.2208436,-0.054415215,-0.022083815,"[-2.808031704, -0.89]"
5350,15.4123405,17.14871237,0.105,-56,9.96113178,12.44996386,0.21,-55,2.969584248,7.286865993,0.255,-52,5.308343349,5.539480481,0.045,-45,14.06914909,15.60899385,0.12,-57,11.64099393,11.93453078,0.045,-55,0.21595225,0.3822534,10.085748,-0.019547688,-0.030543262,0.068264194,-33.2084,-22.9482,52.337997,2.198167,-0.037873548,-0.021408355,"[-2.833077939, -0.89]"
5820,15.39348718,16.59346862,0.045,-56,9.959184443,11.84445123,0.09,-57,2.993488566,4.117754728,0.105,-49,5.285199767,5.253258893,0.12,-45,14.08318023,16.14826108,0.12,-54,11.61602116,15.80809464,0.105,-56,-1.5014962,-0.63888365,9.390035,0.015577064,0.004734206,-0.003970624,-33.2084,-21.9112,52.411198,2.2052035,0.067084156,0.15856084,"[-2.858124174, -0.89]"
6170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8705891,-0.016749758,9.8015995,0.009315695,0.016798794,-0.02733622,-32.3178,-22.667599,51.972,2.3689728,0.001678583,0.18857765,"[-2.88317041, -0.89]"
6620,15.35583366,16.781553,0.09,-56,9.955477665,12.12969909,0.33,-58,3.04135234,4.821141877,0.24,-49,5.238965107,5.496304304,0.105,-45,14.11133402,15.4879313,0.045,-55,11.56607658,13.51775606,0.33,-55,-1.3106686,-0.022731815,9.473185,-0.013744468,0.015577064,0.106137834,-32.8912,-22.6798,51.7402,2.2950132,0.002376949,0.13748284,"[-2.908216645, -0.89]"
7090,15.33703358,16.83957865,0.135,-57,9.953718294,12.52902714,0.225,-55,3.065310934,4.381563648,0.09,-49,5.215874494,5.421994559,0.075,-45,14.12545649,17.67592965,0.15,-56,11.54110476,13.18952619,0.165,-53,-0.5988039,0.034097724,9.9015,0.011759156,0.021685716,0.002138028,-32.3056,-23.0458,51.7768,2.2441351,-0.003437399,0.06040251,"[-2.93326288, -0.89]"
7450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6358926,-0.07597212,9.839885,-0.005497787,0.01786781,-0.055436023,-31.4028,-23.241,51.2156,2.2542474,0.00770461,0.064534254,"[-2.958309115, -0.89]"
8000,15.29011176,16.63648809,0.045,-58,9.949594348,19.29752357,0.18,-56,3.125282034,6.79763606,0.225,-50,5.158227807,5.664977405,0.105,-45,14.16089484,15.28782574,0.105,-54,11.47867665,12.21176826,0.105,-54,-0.029910283,0.15134603,10.067801,-0.012980887,0.014049901,-0.072540246,-32.024998,-22.8506,51.9842,2.208813,-0.015031479,0.002970876,"[-2.995878468, -0.89]"
8460,15.27137455,15.66702349,0.09,-62,9.948054645,11.87147522,0.075,-54,3.149299297,3.578235459,0.075,-49,5.135201715,5.884797023,0.12,-43,14.17512282,14.97965767,0.135,-56,11.45370598,12.40392664,0,-51,-0.029910283,0.15194423,9.915258,0.02076942,-0.031612277,0.009468411,-32.3056,-23.057999,51.5816,2.208996,-0.015323015,0.003016582,"[-3.020924703, -0.89]"
8930,15.25265545,19.90372076,0.105,-58,9.946577771,12.00459183,0.09,-59,3.173332468,6.229967897,0.36,-52,5.11219462,5.947018076,0.03,-43,14.18938075,15.83911011,0.045,-54,11.42873564,12.37590385,0.09,-50,-0.28295127,0.46002015,10.289736,0.013591751,-0.04627304,0.011911872,-32.1226,-23.607,51.9964,2.2727187,-0.044660095,0.027491473,"[-3.045970938, -0.89]"
