M2 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M2 Ground Truth
0,15.64947283,19.76667724,0.09,-58,9.990740713,10.87851552,0.15,-52,2.672545603,3.991807736,0.06,-47,5.599020004,5.888811425,0.105,-48,13.89637363,18.36419454,0.12,-59,11.95317949,12.31385301,0.045,-48,0.56350976,2.4634109,9.395418,0.03726278,0.021533,-0.06505715,-29.743599,-23.4362,54.3144,2.3998165,-0.2559808,-0.05990532,"[-2.52, -0.89]"
480,15.63057851,18.41821449,0.135,-59,9.988038797,10.90954816,0.105,-55,2.695958514,3.356968275,0.06,-51,5.575890419,5.967088402,0.06,-43,13.90989019,15.85912006,0.075,-53,11.92843177,12.28582989,0.09,-48,-4.551747,-0.20039889,10.624132,0.26267207,-0.076816306,-0.12644911,-29.7192,-24.217,53.436,2.8770404,0.017336598,0.40477628,"[-2.544816754, -0.89]"
960,15.61170076,17.34779597,0.075,-57,9.985397827,10.71834409,0.135,-55,2.719396324,7.075355044,0.075,-50,5.552775402,6.111581137,0.075,-42,13.92343787,16.96463333,0.33,-60,11.90368433,12.27482077,0.075,-51,-0.52163535,-2.4909284,9.739387,-0.03313944,-0.012522738,0.14905111,-30.524399,-24.302399,53.9972,1.9120709,0.2500472,0.05350824,"[-2.569633508, -0.89]"
1410,15.59283966,17.30877974,0.075,-57,9.982817852,11.60223121,0.12,-54,2.742858393,7.72583743,0.165,-46,5.529675136,6.143687492,0.06,-42,13.93701657,17.02365886,0.03,-56,11.87893718,12.4189388,0.015,-49,-0.011365907,0.21475583,9.457033,-0.004886922,0.07315111,0.4279111,-30.329199,-23.6436,53.9972,2.2585518,-0.022704665,0.001201847,"[-2.594450262, -0.89]"
1910,15.56457934,17.50386017,0.075,-57,9.979062357,10.9806222,0.09,-56,2.778095638,4.73869444,0.105,-51,5.495052801,5.986154776,0.045,-41,13.95744258,15.92915469,0.075,-60,11.84181701,12.18874895,0.075,-50,-1.2699906,0.38285163,9.946365,0.013591751,0.056505036,-0.09193522,-31.0978,-23.558199,53.655598,2.3897424,-0.03816309,0.12699671,"[-2.631675393, -0.89]"
2410,15.54576011,17.2577584,0.09,-59,9.976635073,11.59022006,0.12,-54,2.801615699,8.860904299,0.255,-47,5.471990231,6.041344552,0,-41,13.97109843,18.13710936,0.27,-59,11.81707059,12.4579703,0.075,-50,0.72323066,0.4336991,10.01815,-0.002748894,-0.028252518,0.023060163,-31.354,-23.3996,52.728397,2.2004166,-0.04315216,-0.072067015,"[-2.656492147, -0.89]"
2900,15.52695773,16.78455433,0.015,-59,9.974268945,13.31061231,0.33,-53,2.825157946,4.742716627,0.12,-49,5.448943075,6.154723796,0.045,-41,13.98478499,18.70031682,0.18,-58,11.79232447,12.19675568,0,-52,0.49292147,0.8895318,10.049257,-0.011911872,-0.06704246,0.12950343,-30.866,-23.7656,52.6674,2.271367,-0.08818159,-0.049011253,"[-2.681308901, -0.89]"
3410,15.4987859,16.74953877,0.135,-58,9.970834513,12.30984971,0.21,-57,2.860511716,5.644899379,0.18,-47,5.414401673,5.892825808,0.03,-42,14.00537219,15.42489835,0.015,-56,11.75520585,14.58443173,0.165,-53,0.36011982,0.03589234,10.186246,-0.007330383,-0.052534413,0.051159963,-31.4516,-23.4972,52.5332,2.1890707,-0.003521394,-0.03533882,"[-2.718534031, -0.89]"
3880,15.48002593,17.04266704,0.03,-57,9.968621462,14.11614767,0.33,-57,2.884107059,5.70011263,0.12,-50,5.391393918,5.89985093,0.075,-42,14.01913512,16.39837907,0.225,-61,11.73046047,11.45309111,0.06,-57,-0.82911307,0.40977088,10.146166,0.004886922,-0.04153884,0.0842994,-30.9636,-23.5826,52.655197,2.34098,-0.04023088,0.08153571,"[-2.743350785, -0.89]"
4370,15.46128303,16.91761286,0.105,-58,9.966469713,11.24589032,0.075,-59,0,0,0,0,0,0,0,0,0,0,0,0,11.7057154,11.42606533,0.06,-57,-0.4223332,0.67417777,9.512068,-0.004581489,0.02733622,-0.082161374,-31.781,-23.0092,53.6068,2.311067,-0.070688315,0.044370588,"[-2.768167539, -0.89]"
