Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
144175,12.003,0.09,-68
144702,18.097,0.36,-65
145748,15.3,0.045,-61
146796,14.757,0.09,-60
147320,15.246,0.12,-61
148366,18.824,0.09,-61
148894,15.941,0.045,-62
149426,15.574,0.09,-64
150467,14.917,0.135,-69
151526,15.761,0.15,-64
152565,19.64,0.18,-64
153096,16.136,0.195,-64
153616,16.789,0.18,-64
154663,15.703,0.06,-65
155712,13.445,0.12,-67
156760,13.585,0.06,-66
157288,16.363,0.09,-64
157807,20.57,0.135,-67
158856,14.066,0.225,-67
159383,14.5,0.09,-67
159909,16.292,0.06,-64
160953,14.074,0.195,-67
162003,19.332,0.285,-67
163056,15.035,0.285,-69
164101,13.851,0.075,-63
164623,14.171,0.105,-65
165148,14.066,0.09,-62
166196,12.679,0.285,-64
166728,13.32,0.105,-63
167787,15.214,0.15,-63
168294,13.343,0.105,-65
168821,14.73,0.12,-64
169872,13.675,0.09,-64
170391,16.855,0.21,-65
170919,19.96,0.24,-67
171964,13.011,0.12,-65
173017,14.144,0.21,-67
173537,14.199,0.12,-65
174612,13.757,0,-61
175113,13.972,0.12,-64
175633,13.359,0.12,-62
176184,13.949,0.015,-64
176687,13.441,0.12,-64
177731,13.171,0.09,-62
178786,12.988,0.045,-65
179829,12.496,0.03,-62
180877,14.804,0.165,-61
181401,12.222,0.015,-63
181930,12.609,0.21,-65
182972,13.769,0.165,-62
183499,13.472,0.105,-59
184547,12.316,0.09,-61
185604,13.453,0.24,-63
186126,19.003,0.135,-66
186645,12.601,0.21,-67
187695,13.32,0.12,-62
188740,13.667,0.12,-62
189797,15.226,0.18,-60
190840,12.562,0.075,-61
191889,12.093,0.105,-58
192411,11.23,0.15,-62
192937,12.187,0.165,-60
193460,13.117,0.12,-57
193988,11.753,0.15,-58
194512,10.304,0.12,-63
195033,19.574,0.09,-57
196606,11.554,0.075,-57
197131,11.574,0.165,-61
198179,17.371,0.3,-65
198704,10.906,0.105,-59
199231,11.25,0.105,-58
200275,10.265,0.06,-59
200823,10.589,0,-57
201852,11.433,0.045,-56
202897,9.738,0.06,-57
203948,9.445,0.06,-58
205022,9.339,0.09,-54
206042,9.804,0.03,-52
207092,9.992,0.06,-49
207617,9.878,0.075,-50
208665,9.523,0.075,-55
209719,9.632,0.045,-58
210239,9.66,0.06,-61
211286,9.648,0.075,-60
211808,9.296,0.045,-57
212861,9.453,0.06,-60
213908,10.976,0.27,-65
214432,15.269,0.27,-65
215481,10.769,0.135,-64
216535,11.609,0.255,-65
218103,10.027,0.075,-62
218642,9.488,0.045,-65
219676,10.902,0.03,-62
220725,10.066,0.045,-61
221252,17.695,0.21,-62
221799,9.933,0.045,-60
222821,9.808,0.06,-60
223872,11.851,0.195,-59
224923,10.281,0.105,-59
225968,10.246,0.03,-61
227023,9.484,0.06,-59
227566,10.281,0.06,-57
228590,8.886,0.165,-61
229639,9.296,0.045,-55
230163,8.914,0.18,-59
231211,8.917,0.105,-55
231739,8.671,0.06,-56
232277,8.707,0.09,-55
232787,8.625,0.09,-52
233833,8.375,0.09,-57
234356,7.632,0.06,-59
235405,8.328,0.12,-60
235956,8.304,0.06,-55
236458,8.347,0.165,-53
237507,8.398,0.12,-53
238553,8.199,0.03,-53
239599,7.863,0.075,-53
240123,7.718,0.075,-52
241173,7.453,0.135,-59
241696,7.757,0.09,-56
242745,7.886,0.075,-55
243796,7.515,0.135,-56
244344,8.109,0.12,-53
244841,7.789,0.06,-53
245369,7.804,0.075,-56
245895,8.226,0.045,-54
246937,7.734,0.09,-52
247989,6.707,0.06,-54
249036,7.484,0.075,-52
250085,7.964,0.105,-53
251133,7.097,0.12,-56
251685,7.339,0.045,-58
252707,7.738,0.09,-56
253760,6.98,0.15,-60
254281,7.367,0.09,-58
255328,7.187,0.165,-61
256404,7.792,0.06,-57
256929,10.593,0.15,-62
257948,7.476,0.075,-57
258474,7.773,0.06,-55
258999,7.648,0.045,-55
259526,7.511,0.06,-57
260572,7.175,0.075,-57
261637,6.832,0.06,-54
262144,7.347,0.06,-53
263192,6.953,0.18,-57
264245,7.691,0.105,-56
264765,7.46,0.12,-53
265297,7.253,0.12,-52
266338,7.375,0.075,-52
266889,6.785,0,-54
267399,7.007,0.18,-54
268439,7.32,0.075,-54
269483,7.445,0.09,-56
270534,8.457,0.15,-54
271058,12.359,0.18,-54
271588,12.003,0.27,-59
272630,14.21,0.15,-54
273156,12.054,0.255,-54
273681,12.91,0.165,-55
274728,9.898,0.15,-56
275251,7.875,0.03,-60
275778,9.406,0.21,-58
276824,7.515,0.18,-58
277350,8.328,0.06,-56
277872,7.976,0.135,-58
278424,8.652,0.135,-55
279446,11.148,0.06,-54
279972,11.191,0.18,-56
280499,13.906,0.09,-56
281543,10.562,0.06,-56
282595,7.601,0.135,-56
283133,8.175,0.195,-53
284167,7.738,0.225,-55
284688,8.144,0.15,-54
285738,6.386,0.105,-59
286280,7.519,0.09,-54
286786,6.863,0.075,-57
287308,10.128,0.09,-58
287864,7.46,0.225,-61
288887,7.175,0.12,-61
289408,7.457,0.255,-58
