M1 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AP7 True Distance (m),AP7 RTT Distance (m),AP7 RTT std (m),AP7 RSS (dBm),AP8 True Distance (m),AP8 RTT Distance (m),AP8 RTT std (m),AP8 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M1 Ground Truth
0.0,4.461490782238603,1.68644033395789,0.131,-47.0,18.0513046619905,14.349291411076717,0.15,-72.0,3.449202806446729,8.52334699516569,0.308,-65.0,15.330975180985716,20.757979092387583,0.0,-72.0,0.0,0.0,0.0,0.0,8.368542286443917,13.350640434076562,0.066,-85.0,11.639527481818153,15.68803416620451,0.061,-73.0,21.070059325972483,19.556609343135122,0.161,-76.0,0.253041,0.111864455,9.856635,-0.002443389,0.000916271,-0.020463383,32.7375,-2.9375,43.9,-1.6793771,-0.011344926,-0.02566651,"[31.0, 13.75]"
312.945187,4.443188309187055,0.7241546796092669,0.0,-49.0,18.03300693696136,14.04610355223113,0.295,-68.0,3.466815773082911,9.736169729416183,0.095,-68.0,15.349311966016472,21.754254756254007,0.175,-75.0,0.0,0.0,0.0,0.0,8.372728190147848,12.964361766010697,0.172,-82.0,11.626434225354586,11.319962941635454,0.134,-76.0,21.05313923065386,19.380551307947872,0.133,-75.0,0.36789647,0.19322042,9.781859,-0.002748813,0.001068983,0.002748813,31.550001,-3.575,43.7625,-1.7189763,-0.019736415,-0.037592355,"[31.01834988, 13.75000068]"
631.794959,4.4248862380689475,0.6270598057601844,0.055,-50.0,18.01470932724844,13.958047463739332,0.325,-67.0,3.4844363330174275,8.992109652356337,0.203,-70.0,15.367648772692977,21.188101283503435,0.299,-76.0,0.0,0.0,0.0,0.0,8.376952205465418,13.233557684916025,0.073,-82.0,11.61335521533945,16.332348269615117,0.103,-76.0,21.036221545649585,19.84970367537007,0.111,-74.0,0.3379862,0.035294134,9.687343,0.013133216,-0.002290677,0.015271181,31.875,-3.5375001,44.4,-1.6923777,-0.003641093,-0.03487532,"[31.03669975, 13.75000137]"
919.711966,4.388283274297109,0.7241546796092669,0.0,-50.0,17.978114408226347,14.232219819831338,0.146,-67.0,3.519699835025105,9.539906131613666,0.279,-69.0,15.404322498989554,21.540197677830164,0.199,-78.0,0.0,0.0,0.0,0.0,8.385514312674909,13.338632013816111,0.364,-81.0,11.587240063702648,15.952165997130296,0.117,-75.0,21.002393368172964,19.585618805644103,0.138,-71.0,0.41336012,0.49830532,9.794421,0.023364907,0.004581355,-0.002901525,32.7125,-3.2,44.2125,-1.7476611,-0.050787482,-0.0421786,"[31.07339951, 13.75000274]"
1233.840435,4.369982411628462,0.951643315533714,0.221,-49.0,17.959817119512717,14.232219819831338,0.116,-67.0,3.5373425349465477,9.657064771451003,0.118,-70.0,15.422659398402796,21.5792081643419,0.165,-79.0,0.0,0.0,0.0,0.0,8.389852283487599,13.497742366781194,0.067,-81.0,11.574204033070359,12.433950940871531,1.966,-75.0,20.985482905759927,19.585618805644103,0.161,-72.0,0.21595225,0.2638087,9.764511,-0.007635591,0.001068983,-0.002137966,32.2625,-2.9875,43.75,-1.7038196,-0.027003922,-0.022112427,"[31.09174938, 13.75000342]"
1560.391978,4.333381909085524,1.167433081593973,0.199,-43.0,17.923222843919273,14.544408169464992,0.095,-65.0,3.572649324491515,8.640545411025856,0.224,-62.0,15.459333309932537,22.165361287378104,0.165,-72.0,20.718735306871164,30.076844265979766,0.175,-83.0,8.398641794396859,13.175516118923008,0.364,-85.0,11.54817529100549,14.222213646264775,1.436,-75.0,20.951669233695668,19.67364734867432,0.138,-73.0,0.30329028,-0.09750752,9.802198,0.005803049,-0.000152712,0.002901525,32.5625,-3.0875,43.075,-1.655466,0.00994243,-0.03093118,"[31.12844914, 13.75000479]"
1848.142632,4.315082299698008,1.4607997809419333,0.692,-49.0,17.90492587763957,14.779544783246878,0.089,-63.0,3.590313184718987,8.718674727273635,0.114,-61.0,15.477670301843458,21.022054704524006,0.097,-72.0,20.73560738950675,36.02853069443715,0.162,-82.0,8.403093210917454,14.079124404592779,1.192,-83.0,11.535182691538399,11.143788628648696,0.17,-75.0,20.9347660542163,19.84970367537007,0.097,-78.0,0.6801598,0.95712906,9.567103,0.052532863,-0.000458135,0.18065807,32.5875,-2.95,43.75,-1.8204919,-0.0994626,-0.070974186,"[31.14679901, 13.75000548]"
2154.835996,4.2967831097818046,0.7241546796092669,0.095,-47.0,17.88662901054042,14.427338493291131,0.198,-67.0,3.60798390480143,7.896185408157536,0.388,-58.0,15.496007333862043,20.757979092387583,0.222,-66.0,20.75248198557238,38.087718243549325,0.249,-81.0,8.407582312764246,12.002590095475227,0.0,-83.0,11.52220465067802,10.703327753554031,0.366,-79.0,20.917865299750503,19.515595917112034,0.105,-77.0,0.19980069,0.4223332,10.053444,0.012827792,0.001374406,0.03115321,31.9625,-2.75,43.600002,-1.7177982,-0.04197585,-0.019871239,"[31.16514889, 13.75000616]"
2417.3616989999996,4.27848435332402,0.6270598057601844,0.055,-46.0,17.868332251406073,14.779544783246878,0.109,-65.0,3.625661369603955,8.640545411025856,0.055,-64.0,15.514344396636245,21.110079488244473,0.082,-65.0,20.769359087618437,29.255727644343427,0.644,-81.0,8.412109056570678,12.412933940048179,0.141,-77.0,11.509241238945272,17.436832739921545,0.125,-75.0,20.900966993214414,19.67364734867432,0.173,-76.0,0.19860429,-0.055633128,9.804591,0.023364907,-0.003817795,-0.009009997,31.737501,-3.2875001,43.7625,-1.6688957,0.005672967,-0.020253483,"[31.18349877, 13.75000685]"
2696.4326119999996,4.260186047384146,1.2937422463535773,0.057,-49.0,17.85003561206326,14.544408169464992,0.102,-70.0,3.6433454766363504,8.992109652356337,0.062,-62.0,15.532681479317297,20.445887214792126,0.204,-63.0,20.78623867249981,29.76680098700564,0.955,-78.0,8.41667335973819,13.028409112397416,0.229,-73.0,11.496292498702639,13.869990663298948,0.418,-76.0,20.88407114195234,19.468580456725654,0.106,-77.0,0.04127619,0.31106696,9.913465,0.011300675,-0.006413896,-0.03115321,30.987501,-3.1000001,43.975002,-1.7152721,-0.031367667,-0.004163626,"[31.20184864, 13.75000753]"
