Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll
0,1.23754E+12,"[b0:e4:d5:39:26:89, 13736, 122, -62, 14:22:3b:16:5a:bd, 19988, 0, -61, cc:f4:11:8b:29:4d, 4675, 59, -54, b0:e4:d5:96:3b:95, 18660, 55, -69, 14:22:3b:2a:86:f5, 8299, 154, -63, f8:1a:2b:06:3c:0b, 19264, 500, -63]",1.23762E+12,-0.55752766,0.004785645,9.784252,0.002137966,-0.006413896,0.005497625,-16.362501,25.275,49.225002,0.49207133,-4.88E-04,0.05692059
1,1.23778E+12,"[b0:e4:d5:39:26:89, 14010, 76, -61, 14:22:3b:16:5a:bd, 20632, 214, -63, cc:f4:11:8b:29:4d, 4050, 117, -56, b0:e4:d5:96:3b:95, 15740, 113, -67, 14:22:3b:2a:86:f5, 8914, 58, -61, f8:1a:2b:06:3c:0b, 19439, 114, -66]",1.23784E+12,-0.54376894,0.02871387,9.793823,-0.005192202,-0.002901525,-7.64E-04,-17.4125,25.6875,49.45,0.5206236,-0.002927318,0.055464678
2,1.23803E+12,"[b0:e4:d5:39:26:89, 14088, 66, -62, 14:22:3b:16:5a:bd, 21570, 1002, -63, cc:f4:11:8b:29:4d, 4480, 110, -54, b0:e4:d5:96:3b:95, 15916, 136, -65, 14:22:3b:2a:86:f5, 8884, 100, -58, f8:1a:2b:06:3c:0b, 19322, 105, -68]",1.23808E+12,-0.50488555,5.98E-04,9.775877,0.002137966,-0.002901525,0.001832542,-17.175001,25.2,49.0875,0.5257651,-6.11E-05,0.051600218
3,1.23803E+12,"[b0:e4:d5:39:26:89, 14088, 66, -62, 14:22:3b:16:5a:bd, 21570, 1002, -63, cc:f4:11:8b:29:4d, 4480, 110, -54, b0:e4:d5:96:3b:95, 15916, 136, -65, 14:22:3b:2a:86:f5, 8884, 100, -58, f8:1a:2b:06:3c:0b, 19322, 105, -68]",1.23828E+12,-0.552742,0.05742774,9.760324,0.002137966,-0.00167983,0.001832542,-16.5375,25.2625,49.225002,0.5027044,-0.005874315,0.0565711
4,1.23831E+12,"[b0:e4:d5:39:26:89, 14127, 110, -61, 14:22:3b:16:5a:bd, 21218, 1121, -63, cc:f4:11:8b:29:4d, 4636, 95, -54, b0:e4:d5:96:3b:95, 15828, 83, -65, 14:22:3b:2a:86:f5, 8894, 152, -58, f8:1a:2b:06:3c:0b, 18971, 350, -67]",1.23848E+12,-0.93978107,0.3786642,9.760324,1.53E-04,0.035123717,-0.028557109,-16.7,25.112501,48.9,0.47599363,-0.038598496,0.09598994
5,1.23855E+12,"[b0:e4:d5:39:26:89, 13971, 66, -60, 14:22:3b:16:5a:bd, 21336, 1255, -63, cc:f4:11:8b:29:4d, 4314, 456, -53, b0:e4:d5:96:3b:95, 16091, 78, -66, 14:22:3b:2a:86:f5, 8914, 136, -62, f8:1a:2b:06:3c:0b, 19322, 95, -66]",1.23868E+12,-0.32422748,-0.6789634,10.022338,-0.004123219,-9.16E-04,-0.14339639,-16.800001,25.612501,49.0875,0.4842302,0.067606404,0.032339208
6,1.23879E+12,"[b0:e4:d5:39:26:89, 14137, 112, -61, 14:22:3b:16:5a:bd, 20486, 75, -67, cc:f4:11:8b:29:4d, 4714, 114, -54, b0:e4:d5:96:3b:95, 16443, 183, -65, 14:22:3b:2a:86:f5, 9412, 127, -61, f8:1a:2b:06:3c:0b, 19401, 55, -73]",1.23888E+12,-0.17587246,0.12203395,9.909277,0.006413896,3.05E-04,-0.029778805,-17.375,24.7875,49.075,0.5988878,-0.01231256,0.0177464
7,1.23906E+12,"[b0:e4:d5:39:26:89, 14137, 75, -62, 14:22:3b:16:5a:bd, 22996, 87, -64, cc:f4:11:8b:29:4d, 4275, 761, -53, b0:e4:d5:96:3b:95, 15820, 1200, -67, 14:22:3b:2a:86:f5, 8826, 56, -61, f8:1a:2b:06:3c:0b, 19518, 55, -70]",1.2391E+12,-0.71306115,0.32243285,9.579067,-0.013133216,0.01175881,0.029626092,-17.5125,25.0375,48.775,0.535195,-0.033554677,0.07430248
8,1.2393E+12,"[b0:e4:d5:39:26:89, 14019, 102, -63, 14:22:3b:16:5a:bd, 22976, 149, -61, cc:f4:11:8b:29:4d, 4714, 146, -57, b0:e4:d5:96:3b:95, 15799, 364, -70, 14:22:3b:2a:86:f5, 8972, 191, -57, f8:1a:2b:06:3c:0b, 19244, 70, -69]",1.2393E+12,-0.3792624,0.2219343,10.076775,4.58E-04,0.00335966,0.032374904,-17.85,24.75,49.425,0.5943244,-0.022005202,0.037619524
9,1.2393E+12,"[b0:e4:d5:39:26:89, 14019, 102, -63, 14:22:3b:16:5a:bd, 22976, 149, -61, cc:f4:11:8b:29:4d, 4714, 146, -57, b0:e4:d5:96:3b:95, 15799, 364, -70, 14:22:3b:2a:86:f5, 8972, 191, -57, f8:1a:2b:06:3c:0b, 19244, 70, -69]",1.2395E+12,-0.7148558,-0.0317049,9.31466,0.013744064,-0.02351762,-0.021226943,-16.95,24.45,48.7125,0.49130446,0.003393771,0.0765951
