Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
154141,12.277,0.165,-65
154665,15.839,0.165,-68
155222,14.789,0,-65
155727,15.273,0.21,-64
156239,17.464,0.045,-66
156778,11.843,0.21,-66
157298,15.359,0.195,-66
157835,13.039,0.18,-63
158336,12.984,0.06,-63
158880,12.554,0.09,-64
159394,13.281,0.15,-64
159939,13.339,0.165,-64
160963,13.382,0.09,-64
161515,13.156,0.135,-65
162024,12.699,0.09,-61
162563,12.792,0.045,-62
163063,12.769,0.06,-61
163579,12.894,0.06,-61
164107,12.832,0.03,-64
164661,12.082,0.06,-63
165168,12.281,0.12,-63
165677,12.199,0.075,-61
166212,12.488,0.075,-63
166757,11.96,0.075,-63
167250,12.75,0.105,-62
167774,12.914,0.06,-59
168308,12.984,0.045,-60
168836,11.921,0.075,-64
169361,11.875,0.12,-62
169872,12.148,0.135,-59
170428,12.429,0.045,-59
170932,13.777,0.09,-58
171476,12.437,0.075,-61
171969,12.503,0.06,-59
172514,12.457,0.045,-60
173021,12.343,0.045,-61
173554,13.05,0.06,-60
174070,12.375,0.06,-62
174597,13.07,0.09,-59
175130,12.464,0.06,-60
175643,12.527,0.15,-65
176175,13.687,0.135,-62
176688,12.46,0.15,-62
177210,18.058,0.165,-63
177735,14.589,0.195,-61
178275,13.386,0.045,-62
178791,12.988,0.09,-61
179307,12.871,0.225,-65
179866,13.39,0.195,-67
180881,13.48,0.075,-62
181418,14.109,0.165,-63
181960,12.609,0.045,-62
182456,11.792,0.06,-61
182979,12.093,0.075,-61
183503,12.687,0.105,-62
184060,13.539,0.105,-61
184563,13.023,0.105,-60
185088,12.894,0.18,-58
186128,14.195,0.15,-60
186660,13.628,0.15,-60
187172,12.222,0.105,-62
187699,11.964,0.12,-64
188234,16.171,0.27,-61
188751,11.398,0.105,-61
189269,12.335,0.09,-60
189795,11.816,0.12,-61
190843,12.906,0.09,-59
191378,13.128,0.105,-60
191895,15.394,0.165,-62
192417,10.804,0.075,-58
192948,11.222,0.015,-57
193477,11.64,0.06,-54
194005,11.273,0.15,-56
194516,10.671,0.225,-61
195041,11.437,0.045,-57
196089,10.992,0.15,-59
196623,10.261,0.18,-63
197166,9.8,0.105,-60
197671,10.707,0.18,-58
198188,10.781,0.135,-58
198708,16.492,0.24,-60
199245,15.371,0.18,-63
200279,10.199,0.15,-62
200836,11.574,0.09,-58
201862,10.289,0.105,-61
202410,13.316,0.165,-61
202907,10.351,0.06,-61
203440,9.359,0.06,-56
203956,9.546,0.015,-56
204475,9.472,0.045,-59
205030,8.714,0.045,-61
205556,9.222,0.09,-57
206079,8.972,0.06,-57
206572,9.105,0.06,-55
207108,9.082,0.09,-55
207625,9.304,0.09,-53
208147,9.273,0.045,-51
208673,9.82,0.09,-49
209199,9.691,0.075,-51
209752,9.945,0.06,-52
210255,9.863,0.045,-55
211295,15.316,0.225,-62
211818,9.906,0.12,-57
212352,9.128,0.18,-58
212895,8.648,0.045,-58
213396,9.011,0.06,-58
213943,9.097,0.105,-60
214446,9.328,0.03,-61
214994,9.078,0.15,-64
215492,10.632,0.135,-60
216011,9.878,0.135,-61
217063,13.679,0.165,-63
217586,9.921,0.27,-61
218106,9.503,0.105,-64
218634,21,0.105,-63
219168,9.14,0.12,-64
220204,15.414,0.15,-64
220739,10.847,0.105,-60
221285,14.527,0.18,-62
221777,11.753,0.12,-60
222302,13.48,0.18,-61
222840,14.296,0.24,-64
223362,9.242,0.255,-60
223890,8.304,0.075,-60
224405,8.417,0.075,-56
224936,7.792,0.015,-58
225478,8.355,0.3,-56
225982,7.933,0.105,-56
226511,7.734,0.135,-56
227026,7.585,0.09,-57
227544,8.804,0.075,-53
228073,8.32,0.075,-53
228598,8.386,0.06,-49
229118,8.246,0.075,-50
229653,7.894,0.06,-52
230697,7.996,0.165,-54
231214,7.925,0.06,-52
231771,7.441,0.045,-55
232279,7.234,0.045,-55
232801,7.539,0.075,-53
233312,7.875,0.06,-53
233848,8.066,0.075,-52
234368,8.027,0.06,-53
234883,7.859,0.09,-53
235409,7.535,0.075,-51
236467,7.75,0.045,-52
237014,7.039,0.06,-55
237506,7.324,0.09,-55
238556,7.808,0.06,-52
239603,7.425,0.045,-53
240140,7.25,0.105,-54
240665,6.902,0.075,-56
241708,7.406,0.045,-54
242224,7.023,0.105,-55
243273,6.582,0.06,-57
243829,7.437,0,-53
244324,7.136,0.09,-53
244847,7.441,0.06,-55
245900,6.98,0.045,-55
246419,7.328,0.06,-54
246947,6.621,0.06,-54
247499,6.996,0.09,-56
248009,6.917,0.09,-56
248543,6.441,0.09,-55
249041,7.312,0.09,-56
249579,7.66,0.06,-52
250097,7.273,0.105,-52
250631,7.527,0.105,-50
251143,6.843,0.09,-52
251674,7.128,0.075,-51
252204,6.55,0.06,-54
252711,6.507,0.06,-54
253241,7.253,0.06,-54
253771,7.273,0.045,-57
254317,8.085,0.21,-61
254812,7.445,0.06,-55
255332,7.261,0.06,-53
255869,6.531,0.135,-55
256386,6.949,0.105,-53
256905,7.238,0.06,-53
257954,7.16,0.075,-53
258481,6.691,0.165,-55
259013,7.125,0.105,-54
259546,7.656,0.12,-53
260053,6.332,0.12,-56
261102,6.722,0.105,-54
261629,11.707,0.18,-59
262164,7.421,0.105,-56
262703,6.296,0.345,-57
263723,6.417,0.24,-56
264245,7.468,0,-58
264800,8.269,0.18,-54
265822,7.718,0.105,-54
266345,7.027,0.195,-57
266878,7.777,0.075,-55
267413,7.187,0.105,-54
267932,6.601,0.045,-56
268440,7.316,0.06,-55
268980,7.453,0.12,-58
270012,12.046,0.27,-58
270537,11.777,0.075,-58
271083,12.25,0.195,-55
271587,8.648,0.09,-55
272140,14.265,0.285,-60
272666,11.171,0.675,-56
273171,8.113,0.045,-60
273702,8.82,0.105,-56
274207,10.71,0.165,-56
275259,7.859,0.21,-58
275815,10.109,0.165,-58
276848,8.003,0.255,-57
277357,10.515,0.06,-54
277910,9.375,0.075,-55
278402,9.367,0.105,-52
278930,10.792,0.12,-56
279458,7.316,0.09,-56
279977,7.003,0.03,-55
