M1 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M1 Ground Truth
0.0,12.510859283038874,13.726896808820268,0.122,-62.0,3.8105773840718675,4.64818512970385,0.059,-54.0,14.628222721848337,18.653299976143632,0.055,-69.0,16.455540860147988,19.257510119431327,0.5,-63.0,7.6738517056299695,8.283924251222967,0.154,-63.0,18.793256769384065,19.98174526912001,0.0,-61.0,-0.55752766,0.004785645,9.784252,0.002137966,-0.006413896,0.005497625,-16.362501,25.275,49.225002,0.49207133,-0.000488,0.05692059,"[-2.4, -14.43]"
247.058722,12.507516559957848,14.001074958730847,0.076,-61.0,3.798907181021906,4.019017292821717,0.117,-56.0,14.616069036879232,15.732056445360218,0.113,-67.0,16.44388734211652,19.432568564139945,0.114,-66.0,7.670842565769409,8.899966067351043,0.058,-61.0,18.783798180634815,20.62594056037203,0.214,-63.0,-0.54376894,0.02871387,9.793823,-0.005192202,-0.002901525,-0.000764,-17.4125,25.6875,49.45,0.5206236,-0.002927318,0.055464678,"[-2.4, -14.41767922]"
497.131403,12.504185083342264,14.079124404592779,0.066,-62.0,3.7872410991748646,4.452010781658104,0.11,-54.0,14.603915631941977,15.908144329242177,0.136,-65.0,16.43223479760678,19.31552960702864,0.105,-68.0,7.667852042187514,8.869918601655824,0.1,-58.0,18.77434291220013,21.564204135557613,1.002,-63.0,-0.50488555,0.000598,9.775877,0.002137966,-0.002901525,0.001832542,-17.175001,25.2,49.0875,0.5257651,-6.11e-05,0.051600218,"[-2.4, -14.40535844]"
772.075024,12.49755590813385,14.1181489225748,0.11,-61.0,3.7639214618176178,4.6089582337009745,0.095,-54.0,14.579609674827761,15.820100631791188,0.083,-65.0,16.40893264690398,18.964409851086852,0.35,-67.0,7.661926933306742,8.87993445921759,0.152,-58.0,18.755442364026802,21.21210795748504,1.121,-63.0,-0.93978107,0.3786642,9.760324,0.000153,0.035123717,-0.028557109,-16.7,25.112501,48.9,0.47599363,-0.038598496,0.09598994,"[-2.4, -14.38071689]"
1009.3097359999999,12.494258224771214,13.96205002855956,0.066,-60.0,3.752267974633893,4.284926603805484,0.456,-53.0,14.567457114193374,16.083229806229845,0.078,-66.0,16.397283035416663,19.31552960702864,0.095,-66.0,7.658992388876172,8.899966067351043,0.136,-62.0,18.74599708668128,21.330140552748357,1.255,-63.0,-0.32422748,-0.6789634,10.022338,-0.004123219,-0.000916,-0.14339639,-16.800001,25.612501,49.0875,0.4842302,0.067606404,0.032339208,"[-2.4, -14.36839611]"
1254.4112699999998,12.490971823714702,14.128155187426277,0.112,-61.0,3.7406187642467126,4.6874082391018606,0.114,-54.0,14.55530483640362,16.435396222786967,0.183,-65.0,16.385634405775523,19.394555962950015,0.055,-73.0,7.65607654726849,9.39870969867673,0.127,-61.0,18.73655514977699,20.479897363024065,0.075,-67.0,-0.17587246,0.12203395,9.909277,0.006413896,0.000305,-0.029778805,-17.375,24.7875,49.075,0.5988878,-0.01231256,0.0177464,"[-2.4, -14.35607533]"
1522.62036,12.48769671652546,14.128155187426277,0.075,-62.0,3.7289738801875236,4.245659548291643,0.761,-53.0,14.54315285203043,15.812096635171441,1.2,-67.0,16.373986769529306,19.511594604234684,0.055,-70.0,7.653179432204682,8.811825917481576,0.056,-61.0,18.727116566025877,22.990563629454584,0.087,-64.0,-0.71306115,0.32243285,9.579067,-0.013133216,0.01175881,0.029626092,-17.5125,25.0375,48.775,0.535195,-0.033554677,0.07430248,"[-2.4, -14.34375456]"
1764.4280399999998,12.48443290677334,14.01008069213022,0.102,-63.0,3.7173333441225154,4.6874082391018606,0.146,-57.0,14.531001142059175,15.791086124773052,0.364,-70.0,16.36234010987197,19.23750337231939,0.07,-69.0,7.650301060254105,8.958056932170056,0.191,-57.0,18.717681325167522,22.97055889611744,0.149,-61.0,-0.3792624,0.2219343,10.076775,0.000458,0.00335966,0.032374904,-17.85,24.75,49.425,0.5943244,-0.022005202,0.037619524,"[-2.4, -14.33143378]"
2010.6542619999998,12.477939223006839,14.0400997503579,0.088,-63.0,3.694065509090564,4.294994295688878,0.055,-57.0,14.506698577769255,17.636914015779517,0.104,-70.0,16.339049757120286,19.08145025934874,0.105,-73.0,7.644600637329103,9.271527651902895,0.146,-54.0,18.69882091540139,20.8239981751824,1.062,-65.0,-0.81655073,-0.15972091,9.466604,0.011300675,0.003970507,-0.028557109,-17.825,25.0125,49.275,0.48187274,0.016808039,0.08604296,"[-2.4, -14.30679222]"
2256.5755369999997,12.474709369274503,14.274245654324433,0.056,-61.0,3.6824383031987242,4.5697274535796994,0.062,-52.0,14.494547734747197,16.083229806229845,0.061,-69.0,16.32740607770766,19.23750337231939,0.637,-65.0,7.641778630650399,9.075236691128227,0.094,-58.0,18.689395764306163,20.010754333607714,0.104,-63.0,-0.25663024,-0.17766708,10.024731,0.007024744,0.001985254,0.004428643,-17.225,24.675001,49.412502,0.5581378,0.01771522,0.025594125,"[-2.4, -14.29447145]"
