Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,
0,1841408788340,"[b0:e4:d5:39:26:89, 17213, 95, -76, 14:22:3b:16:5a:bd, 3464, 145, -52, cc:f4:11:8b:29:4d, 9382, 133, -58, b0:e4:d5:96:3b:95, 37332, 192, -75, 14:22:3b:2a:86:f5, 8503, 90, -56, f8:1a:2b:06:3c:0b, 21432, 93, -73]",1841405730631,0.1369891,0.16390835,10.146765,-0.015882028,-0.0038177953,-0.062764555,6.1125,-12.1,30.725,-2.7168255,-0.016150879,-0.013499946,0,
1,1841408788340,"[b0:e4:d5:39:26:89, 17213, 95, -76, 14:22:3b:16:5a:bd, 3464, 145, -52, cc:f4:11:8b:29:4d, 9382, 133, -58, b0:e4:d5:96:3b:95, 37332, 192, -75, 14:22:3b:2a:86:f5, 8503, 90, -56, f8:1a:2b:06:3c:0b, 21432, 93, -73]",1841405730631,-0.12023934,0.7112665,8.1637125,0.17225893,0.053296424,-0.106745556,6.3250003,-11.8125,30.5625,-2.702188,-0.086896546,0.014727448,0,
2,1841688447535,"[b0:e4:d5:39:26:89, 16471, 124, -79, 14:22:3b:16:5a:bd, 4255, 101, -52, cc:f4:11:8b:29:4d, 9558, 0, -69, b0:e4:d5:96:3b:95, 37127, 222, -73, b0:e4:d5:01:26:f5, 32175, 768, -87, 14:22:3b:2a:86:f5, 8035, 168, -53, f8:1a:2b:06:3c:0b, 19938, 228, -77]",1841686295347,0.1680958,-0.04127619,11.097912,-0.06123744,0.2211267,-0.08857285,5.8,-12.25,31.0625,-2.7277834,0.0037188318,-0.015145457,0,
3,1841972641938,"[b0:e4:d5:39:26:89, 16510, 720, -81, 14:22:3b:16:5a:bd, 3933, 165, -53, b0:e4:d5:91:ba:5d, 37918, 2110, -87, cc:f4:11:8b:29:4d, 9441, 171, -52, b0:e4:d5:96:3b:95, 37097, 279, -71, b0:e4:d5:01:26:f5, 32795, 798, -80, 14:22:3b:2a:86:f5, 8386, 99, -58, f8:1a:2b:06:3c:0b, 19850, 205, -78]",1841969638083,-1.7688942,-2.5764718,7.48774,-0.3011477,0.5010475,0.109188944,5.3625,-11.9125,30.6,-1.7508808,0.3231369,0.23198554,0,
4,1841972641938,"[b0:e4:d5:39:26:89, 16510, 720, -81, 14:22:3b:16:5a:bd, 3933, 165, -53, b0:e4:d5:91:ba:5d, 37918, 2110, -87, cc:f4:11:8b:29:4d, 9441, 171, -52, b0:e4:d5:96:3b:95, 37097, 279, -71, b0:e4:d5:01:26:f5, 32795, 798, -80, 14:22:3b:2a:86:f5, 8386, 99, -58, f8:1a:2b:06:3c:0b, 19850, 205, -78]",1841969638083,0.36729828,1.4051851,9.268599,0.11025793,0.26816195,0.052532863,6.025,-11.725,30.9125,-2.8546708,-0.15034506,-0.039607517,0,
5,1842258122175,"[b0:e4:d5:39:26:89, 18385, 178, -81, 14:22:3b:16:5a:bd, 4080, 53, -54, cc:f4:11:8b:29:4d, 9558, 46, -57, b0:e4:d5:96:3b:95, 36658, 195, -78, b0:e4:d5:01:26:f5, 32694, 164, -79, 14:22:3b:2a:86:f5, 8152, 95, -57, f8:1a:2b:06:3c:0b, 20465, 195, -76]",1842256123476,0.49351966,-1.1988041,10.673783,-0.0029015245,-0.08124269,-0.022448637,6.1125,-12.225,30.725,-2.6472254,0.11172588,-0.046203714,0,
6,1842551644027,"[b0:e4:d5:39:26:89, 17916, 165, -76, 14:22:3b:16:5a:bd, 4724, 366, -53, cc:f4:11:8b:29:4d, 10056, 127, -59, b0:e4:d5:96:3b:95, 36687, 125, -70, b0:e4:d5:01:26:f5, 30334, 888, -81, 14:22:3b:2a:86:f5, 7830, 97, -61, f8:1a:2b:06:3c:0b, 20064, 127, -78]",1842548675224,-0.6723832,-0.5096712,7.710273,-0.083075225,-0.071927264,0.17989452,5.175,-12.0625,31.1,-2.4770737,0.065758,0.08698609,0,
7,1842816102230,"[b0:e4:d5:39:26:89, 17359, 247, -77, 14:22:3b:16:5a:bd, 3933, 95, -51, cc:f4:11:8b:29:4d, 9939, 179, -53, b0:e4:d5:96:3b:95, 37537, 50, -71, b0:e4:d5:01:26:f5, 29631, 870, -85, 14:22:3b:2a:86:f5, 7087, 1100, -55, f8:1a:2b:06:3c:0b, 20465, 63, -80]",1842812875251,0.43848476,-0.37328035,9.006584,-0.029473381,0.09880454,0.014202199,5.0625,-12.962501,30.9125,-2.8458886,0.04137262,-0.048646502,0,
8,1842816102230,"[b0:e4:d5:39:26:89, 17359, 247, -77, 14:22:3b:16:5a:bd, 3933, 95, -51, cc:f4:11:8b:29:4d, 9939, 179, -53, b0:e4:d5:96:3b:95, 37537, 50, -71, b0:e4:d5:01:26:f5, 29631, 870, -85, 14:22:3b:2a:86:f5, 7087, 1100, -55, f8:1a:2b:06:3c:0b, 20465, 63, -80]",1842812875251,0.24047868,-0.22013968,8.349156,0.049784053,6.1084726E-4,0.017714571,5.2375,-12.962501,31.0625,-2.7980764,0.02634967,-0.02879479,0,
9,1843104762467,"[b0:e4:d5:39:26:89, 17770, 212, -77, 14:22:3b:16:5a:bd, 3816, 166, -55, cc:f4:11:8b:29:4d, 9463, 370, -49, b0:e4:d5:96:3b:95, 38709, 767, -75, b0:e4:d5:01:26:f5, 26651, 187, -79, 14:22:3b:2a:86:f5, 7713, 127, -58, f8:1a:2b:06:3c:0b, 20260, 280, -76]",1843100791321,0.42891344,-0.75194454,10.673783,-0.0021379655,0.010537115,-0.06490252,4.8250003,-12.475,30.612501,-2.8055253,0.070275076,-0.04016222,0,
