Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,
15,2790386166157,"[b0:e4:d5:39:26:89, 17740, 101, -75, 14:22:3b:16:5a:bd, 2868, 761, -45, b0:e4:d5:91:ba:5d, 39324, 0, -85, cc:f4:11:8b:29:4d, 9499, 74, -54, b0:e4:d5:96:3b:95, 37244, 169, -74, b0:e4:d5:01:26:f5, 29316, 225, -78, 14:22:3b:2a:86:f5, 7410, 110, -56, f8:1a:2b:06:3c:0b, 22252, 143, -79]",2790383850480,1.0785648,0.42711884,8.718249,0.0132859275,-0.0749815,0.0775776,4.375,-12.2625,31.625,-3.1083355,-0.048582442,-0.12308805,0,
16,2790386166157,"[b0:e4:d5:39:26:89, 17740, 101, -75, 14:22:3b:16:5a:bd, 2868, 761, -45, b0:e4:d5:91:ba:5d, 39324, 0, -85, cc:f4:11:8b:29:4d, 9499, 74, -54, b0:e4:d5:96:3b:95, 37244, 169, -74, b0:e4:d5:01:26:f5, 29316, 225, -78, 14:22:3b:2a:86:f5, 7410, 110, -56, f8:1a:2b:06:3c:0b, 22252, 143, -79]",2790383850480,-0.03888337,-0.10049855,10.481161,-0.004123219,0.008093726,0.007941014,4.525,-12.25,30.95,-2.7713225,0.009588134,0.003709817,0,
17,2790691690198,"[b0:e4:d5:39:26:89, 17389, 131, -77, 14:22:3b:16:5a:bd, 3164, 662, -46, cc:f4:11:8b:29:4d, 8464, 55, -55, b0:e4:d5:96:3b:95, 37097, 98, -73, b0:e4:d5:01:26:f5, 27342, 291, -81, 14:22:3b:2a:86:f5, 8738, 94, -53, f8:1a:2b:06:3c:0b, 20289, 266, -74]",2790687928687,0.79800636,-1.535594,9.281759,-0.012522369,-0.030695075,0.067498624,4.0875,-12.025001,30.987501,-2.9356039,0.16336505,-0.08576486,0,
18,2791006759344,"[b0:e4:d5:39:26:89, 17983, 140, -73, 14:22:3b:16:5a:bd, 3223, 691, -46, b0:e4:d5:91:ba:5d, 38425, 391, -86, cc:f4:11:8b:29:4d, 8113, 117, -54, b0:e4:d5:96:3b:95, 37185, 181, -75, b0:e4:d5:01:26:f5, 28718, 58, -78, 14:22:3b:2a:86:f5, 7644, 67, -55, f8:1a:2b:06:3c:0b, 21627, 261, -79]",2791003972521,-0.31226337,-0.32004002,9.939187,-0.017714571,0.051158458,0.004123219,4.6375003,-11.462501,31.475,-2.6478703,0.032172836,0.031407066,0,
19,2791006759344,"[b0:e4:d5:39:26:89, 17983, 140, -73, 14:22:3b:16:5a:bd, 3223, 691, -46, b0:e4:d5:91:ba:5d, 38425, 391, -86, cc:f4:11:8b:29:4d, 8113, 117, -54, b0:e4:d5:96:3b:95, 37185, 181, -75, b0:e4:d5:01:26:f5, 28718, 58, -78, 14:22:3b:2a:86:f5, 7644, 67, -55, f8:1a:2b:06:3c:0b, 21627, 261, -79]",2791003972521,1.1880364,0.23748764,9.823135,0.013896775,0.004886778,0.042453885,4.35,-12.400001,30.800001,-3.0944192,-0.02399685,-0.12035813,0,
20,2791317725156,"[b0:e4:d5:39:26:89, 16627, 199, -78, 14:22:3b:16:5a:bd, 3757, 63, -43, cc:f4:11:8b:29:4d, 9148, 177, -56, b0:e4:d5:96:3b:95, 36785, 55, -75, b0:e4:d5:01:26:f5, 31841, 336, -81, 14:22:3b:2a:86:f5, 8123, 130, -53, f8:1a:2b:06:3c:0b, 21158, 240, -80]",2791316182187,0.2727818,0.4336991,9.138189,-0.0413849,0.02275406,-0.0684149,4.675,-12.3625,30.7875,-2.8762174,-0.0474034,-0.029841885,0,
21,2791574456640,"[b0:e4:d5:39:26:89, 17018, 69, -74, 14:22:3b:16:5a:bd, 3318, 255, -46, cc:f4:11:8b:29:4d, 9236, 364, -54, b0:e4:d5:96:3b:95, 36306, 122, -72, b0:e4:d5:01:26:f5, 27505, 539, -83, 14:22:3b:2a:86:f5, 7488, 151, -54, f8:1a:2b:06:3c:0b, 20846, 165, -70]",2791571015858,-0.37387854,-0.8141579,9.131609,-0.027182704,-0.058488626,0.05131117,4.425,-13.0375,31.4375,-2.6320736,0.08884904,0.04092048,0,
22,2791574456640,"[b0:e4:d5:39:26:89, 17018, 69, -74, 14:22:3b:16:5a:bd, 3318, 255, -46, cc:f4:11:8b:29:4d, 9236, 364, -54, b0:e4:d5:96:3b:95, 36306, 122, -72, b0:e4:d5:01:26:f5, 27505, 539, -83, 14:22:3b:2a:86:f5, 7488, 151, -54, f8:1a:2b:06:3c:0b, 20846, 165, -70]",2791571015858,-0.2440679,-0.73818576,10.01516,-0.002443389,0.14797775,-0.013591352,4.6,-13.0125,31.7625,-2.6744683,0.07355204,0.024365025,0,
23,2791877668649,"[b0:e4:d5:39:26:89, 17066, 103, -80, 14:22:3b:16:5a:bd, 2122, 1216, -44, b0:e4:d5:91:ba:5d, 36550, 125, -85, cc:f4:11:8b:29:4d, 9646, 68, -54, b0:e4:d5:96:3b:95, 36775, 132, -71, b0:e4:d5:01:26:f5, 30367, 264, -75, 14:22:3b:2a:86:f5, 7742, 63, -53, f8:1a:2b:06:3c:0b, 20670, 1173, -73]",2791875913128,-0.3505485,-0.75673014,9.131609,0.04031592,0.020616096,-0.05955761,4.425,-13.1625,31.425001,-2.6512067,0.08261981,0.038369633,0,
24,2792199343942,"[b0:e4:d5:39:26:89, 16549, 110, -78, 14:22:3b:16:5a:bd, 3582, 97, -59, b0:e4:d5:91:ba:5d, 46355, 0, -85, cc:f4:11:8b:29:4d, 9558, 148, -51, b0:e4:d5:96:3b:95, 36922, 94, -68, b0:e4:d5:01:26:f5, 29731, 519, -84, 14:22:3b:2a:86:f5, 7683, 86, -52, f8:1a:2b:06:3c:0b, 21041, 474, -74]",2792197470296,0.6221339,0.41635114,12.276975,-0.062459134,0.082006246,0.08506048,4.8,-12.6,31.1,-2.909978,-0.03385677,-0.050631545,0,
25,2792199343942,"[b0:e4:d5:39:26:89, 16549, 110, -78, 14:22:3b:16:5a:bd, 3582, 97, -59, b0:e4:d5:91:ba:5d, 46355, 0, -85, cc:f4:11:8b:29:4d, 9558, 148, -51, b0:e4:d5:96:3b:95, 36922, 94, -68, b0:e4:d5:01:26:f5, 29731, 519, -84, 14:22:3b:2a:86:f5, 7683, 86, -52, f8:1a:2b:06:3c:0b, 21041, 474, -74]",2792197470296,0.9595219,-0.030508488,10.94178,0.0018325418,-0.008093726,-0.055434387,4.15,-12.7875,31.4625,-3.0329127,0.0027775895,-0.08746964,0,
26,2792502661212,"[b0:e4:d5:39:26:89, 17067, 97, -80, 14:22:3b:16:5a:bd, 3201, 153, -53, cc:f4:11:8b:29:4d, 9519, 55, -50, b0:e4:d5:96:3b:95, 37175, 82, -71, b0:e4:d5:01:26:f5, 30242, 188, -78, 14:22:3b:2a:86:f5, 7500, 1133, -59, f8:1a:2b:06:3c:0b, 19557, 114, -75]",2792496810482,0.43728834,-0.48095736,9.090932,4.5813544E-4,-0.09269607,0.101706065,4.8250003,-12.475,31.1,-2.8430738,0.052794974,-0.048064552,0,
27,2792799121189,"[b0:e4:d5:39:26:89, 16705, 295, -72, 14:22:3b:16:5a:bd, 3386, 58, -51, b0:e4:d5:91:ba:5d, 35022, 149, -87, cc:f4:11:8b:29:4d, 9207, 301, -54, b0:e4:d5:96:3b:95, 36902, 55, -75, b0:e4:d5:01:26:f5, 31121, 0, -80, 14:22:3b:2a:86:f5, 6943, 1240, -60, f8:1a:2b:06:3c:0b, 19820, 177, -75]",2792797203689,-0.50428736,-0.44985065,9.865009,0.027640838,0.044744562,-0.038941514,5.2125,-13.087501,30.9,-2.6155233,0.045509722,0.051074333,0,
28,2792799121189,"[b0:e4:d5:39:26:89, 16705, 295, -72, 14:22:3b:16:5a:bd, 3386, 58, -51, b0:e4:d5:91:ba:5d, 35022, 149, -87, cc:f4:11:8b:29:4d, 9207, 301, -54, b0:e4:d5:96:3b:95, 36902, 55, -75, b0:e4:d5:01:26:f5, 31121, 0, -80, 14:22:3b:2a:86:f5, 6943, 1240, -60, f8:1a:2b:06:3c:0b, 19820, 177, -75]",2792797203689,0.46839502,-0.9816555,9.915258,-0.0010689828,-0.33657685,-0.49554983,4.8250003,-13.6375,30.9,-2.8320682,0.09857372,-0.04720473,0,
29,2793112125543,"[b0:e4:d5:39:26:89, 16686, 273, -77, 14:22:3b:16:5a:bd, 3962, 58, -52, b0:e4:d5:91:ba:5d, 38621, 246, -81, cc:f4:11:8b:29:4d, 9148, 138, -49, b0:e4:d5:96:3b:95, 36863, 113, -72, b0:e4:d5:01:26:f5, 29514, 298, -76, 14:22:3b:2a:86:f5, 8416, 56, -57, f8:1a:2b:06:3c:0b, 20231, 173, -76]",2793110640439,-0.6346962,0.8039884,7.9597244,0.13652436,-0.042606596,-0.25319618,4.9500003,-12.587501,30.6,-2.698941,-0.10034927,0.07957011,0,
30,2793425516095,"[b0:e4:d5:39:26:89, 17291, 110, -71, 14:22:3b:16:5a:bd, 4207, 146, -61, b0:e4:d5:91:ba:5d, 39910, 0, -81, cc:f4:11:8b:29:4d, 8855, 117, -54, b0:e4:d5:96:3b:95, 36941, 55, -74, b0:e4:d5:01:26:f5, 26961, 2051, -73, 14:22:3b:2a:86:f5, 9207, 196, -56, f8:1a:2b:06:3c:0b, 20455, 244, -77]",2793423536720,0.3696911,-0.57547385,11.436496,0.18249062,-0.3025221,-0.032222193,5.275,-12.7,31.737501,-2.7756371,0.050250463,-0.032314308,0,
31,2793425516095,"[b0:e4:d5:39:26:89, 17291, 110, -71, 14:22:3b:16:5a:bd, 4207, 146, -61, b0:e4:d5:91:ba:5d, 39910, 0, -81, cc:f4:11:8b:29:4d, 8855, 117, -54, b0:e4:d5:96:3b:95, 36941, 55, -74, b0:e4:d5:01:26:f5, 26961, 2051, -73, 14:22:3b:2a:86:f5, 9207, 196, -56, f8:1a:2b:06:3c:0b, 20455, 244, -77]",2793423536720,-0.46241298,-1.678565,8.88814,0.04963134,-0.033902023,0.21013145,4.9875,-13.6125,31.3875,-2.4266427,0.18640982,0.051978983,0,
32,2793739477220,"[b0:e4:d5:39:26:89, 16744, 191, -77, 14:22:3b:16:5a:bd, 4461, 58, -54, cc:f4:11:8b:29:4d, 8699, 149, -51, b0:e4:d5:96:3b:95, 36863, 161, -72, b0:e4:d5:01:26:f5, 26852, 167, -79, 14:22:3b:2a:86:f5, 9470, 1947, -56, f8:1a:2b:06:3c:0b, 19176, 177, -79]",2793735026543,-0.5712864,0.45044887,8.769695,-0.0413849,-0.089489125,-0.14553437,5.25,-12.825,31.737501,-2.6726265,-0.051210802,0.065051325,0,
33,2794048984803,"[b0:e4:d5:39:26:89, 16705, 68, -74, 14:22:3b:16:5a:bd, 3738, 147, -57, cc:f4:11:8b:29:4d, 8230, 62, -53, b0:e4:d5:96:3b:95, 36716, 156, -68, b0:e4:d5:01:26:f5, 26199, 357, -78, 14:22:3b:2a:86:f5, 8464, 68, -59, f8:1a:2b:06:3c:0b, 22164, 140, -70]",2794047159543,-0.015553347,0.5377869,10.491331,-0.035429142,-0.131943,0.020463383,5.05,-13.087501,31.0625,-2.8070464,-0.051215235,0.001482494,0,
34,2794048984803,"[b0:e4:d5:39:26:89, 16705, 68, -74, 14:22:3b:16:5a:bd, 3738, 147, -57, cc:f4:11:8b:29:4d, 8230, 62, -53, b0:e4:d5:96:3b:95, 36716, 156, -68, b0:e4:d5:01:26:f5, 26199, 357, -78, 14:22:3b:2a:86:f5, 8464, 68, -59, f8:1a:2b:06:3c:0b, 22164, 140, -70]",2794047159543,0.6119644,-0.15553348,9.005388,-0.009162709,-0.09498675,0.0062611843,5.6875,-13.1625,30.5375,-2.8636065,0.017229712,-0.067851044,0,
35,2794350436187,"[b0:e4:d5:39:26:89, 16217, 84, -78, 14:22:3b:16:5a:bd, 3504, 110, -51, b0:e4:d5:91:ba:5d, 39628, 391, -81, cc:f4:11:8b:29:4d, 8543, 55, -54, b0:e4:d5:96:3b:95, 36628, 138, -69, b0:e4:d5:01:26:f5, 27342, 1140, -75, 14:22:3b:2a:86:f5, 8777, 69, -57, f8:1a:2b:06:3c:0b, 19557, 82, -75]",2794345738687,-0.21954148,-0.47198427,9.879965,0.042606596,0.011606098,0.10750912,5.1625,-13.4875,30.875,-2.6883547,0.047723804,0.02221722,0,
36,2794638545956,"[b0:e4:d5:39:26:89, 16568, 186, -78, 14:22:3b:16:5a:bd, 5691, 922, -54, b0:e4:d5:91:ba:5d, 36177, 588, -81, cc:f4:11:8b:29:4d, 8621, 100, -55, b0:e4:d5:96:3b:95, 37390, 208, -63, b0:e4:d5:01:26:f5, 27996, 133, -77, 14:22:3b:2a:86:f5, 8074, 117, -56, f8:1a:2b:06:3c:0b, 20104, 70, -76]",2794636992049,0.19441684,0.089132644,11.136795,0.0056503373,0.04291202,0.01175881,5.2000003,-13.225,30.725,-2.8083591,-0.008002048,-0.017455388,0,
37,2794638545956,"[b0:e4:d5:39:26:89, 16568, 186, -78, 14:22:3b:16:5a:bd, 5691, 922, -54, b0:e4:d5:91:ba:5d, 36177, 588, -81, cc:f4:11:8b:29:4d, 8621, 100, -55, b0:e4:d5:96:3b:95, 37390, 208, -63, b0:e4:d5:01:26:f5, 27996, 133, -77, 14:22:3b:2a:86:f5, 8074, 117, -56, f8:1a:2b:06:3c:0b, 20104, 70, -76]",2794636992049,1.1934203,0.15074782,9.5760765,-0.07666133,0.18264332,-0.030847786,5.4625,-13.575,30.862501,-3.02803,-0.015620015,-0.123985924,0,
38,2794947056559,"[b0:e4:d5:39:26:89, 16940, 779, -83, 14:22:3b:16:5a:bd, 4959, 127, -51, cc:f4:11:8b:29:4d, 8621, 90, -55, b0:e4:d5:96:3b:95, 36746, 191, -63, b0:e4:d5:01:26:f5, 30261, 1606, -81, 14:22:3b:2a:86:f5, 8464, 68, -56, f8:1a:2b:06:3c:0b, 19674, 189, -71]",2794942286090,-0.40977088,-0.89371926,9.5557375,-0.049784053,0.044133715,-0.08674031,5.3125,-13.6,31.050001,-2.5853312,0.09317056,0.042855926,0,
39,2795253045756,"[b0:e4:d5:39:26:89, 18150, 95, -85, 14:22:3b:16:5a:bd, 5076, 102, -54, cc:f4:11:8b:29:4d, 8796, 133, -58, b0:e4:d5:96:3b:95, 36589, 146, -66, b0:e4:d5:01:26:f5, 27166, 93, -82, 14:22:3b:2a:86:f5, 7800, 103, -56, f8:1a:2b:06:3c:0b, 19908, 148, -73]",2795248991537,-0.45104706,-0.104087785,11.432906,-0.005803049,-0.09468132,0.033291176,5.1,-13.9875,30.875,-2.7100067,0.0090969,0.039431203,0,
40,2795253045756,"[b0:e4:d5:39:26:89, 18150, 95, -85, 14:22:3b:16:5a:bd, 5076, 102, -54, cc:f4:11:8b:29:4d, 8796, 133, -58, b0:e4:d5:96:3b:95, 36589, 146, -66, b0:e4:d5:01:26:f5, 27166, 93, -82, 14:22:3b:2a:86:f5, 7800, 103, -56, f8:1a:2b:06:3c:0b, 19908, 148, -73]",2795248991537,1.8478572,-0.08973085,9.2177515,-0.015423893,0.02611372,0.010231691,6.1,-13.650001,31.0125,3.132999,0.009544383,-0.19784479,0,
41,2795539216410,"[b0:e4:d5:39:26:89, 18307, 69, -76, 14:22:3b:16:5a:bd, 3523, 195, -59, b0:e4:d5:91:ba:5d, 38872, 131, -85, cc:f4:11:8b:29:4d, 9060, 97, -56, b0:e4:d5:96:3b:95, 36941, 139, -64, b0:e4:d5:01:26:f5, 28152, 557, -78, 14:22:3b:2a:86:f5, 7800, 99, -56, f8:1a:2b:06:3c:0b, 20846, 153, -72]",2795535694483,0.9212367,-1.1294123,9.361918,-0.035887275,0.044897273,-0.024281178,5.125,-13.8625,30.875,-2.93764,0.119487196,-0.098086774,0,
42,2795850351753,"[b0:e4:d5:39:26:89, 15299, 67, -77, 14:22:3b:16:5a:bd, 3113, 97, -61, cc:f4:11:8b:29:4d, 8621, 263, -57, b0:e4:d5:96:3b:95, 36541, 147, -67, b0:e4:d5:01:26:f5, 27546, 1072, -75, 14:22:3b:2a:86:f5, 6824, 116, -58, f8:1a:2b:06:3c:0b, 20025, 82, -71]",2795848297795,0.37507495,-0.7190432,9.215957,-0.006872032,0.008704574,-0.05314371,4.8625,-14.6625,30.35,-2.8538458,0.07779966,-0.040675983,0,
43,2795850351753,"[b0:e4:d5:39:26:89, 15299, 67, -77, 14:22:3b:16:5a:bd, 3113, 97, -61, cc:f4:11:8b:29:4d, 8621, 263, -57, b0:e4:d5:96:3b:95, 36541, 147, -67, b0:e4:d5:01:26:f5, 27546, 1072, -75, 14:22:3b:2a:86:f5, 6824, 116, -58, f8:1a:2b:06:3c:0b, 20025, 82, -71]",2795848297795,0.76331043,-0.657428,8.496913,0.012064233,-0.0581832,0.07269082,5.6625,-14.587501,30.65,-2.907678,0.07691024,-0.089593366,0,
44,2796146793918,"[b0:e4:d5:39:26:89, 15689, 174, -74, 14:22:3b:16:5a:bd, 3504, 58, -63, b0:e4:d5:91:ba:5d, 38654, 160, -83, cc:f4:11:8b:29:4d, 8884, 540, -54, b0:e4:d5:96:3b:95, 36824, 146, -70, b0:e4:d5:01:26:f5, 26629, 145, -77, 14:22:3b:2a:86:f5, 8035, 0, -55, f8:1a:2b:06:3c:0b, 18824, 156, -74]",2796145247668,1.0552348,-1.0319048,8.519645,0.01175881,-0.05467083,0.17393875,5.85,-14.3125,30.825,-2.9513748,0.1196282,-0.123231396,0,
45,2796465978794,"[b0:e4:d5:39:26:89, 15885, 338, -78, 14:22:3b:16:5a:bd, 4324, 62, -60, cc:f4:11:8b:29:4d, 8357, 100, -53, b0:e4:d5:96:3b:95, 36785, 82, -76, b0:e4:d5:01:26:f5, 29966, 226, -77, 14:22:3b:2a:86:f5, 7644, 67, -55, f8:1a:2b:06:3c:0b, 18971, 157, -76]",2796463467075,-1.9998015,-1.352543,9.378669,0.10567658,-0.068567604,0.114533864,5.2875,-15.025001,30.487501,-2.326658,0.1401198,0.21008253,0,
46,2796465978794,"[b0:e4:d5:39:26:89, 15885, 338, -78, 14:22:3b:16:5a:bd, 4324, 62, -60, cc:f4:11:8b:29:4d, 8357, 100, -53, b0:e4:d5:96:3b:95, 36785, 82, -76, b0:e4:d5:01:26:f5, 29966, 226, -77, 14:22:3b:2a:86:f5, 7644, 67, -55, f8:1a:2b:06:3c:0b, 18971, 157, -76]",2796463467075,-0.62931234,-0.28115666,9.366106,0.16217995,-0.281906,-0.0056503373,5.8375,-14.4375,30.65,-2.614167,0.02994204,0.06708955,0,
47,2796779594034,"[b0:e4:d5:39:26:89, 16002, 199, -78, 14:22:3b:16:5a:bd, 4373, 174, -57, cc:f4:11:8b:29:4d, 8533, 953, -54, b0:e4:d5:96:3b:95, 36668, 82, -72, b0:e4:d5:01:26:f5, 30367, 132, -80, 14:22:3b:2a:86:f5, 7644, 55, -55, f8:1a:2b:06:3c:0b, 19674, 694, -76]",2796778074502,-0.12981063,0.698106,8.160722,-0.13942589,-0.20188501,0.30740887,6.3375,-14.1375,30.800001,-2.7535853,-0.08532613,0.015905418,0,
