Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,
10,3743115770129,"[b0:e4:d5:39:26:89, 19732, 772, -74, 14:22:3b:16:5a:bd, 3894, 61, -47, cc:f4:11:8b:29:4d, 9519, 70, -53, b0:e4:d5:96:3b:95, 37293, 158, -73, b0:e4:d5:01:26:f5, 28972, 1410, -81, 14:22:3b:2a:86:f5, 7918, 147, -61, f8:1a:2b:06:3c:0b, 21666, 289, -76]",3743113810858,-0.0017946169,-0.27876383,8.057232,-0.11178505,-0.19226417,0.21043688,5.0125003,-12.212501,31.612501,-2.7173126,0.034584172,2.2273368E-4,0,
11,3743435459276,"[b0:e4:d5:39:26:89, 16666, 199, -77, 14:22:3b:16:5a:bd, 3699, 87, -43, b0:e4:d5:91:ba:5d, 42722, 0, -85, cc:f4:11:8b:29:4d, 9089, 169, -55, b0:e4:d5:96:3b:95, 36933, 136, -70, b0:e4:d5:01:26:f5, 29715, 0, -89, 14:22:3b:2a:86:f5, 7976, 63, -60, f8:1a:2b:06:3c:0b, 22408, 1870, -76]",3743434037661,1.6791633,-1.43689,11.118849,0.042606596,0.19715095,-0.111479625,5.725,-12.775001,31.725,-3.0344722,0.12709244,-0.14988689,0,
12,3743743385244,"[b0:e4:d5:39:26:89, 17057, 80, -76, 14:22:3b:16:5a:bd, 3874, 63, -45, b0:e4:d5:91:ba:5d, 46355, 0, -88, cc:f4:11:8b:29:4d, 8503, 99, -51, b0:e4:d5:96:3b:95, 36804, 113, -75, b0:e4:d5:01:26:f5, 30652, 0, -84, 14:22:3b:2a:86:f5, 9675, 37, -60, f8:1a:2b:06:3c:0b, 19908, 143, -80]",3743741700660,1.7904296,-0.7076773,11.973684,-0.2699945,0.07650862,0.033902023,5.35,-12.0375,30.425001,-3.0642397,0.05838641,-0.14843063,0,
13,3743743385244,"[b0:e4:d5:39:26:89, 17057, 80, -76, 14:22:3b:16:5a:bd, 3874, 63, -45, b0:e4:d5:91:ba:5d, 46355, 0, -88, cc:f4:11:8b:29:4d, 8503, 99, -51, b0:e4:d5:96:3b:95, 36804, 113, -75, b0:e4:d5:01:26:f5, 30652, 0, -84, 14:22:3b:2a:86:f5, 9675, 37, -60, f8:1a:2b:06:3c:0b, 19908, 143, -80]",3743741700660,-0.8709874,-0.57607204,8.916255,0.25701398,0.14141114,-0.17607673,5.775,-12.25,30.237501,-2.4423354,0.064214714,0.09737639,0,
14,3744053158452,"[b0:e4:d5:39:26:89, 18590, 209, -72, 14:22:3b:16:5a:bd, 3582, 82, -45, cc:f4:11:8b:29:4d, 8152, 103, -53, b0:e4:d5:96:3b:95, 37058, 229, -70, b0:e4:d5:01:26:f5, 29945, 216, -81, 14:22:3b:2a:86:f5, 7683, 82, -63, f8:1a:2b:06:3c:0b, 19674, 196, -77]",3744051197097,0.0526421,0.6765706,9.562318,-0.15408622,0.24449162,0.16202724,5.2000003,-11.925,31.275,-2.7991712,-0.07063505,-0.0055051055,0,
15,3744370051035,"[b0:e4:d5:39:26:89, 17916, 120, -73, 14:22:3b:16:5a:bd, 3464, 144, -48, b0:e4:d5:91:ba:5d, 41941, 480, -87, cc:f4:11:8b:29:4d, 8543, 201, -58, b0:e4:d5:96:3b:95, 37127, 157, -74, b0:e4:d5:01:26:f5, 29798, 225, -77, 14:22:3b:2a:86:f5, 7595, 105, -62, f8:1a:2b:06:3c:0b, 20963, 1293, -75]",3744367502077,0.4833502,-0.381057,10.097114,0.0581832,-0.030236939,-0.08857285,5.1,-12.712501,31.0875,-2.838212,0.037678193,-0.04783362,0,
16,3744370051035,"[b0:e4:d5:39:26:89, 17916, 120, -73, 14:22:3b:16:5a:bd, 3464, 144, -48, b0:e4:d5:91:ba:5d, 41941, 480, -87, cc:f4:11:8b:29:4d, 8543, 201, -58, b0:e4:d5:96:3b:95, 37127, 157, -74, b0:e4:d5:01:26:f5, 29798, 225, -77, 14:22:3b:2a:86:f5, 7595, 105, -62, f8:1a:2b:06:3c:0b, 20963, 1293, -75]",3744367502077,1.329213,-1.0480564,8.887542,-0.049173206,-0.13621894,0.18249062,5.25,-12.825,31.237501,-3.0786335,0.11610257,-0.14845875,0,
17,3744674519139,"[b0:e4:d5:39:26:89, 17494, 243, -76, 14:22:3b:16:5a:bd, 4402, 95, -55, cc:f4:11:8b:29:4d, 9051, 110, -61, b0:e4:d5:96:3b:95, 37185, 177, -75, b0:e4:d5:01:26:f5, 29597, 76, -79, 14:22:3b:2a:86:f5, 7947, 56, -54, f8:1a:2b:06:3c:0b, 20182, 403, -76]",3744671020336,-0.16390835,-1.7545372,9.681958,0.0645971,0.08322794,-0.019852536,5.425,-12.675,31.4,-2.428858,0.17924653,0.016927639,0,
18,3744985341565,"[b0:e4:d5:39:26:89, 17506, 58, -82, 14:22:3b:16:5a:bd, 3787, 192, -57, b0:e4:d5:91:ba:5d, 39646, 564, -84, cc:f4:11:8b:29:4d, 8191, 62, -49, b0:e4:d5:96:3b:95, 36902, 82, -69, b0:e4:d5:01:26:f5, 30242, 1583, -80, 14:22:3b:2a:86:f5, 8191, 68, -57, f8:1a:2b:06:3c:0b, 19703, 104, -79]",3744981193700,-5.9820566E-4,0.46839502,9.943973,0.086434886,0.1111742,0.014813046,4.9375,-12.85,31.0875,-2.808979,-0.04706862,6.0157618E-5,0,
19,3744985341565,"[b0:e4:d5:39:26:89, 17506, 58, -82, 14:22:3b:16:5a:bd, 3787, 192, -57, b0:e4:d5:91:ba:5d, 39646, 564, -84, cc:f4:11:8b:29:4d, 8191, 62, -49, b0:e4:d5:96:3b:95, 36902, 82, -69, b0:e4:d5:01:26:f5, 30242, 1583, -80, 14:22:3b:2a:86:f5, 8191, 68, -57, f8:1a:2b:06:3c:0b, 19703, 104, -79]",3744981193700,-0.80817586,-0.0526421,10.654043,-0.02535016,0.11835165,0.015271181,5.3875003,-12.9375,31.550001,-2.596135,0.004926849,0.075711265,0,
20,3745297282326,"[b0:e4:d5:39:26:89, 17018, 207, -76, 14:22:3b:16:5a:bd, 3523, 58, -45, b0:e4:d5:91:ba:5d, 39793, 116, -83, cc:f4:11:8b:29:4d, 9090, 95, -50, b0:e4:d5:96:3b:95, 36746, 60, -74, b0:e4:d5:01:26:f5, 33213, 143, -84, 14:22:3b:2a:86:f5, 7776, 1193, -52, f8:1a:2b:06:3c:0b, 21549, 496, -78]",3745294996336,-0.13938192,-0.31166515,8.312068,-7.635591E-4,0.1847813,-0.039094225,6.25,-12.337501,31.3875,-2.5958421,0.03747268,0.01676705,0,
21,3745560565164,"[b0:e4:d5:39:26:89, 16080, 443, -74, 14:22:3b:16:5a:bd, 3386, 61, -44, b0:e4:d5:91:ba:5d, 39023, 480, -85, cc:f4:11:8b:29:4d, 9246, 118, -52, b0:e4:d5:96:3b:95, 37019, 82, -72, b0:e4:d5:01:26:f5, 27097, 386, -82, 14:22:3b:2a:86:f5, 7713, 174, -59, f8:1a:2b:06:3c:0b, 21510, 85, -72]",3745554499799,0.089132644,-0.8991031,9.789636,0.0018325418,0.059252184,0.09849912,5.2875,-12.4375,31.5875,-2.6568058,0.09158164,-0.009104545,0,
22,3745560565164,"[b0:e4:d5:39:26:89, 16080, 443, -74, 14:22:3b:16:5a:bd, 3386, 61, -44, b0:e4:d5:91:ba:5d, 39023, 480, -85, cc:f4:11:8b:29:4d, 9246, 118, -52, b0:e4:d5:96:3b:95, 37019, 82, -72, b0:e4:d5:01:26:f5, 27097, 386, -82, 14:22:3b:2a:86:f5, 7713, 174, -59, f8:1a:2b:06:3c:0b, 21510, 85, -72]",3745554499799,-0.0071784677,-0.08554341,11.779267,-0.051463883,-0.059099473,0.013133216,3.925,-12.0375,31.6625,-2.8191915,0.007262072,6.094154E-4,0,
23,3745873372591,"[b0:e4:d5:39:26:89, 16979, 82, -74, 14:22:3b:16:5a:bd, 3904, 53, -51, cc:f4:11:8b:29:4d, 9402, 55, -51, b0:e4:d5:96:3b:95, 36922, 94, -73, b0:e4:d5:01:26:f5, 29734, 228, -84, 14:22:3b:2a:86:f5, 6709, 564, -54, f8:1a:2b:06:3c:0b, 20025, 254, -77]",3745871138424,0.64845496,-0.46181476,8.92822,-0.07177455,-0.06306998,-0.029931515,5.175,-12.1875,31.275,-2.873577,0.051543705,-0.0725025,0,
24,3746146459858,"[b0:e4:d5:39:26:89, 19518, 110, -75, 14:22:3b:16:5a:bd, 4021, 98, -50, b0:e4:d5:91:ba:5d, 37683, 1150, -82, cc:f4:11:8b:29:4d, 9480, 63, -52, b0:e4:d5:96:3b:95, 37185, 148, -65, b0:e4:d5:01:26:f5, 29129, 0, -81, 14:22:3b:2a:86:f5, 7654, 105, -51, f8:1a:2b:06:3c:0b, 19938, 253, -73]",3746144118816,0.14416756,-0.15014961,8.840283,0.037414394,-0.07605048,0.19883078,4.2625003,-13.1625,31.1,-2.8526511,0.016980816,-0.01630658,0,
25,3746434444106,"[b0:e4:d5:39:26:89, 16783, 124, -75, 14:22:3b:16:5a:bd, 3933, 84, -46, b0:e4:d5:91:ba:5d, 42019, 0, -89, cc:f4:11:8b:29:4d, 9871, 70, -49, b0:e4:d5:96:3b:95, 36746, 98, -69, b0:e4:d5:01:26:f5, 33431, 1289, -80, 14:22:3b:2a:86:f5, 7019, 146, -55, f8:1a:2b:06:3c:0b, 19703, 151, -72]",3746431507230,0.72502524,-1.0295119,10.650454,0.025502874,0.002443389,-0.05986303,5.5,-13.3125,31.875,-2.825612,0.09614314,-0.067969725,0,
26,3746434444106,"[b0:e4:d5:39:26:89, 16783, 124, -75, 14:22:3b:16:5a:bd, 3933, 84, -46, b0:e4:d5:91:ba:5d, 42019, 0, -89, cc:f4:11:8b:29:4d, 9871, 70, -49, b0:e4:d5:96:3b:95, 36746, 98, -69, b0:e4:d5:01:26:f5, 33431, 1289, -80, 14:22:3b:2a:86:f5, 7019, 146, -55, f8:1a:2b:06:3c:0b, 19703, 151, -72]",3746431507230,0.4223332,-0.7579266,8.945567,-0.02183779,0.034054734,-0.1227803,4.275,-13.0375,31.1,-2.877166,0.08443104,-0.047176424,0,
27,3746731028875,"[b0:e4:d5:39:26:89, 16549, 247, -77, 14:22:3b:16:5a:bd, 2966, 50, -52, b0:e4:d5:91:ba:5d, 37117, 889, -83, cc:f4:11:8b:29:4d, 9832, 146, -56, b0:e4:d5:96:3b:95, 37058, 146, -72, b0:e4:d5:01:26:f5, 25847, 351, -80, 14:22:3b:2a:86:f5, 7390, 133, -59, f8:1a:2b:06:3c:0b, 19479, 70, -75]",3746729013822,1.2777673,-0.24466611,9.753145,-0.06062659,0.08185353,-0.025808297,5.425,-12.675,32.225002,-3.0413332,0.024868188,-0.13026887,0,
28,3747015876403,"[b0:e4:d5:39:26:89, 16275, 347, -71, 14:22:3b:16:5a:bd, 3552, 55, -45, b0:e4:d5:91:ba:5d, 47058, 1478, -83, cc:f4:11:8b:29:4d, 9968, 75, -52, b0:e4:d5:96:3b:95, 36941, 82, -74, b0:e4:d5:01:26:f5, 30183, 135, -79, 14:22:3b:2a:86:f5, 7644, 146, -57, f8:1a:2b:06:3c:0b, 19820, 216, -75]",3747013935257,0.54436713,-1.3591232,8.775677,-0.02443389,-0.0684149,0.029473381,5.3625,-13.2,31.3875,-2.7479813,0.15336299,-0.06195198,0,
29,3747015876403,"[b0:e4:d5:39:26:89, 16275, 347, -71, 14:22:3b:16:5a:bd, 3552, 55, -45, b0:e4:d5:91:ba:5d, 47058, 1478, -83, cc:f4:11:8b:29:4d, 9968, 75, -52, b0:e4:d5:96:3b:95, 36941, 82, -74, b0:e4:d5:01:26:f5, 30183, 135, -79, 14:22:3b:2a:86:f5, 7644, 146, -57, f8:1a:2b:06:3c:0b, 19820, 216, -75]",3747013935257,0.34277186,0.15792629,8.255239,0.0723854,0.04199575,0.0387888,4.7625003,-12.8625,32.100002,-2.8926032,-0.019111637,-0.0414979,0,
30,3747306276901,"[b0:e4:d5:39:26:89, 16664, 619, -67, 14:22:3b:16:5a:bd, 3142, 97, -57, cc:f4:11:8b:29:4d, 11609, 109, -55, b0:e4:d5:96:3b:95, 36785, 102, -74, b0:e4:d5:01:26:f5, 27923, 384, -75, 14:22:3b:2a:86:f5, 11550, 0, -56, f8:1a:2b:06:3c:0b, 20768, 159, -72]",3747304476119,0.16450655,-0.46002015,9.920643,-0.0047340663,0.033596598,0.04459185,5.2000003,-13.225,31.725,-2.7626882,0.046330445,-0.016580729,0,
31,3747592565106,"[b0:e4:d5:39:26:89, 16783, 199, -75, 14:22:3b:16:5a:bd, 4402, 100, -50, cc:f4:11:8b:29:4d, 10574, 119, -56, b0:e4:d5:96:3b:95, 36863, 383, -67, b0:e4:d5:01:26:f5, 26735, 145, -78, 14:22:3b:2a:86:f5, 8555, 1605, -56, f8:1a:2b:06:3c:0b, 20377, 177, -74]",3747588963804,0.17048861,0.2961118,9.552746,-0.012980504,0.067193195,-0.056656085,4.5375,-13.4125,31.425001,-2.8718693,-0.030982705,-0.017845185,0,
32,3747592565106,"[b0:e4:d5:39:26:89, 16783, 199, -75, 14:22:3b:16:5a:bd, 4402, 100, -50, cc:f4:11:8b:29:4d, 10574, 119, -56, b0:e4:d5:96:3b:95, 36863, 383, -67, b0:e4:d5:01:26:f5, 26735, 145, -78, 14:22:3b:2a:86:f5, 8555, 1605, -56, f8:1a:2b:06:3c:0b, 20377, 177, -74]",3747588963804,0.4331009,-0.9720842,8.985049,-0.054212693,0.09498675,-0.03787253,5.3875003,-13.075,31.2125,-2.7584274,0.10764589,-0.048165116,0,
33,3747899371126,"[b0:e4:d5:39:26:89, 16900, 55, -77, 14:22:3b:16:5a:bd, 3172, 102, -54, cc:f4:11:8b:29:4d, 11843, 183, -54, b0:e4:d5:96:3b:95, 37117, 214, -73, b0:e4:d5:01:26:f5, 32611, 696, -85, 14:22:3b:2a:86:f5, 7039, 66, -59, f8:1a:2b:06:3c:0b, 19791, 82, -74]",3747897525293,0.4331009,-0.52342993,9.287143,0.031458635,-0.0051922016,0.109799795,4.9,-13.1125,31.737501,-2.8479319,0.05624015,-0.0466007,0,
34,3748205215740,"[b0:e4:d5:39:26:89, 16539, 271, -84, 14:22:3b:16:5a:bd, 3142, 98, -52, b0:e4:d5:91:ba:5d, 39031, 292, -85, cc:f4:11:8b:29:4d, 11550, 107, -50, b0:e4:d5:96:3b:95, 36980, 83, -66, b0:e4:d5:01:26:f5, 27254, 165, -79, 14:22:3b:2a:86:f5, 9207, 100, -58, f8:1a:2b:06:3c:0b, 20533, 367, -74]",3748203172823,-0.0029910284,0.34396824,9.873384,-0.04566083,-0.051616594,0.040010497,4.8625,-13.5,31.8875,-2.8195443,-0.03482384,3.029385E-4,0,
35,3748205215740,"[b0:e4:d5:39:26:89, 16539, 271, -84, 14:22:3b:16:5a:bd, 3142, 98, -52, b0:e4:d5:91:ba:5d, 39031, 292, -85, cc:f4:11:8b:29:4d, 11550, 107, -50, b0:e4:d5:96:3b:95, 36980, 83, -66, b0:e4:d5:01:26:f5, 27254, 165, -79, 14:22:3b:2a:86:f5, 9207, 100, -58, f8:1a:2b:06:3c:0b, 20533, 367, -74]",3748203172823,0.52522457,0.15493527,10.442278,0.04566083,-0.15469708,-0.08185353,5.025,-13.35,31.550001,-2.8980467,-0.014817488,-0.05025554,0,
36,3748500064988,"[b0:e4:d5:39:26:89, 16197, 68, -85, 14:22:3b:16:5a:bd, 3318, 154, -55, cc:f4:11:8b:29:4d, 8582, 117, -58, b0:e4:d5:96:3b:95, 36785, 391, -63, b0:e4:d5:01:26:f5, 24676, 0, -83, 14:22:3b:2a:86:f5, 8191, 68, -59, f8:1a:2b:06:3c:0b, 20201, 194, -71]",3748498404624,-0.21894327,0.485743,9.930214,0.027335415,-0.08215895,-0.023364907,5.425,-13.975,30.6875,-2.7655745,-0.048864845,0.022044621,0,
37,3748821181583,"[b0:e4:d5:39:26:89, 15416, 473, -81, 14:22:3b:16:5a:bd, 3894, 55, -52, cc:f4:11:8b:29:4d, 8816, 114, -56, b0:e4:d5:96:3b:95, 36922, 58, -67, b0:e4:d5:01:26:f5, 27752, 2086, -84, 14:22:3b:2a:86:f5, 9090, 193, -61, f8:1a:2b:06:3c:0b, 19674, 99, -72]",3748818997676,0.97806627,-0.65682983,10.666605,0.014202199,0.0132859275,-0.051463883,5.05,-14.5125,31.5125,-2.971631,0.061244216,-0.09143855,0,
38,3748821181583,"[b0:e4:d5:39:26:89, 15416, 473, -81, 14:22:3b:16:5a:bd, 3894, 55, -52, cc:f4:11:8b:29:4d, 8816, 114, -56, b0:e4:d5:96:3b:95, 36922, 58, -67, b0:e4:d5:01:26:f5, 27752, 2086, -84, 14:22:3b:2a:86:f5, 9090, 193, -61, f8:1a:2b:06:3c:0b, 19674, 99, -72]",3748818997676,0.87637126,0.06819545,9.7196455,0.021532366,-0.032222193,-0.047798797,5.0625,-14.25,31.2,-2.9879904,-0.0069877873,-0.089921795,0,
39,3749128766249,"[b0:e4:d5:39:26:89, 18619, 176, -83, 14:22:3b:16:5a:bd, 4363, 114, -50, cc:f4:11:8b:29:4d, 10886, 64, -56, b0:e4:d5:96:3b:95, 36863, 165, -64, b0:e4:d5:01:26:f5, 32176, 0, -87, 14:22:3b:2a:86:f5, 8113, 146, -61, f8:1a:2b:06:3c:0b, 20143, 189, -73]",3749127008384,0.590429,-0.7399804,10.603195,0.018783553,0.044439137,0.046271678,5.05,-14.5125,31.175001,-2.8786778,0.06956804,-0.055626616,0,
40,3749418844715,"[b0:e4:d5:39:26:89, 17963, 73, -80, 14:22:3b:16:5a:bd, 4011, 61, -46, cc:f4:11:8b:29:4d, 10789, 58, -59, b0:e4:d5:96:3b:95, 36629, 97, -69, 14:22:3b:2a:86:f5, 7527, 151, -55, f8:1a:2b:06:3c:0b, 19205, 294, -75]",3749416781694,1.1371889,-0.77766734,8.853444,-0.006872032,-0.010689827,-0.051922016,4.4625,-14.0625,30.9,-3.0983014,0.08690267,-0.12774646,0,
41,3749418844715,"[b0:e4:d5:39:26:89, 17963, 73, -80, 14:22:3b:16:5a:bd, 4011, 61, -46, cc:f4:11:8b:29:4d, 10789, 58, -59, b0:e4:d5:96:3b:95, 36629, 97, -69, 14:22:3b:2a:86:f5, 7527, 151, -55, f8:1a:2b:06:3c:0b, 19205, 294, -75]",3749416781694,-2.1361923,-1.6360924,6.8949184,-0.005497625,-0.46424392,-0.2275406,4.1875,-15.1125,31.2,-2.137711,0.22289422,0.30044258,0,
42,3749704073390,"[b0:e4:d5:39:26:89, 15690, 289, -83, 14:22:3b:16:5a:bd, 3738, 58, -47, cc:f4:11:8b:29:4d, 10418, 244, -59, b0:e4:d5:96:3b:95, 36980, 176, -74, b0:e4:d5:01:26:f5, 28347, 746, -78, 14:22:3b:2a:86:f5, 7215, 95, -56, f8:1a:2b:06:3c:0b, 20523, 111, -79]",3749702176566,2.067997,0.61076796,13.341183,0.24220094,-0.06627693,-0.1085781,4.9375,-14.1375,31.050001,-3.1336787,-0.045209534,-0.15378462,0,
43,3749986478574,"[b0:e4:d5:39:26:89, 15416, 246, -76, 14:22:3b:16:5a:bd, 3894, 58, -46, cc:f4:11:8b:29:4d, 9168, 146, -56, b0:e4:d5:96:3b:95, 36238, 146, -71, b0:e4:d5:01:26:f5, 28464, 301, -77, 14:22:3b:2a:86:f5, 8855, 100, -54, f8:1a:2b:06:3c:0b, 19713, 336, -76]",3749982106751,0.106480606,-3.7172499,10.54158,-0.316877,0.2365506,0.101706065,6.3625,-14.0125,30.975,-2.0169756,0.33899757,-0.010100666,0,
44,3750271325790,"[b0:e4:d5:39:26:89, 16705, 292, -80, 14:22:3b:16:5a:bd, 3855, 58, -47, b0:e4:d5:91:ba:5d, 39168, 696, -87, cc:f4:11:8b:29:4d, 9363, 70, -56, b0:e4:d5:96:3b:95, 36570, 247, -67, b0:e4:d5:01:26:f5, 26316, 51, -81, 14:22:3b:2a:86:f5, 7332, 95, -57, f8:1a:2b:06:3c:0b, 19440, 248, -75]",3750269746258,1.2879368,0.47976094,9.699904,0.30679804,-0.10140064,-0.04031592,5.175,-14.650001,31.35,-3.0796745,-0.048990835,-0.13200615,0,
45,3750271325790,"[b0:e4:d5:39:26:89, 16705, 292, -80, 14:22:3b:16:5a:bd, 3855, 58, -47, b0:e4:d5:91:ba:5d, 39168, 696, -87, cc:f4:11:8b:29:4d, 9363, 70, -56, b0:e4:d5:96:3b:95, 36570, 247, -67, b0:e4:d5:01:26:f5, 26316, 51, -81, 14:22:3b:2a:86:f5, 7332, 95, -57, f8:1a:2b:06:3c:0b, 19440, 248, -75]",3750269746258,0.17467605,-1.2113664,10.188639,-0.1007898,0.15530792,0.0053449133,5.925,-14.95,30.800001,-2.6925483,0.118321106,-0.017142521,0,
46,3750565524465,"[b0:e4:d5:39:26:89, 16080, 247, -73, 14:22:3b:16:5a:bd, 3543, 398, -49, b0:e4:d5:91:ba:5d, 40613, 0, -87, cc:f4:11:8b:29:4d, 9089, 94, -63, b0:e4:d5:96:3b:95, 36785, 82, -68, b0:e4:d5:01:26:f5, 26726, 58, -84, 14:22:3b:2a:86:f5, 7605, 61, -51, f8:1a:2b:06:3c:0b, 19059, 185, -76]",3750563211131,-0.05503492,-0.023330022,9.75135,0.05833591,-0.038941514,-0.019088976,6.7375,-14.875,30.9375,-2.7046967,0.0023924487,0.0056437654,0,
47,3750870135277,"[b0:e4:d5:39:26:89, 15611, 281, -76, 14:22:3b:16:5a:bd, 3660, 61, -47, cc:f4:11:8b:29:4d, 9675, 43, -65, b0:e4:d5:96:3b:95, 36785, 102, -72, b0:e4:d5:01:26:f5, 29915, 234, -77, 14:22:3b:2a:86:f5, 7644, 67, -53, f8:1a:2b:06:3c:0b, 19322, 225, -76]",3750868310433,0.30029923,0.64247286,9.070593,-0.055128966,-0.09422319,-0.13591352,6.4125,-14.9125,30.9375,-2.8360543,-0.070673615,-0.033094816,0,
