Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll
0,6.62111E+12,"[b0:e4:d5:39:26:89, 13437, 360, -53, 14:22:3b:16:5a:bd, 1578, 150, -47, cc:f4:11:8b:29:4d, 4894, 90, -52, b0:e4:d5:96:3b:95, 25128, 45, -59, 14:22:3b:2a:86:f5, 30066, 240, -67, f8:1a:2b:06:3c:0b, 21492, 285, -64]",6.6212E+12,2.3054845,0.28953153,8.426923,0.09789115,-0.060628377,-0.087659165,-21.069399,-0.0244,50.203,1.6137869,-0.03312792,-0.26705074
1,6.62111E+12,"[b0:e4:d5:39:26:89, 13437, 360, -53, 14:22:3b:16:5a:bd, 1578, 150, -47, cc:f4:11:8b:29:4d, 4894, 90, -52, b0:e4:d5:96:3b:95, 25128, 45, -59, 14:22:3b:2a:86:f5, 30066, 240, -67, f8:1a:2b:06:3c:0b, 21492, 285, -64]",6.6214E+12,0.86261255,0.0424726,10.045668,0.003817908,-0.0917825,-0.08674286,-20.483799,-0.305,50.4348,1.5913926,-0.004212426,-0.08565899
2,6.62153E+12,"[b0:e4:d5:39:26:89, 12812, 0, -55, 14:22:3b:16:5a:bd, 1734, 60, -45, cc:f4:11:8b:29:4d, 12390, 120, -56, b0:e4:d5:96:3b:95, 25468, 165, -59, 14:22:3b:2a:86:f5, 30230, 195, -68, f8:1a:2b:06:3c:0b, 18011, 150, -62]",6.6216E+12,0.79142606,-0.023928227,9.612567,-3.05E-04,-0.012370021,-0.03390302,-21.069399,-0.0244,50.3006,1.5669883,0.002480866,-0.08214716
3,6.62153E+12,"[b0:e4:d5:39:26:89, 12812, 0, -55, 14:22:3b:16:5a:bd, 1734, 60, -45, cc:f4:11:8b:29:4d, 12390, 120, -56, b0:e4:d5:96:3b:95, 25468, 165, -59, 14:22:3b:2a:86:f5, 30230, 195, -68, f8:1a:2b:06:3c:0b, 18011, 150, -62]",6.6218E+12,0.6041877,0.06520442,9.693324,0.019547688,0.006872234,-7.64E-04,-20.3008,-0.57339996,50.752,1.6094203,-0.006713605,-0.062249757
4,6.62194E+12,"[b0:e4:d5:39:26:89, 13164, 240, -56, 14:22:3b:16:5a:bd, 968, 105, -43, cc:f4:11:8b:29:4d, 5546, 90, -50, b0:e4:d5:96:3b:95, 25343, 165, -59, 14:22:3b:2a:86:f5, 31050, 15, -67, f8:1a:2b:06:3c:0b, 21324, 255, -61]",6.62201E+12,0.6664011,0.04127619,10.002597,0.004734206,-0.012675454,-0.00580322,-20.7888,-0.2074,50.7154,1.5877998,-0.004117397,-0.0665245
5,6.62194E+12,"[b0:e4:d5:39:26:89, 13164, 240, -56, 14:22:3b:16:5a:bd, 968, 105, -43, cc:f4:11:8b:29:4d, 5546, 90, -50, b0:e4:d5:96:3b:95, 25343, 165, -59, 14:22:3b:2a:86:f5, 31050, 15, -67, f8:1a:2b:06:3c:0b, 21324, 255, -61]",6.62221E+12,1.1814562,0.14955142,10.250853,-0.003665192,-0.03573562,-0.010690142,-20.6302,-0.6466,51.7402,1.6221231,-0.014492211,-0.11474813
6,6.62236E+12,"[b0:e4:d5:39:26:89, 12355, 60, -56, 14:22:3b:16:5a:bd, 1613, 45, -40, cc:f4:11:8b:29:4d, 5093, 45, -53, b0:e4:d5:96:3b:95, 27500, 300, -63, 14:22:3b:2a:86:f5, 44687, 150, -68, f8:1a:2b:06:3c:0b, 19570, 75, -61]",6.62241E+12,1.6456637,0.09212367,9.989436,-0.015118915,-7.64E-04,0.005192355,-20.8864,-0.8662,50.7276,1.6154983,-0.009099209,-0.1632739
7,6.62236E+12,"[b0:e4:d5:39:26:89, 12355, 60, -56, 14:22:3b:16:5a:bd, 1613, 45, -40, cc:f4:11:8b:29:4d, 5093, 45, -53, b0:e4:d5:96:3b:95, 27500, 300, -63, 14:22:3b:2a:86:f5, 44687, 150, -68, f8:1a:2b:06:3c:0b, 19570, 75, -61]",6.62261E+12,0.98584294,0.18843478,9.537193,-0.018020526,0.010690142,-0.064446285,-20.4228,-0.28059998,51.3376,1.6193138,-0.019650638,-0.10300243
8,6.62279E+12,"[b0:e4:d5:39:26:89, 12625, 195, -57, 14:22:3b:16:5a:bd, 1546, 315, -41, cc:f4:11:8b:29:4d, 4726, 45, -53, b0:e4:d5:96:3b:95, 34011, 165, -64, 14:22:3b:2a:86:f5, 38726, 165, -67, f8:1a:2b:06:3c:0b, 18281, 135, -64]",6.62284E+12,1.3621143,0.36251262,10.004392,0.018478673,-0.009010263,0.013897184,-19.9958,-0.7686,50.471397,1.6631527,-0.035888672,-0.13531958
9,6.62279E+12,"[b0:e4:d5:39:26:89, 12625, 195, -57, 14:22:3b:16:5a:bd, 1546, 315, -41, cc:f4:11:8b:29:4d, 4726, 45, -53, b0:e4:d5:96:3b:95, 34011, 165, -64, 14:22:3b:2a:86:f5, 38726, 165, -67, f8:1a:2b:06:3c:0b, 18281, 135, -64]",6.62304E+12,0.8967103,-0.052043892,9.726824,-0.025198191,-0.007635816,-0.062155537,-19.434599,-0.7442,51.1912,1.5908381,0.00532791,-0.09192958
