Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
85979,15.625,0.12,-61
86508,19.242,0.075,-59
87050,19.796,0.06,-59
87546,16.851,0.21,-61
88074,16.078,0.075,-59
88611,16.472,0.09,-58
89125,17.992,0.075,-54
89646,17.746,0.135,-62
90170,15.515,0.06,-58
90696,16.054,0.075,-54
91219,15.121,0.03,-54
91746,15.695,0.075,-53
92277,15.125,0.03,-58
92800,16.187,0.105,-56
93318,17.187,0.09,-55
93844,19.66,0.21,-58
94368,15.554,0.09,-60
94893,16.484,0.075,-54
95414,16.699,0.075,-54
95938,15.867,0.06,-56
96467,15.324,0.075,-56
96990,14.714,0.075,-57
97513,14.957,0.06,-52
98045,15.48,0.09,-52
98570,15.308,0.09,-52
99092,14.277,0.15,-57
99608,14.773,0.075,-57
100144,14.812,0.105,-55
100663,14.55,0.105,-56
101184,14.507,0.06,-57
101708,14.605,0.315,-56
102238,15.109,0.105,-56
102758,14.617,0.195,-58
103296,15.113,0.15,-62
103811,15.859,0.12,-61
104337,17.019,0.27,-59
104871,13.503,0.135,-61
