real_dis,RTT,RTT std,RSS,AP_idx,class_idx,AP_x,AP_y,circle,user,true_x,true_y
22.36920742,23.49468025,0.045,-56,3,36,23.835,0,2,1,1.482562,0.866
13.59783049,16.62848448,0.12,-65,4,36,13.154,7.843,2,1,1.482562,0.866
24.87014437,28.55762322,0.045,-68,5,36,25.354,7.843,2,1,1.482562,0.866
10.07142295,12.36089159,0.27,-56,1,37,11.55,0,2,1,1.515878,0.866
4.259209681,5.076435856,0.09,-47,2,37,0.459,4.992,2,1,1.515878,0.866
22.33591643,23.40465979,0.03,-56,3,37,23.835,0,2,1,1.515878,0.866
13.5692451,15.71804937,0.09,-65,4,37,13.154,7.843,2,1,1.515878,0.866
24.838168,29.04169616,0.195,-69,5,37,25.354,7.843,2,1,1.515878,0.866
1.745807008,2.533125342,0.06,-34,6,37,0,0,2,1,1.515878,0.866
10.02163496,12.03962209,0.105,-56,1,38,11.55,0,2,1,1.565852,0.866
4.27188452,5.174901062,0.06,-45,2,38,0.459,4.992,2,1,1.565852,0.866
22.28598009,23.59170212,0.045,-56,3,38,23.835,0,2,1,1.565852,0.866
13.52640762,19.75867468,0.09,-66,4,38,13.154,7.843,2,1,1.565852,0.866
24.79021005,28.42060212,0.09,-67,5,38,25.354,7.843,2,1,1.565852,0.866
1.789370975,1.983964717,0.03,-37,6,38,0,0,2,1,1.565852,0.866
4.280637694,5.17088242,0.075,-44,2,39,0.459,4.992,2,1,1.599168,0.866
22.25268929,23.46267299,0.015,-54,3,39,23.835,0,2,1,1.599168,0.866
13.49787656,19.96574026,0.09,-65,4,39,13.154,7.843,2,1,1.599168,0.866
24.75824251,32.01909632,0.105,-66,5,39,25.354,7.843,2,1,1.599168,0.866
1.818596792,2.3575623,0.03,-37,6,39,0,0,2,1,1.599168,0.866
4.289631767,4.89553276,0.09,-44,2,40,0.459,4.992,2,1,1.632484,0.866
22.21939857,23.49067934,0.06,-56,3,40,23.835,0,2,1,1.632484,0.866
13.46936747,20.31384749,0.15,-66,4,40,13.154,7.843,2,1,1.632484,0.866
24.72627854,30.04183942,0.675,-67,5,40,25.354,7.843,2,1,1.632484,0.866
1.847961041,2.341203964,0.06,-37,6,40,0,0,2,1,1.632484,0.866
4.303571247,4.573751305,0.06,-48,2,41,0.459,4.992,2,1,1.682458,0.866
22.16946262,23.40465979,0.06,-56,3,41,23.835,0,2,1,1.682458,0.866
13.42664533,14.77254078,0.12,-65,4,41,13.154,7.843,2,1,1.682458,0.866
1.892252869,1.911694536,0.09,-38,6,41,0,0,2,1,1.682458,0.866
4.313160893,4.593869937,0.06,-48,2,42,0.459,4.992,2,1,1.715774,0.866
22.13617209,23.43966777,0.06,-54,3,42,23.835,0,2,1,1.715774,0.866
13.39819178,14.95164205,0.075,-64,4,42,13.154,7.843,2,1,1.715774,0.866
1.921935592,2.619711625,0.06,-36,6,42,0,0,2,1,1.715774,0.866
9.839095122,14.85458747,0.21,-57,1,43,11.55,0,2,1,1.74909,0.866
4.322986029,4.408737801,0.15,-48,2,43,0.459,4.992,2,1,1.74909,0.866
22.10288163,23.19761214,0.045,-57,3,43,23.835,0,2,1,1.74909,0.866
13.3697607,15.26081128,0.075,-63,4,43,13.154,7.843,2,1,1.74909,0.866
24.61443286,28.26057722,0.06,-70,5,43,25.354,7.843,2,1,1.74909,0.866
1.951735594,2.604439287,0.06,-36,6,43,0,0,2,1,1.74909,0.866
4.333045054,4.864370463,0.06,-46,2,44,0.459,4.992,2,1,1.782406,0.866
13.34135222,15.09672233,0.15,-65,4,44,13.154,7.843,2,1,1.782406,0.866
24.58248508,32.01509583,0.18,-69,5,44,25.354,7.843,2,1,1.782406,0.866
1.981647584,2.065338955,0.12,-38,6,44,0,0,2,1,1.782406,0.866
4.343336343,4.825163313,0.075,-45,2,45,0.459,4.992,2,1,1.815722,0.866
22.03630095,22.9545551,0.09,-57,3,45,23.835,0,2,1,1.815722,0.866
13.3129665,15.5769774,0.075,-62,4,45,13.154,7.843,2,1,1.815722,0.866
24.55054094,29.60477801,0.18,-69,5,45,25.354,7.843,2,1,1.815722,0.866
2.011666568,2.477040371,0.03,-35,6,45,0,0,2,1,1.815722,0.866
9.722947082,11.91851673,0.09,-58,1,46,11.55,0,2,1,1.865696,0.866
4.359205161,5.045284928,0.045,-43,2,46,0.459,4.992,2,1,1.865696,0.866
21.98636564,22.9545551,0.075,-58,3,46,23.835,0,2,1,1.865696,0.866
13.2704309,15.60098974,0.105,-63,4,46,13.154,7.843,2,1,1.865696,0.866
2.056885404,2.540260026,0.015,-35,6,46,0,0,2,1,1.865696,0.866
4.370069858,4.809077354,0.06,-44,2,47,0.459,4.992,2,1,1.899012,0.866
21.95307554,22.92354774,0.09,-58,3,47,23.835,0,2,1,1.899012,0.866
13.2421027,16.04220995,0.27,-66,4,47,13.154,7.843,2,1,1.899012,0.866
24.47069658,31.67905442,0.165,-69,5,47,25.354,7.843,2,1,1.899012,0.866
2.087151786,2.133185646,0.135,-37,6,47,0,0,2,1,1.899012,0.866
9.639990966,14.37330595,0.12,-57,1,48,11.55,0,2,1,1.948986,0.866
4.386790886,4.872412544,0.09,-44,2,48,0.459,4.992,2,1,1.948986,0.866
21.90314052,23.02957284,0.045,-57,3,48,23.835,0,2,1,1.948986,0.866
13.19965408,16.40238092,0.24,-67,4,48,13.154,7.843,2,1,1.948986,0.866
24.42280101,28.35859251,0.105,-66,5,48,25.354,7.843,2,1,1.948986,0.866
2.132721836,2.56064074,0.09,-36,6,48,0,0,2,1,1.948986,0.866
4.398218387,5.218099654,0.075,-43,2,49,0.459,4.992,2,1,1.982302,0.866
21.86985061,22.77951327,0.075,-59,3,49,23.835,0,2,1,1.982302,0.866
13.17138433,15.97617777,0.165,-65,4,49,13.154,7.843,2,1,1.982302,0.866
24.39087527,28.32758768,0.06,-66,5,49,25.354,7.843,2,1,1.982302,0.866
2.163209934,2.671614493,0.03,-35,6,49,0,0,2,1,1.982302,0.866
4.40986798,5.096532252,0.045,-46,2,50,0.459,4.992,2,1,2.015618,0.866
21.83656078,22.71249709,0.105,-59,3,50,23.835,0,2,1,2.015618,0.866
13.14313823,15.87812949,0.075,-63,4,50,13.154,7.843,2,1,2.015618,0.866
24.35895325,28.79165879,0.165,-69,5,50,25.354,7.843,2,1,2.015618,0.866
2.193780281,2.691959138,0.075,-37,6,50,0,0,2,1,2.015618,0.866
4.421737908,5.453125342,0.045,-44,2,51,0.459,4.992,2,1,2.048934,0.866
21.80327103,23.04457637,0.105,-58,3,51,23.835,0,2,1,2.048934,0.866
13.11491593,16.06622158,0.12,-62,4,51,13.154,7.843,2,1,2.048934,0.866
2.224429486,2.842357472,0.06,-37,6,51,0,0,2,1,2.048934,0.866
4.433826402,5.79848256,0.045,-43,2,52,0.459,4.992,2,1,2.08225,0.866
21.76998136,23.39265705,0.075,-58,3,52,23.835,0,2,1,2.08225,0.866
13.08671758,16.19128164,0.075,-61,4,52,13.154,7.843,2,1,2.08225,0.866
2.255154332,2.906303666,0.045,-37,6,52,0,0,2,1,2.08225,0.866
4.44613168,5.778408085,0.09,-47,2,53,0.459,4.992,2,1,2.115566,0.866
21.73669177,23.36965179,0.075,-58,3,53,23.835,0,2,1,2.115566,0.866
13.05854334,16.4724133,0.075,-62,4,53,13.154,7.843,2,1,2.115566,0.866
2.285951771,2.496420638,0.075,-40,6,53,0,0,2,1,2.115566,0.866
9.440920276,17.15271407,0.195,-57,1,54,11.55,0,2,1,2.148882,0.866
4.458651946,6.119607831,0.045,-47,2,54,0.459,4.992,2,1,2.148882,0.866
21.70340227,23.61570751,0.03,-58,3,54,23.835,0,2,1,2.148882,0.866
13.03039336,17.00765195,0.045,-61,4,54,13.154,7.843,2,1,2.148882,0.866
24.2313027,18.13310784,0.315,-67,5,54,25.354,7.843,2,1,2.148882,0.866
2.316818907,1.899288288,0.105,-44,6,54,0,0,2,1,2.148882,0.866
9.391158081,11.93453078,0.345,-56,1,55,11.55,0,2,1,2.198856,0.866
4.477831495,7.354022097,0.075,-45,2,55,0.459,4.992,2,1,2.198856,0.866
21.65346816,23.56869695,0.075,-59,3,55,23.835,0,2,1,2.198856,0.866
12.98821424,17.69193604,0.285,-65,4,55,13.154,7.843,2,1,2.198856,0.866
24.18344935,23.90877236,0.225,-66,5,55,25.354,7.843,2,1,2.198856,0.866
2.363244318,2.819001419,0.015,-42,6,55,0,0,2,1,2.198856,0.866
9.357984539,12.4579703,0.315,-56,1,56,11.55,0,2,1,2.232172,0.866
4.49088131,8.175725105,0.12,-46,2,56,0.459,4.992,2,1,2.232172,0.866
21.62017885,23.55669425,0.105,-61,3,56,23.835,0,2,1,2.232172,0.866
12.96012561,17.30877974,0.06,-62,4,56,13.154,7.843,2,1,2.232172,0.866
2.394273969,2.321771953,0.075,-42,6,56,0,0,2,1,2.232172,0.866
9.324812013,11.0276707,0.09,-56,1,57,11.55,0,2,1,2.265488,0.866
4.504139751,8.641547084,0.105,-50,2,57,0.459,4.992,2,1,2.265488,0.866
21.58688963,21.99031641,0.09,-63,3,57,23.835,0,2,1,2.265488,0.866
12.93206181,16.92561636,0.15,-61,4,57,13.154,7.843,2,1,2.265488,0.866
24.11965828,30.92495822,0.48,-68,5,57,25.354,7.843,2,1,2.265488,0.866
2.425364277,2.958039892,0.06,-37,6,57,0,0,2,1,2.265488,0.866
9.275055152,10.97661806,0.075,-54,1,58,11.55,0,2,1,2.315462,0.866
4.524414565,7.812015361,0.03,-49,2,58,0.459,4.992,2,1,2.315462,0.866
21.53695595,29.40975002,0.105,-61,3,58,23.835,0,2,1,2.315462,0.866
12.89001299,20.27883687,0.225,-63,4,58,13.154,7.843,2,1,2.315462,0.866
2.472108467,3.155633851,0.075,-36,6,58,0,0,2,1,2.315462,0.866
9.241885213,10.92956911,0.03,-53,1,59,11.55,0,2,1,2.348778,0.866
4.53818652,7.756902023,0.06,-49,2,59,0.459,4.992,2,1,2.348778,0.866
21.50366694,21.57620736,0.255,-65,3,59,23.835,0,2,1,2.348778,0.866
12.86201195,17.07468079,0.345,-64,4,59,13.154,7.843,2,1,2.348778,0.866
2.503340587,2.46887849,0.135,-40,6,59,0,0,2,1,2.348778,0.866
9.208716329,10.85949543,0.105,-53,1,60,11.55,0,2,1,2.382094,0.866
4.552160644,7.905203413,0.075,-47,2,60,0.459,4.992,2,1,2.382094,0.866
12.8340363,14.82356988,0.075,-62,4,60,13.154,7.843,2,1,2.382094,0.866
2.534625776,2.477040371,0,-39,6,60,0,0,2,1,2.382094,0.866
9.17554851,10.71033538,0.06,-53,1,61,11.55,0,2,1,2.41541,0.866
4.566335083,7.933259166,0.075,-46,2,61,0.459,4.992,2,1,2.41541,0.866
12.80608622,17.50386017,0.255,-63,4,61,13.154,7.843,2,1,2.41541,0.866
2.565962094,2.715349149,0.045,-40,6,61,0,0,2,1,2.41541,0.866
9.14238177,10.60922434,0.045,-53,1,62,11.55,0,2,1,2.448726,0.866
4.580707975,7.545451875,0.045,-46,2,62,0.459,4.992,2,1,2.448726,0.866
21.4038004,21.6932386,0.06,-63,3,62,23.835,0,2,1,2.448726,0.866
12.77816186,14.45135288,0.045,-63,4,62,13.154,7.843,2,1,2.448726,0.866
23.9443126,32.64417106,0.165,-69,5,62,25.354,7.843,2,1,2.448726,0.866
2.59734769,2.412736206,0.135,-41,6,62,0,0,2,1,2.448726,0.866
9.092633705,10.88251974,0.105,-57,1,63,11.55,0,2,1,2.4987,0.866
4.602635342,6.934998846,0.09,-48,2,63,0.459,4.992,2,1,2.4987,0.866
21.35386742,22.01732338,0.09,-63,3,63,23.835,0,2,1,2.4987,0.866
