Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
73411,14.507,0.24,-61
74437,19.46,0.15,-61
74973,15.429,0.195,-60
75491,15.89,0.105,-61
76557,15.421,0.075,-61
77054,15.113,0.09,-59
79682,21.07,0.225,-62
80725,16.125,0.135,-61
81249,13.558,0.12,-63
81801,15.292,0.105,-61
82821,15.339,0.03,-60
83347,14,0.15,-60
84396,13.445,0.09,-61
85443,13.859,0.12,-63
86492,15.839,0.135,-63
87026,13.371,0.045,-60
88067,16.367,0.105,-64
88619,15.542,0.21,-61
89125,17.835,0.195,-61
89648,12.89,0.12,-61
90170,15.23,0.075,-62
90694,20.839,0.03,-63
91222,21.324,0.09,-61
92255,17.453,0.12,-61
92796,14.566,0.12,-59
93320,14.093,0.135,-59
93860,13.156,0.09,-58
94356,12.257,0.09,-58
95417,12.957,0.09,-60
95933,12.828,0.15,-62
96456,14.488,0.21,-59
96988,12.183,0.06,-60
97530,18.746,0.255,-60
98053,13.113,0.09,-62
98551,20.335,0.075,-61
99081,17.457,0.06,-64
99612,15.074,0.21,-64
100133,15.652,0.24,-63
100650,14.167,0.075,-60
101176,13.906,0.075,-65
101716,15.125,0.15,-62
102745,14.261,0.03,-64
103297,12.625,0.105,-62
104402,13.296,0.075,-62
104841,15.23,0.225,-66
105379,12.578,0.075,-63
105894,22.777,0.165,-62
106946,14.8,0.135,-63
107467,13.968,0.075,-64
107994,14.285,0.09,-65
108541,16.05,0.3,-62
109048,14.078,0.15,-65
109560,14.347,0.21,-64
110102,14.023,0.18,-63
110623,18.218,0.075,-63
111145,15.425,0.18,-60
111657,18.457,0.27,-65
112710,12.812,0.09,-62
113243,13.699,0.105,-62
113754,14.527,0.195,-59
114291,18.878,0.135,-63
114819,16.113,0.225,-62
115333,13.96,0.21,-64
116376,16.152,0.105,-63
116916,13.859,0.285,-67
117453,12.519,0.105,-62
117950,11.746,0.105,-60
118491,11.851,0.09,-62
119027,11.964,0.06,-61
119526,11.585,0.09,-62
120048,11.812,0.045,-60
121096,11.578,0.06,-62
121624,11.734,0.12,-65
122144,12.378,0.195,-63
123270,11.511,0.09,-65
123745,12.089,0.045,-63
124246,13.777,0.105,-61
124794,12.39,0.06,-63
125289,12.746,0.09,-63
126344,12.554,0.09,-62
126875,11.992,0.045,-64
127413,12.964,0.09,-61
128435,12.925,0.09,-62
128971,12.378,0.075,-64
130010,13.21,0.12,-62
130567,14.285,0.03,-64
131581,13.875,0.075,-62
132657,13.742,0.15,-62
133153,11.738,0.165,-64
133686,12.71,0.09,-62
134726,17.207,0.105,-62
135252,14.394,0.075,-60
135805,15.234,0.135,-63
136307,18.519,0.105,-61
136834,17.394,0.075,-60
137364,16.292,0.09,-58
137883,16.402,0.075,-59
138406,21.031,0.105,-62
138932,17.347,0.06,-62
139474,18.019,0.36,-60
139985,19.765,0.03,-65
140505,17.199,0.135,-63
141044,12.601,0.03,-63
141555,12.289,0.06,-64
142077,12.07,0.075,-65
143115,12.488,0.06,-62
143651,13.121,0.09,-63
144174,16.007,0.105,-59
144686,18.343,0.135,-63
145223,17.507,0.135,-63
145749,17.144,0.105,-59
146261,17.695,0.03,-60
146794,16.769,0.09,-61
147324,17.023,0.135,-60
147844,18.16,0.06,-58
148368,17.144,0.09,-59
148883,15.816,0.045,-57
149437,18.417,0.03,-61
149959,16.296,0.105,-60
150458,16.324,0.12,-60
150988,18.14,0.09,-55
151518,16.75,0.045,-57
152056,16.23,0.09,-64
152568,18.816,0.12,-62
153091,16.085,0.075,-61
154125,19.136,0.09,-62
154664,15.796,0.03,-58
155184,15.171,0.09,-60
156223,13.617,0.225,-66
156763,14.343,0.105,-64
157287,15.367,0.075,-61
157797,19.601,0.09,-63
158338,16.582,0.06,-64
158873,15.972,0.06,-64
159893,13.152,0.18,-68
160416,13.058,0.15,-67
160966,13.113,0.075,-65
161464,13.824,0.135,-63
161994,13.742,0.12,-64
162517,13.632,0.12,-64
163066,13.796,0.105,-65
163562,12.96,0.045,-64
164088,14.042,0.165,-63
165145,13.925,0.09,-61
165669,14.035,0.045,-63
166197,12.898,0.045,-65
166722,14.292,0.09,-64
167243,12.917,0.195,-64
168281,13.222,0.09,-64
168823,12.851,0.045,-62
169855,13.39,0.06,-61
170380,14.488,0.195,-62
170913,14.742,0.18,-65
171458,16.828,0.18,-64
172482,14.539,0.135,-65
173029,16.984,0.3,-62
173527,18.449,0.165,-64
174581,14.175,0.195,-65
175104,13.476,0.105,-62
175623,12.574,0.09,-65
176146,14.035,0.225,-68
177194,19.988,0.24,-66
178245,14.105,0.18,-65
178796,15.281,0.09,-64
179307,16.996,0.285,-67
179827,15.367,0.075,-66
180867,18.484,0.135,-61
181392,13.925,0.165,-64
182442,14.058,0.24,-64
183488,12.402,0.18,-63
184535,12.89,0.27,-64
185058,13.761,0.075,-65
185585,18.48,0.165,-66
186637,14.445,0.165,-60
187185,12.757,0.105,-65
188213,14.265,0.06,-63
188739,12.429,0.09,-65
189282,13.863,0.27,-67
190306,15.332,0.15,-60
190845,19.628,0.105,-59
191380,13.089,0.075,-61
192409,13.109,0.195,-58
192924,12.109,0.12,-62
193447,12.449,0.15,-61
194001,17.843,0.27,-64
195026,11.953,0.09,-60
195575,11.871,0.06,-60
196098,11.832,0.03,-60
196594,11.699,0.06,-58
197118,11.433,0.015,-60
197660,11.441,0.12,-62
198173,11.488,0.075,-58
198693,11.64,0.075,-55
199233,11.199,0.105,-59
200264,10.292,0.105,-63
200788,10.589,0.06,-60
201313,11.273,0.03,-57
201841,11.507,0.09,-55
202367,11.355,0.015,-54
202893,11.554,0.075,-58
203423,11.765,0.06,-58
203938,11.222,0.12,-56
204488,12.929,0.33,-63
205514,13.253,0.135,-61
206038,11.156,0.255,-61
206557,10.55,0.075,-55
207092,10.156,0.075,-56
207607,10.328,0.06,-54
208142,10.007,0.195,-52
208664,10.14,0.09,-51
209707,10.304,0.09,-50
210227,10.078,0.06,-49
210779,10.417,0.06,-47
211798,10.152,0.06,-49
212324,9.875,0.045,-53
212848,10.582,0.06,-55
213378,10.117,0.105,-60
213897,11.097,0.03,-59
214422,10.093,0.09,-62
214950,9.859,0.18,-60
215483,9.73,0.075,-59
215994,9.98,0.045,-59
216517,9.781,0.135,-58
217047,10.73,0.195,-60
217570,11.468,0.06,-60
218619,12.785,0.075,-62
219143,11.984,0.12,-66
219665,12.488,0.3,-63
220216,10.324,0.075,-62
220729,12.179,0.12,-62
221240,11.093,0.06,-63
221768,14.886,0.105,-63
222302,11.199,0.165,-62
223333,10.64,0.12,-61
223858,10.812,0.12,-59
224382,9.664,0.09,-62
224916,10.023,0.09,-58
225432,9.792,0.09,-55
225967,9.125,0.09,-55
226482,9.667,0.105,-53
227011,9.488,0.06,-55
227531,9.589,0.09,-54
228054,8.894,0.09,-58
228593,10.164,0.3,-58
229105,16.027,0.105,-56
229626,9.472,0.06,-58
230152,10.187,0.06,-58
231198,9.621,0.045,-56
231722,9.003,0.105,-59
232273,9.847,0.06,-57
233302,10.332,0.135,-56
233828,9.765,0.075,-57
234372,10.394,0,-55
234871,10.265,0.09,-59
235425,16.238,0.18,-56
235918,11.019,0.105,-56
236967,11.257,0.21,-58
237490,8.558,0.12,-56
238548,11.605,0.315,-55
239062,9.761,0.06,-53
239615,8.753,0.075,-54
240647,8.542,0.06,-56
241160,9.23,0.12,-55
241702,16.453,0.3,-57
242236,7.832,0.06,-59
242754,8.8,0.12,-56
243258,8.933,0.075,-59
244310,8.441,0.105,-58
244845,7.921,0.06,-57
245363,8.148,0.075,-55
246406,8.273,0.105,-57
246943,9.179,0.09,-58
247453,8.535,0.15,-57
247981,9.785,0.105,-56
248530,9.718,0.165,-60
249026,7.257,0.06,-61
249576,7.796,0.075,-60
250081,7.882,0.06,-58
250613,8.203,0.06,-54
251118,8.242,0.06,-53
251671,8.156,0.06,-53
252199,8.039,0,-54
252713,7.925,0.045,-54
253218,7.859,0.075,-58
253770,8.601,0.105,-55
254791,7.66,0.09,-58
255320,7.367,0.045,-59
255846,9.64,0.195,-60
256365,7.933,0.09,-56
257415,7.394,0.12,-61
257942,7.558,0.105,-59
258473,8.359,0.075,-56
258988,8.546,0.03,-56
259521,11.031,0.315,-58
260033,15.156,0.255,-56
260564,8.914,0.075,-58
261102,11.265,0.075,-60
261611,8.179,0.12,-61
262131,9.437,0.075,-59
262659,11.371,0.105,-59
263191,11.507,0.075,-57
263713,8.031,0.09,-62
264237,7.699,0.12,-58
264758,7.812,0.045,-54
265294,7.777,0.09,-55
266326,7.562,0.075,-60
266856,8.343,0.075,-57
267904,7.636,0.27,-57
268424,7.765,0.15,-56
268956,7.824,0.12,-56
269473,7.433,0.075,-57
270024,7.535,0.15,-58
270538,8.691,0.255,-54
271058,8.714,0.075,-54
271569,7.867,0.075,-54
272098,9.917,0.06,-55
273150,7.722,0.15,-57
273669,7.375,0.135,-57
274219,8.167,0.09,-57
274731,7.484,0.15,-57
275251,8.699,0.15,-57
275763,8.41,0.12,-58
276290,8.511,0.195,-60
276840,10.957,0.165,-60
277341,15.453,0.24,-61
277863,11.718,0.09,-61
278412,9.253,0,-59
279439,6.941,0.105,-60
279957,7.378,0.18,-55
281012,8.097,0.09,-54
281530,7.726,0.09,-57
282062,6.816,0.09,-59
282607,7.253,0.045,-54
283630,8.226,0.075,-53
284153,8.441,0.105,-53
284691,7.496,0.18,-56
285205,13.75,0.255,-56
285731,8.144,0.075,-56
286777,7.117,0.12,-59
287826,8.41,0.225,-55
288869,6.785,0.315,-54
289406,6.71,0.09,-55
290450,6.988,0.09,-53
290998,7.343,0.06,-54
291492,7.929,0.09,-53
292552,7.925,0.15,-54
293093,7.523,0.165,-56
293593,6.722,0.135,-53
294143,7.171,0.105,-54
294644,7.308,0.195,-53
295169,6.949,0.15,-59
295687,7.589,0.105,-53
296222,7.277,0.195,-54
296740,7.378,0.06,-55
297260,7.027,0.075,-54
297786,7.3,0.135,-55
298329,7.523,0.09,-54
298852,7.91,0.195,-53
299361,7.523,0.03,-51
299910,7.71,0.105,-51
300436,7.64,0.135,-55
