Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
0,15.285,0.045,-52
1034,15.164,0.03,-52
1565,15.261,0.06,-52
2081,15.121,0.06,-55
2603,15.667,0.06,-52
3659,14.687,0.09,-53
4180,14.964,0.075,-57
4700,15.203,0.09,-55
5224,14.804,0.105,-57
6273,14.894,0.06,-54
6801,14.421,0.03,-56
7336,14.648,0.09,-59
7855,14.664,0.06,-57
8899,14.035,0.09,-60
9429,14.156,0.24,-60
9947,13.804,0.135,-59
10468,13.863,0.18,-59
10991,14.136,0.105,-60
11530,15.457,0.15,-57
12049,15.503,0.195,-56
12581,14.835,0.105,-56
13094,16.105,0.18,-57
14137,14.574,0.075,-58
14689,14.207,0.06,-56
15201,14.335,0.03,-56
15721,14.511,0.075,-56
16764,15.085,0.075,-56
17288,15.089,0.105,-54
17808,14.519,0.075,-55
18334,15.222,0.075,-54
19394,14.378,0.09,-58
19907,14.933,0.06,-56
20954,14.824,0.12,-56
21505,15.339,0.06,-57
22016,15.304,0.09,-58
22533,15.042,0.06,-58
23066,15.199,0.075,-55
23576,14.722,0.075,-57
24111,14.652,0.075,-59
24633,14.23,0.075,-60
25176,15.484,0.075,-61
25690,15.835,0.15,-63
26195,15.675,0.15,-61
27249,14.343,0.06,-61
28295,16.269,0.075,-61
28818,17.386,0.09,-66
29351,13.8,0.06,-64
30391,15.363,0.12,-63
30913,17.328,0.12,-61
31466,16.203,0.225,-60
31993,14.441,0.045,-59
33014,15.011,0.06,-58
33549,14.66,0.105,-62
34068,15.222,0.09,-58
34591,15.105,0.09,-61
35110,14.867,0.06,-61
35644,14.394,0.09,-59
36186,14.699,0.075,-61
36682,14.355,0.075,-63
37233,14.437,0.06,-60
38257,14.195,0.165,-63
39304,18.203,0.105,-61
39839,18.414,0.15,-60
40355,16.109,0.075,-61
40887,14.617,0.09,-59
41429,15.109,0.255,-61
41953,13.468,0.12,-62
42978,14.222,0.09,-60
43527,15.281,0.15,-64
44024,15.605,0.15,-62
44549,14.089,0.09,-64
45597,13.312,0.075,-64
46135,13.316,0.105,-62
46657,13.652,0.075,-60
47175,18.218,0.3,-61
47704,13.976,0.15,-62
48216,15.46,0.135,-62
48770,22.531,0.075,-63
49790,13.187,0.135,-65
50315,17.207,0.15,-61
51367,20.953,0.15,-65
52415,16.808,0.18,-64
52944,18.707,0.27,-63
53983,21.476,0.12,-61
54512,19.503,0.09,-58
55041,19.765,0.105,-59
55557,18.179,0.045,-60
56111,15.726,0.105,-62
56606,20.078,0.105,-60
57135,13.785,0.075,-64
57667,15.558,0.135,-62
58208,15.164,0.165,-65
59235,14.812,0.09,-65
59755,14.98,0.105,-65
60803,17.207,0.3,-63
61327,19.839,0.18,-61
62378,18.367,0.06,-61
62924,15.917,0.15,-62
63423,18.015,0.195,-63
63974,14.796,0.045,-62
65001,16.75,0.18,-62
65523,15.117,0.105,-61
66043,18.851,0.06,-61
67091,14.39,0.075,-62
67616,13.265,0.06,-63
68143,13.375,0.06,-60
68692,13.718,0.105,-62
69194,16.015,0.12,-64
69713,18.027,0.12,-60
70249,15.449,0.075,-63
70773,17.539,0.09,-63
71297,16.964,0.105,-62
72343,14.679,0.165,-65
72865,17.222,0.06,-60
