Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
89658,13.566,0.18,-61
91238,12.511,0.15,-74
92338,13.527,0.195,-66
92796,12.039,0.135,-67
93324,13.105,0.165,-66
94381,12.218,0.105,-60
94897,12.292,0.12,-58
95429,13.417,0.165,-62
96477,13.484,0.03,-60
97002,10.605,0.03,-64
98043,12.14,0.165,-72
98568,14.472,0.195,-60
99094,9.808,0.15,-64
100140,11.855,0.135,-60
100661,13.5,0.135,-66
101197,23.488,0.015,-73
102242,14.492,0.105,-62
102771,12.714,0.12,-65
103810,13.91,0.12,-65
104334,9.734,0.18,-61
104859,10.121,0.18,-59
105951,9.21,0.045,-66
106431,13.824,0.15,-62
106969,10.82,0.15,-64
108008,16.48,0.165,-66
108536,12.714,0.165,-63
109080,17.914,0.06,-62
109607,11.289,0.195,-65
110097,9.91,0.09,-61
110638,10.175,0.165,-62
111685,10.066,0.165,-58
112199,9.636,0.15,-59
113309,10.894,0.255,-64
113772,10.695,0.165,-57
114298,11.683,0,-63
115352,9.765,0.105,-64
115868,11.039,0.135,-65
116405,12.972,0.105,-62
117477,16.191,0.18,-61
118498,20.148,0.18,-65
119077,12.351,0.045,-57
119543,15.05,0.045,-66
120068,11.785,0.18,-66
121111,14.066,0.195,-62
121648,14.222,0.135,-68
122160,13.406,0.075,-60
122747,9.492,0.105,-69
123217,14.308,0.15,-68
123732,14.476,0.165,-69
124263,10.628,0.18,-65
124843,11.097,0,-62
125324,22.281,0.075,-72
125845,15.812,0.165,-63
126941,22.371,0.09,-63
127400,11.769,0.12,-64
127924,14.976,0.075,-65
128509,12.82,0.135,-59
128997,17.562,0.12,-69
129508,13.125,0.06,-63
130032,20.367,0.075,-65
130613,14.73,0.195,-62
131074,16.398,0.18,-60
131602,18.753,0.12,-63
132654,12.773,0.18,-64
133172,11.917,0.12,-66
133700,15.558,0.195,-70
134742,18.664,0.135,-60
135268,15.734,0,-61
136880,9.507,0.06,-64
137383,12.605,0.12,-56
138450,13.414,0.075,-66
138939,16,0.18,-56
139474,12.742,0.135,-56
140507,13.39,0.165,-61
141041,9.5,0.09,-66
141585,11.437,0.105,-62
142643,14.613,0.09,-57
143159,19.472,0.045,-65
143717,14.98,0.255,-66
144246,11.472,0.135,-65
144702,17.398,0.195,-62
145222,9.382,0.12,-71
145795,23.199,0.18,-66
146297,17.136,0.165,-64
146804,15.335,0.105,-64
147326,10.5,0.09,-64
148374,17.214,0.135,-59
148904,14.589,0.12,-59
149456,10.867,0.075,-62
149992,17.125,0.15,-58
150472,18.179,0.165,-65
150998,17.187,0.09,-68
152046,14.011,0.15,-63
152573,8.585,0.06,-71
153105,18.218,0.06,-66
153679,27.222,0.105,-67
154141,16.449,0.045,-61
154728,14.777,0.045,-61
155212,14.214,0.09,-59
155779,14.632,0.21,-61
156240,11.296,0.135,-66
156765,14.777,0.18,-63
157810,13.289,0.09,-65
158332,11.769,0.075,-61
158862,7.406,0.15,-65
159927,15.222,0.06,-62
160441,15.91,0.18,-63
161020,14.226,0.24,-58
162020,17.296,0.15,-69
162529,23.457,0.135,-64
163091,16.976,0.09,-64
163585,25.269,0.135,-64
164110,12.753,0.195,-64
164631,11.835,0.18,-65
165214,9.785,0.03,-62
165681,16.425,0.06,-67
166208,10.714,0.195,-69
166730,8.839,0.165,-70
167774,10.792,0.195,-62
168297,15.253,0.18,-59
169349,19.21,0.195,-65
169873,15.73,0.075,-63
170390,26.25,0.18,-67
171440,15.539,0.15,-59
171981,14.066,0.18,-60
172509,10.968,0.135,-64
173550,20.984,0.12,-68
174075,12.128,0.09,-58
175114,10.457,0.135,-62
175635,10.792,0.135,-66
176160,17.14,0.18,-58
176742,12.597,0.075,-62
177214,18.273,0.045,-64
177746,12.347,0.15,-64
178270,14.929,0.015,-62
178841,19.492,0.165,-65
179307,16.757,0.12,-64
179829,22.695,0.075,-64
180894,13.656,0.18,-58
181407,11.117,0.105,-58
181932,9.101,0.09,-66
182516,15.234,0.15,-63
183526,17.367,0,-63
184090,14.48,0.225,-62
184613,13.691,0.12,-61
185092,9.312,0.15,-64
185617,17.25,0.12,-62
186652,13.578,0.195,-62
187178,10.972,0.09,-63
187693,16.367,0.105,-63
188748,14.14,0.105,-58
189284,9.175,0.045,-64
189800,10.671,0.195,-57
190845,15.835,0.195,-62
191387,21.042,0.06,-66
192936,10.707,0.12,-57
193474,11.761,0.135,-55
194534,21.656,0.21,-61
195098,11.574,0.345,-66
195569,6.832,0.105,-62
196623,10.437,0.105,-56
197132,6.945,0.105,-57
198225,10.777,0.18,-55
198718,11.582,0.15,-54
199242,11.398,0.18,-52
199795,10.386,0.18,-54
200287,9.105,0.075,-55
200813,17.367,0.18,-59
201333,14.105,0.09,-61
201915,8.562,0.255,-61
202428,9.062,0.045,-60
202910,12.5,0.165,-59
203437,13.804,0.03,-60
204475,10.257,0.15,-62
205571,12.988,0.03,-59
206047,10.074,0.18,-58
206574,9.976,0.03,-66
207105,16.617,0.12,-62
208162,13.296,0.195,-69
208725,14.863,0.075,-65
209201,12.761,0.105,-61
209781,13.91,0.225,-60
210240,14.656,0.195,-60
210763,11.25,0.195,-62
211331,16.085,0.165,-58
211835,14.191,0.195,-61
212348,17.691,0.09,-61
212871,13.574,0.045,-60
213909,11.437,0.105,-63
215018,14.945,0.105,-64
216022,8.96,0.09,-59
216544,8.945,0.165,-56
217587,10.968,0.18,-53
218650,9.359,0.195,-52
219675,10.636,0.195,-57
220205,12.011,0.195,-59
220742,15.039,0.135,-63
221315,10.75,0.09,-61
221793,11.183,0.165,-56
222304,14.14,0.135,-64
222841,14.613,0.03,-59
223351,12.003,0.075,-59
223880,9.14,0.15,-55
224401,9.085,0.12,-55
224984,8.699,0,-56
225453,11.617,0.135,-60
225973,12.957,0.15,-57
227073,11.015,0.105,-66
227545,11.406,0.165,-64
228096,11.328,0.135,-71
229179,15.093,0.075,-60
229654,12.039,0.09,-57
230173,9.355,0.075,-63
231214,15.011,0.09,-65
231734,10.855,0.09,-66
232849,12.972,0.18,-61
233315,9.234,0.015,-56
233837,9.16,0.03,-56
234937,8.449,0.195,-60
235414,9.292,0.12,-60
235936,10.98,0.165,-56
236975,13.242,0.18,-57
237504,9.05,0.18,-59
238038,8.722,0.135,-56
239079,9.726,0.105,-56
239608,10.875,0.12,-58
240654,14.57,0.135,-60
241193,5.773,0.195,-69
241705,10.574,0.06,-61
242760,14.671,0.15,-62
243279,15.277,0.09,-63
243862,12.449,0,-65
244385,18.222,0.18,-62
244852,10.578,0.12,-55
245393,13.542,0.18,-58
245929,7.355,0.09,-60
246481,10.183,0.105,-58
246956,10.382,0.165,-61
247476,11.496,0.075,-64
248518,8.113,0.195,-65
249044,16.988,0.09,-65
250139,10.574,0.09,-63
251206,15.898,0,-66
252219,11.25,0.18,-64
252731,13.632,0.09,-63
253244,12.207,0.165,-64
253820,9.898,0,-63
254344,12.148,0.54,-59
254873,13.046,0,-61
256400,9.105,0.195,-63
257451,10.707,0.18,-69
258539,12.898,0.57,-62
259025,14.933,0.195,-66
259589,11.14,0.21,-64
260084,10.125,0.105,-60
260592,9.207,0.135,-59
261113,12.355,0.18,-58
262150,16.281,0.15,-63
263211,15.515,0.105,-65
264268,11.812,0.18,-67
264829,13.125,0.21,-70
265361,20.625,0.315,-69
265879,13.515,0.195,-60
266932,18.589,0.075,-71
267924,15.921,0.195,-70
268445,22.734,0.165,-65
268978,15.035,0.195,-64
270036,14.32,0.165,-65
270556,14.46,0.135,-62
271647,14.988,0.165,-60
272122,16.796,0.18,-62
272704,15.359,0.24,-65
273221,16.085,0.165,-62
274224,22.437,0.15,-65
274794,15.429,0.165,-66
275836,15.933,0.06,-66
276367,18.148,0,-65
277940,18.984,0.075,-67
278991,16.796,0,-78
280561,15.941,0.165,-65
281608,14.648,0.21,-67
282094,22.785,0.075,-68
283180,15.75,0,-70
284236,34.347,0,-73
284755,26.773,0.54,-66
285226,33.183,0.12,-70
286329,23.906,0.225,-68
287376,15.796,0.33,-71
287856,19.191,0.18,-67
288950,19.253,0.255,-68
289934,18.82,0.15,-71
291046,24.824,0.21,-71
291570,11.582,0.24,-74
292620,16.73,0.165,-73
293146,20.636,0.3,-69
293670,25.796,0,-69
294717,23.625,0.45,-70
295242,15.714,0.21,-71
295773,16.027,0.195,-70
