Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm),real_distance,rtt_kalman
299908,13.199,0.105,-62,9.81756,9.313431354
300439,12.531,0.09,-64,9.87387,9.350732694
300952,15.714,0.225,-68,9.92487,9.614811982
301494,13.746,0.18,-65,9.9783,9.717977726
302012,11.906,0.3,-65,10.02907,9.681057968
302532,12.316,0.06,-61,10.07531,9.676357261
303059,13.878,0.195,-60,10.13108,9.784602243
303599,15.105,0.18,-59,10.18697,9.973499973
304111,14.48,0.09,-62,10.24318,10.10372283
304624,14.066,0.18,-64,10.29032,10.19471199
305149,14.308,0.18,-65,10.34544,10.29658783
305680,12.812,0.225,-62,10.3977,10.28327061
306197,14.113,0.18,-63,10.45156,10.36470439
306722,13.238,0.165,-63,10.49813,10.37718756
307247,12.898,0.12,-62,10.55043,10.36425973
307778,12.511,0.06,-62,10.59832,10.32436448
308304,13.82,0.24,-61,10.6464,10.38171299
308823,15.109,0.24,-62,10.70041,10.52785307
309351,14.304,0.12,-64,10.74895,10.60542423
309881,14.679,0.06,-65,10.79689,10.70443754
310389,13.835,0.15,-64,10.84735,10.73546775
310915,12.777,0.06,-64,10.89847,10.68798826
311457,13.406,0.075,-64,10.9583,10.68927709
311964,13.07,0.09,-64,11.00705,10.66625029
312498,13.007,0.105,-63,11.06462,10.64034174
313016,13.109,0.075,-63,11.11943,10.62365428
313543,12.277,0.09,-64,11.17582,10.54818976
314064,12.574,0.15,-65,11.22631,10.49957666
314598,14.156,0.12,-64,11.27906,10.56851676
315118,12.847,0.06,-62,11.32932,10.53811924
315642,13.98,0.075,-63,11.38243,10.59159269
316158,13.925,0.075,-64,11.43429,10.63724618
316691,13.968,0.105,-64,11.4945,10.68270842
317210,13.57,0.06,-65,11.54917,10.69620087
317746,15.238,0.06,-64,11.59824,10.82896915
318264,15.359,0.15,-65,11.65087,10.96088916
318785,18.496,0.285,-64,11.70205,11.3094498
319307,13.945,0.21,-67,11.75234,11.30479443
319837,13.382,0.09,-67,11.81582,11.2598872
320370,14.179,0.135,-68,11.86837,11.27567422
320888,13.187,0.105,-67,11.91704,11.21880845
321410,14.554,0.12,-65,11.97284,11.26459114
321936,14.792,0.18,-68,12.02644,11.3242311
322460,13.781,0.135,-65,12.0737,11.30668715
322977,13.785,0.06,-64,12.12659,11.29069631
323502,14.128,0.045,-62,12.1814,11.30058562
324030,13.812,0.075,-61,12.23791,11.28698112
324561,13.386,0.12,-66,12.28615,11.24364642
325090,13.699,0.075,-66,12.33863,11.22600036
325613,14.148,0.285,-68,12.3928,11.24199547
326124,14.718,0.195,-67,12.4481,11.29792959
326649,14.207,0.18,-65,12.50019,11.31299268
327170,13.808,0.075,-65,12.55479,11.29820538
327693,14.285,0.045,-62,12.60588,11.31887171
328230,17.789,0.255,-66,12.65977,11.59065657
328760,13.917,0.06,-65,12.71274,11.5637103
329277,14.542,0.105,-64,12.76512,11.58376375
329801,14.628,0.105,-68,12.82715,11.60857139
330319,14.265,0.105,-64,12.87573,11.60542146
330850,15.242,0.06,-66,12.92595,11.67293192
331382,15.269,0.09,-60,12.98608,11.737522
331904,16.406,0.135,-66,13.0376,11.8794237
332414,15.894,0.015,-63,13.08803,11.97418481
332942,16.136,0.06,-60,13.14073,12.07956068
333461,16.156,0.15,-63,13.19575,12.17878178
333991,14.828,0.15,-66,13.25179,12.17511256
334514,15.316,0.06,-67,13.30858,12.20688847
335037,15.5,0.075,-65,13.35731,12.24963846
335577,15.167,0.075,-63,13.41136,12.26530014
336081,14.546,0.06,-65,13.46116,12.23506398
336611,14.855,0.12,-66,13.51084,12.22928382
337137,15.089,0.075,-65,13.5658,12.24078974
337682,16.558,0.27,-65,13.62142,12.35736851
338187,16.8,0.285,-68,13.67945,12.48298918
338713,15.824,0.12,-65,13.73324,12.52919255
339238,16.632,0.15,-65,13.78931,12.63031498
339768,16.093,0.15,-68,13.84001,12.68529016
340800,15.98,0.075,-66,13.94691,12.72815581
341328,16.234,0.285,-68,13.99605,12.78624249
341850,16.671,0.15,-68,14.05555,12.87164562
342896,15.136,0.045,-69,14.15231,12.84023165
343428,14,0.135,-70,14.21085,12.72918647
343960,1.89,0.27,-69,14.26539,11.75311937
344469,14,0.03,-69,14.31956,11.72044467
344997,18.585,0.285,-69,14.3692,12.0206647
345523,17.093,0.105,-68,14.42562,12.19168131
346055,21.765,0.12,-73,14.47739,12.6871804
346568,17.628,0.165,-68,14.52925,12.84871647
347119,16.82,0.015,-65,14.59006,12.94035744
347619,17.746,0.06,-65,14.64246,13.09214863
348154,14,0.3,-70,14.69536,12.96294262
348673,21.402,0.285,-66,14.7431,13.3766719
349201,17.539,0.27,-70,14.79606,13.48208604
349713,14,0.03,-70,14.84703,13.32476924
350264,18.531,0.24,-72,14.90462,13.50543976
350763,17.832,0.09,-66,14.95746,13.62269374
351300,17.156,0.135,-68,15.01375,13.68276102
351817,18.5,0,-69,15.06748,13.8353889
352346,18.746,0.3,-69,15.11958,13.99474824
352871,18.476,0.045,-69,15.16895,14.12315461
353389,17.714,0.27,-68,15.2297,14.18737042
353920,18.636,0.39,-69,15.28148,14.31342518
354452,18,0,-70,15.33334,14.38454244
354971,19.167,0,-70,15.38787,14.53466352
355483,19.39,0.24,-70,15.4416,14.69003868
356002,97.273,0.39,-71,15.4894,20.44890958
356535,18.031,0.24,-70,15.54563,20.07995147
357055,17.902,0.15,-68,15.60303,19.72829194
357589,17,0.24,-70,15.65435,19.33695726
358105,19.316,0.165,-69,15.70387,19.14079785
358629,18.023,0.12,-68,15.75916,18.86556545
359153,18.406,0.09,-68,15.81362,18.63778571
359685,25.546,0.105,-66,15.8695,18.94115954
360221,22.679,0.045,-71,15.92963,19.01597686
360728,20.808,0.3,-68,15.98149,18.95051751
361272,18.695,0.015,-68,16.03266,18.73744795
361790,19.027,0.195,-68,16.08254,18.56367305
362821,23.152,0.135,-65,16.18706,18.69980282
363348,19.71,0.165,-65,16.24383,18.57798022
363875,18.105,0.105,-66,16.3,18.34923313
364396,18.664,0.15,-64,16.35463,18.17727564
364930,18.476,0.075,-64,16.40706,18.00416147
365466,18.531,0.075,-65,16.46257,17.84749221
365983,18.558,0.09,-66,16.51542,17.70406379
366504,18.753,0.105,-65,16.56495,17.58503303
367034,19.039,0.06,-64,16.61885,17.4952014
367542,18.437,0.135,-69,16.67402,17.36844674
368078,20.164,0.135,-65,16.72706,17.37533179
368588,19.714,0.135,-70,16.77695,17.34927935
369137,19.023,0.075,-69,16.83494,17.27528986
369645,19.238,0.075,-65,16.88607,17.22213398
370165,19.476,0.045,-65,16.94271,17.18996788
370688,19.476,0.06,-64,16.99717,17.16012066
371221,19.535,0.075,-65,17.05317,17.13667853
371743,19.671,0.225,-68,17.09958,17.1247308
372268,19.808,0.06,-69,17.15459,17.1235209
372784,20.488,0.165,-70,17.20414,17.1714204
373310,20,0.795,-71,17.26575,17.18068619
373844,19.875,0.105,-65,17.31815,17.18027257
374361,18.98,0.09,-68,17.37329,17.11536694
374882,0.218,0.15,-70,17.42336,15.70256098
375410,-27.406,0.3,-70,17.48235,12.40015128
375940,21.718,0.075,-68,17.5394,12.87723337
376465,23.039,0.18,-72,17.59516,13.41515515
377003,19.566,0.15,-71,17.64296,13.66392433
377515,19,0.75,-71,17.69754,13.85395587
378044,23.921,0.195,-71,17.75058,14.38504986
378567,25.183,0.045,-71,17.80264,14.9688364
379078,20.593,0.135,-69,17.85209,15.17963781
379597,19.722,0.27,-72,17.91276,15.3124508
380136,20.144,0.015,-68,17.96303,15.46611181
380653,20.164,0.09,-67,18.01564,15.61013716
381176,20.484,0.105,-68,18.07644,15.7668489
381698,20.351,0.12,-67,18.13007,15.90267505
382224,19.785,0.18,-67,18.18203,15.98790568
382756,20.082,0.3,-73,18.2349,16.08840314
383278,19.562,0.135,-69,18.28394,16.14416815
383805,20,0.465,-70,18.34558,16.22748907
384317,20.5,0.105,-67,18.39245,16.34084906
384848,29.554,0.075,-68,18.45258,17.09875268
385382,22.343,0.24,-67,18.50755,17.28216733
385908,20.589,0.285,-68,18.55503,17.32591116
386421,26.789,0.09,-73,18.60682,17.81346835
386949,20.773,0.165,-73,18.6628,17.83217524
387465,42.777,0,-69,18.71873,19.43583336
387991,27.878,0.33,-69,18.76718,19.84979274
388518,24.941,0.09,-73,18.82846,20.02217705
389056,21,0.615,-69,18.87583,19.89802176
389584,21.644,0.105,-71,18.9315,19.82924377
390088,20.98,0.09,-69,18.98191,19.71755531
390609,22.167,0.015,-72,19.03576,19.69949105
