Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll
0,1.48563E+13,"[b0:e4:d5:39:26:89, 9557, 149, -64, 14:22:3b:16:5a:bd, 19900, 316, -63, cc:f4:11:8b:29:4d, 10115, 127, -72, b0:e4:d5:96:3b:95, 18318, 50, -62, 14:22:3b:2a:86:f5, 6082, 55, -59, f8:1a:2b:06:3c:0b, 27096, 75, -69]",1.48563E+13,-0.69571316,-0.002991028,9.772287,-0.005192202,-0.013896775,0.003512372,-15.837501,8.2875,71.6875,0.91079164,3.05E-04,0.07107255
1,1.48563E+13,"[b0:e4:d5:39:26:89, 9557, 149, -64, 14:22:3b:16:5a:bd, 19900, 316, -63, cc:f4:11:8b:29:4d, 10115, 127, -72, b0:e4:d5:96:3b:95, 18318, 50, -62, 14:22:3b:2a:86:f5, 6082, 55, -59, f8:1a:2b:06:3c:0b, 27096, 75, -69]",1.48565E+13,-0.70947194,-0.046061836,9.757931,0.005955761,-0.004275931,0,-15.3125,8.7375,71.8375,0.83669806,0.004707989,0.072579496
2,1.48566E+13,"[b0:e4:d5:39:26:89, 12174, 152, -65, 14:22:3b:16:5a:bd, 20662, 1373, -63, cc:f4:11:8b:29:4d, 12332, 110, -70, b0:e4:d5:96:3b:95, 18171, 78, -63, 14:22:3b:2a:86:f5, 7839, 276, -58, f8:1a:2b:06:3c:0b, 26588, 95, -73]",1.48567E+13,-0.613759,-0.35653058,9.595219,-0.004581355,0.012216945,-0.029473381,-15.3,8.8625,71.6875,0.7471471,0.037064344,0.06387806
3,1.48566E+13,"[b0:e4:d5:39:26:89, 12174, 152, -65, 14:22:3b:16:5a:bd, 20662, 1373, -63, cc:f4:11:8b:29:4d, 12332, 110, -70, b0:e4:d5:96:3b:95, 18171, 78, -63, 14:22:3b:2a:86:f5, 7839, 276, -58, f8:1a:2b:06:3c:0b, 26588, 95, -73]",1.48569E+13,-0.70289165,-1.1389836,9.342177,0,0.040926766,-0.2415901,-15.95,8.525001,71.8625,0.5472167,0.1209811,0.07509703
4,1.48569E+13,"[b0:e4:d5:39:26:89, 13521, 58, -70, 14:22:3b:16:5a:bd, 18855, 70, -65, cc:f4:11:8b:29:4d, 9939, 154, -72, b0:e4:d5:96:3b:95, 18074, 118, -66, 14:22:3b:2a:86:f5, 8035, 99, -58, f8:1a:2b:06:3c:0b, 26002, 263, -70]",1.48571E+13,-0.7603194,-1.0893325,9.850653,-0.022295926,-0.035276428,-0.09330692,-16.1375,8.400001,71.0375,0.5790511,0.1098133,0.07703194
5,1.48569E+13,"[b0:e4:d5:39:26:89, 13521, 58, -70, 14:22:3b:16:5a:bd, 18855, 70, -65, cc:f4:11:8b:29:4d, 9939, 154, -72, b0:e4:d5:96:3b:95, 18074, 118, -66, 14:22:3b:2a:86:f5, 8035, 99, -58, f8:1a:2b:06:3c:0b, 26002, 263, -70]",1.48573E+13,-1.0115658,0.63170516,9.390035,0.001221695,-0.024739314,-0.013591352,-15.6125,8.825,72.025,1.1060777,-0.06678752,0.10731373
6,1.48573E+13,"[b0:e4:d5:39:26:89, 12437, 106, -65, 14:22:3b:16:5a:bd, 18738, 82, -65, cc:f4:11:8b:29:4d, 10408, 57, -69, b0:e4:d5:96:3b:95, 18230, 90, -63, 14:22:3b:2a:86:f5, 7830, 50, -56, f8:1a:2b:06:3c:0b, 25240, 131, -73]",1.48575E+13,-0.4636094,-0.18664017,9.8632145,6.11E-04,-0.015882028,0.030389652,-15.9125,8.925,71.387505,0.8839897,0.018899735,0.04696931
7,1.48576E+13,"[b0:e4:d5:39:26:89, 10143, 55, -69, 14:22:3b:16:5a:bd, 19636, 201, -63, cc:f4:11:8b:29:4d, 10730, 82, -69, b0:e4:d5:96:3b:95, 18376, 72, -63, 14:22:3b:2a:86:f5, 6453, 62, -57, f8:1a:2b:06:3c:0b, 25035, 707, -80]",1.48577E+13,-0.6466603,0.4438686,9.507282,0.014813046,0.016034741,-0.008246438,-15.9125,8.9375,71.05,1.1033826,-0.04654596,0.067912765
8,1.48576E+13,"[b0:e4:d5:39:26:89, 10143, 55, -69, 14:22:3b:16:5a:bd, 19636, 201, -63, cc:f4:11:8b:29:4d, 10730, 82, -69, b0:e4:d5:96:3b:95, 18376, 72, -63, 14:22:3b:2a:86:f5, 6453, 62, -57, f8:1a:2b:06:3c:0b, 25035, 707, -80]",1.48579E+13,-0.62931234,-0.052043892,8.271988,0.012369657,0.05314371,-0.002137966,-16.612501,8.475,70.9,0.8972987,0.006273371,0.07593125
9,1.4858E+13,"[b0:e4:d5:39:26:89, 10299, 95, -71, 14:22:3b:16:5a:bd, 23035, 137, -66, cc:f4:11:8b:29:4d, 11550, 97, -65, b0:e4:d5:96:3b:95, 18152, 118, -59, 14:22:3b:2a:86:f5, 8328, 63, -55, f8:1a:2b:06:3c:0b, 27906, 425, -84]",1.48581E+13,-0.28235307,-0.55393845,10.751551,0.005955761,0.016034741,0.001221695,-15.9875,8.4125,70.525,0.8647323,0.0514585,0.02625558
