Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll
0,6.12502E+14,"[b0:e4:d5:39:26:89, 21496, 60, -53, 14:22:3b:16:5a:bd, 30167, 270, -60, b0:e4:d5:96:3b:95, 11593, 0, -52, 14:22:3b:2a:86:f5, 1914, 480, -45, f8:1a:2b:06:3c:0b, 11710, 120, -53]",6.12502E+14,-2.437688,-0.25663024,9.579067,0.004428773,0,0.08979719,22.7896,5.0874,51.020397,-1.3931836,0.025957396,0.24919136
1,6.12502E+14,"[b0:e4:d5:39:26:89, 21496, 60, -53, 14:22:3b:16:5a:bd, 30167, 270, -60, b0:e4:d5:96:3b:95, 11593, 0, -52, 14:22:3b:2a:86:f5, 1914, 480, -45, f8:1a:2b:06:3c:0b, 11710, 120, -53]",6.12503E+14,-0.25064817,0.11365908,9.218947,0.015271631,0.01817324,-0.038331795,22.630999,4.2822,52.7406,-1.4206322,-0.012323678,0.027181676
2,6.12502E+14,"[b0:e4:d5:39:26:89, 21496, 60, -53, 14:22:3b:16:5a:bd, 30167, 270, -60, b0:e4:d5:96:3b:95, 11593, 0, -52, 14:22:3b:2a:86:f5, 1914, 480, -45, f8:1a:2b:06:3c:0b, 11710, 120, -53]",6.12503E+14,-0.2656033,0.11066805,10.164711,-0.01740966,-0.037873644,-0.061850104,22.3626,4.5506,52.1184,-1.4041324,-0.010883331,0.026123999
3,6.12502E+14,"[b0:e4:d5:39:26:89, 21496, 60, -53, 14:22:3b:16:5a:bd, 30167, 270, -60, b0:e4:d5:96:3b:95, 11593, 0, -52, 14:22:3b:2a:86:f5, 1914, 480, -45, f8:1a:2b:06:3c:0b, 11710, 120, -53]",6.12503E+14,-0.48993045,0.22552353,9.333204,0.008093964,0.002138028,-0.005497787,22.667599,4.9165998,51.9232,-1.4261804,-0.024125664,0.05244514
4,6.12503E+14,"[cc:f4:11:8b:29:4d, 33847, 225, -66, f8:1a:2b:06:3c:0b, 12132, 120, -52]",6.12503E+14,-0.52163535,0.016151553,9.801002,-0.001832596,0.011759156,-0.01038471,22.4846,5.0996,51.5084,-1.3742085,-0.001645619,0.053172488
5,6.12503E+14,"[cc:f4:11:8b:29:4d, 33847, 225, -66, f8:1a:2b:06:3c:0b, 12132, 120, -52]",6.12503E+14,-0.7369894,0.15373886,9.725029,0.016493361,0.025350908,-0.010231993,22.545599,4.6482,52.4234,-1.4261925,-0.01576207,0.07563817
6,6.12503E+14,"[cc:f4:11:8b:29:4d, 33847, 225, -66, f8:1a:2b:06:3c:0b, 12132, 120, -52]",6.12504E+14,-1.0175478,0.10827523,9.839287,0.006566802,0.052839845,0.02397646,22.667599,4.7336,51.728,-1.4213666,-0.010945563,0.10305049
7,6.12503E+14,"[cc:f4:11:8b:29:4d, 33847, 225, -66, f8:1a:2b:06:3c:0b, 12132, 120, -52]",6.12504E+14,-0.28893334,0.11784652,9.796814,0.007788532,0.033750303,-0.017562376,22.5822,4.7214,51.5206,-1.4018254,-0.012023258,0.029484034
8,6.12504E+14,"[b0:e4:d5:39:26:89, 16289, 165, -54, 14:22:3b:16:5a:bd, 30644, 315, -65, cc:f4:11:8b:29:4d, 26250, 0, -70, b0:e4:d5:96:3b:95, 5492, 480, -51, 14:22:3b:2a:86:f5, 1210, 135, -45]",6.12504E+14,-0.32362926,0.33080772,9.390633,0.025198191,0.005497787,0.027488936,22.326,5.6486,50.4836,-1.4101667,-0.03519198,0.034449354
9,6.12504E+14,"[b0:e4:d5:39:26:89, 16289, 165, -54, 14:22:3b:16:5a:bd, 30644, 315, -65, cc:f4:11:8b:29:4d, 26250, 0, -70, b0:e4:d5:96:3b:95, 5492, 480, -51, 14:22:3b:2a:86:f5, 1210, 135, -45]",6.12504E+14,-0.3894319,0.17347965,9.318848,0.013897184,0.05207626,-0.012675454,22.3626,4.9288,52.106197,-1.4099877,-0.01859762,0.041765403
