M1 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AP7 True Distance (m),AP7 RTT Distance (m),AP7 RTT std (m),AP7 RSS (dBm),AP8 True Distance (m),AP8 RTT Distance (m),AP8 RTT std (m),AP8 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M1 Ground Truth_x,M1 Ground Truth_y,user,circle
0,0,0,0,0,21.67063128,24.39287609,0.06,-54,0,0,0,0,0,0,0,0,4.050849294,6.832730128,0.255,-55,7.343591764,10.52713261,0.15,-63,1.282468323,3.94040404,0.15,-44,11.95295445,14.02208833,0.075,-51,-0.15553348,0.28115666,9.794421,0.004428773,-0.000458,-0.001221731,21.9844,14.2008,41.3092,-1.0488504,-0.028694298,0.015878469,22.161,20.159,2,2
559.648193,0,0,0,0,21.64918076,23.87276448,0.06,-56,0,0,0,0,0,0,0,0,4.029526495,7.282856582,0.135,-49,7.329580168,13.83796983,0.39,-64,1.294519335,1.368520734,0.3,-50,11.93170964,13.99807305,0.09,-50,0.6358926,1.2251252,9.855438,0.10323623,0.07544186,0.022449298,23.2654,14.310599,41.052998,-1.1594951,-0.1234211,-0.064432696,22.13954489,20.159,2,2
1008.469889,0,0,0,0,21.62773026,23.92377564,0.105,-56,0,0,0,0,0,0,0,0,4.008205119,6.898904913,0.195,-52,7.315604666,11.40604616,0.315,-61,1.306811481,7.27483773,0.345,-49,11.9104656,13.86198546,0.12,-50,1.3950156,-1.5032908,10.547563,0.054367006,-0.08384126,-0.099265605,22.8506,14.2252,41.6386,-0.70323586,0.14036533,-0.13149633,22.11808979,20.159,2,2
1556.195394,0,0,0,0,21.59555451,23.6197084,0.09,-56,0,0,0,0,0,0,0,0,3.976225742,7.337985078,0.165,-53,7.294709522,11.46109873,0.315,-62,1.325687132,5.813538079,0.39,-54,11.87860095,13.86899001,0.105,-53,-0.06580263,0.3912265,10.018748,-0.030085113,0.10980303,-0.04260785,22.4846,14.2008,40.9188,-1.065086,-0.03902877,0.006567854,22.08590713,20.159,2,2
2114.303183,0,0,0,0,21.56337879,23.56869695,0.075,-58,0,0,0,0,0,0,0,0,3.944249672,7.200661359,0.09,-50,7.273896744,11.90350352,0.345,-61,1.345068008,5.037245676,0.375,-51,11.84673802,13.90101075,0.075,-52,1.0899308,0.6131608,9.512068,0.019394971,-0.021838432,-0.02687807,22.1796,14.2984,41.211597,-0.98565656,-0.063954964,-0.11408644,22.05372447,20.159,2,2
2629.557415,0,0,0,0,21.54192832,23.67772136,0.09,-55,0,0,0,0,0,0,0,0,3.922934175,7.851094764,0.255,-52,7.260067672,10.87050707,0.12,-57,1.358258611,2.870783168,0.06,-42,0,0,0,0,0.22313072,0.7286145,10.0576315,0.04932737,-0.026572637,-0.015882496,21.5818,13.920199,41.3946,-1.0868133,-0.07229988,-0.022181576,22.03226937,20.159,2,2
3188.02881,0,0,0,0,21.50975263,23.51368455,0.12,-59,0,0,0,0,0,0,0,0,3.890963798,7.73686041,0.06,-50,7.239393749,10.33491214,0.285,-66,1.378434053,1.724997391,0.075,-44,11.793637,13.81095218,0.105,-52,-0.043070808,0.50129634,10.123434,0.04642576,0.04810564,0.03573562,22.57,14.212999,41.3336,-1.0799799,-0.049477547,0.00425454,22.00008671,20.159,2,2
3756.676108,0,0,0,0,21.47757697,23.80274908,0.09,-58,0,0,0,0,0,0,0,0,3.85899695,11.66028477,0.21,-54,7.218804094,9.846313066,0.465,-60,1.399058923,2.381068878,0.105,-47,11.76177872,13.69387487,0.105,-54,1.2370893,0.005383851,9.738789,-0.06734789,-0.012217305,0.01572978,22.387,13.908,40.735798,-0.8881041,-0.000548,-0.12635033,21.96790405,20.159,2,2
4298.523195,0,0,0,0,21.44540133,23.6197084,0.06,-59,0,0,0,0,0,0,0,0,3.827033729,9.682098171,0.225,-56,7.198299436,9.803257418,0.09,-58,1.420113633,6.284140037,0.375,-45,11.72992223,13.49774237,0.225,-54,-1.2394822,0.07597212,9.935597,-0.10919216,-0.071776666,-0.010079277,19.8738,14.310599,42.822,-1.0604861,-0.007587495,0.12411046,21.9357214,20.159,2,2
4798.824424,0,0,0,0,21.42395091,24.22884141,0.3,-60,0,0,0,0,0,0,0,0,3.80572696,9.990495934,0.12,-57,7.184677235,9.979482151,0.12,-57,1.434379585,3.495420003,0.3,-50,0,0,0,0,0.60777694,-0.23509483,10.017552,0.025045475,0.075594574,0.043066,21.227999,14.274,40.4674,-0.88779706,0.023420934,-0.060596924,21.91426629,20.159,2,2
