Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,,
0,2325822787071,"[b0:e4:d5:39:26:89, 24088, 161, -72, 14:22:3b:16:5a:bd, 15300, 82, -66, cc:f4:11:8b:29:4d, 28513, 298, -86, b0:e4:d5:96:3b:95, 10613, 95, -64, 14:22:3b:2a:86:f5, 5164, 58, -57, f8:1a:2b:06:3c:0b, 7516, 55, -54]",2.32582E+12,-0.22971097,-0.7896315,9.537791,0.030389652,0.03191677,0.022448637,-26.225,-3.3625,36.912502,1.58087,0.08257756,0.024079638,0,22.161,15.326
1,2326055989073,"[b0:e4:d5:39:26:89, 23893, 95, -68, 14:22:3b:16:5a:bd, 16082, 124, -72, cc:f4:11:8b:29:4d, 27287, 250, -85, b0:e4:d5:96:3b:95, 9949, 204, -72, 14:22:3b:2a:86:f5, 5076, 102, -58, f8:1a:2b:06:3c:0b, 7516, 97, -58]",2.32605E+12,0.8446664,0.18484555,9.616156,-0.002443389,-0.04566083,0.05955761,-26.2,-3.2250001,36.7625,1.7024363,-0.019146325,-0.087613404,0,22.14887239,15.326
2,2326316213786,"[b0:e4:d5:39:26:89, 24127, 190, -70, 14:22:3b:16:5a:bd, 15007, 219, -69, cc:f4:11:8b:29:4d, 30819, 138, -81, b0:e4:d5:96:3b:95, 11394, 120, -59, 14:22:3b:2a:86:f5, 5344, 754, -52, f8:1a:2b:06:3c:0b, 7525, 61, -63]",2.32632E+12,-0.31345975,-0.57906306,9.863813,0.008399149,0.20906247,0.014049487,-25.7875,-3.7,36.9,1.6310962,0.058608975,0.03176807,0,22.13674478,15.326
3,2326316213786,"[b0:e4:d5:39:26:89, 24127, 190, -70, 14:22:3b:16:5a:bd, 15007, 219, -69, cc:f4:11:8b:29:4d, 30819, 138, -81, b0:e4:d5:96:3b:95, 11394, 120, -59, 14:22:3b:2a:86:f5, 5344, 754, -52, f8:1a:2b:06:3c:0b, 7525, 61, -63]",2.32632E+12,-0.3379862,0.3260221,9.769895,0.004123219,-0.019547112,0.035276428,-25.2625,-3.4,36.7125,1.7623528,-0.033337764,0.034580868,0,22.12461717,15.326
4,2326604513086,"[b0:e4:d5:39:26:89, 23541, 165, -66, 14:22:3b:16:5a:bd, 15799, 50, -80, cc:f4:11:8b:29:4d, 29246, 65, -84, b0:e4:d5:96:3b:95, 9715, 146, -69, 14:22:3b:2a:86:f5, 4666, 97, -56, f8:1a:2b:06:3c:0b, 7682, 55, -60]",2.3266E+12,-1.5104693,0.016749758,9.313464,-0.009926268,0.08383878,0.0645971,-25.4375,-3.4125001,37.2125,1.7507881,-0.001775248,0.16078135,0,22.11248956,15.326
5,2326862055716,"[b0:e4:d5:39:26:89, 24156, 232, -75, 14:22:3b:16:5a:bd, 15447, 97, -71, b0:e4:d5:96:3b:95, 10408, 225, -63, 14:22:3b:2a:86:f5, 5169, 499, -52, f8:1a:2b:06:3c:0b, 7408, 200, -63]",2.32686E+12,0.46959144,-0.38883367,9.842278,0.046729814,-0.036650836,0.005497625,-25.862501,-3.0625,37.0875,1.6304339,0.03944112,-0.04767551,0,22.10036195,15.326
6,2327141338192,"[b0:e4:d5:39:26:89, 24039, 311, -70, 14:22:3b:16:5a:bd, 15652, 103, -68, cc:f4:11:8b:29:4d, 28806, 403, -80, b0:e4:d5:96:3b:95, 9721, 160, -58, 14:22:3b:2a:86:f5, 4900, 60, -65, f8:1a:2b:06:3c:0b, 7369, 103, -56]",2.32714E+12,0.34277186,0.20757736,10.0265255,0.009468133,-0.12522368,0.004581355,-26.125,-3.8625,35.9,1.7369897,-0.020687781,-0.034173198,0,22.08823434,15.326
7,2327141338192,"[b0:e4:d5:39:26:89, 24039, 311, -70, 14:22:3b:16:5a:bd, 15652, 103, -68, cc:f4:11:8b:29:4d, 28806, 403, -80, b0:e4:d5:96:3b:95, 9721, 160, -58, 14:22:3b:2a:86:f5, 4900, 60, -65, f8:1a:2b:06:3c:0b, 7369, 103, -56]",2.32714E+12,0.23808585,-0.002392823,10.116854,-0.016951011,-0.047493376,0.11300674,-25.15,-3.6375,36.8625,1.7094202,2.36E-04,-0.023529243,0,22.07610673,15.326
8,2327430826658,"[b0:e4:d5:39:26:89, 24215, 127, -65, 14:22:3b:16:5a:bd, 14949, 82, -69, cc:f4:11:8b:29:4d, 29011, 1289, -84, b0:e4:d5:96:3b:95, 9168, 146, -65, 14:22:3b:2a:86:f5, 5340, 143, -62, f8:1a:2b:06:3c:0b, 6978, 222, -62]",2.32743E+12,-0.4211368,0.6305088,9.780663,0.02015796,-0.018478129,0.12216945,-25.2625,-3.2625,36.7125,1.8065271,-0.064316325,0.043031525,0,22.06397912,15.326
9,2327725229083,"[b0:e4:d5:39:26:89, 24619, 136, -74, 14:22:3b:16:5a:bd, 14988, 336, -72, cc:f4:11:8b:29:4d, 28992, 110, -83, b0:e4:d5:96:3b:95, 11170, 97, -62, 14:22:3b:2a:86:f5, 5720, 130, -63, f8:1a:2b:06:3c:0b, 7291, 199, -58]",2.32772E+12,1.6510476,0.19621146,9.949356,-0.002748813,-0.13163759,0.0775776,-25.375,-4.1875,37.0125,1.7244751,-0.019452512,-0.1644466,0,22.05185151,15.326
