Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,,
15,3805958746115,"[14:22:3b:16:5a:bd, 13820, 105, -52, cc:f4:11:8b:29:4d, 23519, 120, -59, b0:e4:d5:96:3b:95, 7753, 60, -50, 14:22:3b:2a:86:f5, 1796, 75, -44, f8:1a:2b:06:3c:0b, 10347, 285, -66]",3.80595E+12,-0.043070808,0.50129634,10.123434,0.04642576,0.04810564,0.03573562,22.57,14.212999,41.3336,-1.0799799,-0.049477547,0.00425454,0,22.00008671,20.159
16,3805958746115,"[14:22:3b:16:5a:bd, 13820, 105, -52, cc:f4:11:8b:29:4d, 23519, 120, -59, b0:e4:d5:96:3b:95, 7753, 60, -50, 14:22:3b:2a:86:f5, 1796, 75, -44, f8:1a:2b:06:3c:0b, 10347, 285, -66]",3.80595E+12,0.14237295,0.6759724,9.891331,-0.004886922,0.043676864,-0.073303826,22.2528,14.03,41.9314,-1.0963539,-0.06822675,-0.014392717,0,21.98935916,20.159
17,3805958746115,"[14:22:3b:16:5a:bd, 13820, 105, -52, cc:f4:11:8b:29:4d, 23519, 120, -59, b0:e4:d5:96:3b:95, 7753, 60, -50, 14:22:3b:2a:86:f5, 1796, 75, -44, f8:1a:2b:06:3c:0b, 10347, 285, -66]",3.80595E+12,0.18783657,0.37447673,9.895518,-0.04917465,-0.001527163,-0.078343466,21.886799,13.529799,41.0164,-1.0554364,-0.03781821,-0.018979704,0,21.97863161,20.159
18,3806527393413,"[14:22:3b:16:5a:bd, 13703, 105, -54, cc:f4:11:8b:29:4d, 23808, 90, -58, b0:e4:d5:96:3b:95, 11671, 210, -54, 14:22:3b:2a:86:f5, 2433, 105, -47, f8:1a:2b:06:3c:0b, 9859, 465, -60]",3.80652E+12,1.2370893,0.005383851,9.738789,-0.06734789,-0.012217305,0.01572978,22.387,13.908,40.735798,-0.8881041,-5.48E-04,-0.12635033,0,21.96790405,20.159
19,3806527393413,"[14:22:3b:16:5a:bd, 13703, 105, -54, cc:f4:11:8b:29:4d, 23808, 90, -58, b0:e4:d5:96:3b:95, 11671, 210, -54, 14:22:3b:2a:86:f5, 2433, 105, -47, f8:1a:2b:06:3c:0b, 9859, 465, -60]",3.80652E+12,0.8805587,0.46779683,9.482756,0.09315695,-0.069791354,-0.003665192,21.9722,14.310599,41.7118,-0.9773658,-0.049080547,-0.09259342,0,21.9571765,20.159
20,3806527393413,"[14:22:3b:16:5a:bd, 13703, 105, -54, cc:f4:11:8b:29:4d, 23808, 90, -58, b0:e4:d5:96:3b:95, 11671, 210, -54, 14:22:3b:2a:86:f5, 2433, 105, -47, f8:1a:2b:06:3c:0b, 9859, 465, -60]",3.80652E+12,0.45224348,0.11844472,9.870992,0.09605856,-0.045662176,-0.13332134,22.740799,13.9446,41.846,-0.99750495,-0.011986124,-0.045783386,0,21.94644895,20.159
21,3807069240500,"[14:22:3b:16:5a:bd, 13507, 225, -54, cc:f4:11:8b:29:4d, 23625, 60, -59, b0:e4:d5:96:3b:95, 9695, 225, -56, 14:22:3b:2a:86:f5, 6304, 375, -45, f8:1a:2b:06:3c:0b, 9816, 90, -58]",3.80707E+12,-1.2394822,0.07597212,9.935597,-0.10919216,-0.071776666,-0.010079277,19.8738,14.310599,42.822,-1.0604861,-0.007587495,0.12411046,0,21.9357214,20.159
22,3807069240500,"[14:22:3b:16:5a:bd, 13507, 225, -54, cc:f4:11:8b:29:4d, 23625, 60, -59, b0:e4:d5:96:3b:95, 9695, 225, -56, 14:22:3b:2a:86:f5, 6304, 375, -45, f8:1a:2b:06:3c:0b, 9816, 90, -58]",3.80707E+12,-0.8033902,-0.8255238,9.97149,-0.09056077,-0.057268616,0.00580322,21.9722,14.212999,41.5044,-0.9665352,0.08233445,0.080395065,0,21.92499384,20.159
23,3807569541729,"[cc:f4:11:8b:29:4d, 24234, 300, -60, b0:e4:d5:96:3b:95, 10003, 120, -57, 14:22:3b:2a:86:f5, 3531, 300, -50, f8:1a:2b:06:3c:0b, 9992, 120, -57]",3.80757E+12,0.60777694,-0.23509483,10.017552,0.025045475,0.075594574,0.043066,21.227999,14.274,40.4674,-0.88779706,0.023420934,-0.060596924,0,21.91426629,20.159
24,3807569541729,"[cc:f4:11:8b:29:4d, 24234, 300, -60, b0:e4:d5:96:3b:95, 10003, 120, -57, 14:22:3b:2a:86:f5, 3531, 300, -50, f8:1a:2b:06:3c:0b, 9992, 120, -57]",3.80757E+12,1.396212,1.2819548,9.171689,0.020616703,-0.021991149,-0.019547688,21.594,13.920199,41.1872,-1.0968486,-0.13731153,-0.15107077,0,21.90353874,20.159
25,3807569541729,"[cc:f4:11:8b:29:4d, 24234, 300, -60, b0:e4:d5:96:3b:95, 10003, 120, -57, 14:22:3b:2a:86:f5, 3531, 300, -50, f8:1a:2b:06:3c:0b, 9992, 120, -57]",3.80757E+12,0.3062813,0.5485546,9.601201,-0.04062254,0.042913284,-0.02321288,21.9722,14.396,41.3946,-1.0451415,-0.05704296,-0.031889495,0,21.89281119,20.159
26,3808124041729,"[14:22:3b:16:5a:bd, 14089, 165, -53, cc:f4:11:8b:29:4d, 23429, 45, -58, b0:e4:d5:96:3b:95, 7835, 300, -54, 14:22:3b:2a:86:f5, 3605, 165, -51, f8:1a:2b:06:3c:0b, 9277, 150, -60]",3.80812E+12,-0.0849452,-0.9720842,9.900304,0.08689558,-0.06612616,-0.006108652,20.6912,14.3838,41.7362,-0.8530918,0.09787001,0.008579849,0,21.88208363,20.159
27,3808124041729,"[14:22:3b:16:5a:bd, 14089, 165, -53, cc:f4:11:8b:29:4d, 23429, 45, -58, b0:e4:d5:96:3b:95, 7835, 300, -54, 14:22:3b:2a:86:f5, 3605, 165, -51, f8:1a:2b:06:3c:0b, 9277, 150, -60]",3.80812E+12,-0.31944183,0.4761717,9.799805,0.18448131,-0.007483099,0.040775254,21.777,14.396,41.6874,-1.0788267,-0.048526,0.03258522,0,21.87135608,20.159
28,3808124041729,"[14:22:3b:16:5a:bd, 14089, 165, -53, cc:f4:11:8b:29:4d, 23429, 45, -58, b0:e4:d5:96:3b:95, 7835, 300, -54, 14:22:3b:2a:86:f5, 3605, 165, -51, f8:1a:2b:06:3c:0b, 9277, 150, -60]",3.80812E+12,-1.9357935,0.61734825,9.379865,-0.0983493,-0.050701816,-0.055283304,20.874199,14.6888,42.138798,-1.1698916,-0.0643689,0.20352024,0,21.86062853,20.159
29,3808678092714,"[14:22:3b:16:5a:bd, 13535, 360, -55, cc:f4:11:8b:29:4d, 24222, 165, -62, b0:e4:d5:96:3b:95, 7093, 60, -52, 14:22:3b:2a:86:f5, 3007, 60, -38, f8:1a:2b:06:3c:0b, 9167, 195, -61]",3.80868E+12,-1.2011969,-1.3316058,10.116854,-0.13194689,0.0346666,0.11010846,21.1792,14.396,41.7728,-0.9307675,0.12996769,0.11817899,0,21.84990097,20.159
30,3808678092714,"[14:22:3b:16:5a:bd, 13535, 360, -55, cc:f4:11:8b:29:4d, 24222, 165, -62, b0:e4:d5:96:3b:95, 7093, 60, -52, 14:22:3b:2a:86:f5, 3007, 60, -38, f8:1a:2b:06:3c:0b, 9167, 195, -61]",3.80868E+12,0.2961118,-0.09750752,9.6993065,0.09010262,0.002443461,0.038179077,21.472,14.115399,41.785,-0.9465667,0.010048022,-0.030519692,0,21.83917342,20.159
31,3809217983706,"[14:22:3b:16:5a:bd, 14078, 150, -53, cc:f4:11:8b:29:4d, 25667, 240, -61, b0:e4:d5:96:3b:95, 7093, 30, -50, 14:22:3b:2a:86:f5, 1472, 135, -44, f8:1a:2b:06:3c:0b, 13199, 375, -60]",3.80922E+12,-0.21296121,0.26141587,9.7609215,-0.08384126,0.019242255,-0.003817908,20.3862,15.1524,42.3218,-0.98855567,-0.026769115,0.021814274,0,21.82844587,20.159
32,3809217983706,"[14:22:3b:16:5a:bd, 14078, 150, -53, cc:f4:11:8b:29:4d, 25667, 240, -61, b0:e4:d5:96:3b:95, 7093, 30, -50, 14:22:3b:2a:86:f5, 1472, 135, -44, f8:1a:2b:06:3c:0b, 13199, 375, -60]",3.80922E+12,-0.3912265,-0.971486,10.26162,-0.0842994,0.079870634,-0.014660766,20.5082,14.1886,41.3458,-0.88813794,0.094322346,0.038106762,0,21.81771832,20.159
33,3809217983706,"[14:22:3b:16:5a:bd, 14078, 150, -53, cc:f4:11:8b:29:4d, 25667, 240, -61, b0:e4:d5:96:3b:95, 7093, 30, -50, 14:22:3b:2a:86:f5, 1472, 135, -44, f8:1a:2b:06:3c:0b, 13199, 375, -60]",3.80922E+12,0.73818576,0.9637093,9.598209,0.12629639,-0.042760566,-0.008399397,20.6912,14.2008,41.7362,-1.0574197,-0.09977704,-0.076757595,0,21.80699076,20.159
34,3809667428408,"[14:22:3b:16:5a:bd, 14574, 300, -54, cc:f4:11:8b:29:4d, 22648, 300, -62, b0:e4:d5:96:3b:95, 6839, 60, -49, 14:22:3b:2a:86:f5, 2082, 75, -40, f8:1a:2b:06:3c:0b, 12535, 150, -61]",3.80967E+12,1.4213367,1.7593229,9.420543,-0.0870483,0.11133019,-0.003512475,21.2524,15.1768,42.7488,-1.1430649,-0.18260676,-0.14974687,0,21.79626321,20.159
35,3809667428408,"[14:22:3b:16:5a:bd, 14574, 300, -54, cc:f4:11:8b:29:4d, 22648, 300, -62, b0:e4:d5:96:3b:95, 6839, 60, -49, 14:22:3b:2a:86:f5, 2082, 75, -40, f8:1a:2b:06:3c:0b, 12535, 150, -61]",3.80967E+12,0.061016977,-0.6843473,10.067801,-0.13591751,0.003359759,-0.055283304,20.678999,14.969399,42.3218,-0.8535181,0.06786821,-0.006060532,0,21.78553566,20.159
36,3810221358706,"[14:22:3b:16:5a:bd, 15531, 165, -55, cc:f4:11:8b:29:4d, 22761, 135, -59, b0:e4:d5:96:3b:95, 6851, 75, -49, 14:22:3b:2a:86:f5, 2738, 30, -36, f8:1a:2b:06:3c:0b, 13644, 90, -58]",3.81022E+12,0.1274178,0.7956135,9.858429,0.19074267,-0.001527163,0.065209866,21.1548,14.798599,42.7488,-1.0694411,-0.08052266,-0.012924038,0,21.77480811,20.159
37,3810221358706,"[14:22:3b:16:5a:bd, 15531, 165, -55, cc:f4:11:8b:29:4d, 22761, 135, -59, b0:e4:d5:96:3b:95, 6851, 75, -49, 14:22:3b:2a:86:f5, 2738, 30, -36, f8:1a:2b:06:3c:0b, 13644, 90, -58]",3.81022E+12,-0.023928227,1.3555341,9.30808,0.014966198,0.049632803,-0.04642576,20.984,14.2008,41.7606,-1.2065068,-0.14461274,0.002570689,0,21.76408055,20.159
38,3810221358706,"[14:22:3b:16:5a:bd, 15531, 165, -55, cc:f4:11:8b:29:4d, 22761, 135, -59, b0:e4:d5:96:3b:95, 6851, 75, -49, 14:22:3b:2a:86:f5, 2738, 30, -36, f8:1a:2b:06:3c:0b, 13644, 90, -58]",3.81022E+12,-0.28594232,-1.0127622,10.052248,-0.12980886,0.04642576,0.017104227,20.7888,15.0548,41.9314,-0.85471475,0.10037067,0.02843794,0,21.753353,20.159
39,3810769925845,"[14:22:3b:16:5a:bd, 14808, 195, -57, cc:f4:11:8b:29:4d, 23675, 60, -57, b0:e4:d5:96:3b:95, 6539, 30, -48, 14:22:3b:2a:86:f5, 2699, 120, -40, f8:1a:2b:06:3c:0b, 13648, 330, -62]",3.81077E+12,-0.29192436,-0.82612205,10.024133,0.04596761,-0.031001411,0.071013086,20.6912,15.0548,41.821598,-0.87238383,0.08219281,0.029113928,0,21.74262545,20.159
40,3810769925845,"[14:22:3b:16:5a:bd, 14808, 195, -57, cc:f4:11:8b:29:4d, 23675, 60, -57, b0:e4:d5:96:3b:95, 6539, 30, -48, 14:22:3b:2a:86:f5, 2699, 120, -40, f8:1a:2b:06:3c:0b, 13648, 330, -62]",3.81077E+12,0.15672988,1.4721842,9.237492,0.029321533,-0.026419923,-0.051465396,20.4716,14.969399,42.529198,-1.1842868,-0.15801911,-0.016965086,0,21.7318979,20.159
41,3810769925845,"[14:22:3b:16:5a:bd, 14808, 195, -57, cc:f4:11:8b:29:4d, 23675, 60, -57, b0:e4:d5:96:3b:95, 6539, 30, -48, 14:22:3b:2a:86:f5, 2699, 120, -40, f8:1a:2b:06:3c:0b, 13648, 330, -62]",3.81077E+12,0.27517462,0.13579269,9.985249,-0.094989546,-0.004734206,-0.04795292,21.069399,14.5912,42.1632,-0.9574067,-0.01359333,-0.02755114,0,21.72117034,20.159
42,3811327809472,"[14:22:3b:16:5a:bd, 16351, 165, -56, cc:f4:11:8b:29:4d, 23664, 45, -56, b0:e4:d5:96:3b:95, 6109, 90, -50, 14:22:3b:2a:86:f5, 2281, 30, -43, f8:1a:2b:06:3c:0b, 13882, 150, -64]",3.81132E+12,-0.05623133,0.32303107,10.34178,0.031001411,-0.06918049,-0.005039638,20.6668,14.7864,42.4316,-0.9986434,-0.031224925,0.005437244,0,21.71044279,20.159
43,3811327809472,"[14:22:3b:16:5a:bd, 16351, 165, -56, cc:f4:11:8b:29:4d, 23664, 45, -56, b0:e4:d5:96:3b:95, 6109, 90, -50, 14:22:3b:2a:86:f5, 2281, 30, -43, f8:1a:2b:06:3c:0b, 13882, 150, -64]",3.81132E+12,-0.4534399,0.47976094,9.851849,-0.06169739,-0.02397646,-0.16783522,20.6668,13.9324,42.6634,-1.086554,-0.04860774,0.04599341,0,21.69971524,20.159
44,3811327809472,"[14:22:3b:16:5a:bd, 16351, 165, -56, cc:f4:11:8b:29:4d, 23664, 45, -56, b0:e4:d5:96:3b:95, 6109, 90, -50, 14:22:3b:2a:86:f5, 2281, 30, -43, f8:1a:2b:06:3c:0b, 13882, 150, -64]",3.81132E+12,1.7300107,-0.076570325,9.79143,-0.080634214,0.10873401,0.023365596,20.557,14.408199,42.846397,-0.7139495,0.007700705,-0.1748813,0,21.68898769,20.159
45,3811883436018,"[14:22:3b:16:5a:bd, 15785, 135, -55, cc:f4:11:8b:29:4d, 23636, 45, -55, b0:e4:d5:96:3b:95, 5964, 150, -51, 14:22:3b:2a:86:f5, 1699, 180, -42, f8:1a:2b:06:3c:0b, 10199, 315, -68]",3.81188E+12,0.8063812,1.5726827,9.419347,0.182496,-0.08582657,-0.007177667,21.3256,14.798599,43.1758,-1.1798246,-0.16484497,-0.08540081,0,21.67826013,20.159
46,3811883436018,"[14:22:3b:16:5a:bd, 15785, 135, -55, cc:f4:11:8b:29:4d, 23636, 45, -55, b0:e4:d5:96:3b:95, 5964, 150, -51, 14:22:3b:2a:86:f5, 1699, 180, -42, f8:1a:2b:06:3c:0b, 10199, 315, -68]",3.81188E+12,-0.49112684,1.1162517,9.706485,0.028863383,-0.007788532,-0.10277808,20.837599,14.518,43.1392,-1.1742377,-0.11435261,0.050554693,0,21.66753258,20.159
47,3812450287785,"[14:22:3b:16:5a:bd, 14902, 75, -58, cc:f4:11:8b:29:4d, 23414, 60, -55, b0:e4:d5:96:3b:95, 6273, 60, -53, 14:22:3b:2a:86:f5, 2847, 135, -40, f8:1a:2b:06:3c:0b, 11503, 390, -64]",3.81245E+12,-0.28414768,-0.50488555,9.891929,0.076052725,-0.10644327,0.008552114,20.678999,13.8348,42.1632,-0.941388,0.050974917,0.028717307,0,21.65680503,20.159
48,3812450287785,"[14:22:3b:16:5a:bd, 14902, 75, -58, cc:f4:11:8b:29:4d, 23414, 60, -55, b0:e4:d5:96:3b:95, 6273, 60, -53, 14:22:3b:2a:86:f5, 2847, 135, -40, f8:1a:2b:06:3c:0b, 11503, 390, -64]",3.81245E+12,-0.27337998,1.4721842,9.722038,0.08017606,-0.030695979,-0.04886922,19.9714,14.5912,42.7122,-1.2044073,-0.15022726,0.028112208,0,21.64607748,20.159
49,3812450287785,"[14:22:3b:16:5a:bd, 14902, 75, -58, cc:f4:11:8b:29:4d, 23414, 60, -55, b0:e4:d5:96:3b:95, 6273, 60, -53, 14:22:3b:2a:86:f5, 2847, 135, -40, f8:1a:2b:06:3c:0b, 11503, 390, -64]",3.81245E+12,0.03589234,-0.53659046,10.063614,-0.05375614,0.009621128,0.02687807,20.7522,14.1276,42.8586,-0.898604,0.05326908,-0.003566531,0,21.63534992,20.159
50,3812450287785,"[14:22:3b:16:5a:bd, 14902, 75, -58, cc:f4:11:8b:29:4d, 23414, 60, -55, b0:e4:d5:96:3b:95, 6273, 60, -53, 14:22:3b:2a:86:f5, 2847, 135, -40, f8:1a:2b:06:3c:0b, 11503, 390, -64]",3.81245E+12,-0.8967103,-0.40977088,9.963116,0.12721269,-0.07925977,0.14935656,21.1548,13.9324,42.370598,-1.0113889,0.040940322,0.08976115,0,21.62462237,20.159
51,3813096838932,"[14:22:3b:16:5a:bd, 12269, 105, -57, cc:f4:11:8b:29:4d, 23332, 75, -55, b0:e4:d5:96:3b:95, 6621, 75, -50, 14:22:3b:2a:86:f5, 2992, 30, -38]",3.81309E+12,-1.0420742,0.5844469,10.046266,-0.082619525,-0.027030786,-0.10919216,20.862,14.603399,42.639,-1.1174321,-0.057800617,0.10335788,0,21.61389482,20.159
52,3813096838932,"[14:22:3b:16:5a:bd, 12269, 105, -57, cc:f4:11:8b:29:4d, 23332, 75, -55, b0:e4:d5:96:3b:95, 6621, 75, -50, 14:22:3b:2a:86:f5, 2992, 30, -38]",3.81309E+12,-0.8596215,-0.98883396,9.990034,-0.016493361,0.093004234,0.226631,21.1182,14.151999,43.4808,-0.9381977,0.09829978,0.08583647,0,21.60316727,20.159
53,3813556445988,"[14:22:3b:16:5a:bd, 12714, 45, -55, cc:f4:11:8b:29:4d, 23328, 75, -54, b0:e4:d5:96:3b:95, 6718, 30, -50, 14:22:3b:2a:86:f5, 2769, 120, -38, f8:1a:2b:06:3c:0b, 11949, 300, -62]",3.81356E+12,-1.0372887,1.2927225,10.01516,0.036957346,-0.053145275,-0.0355829,19.2638,14.9816,43.676,-1.1860812,-0.12769122,0.10320388,0,21.59243971,20.159
54,3813556445988,"[14:22:3b:16:5a:bd, 12714, 45, -55, cc:f4:11:8b:29:4d, 23328, 75, -54, b0:e4:d5:96:3b:95, 6718, 30, -50, 14:22:3b:2a:86:f5, 2769, 120, -38, f8:1a:2b:06:3c:0b, 11949, 300, -62]",3.81356E+12,-0.44985065,-0.109471634,9.983455,-0.15088372,0.13209961,-0.11010846,20.74,14.0422,43.249,-1.0015371,0.010953753,0.04502916,0,21.58171216,20.159
55,3814011708928,"[14:22:3b:16:5a:bd, 12640, 180, -56, cc:f4:11:8b:29:4d, 23472, 75, -53, b0:e4:d5:96:3b:95, 6312, 30, -52, 14:22:3b:2a:86:f5, 2582, 60, -43, f8:1a:2b:06:3c:0b, 11046, 285, -60]",3.81401E+12,1.869991,0.3684947,10.116256,-0.08628472,0.039553523,0.02076942,21.6306,14.3228,42.7976,-0.81690854,-0.035803866,-0.18278684,0,21.57098461,20.159
56,3814011708928,"[14:22:3b:16:5a:bd, 12640, 180, -56, cc:f4:11:8b:29:4d, 23472, 75, -53, b0:e4:d5:96:3b:95, 6312, 30, -52, 14:22:3b:2a:86:f5, 2582, 60, -43, f8:1a:2b:06:3c:0b, 11046, 285, -60]",3.81401E+12,-0.21475583,-0.90149593,9.84826,-0.004734206,-0.0664316,0.05375614,21.35,13.5664,42.7,-0.90884614,0.09126262,0.02180302,0,21.56025705,20.159
57,3814011708928,"[14:22:3b:16:5a:bd, 12640, 180, -56, cc:f4:11:8b:29:4d, 23472, 75, -53, b0:e4:d5:96:3b:95, 6312, 30, -52, 14:22:3b:2a:86:f5, 2582, 60, -43, f8:1a:2b:06:3c:0b, 11046, 285, -60]",3.81401E+12,-0.49651068,0.4109673,10.179666,0.009621128,-0.0720821,-0.1151481,21.0572,13.6518,42.687798,-1.0931171,-0.040301625,0.04873613,0,21.5495295,20.159
58,3814567716700,"[14:22:3b:16:5a:bd, 12464, 120, -55, cc:f4:11:8b:29:4d, 23691, 45, -52, b0:e4:d5:96:3b:95, 6187, 135, -52, 14:22:3b:2a:86:f5, 2492, 30, -42]",3.81457E+12,-0.5246264,0.40737805,9.708878,-0.14874569,0.07544186,0.004886922,20.74,13.9446,43.1636,-1.0846443,-0.04187372,0.053983238,0,21.53880195,20.159
59,3814567716700,"[14:22:3b:16:5a:bd, 12464, 120, -55, cc:f4:11:8b:29:4d, 23691, 45, -52, b0:e4:d5:96:3b:95, 6187, 135, -52, 14:22:3b:2a:86:f5, 2492, 30, -42]",3.81457E+12,0.38883367,-0.3696911,9.67478,0.008093964,0.004428773,-0.003665192,20.74,13.664,43.2734,-0.89134824,0.038162474,-0.040168826,0,21.5280744,20.159
