Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
149426,8.132,0.105,-59
149947,8.042,0.12,-59
150481,8.16,0.045,-59
151006,7.605,0.09,-61
151518,7.546,0.075,-61
152060,7.742,0.12,-61
152586,8.335,0.09,-58
153092,8.386,0.105,-57
153625,7.503,0.12,-61
154665,6.898,0.18,-66
155191,8.488,0.105,-59
155716,7.843,0.12,-61
156245,8.371,0.06,-61
156778,8.761,0.075,-58
157287,8.773,0.06,-59
157810,11.003,0.09,-62
158337,8.339,0.075,-59
158869,8.082,0.09,-58
159390,8.113,0.075,-59
159922,10.152,0.345,-65
160439,9.531,0.15,-64
160961,8.765,0.06,-56
161489,8.394,0.12,-58
162021,8.238,0.195,-61
162539,8.761,0.06,-64
163594,12.238,0.075,-63
164114,7.675,0.075,-62
164642,7.843,0.12,-61
165672,8.957,0.09,-58
166217,7.503,0.105,-65
166731,8.406,0.15,-58
167255,8.683,0.195,-58
168300,6.695,0.27,-62
168829,7.425,0.21,-59
169352,7.628,0.12,-59
169876,7.714,0.09,-57
170395,7.535,0.12,-60
170922,7.464,0.03,-60
171444,7.64,0.06,-56
171968,7.339,0.105,-60
173020,7.339,0.075,-57
173544,7.585,0.105,-57
174080,6.734,0.09,-60
174604,7.355,0.045,-59
175109,6.472,0.165,-60
175639,7.027,0.105,-59
176163,7.257,0.06,-57
177210,6.996,0.09,-59
177743,6.671,0.105,-60
178263,7.367,0.06,-57
178791,7.289,0.15,-59
179305,7.382,0.045,-57
179840,7.203,0.12,-58
180355,7.113,0.06,-59
180888,6.957,0.105,-59
181407,6.781,0.075,-59
181934,6.957,0.195,-58
182468,7.25,0.09,-57
182977,7.16,0.075,-57
183503,7.054,0.075,-57
184035,7.32,0.06,-56
184555,6.687,0.075,-61
185092,6.382,0.06,-61
185616,7.296,0.12,-57
186117,7.261,0.09,-56
186658,6.75,0.06,-59
187172,7.187,0.105,-56
187701,6.781,0.09,-58
188225,7.417,0.045,-55
188745,6.789,0.15,-58
189265,6.984,0.09,-55
189810,8.359,0.255,-69
190843,6.839,0.045,-58
191381,6.929,0.075,-56
192410,7.015,0.06,-57
192948,7.097,0.105,-56
193463,7.136,0.09,-56
194002,6.527,0.06,-59
195034,6.222,0.21,-61
195570,7.085,0.27,-61
196085,6.859,0.09,-56
196610,7.132,0.12,-56
197149,7.332,0.06,-56
197656,7.511,0.165,-62
198182,7.394,0.12,-60
198712,7.156,0.12,-64
199236,7.23,0.09,-62
199756,7.3,0.09,-64
200297,6.761,0.24,-64
200817,7.394,0.03,-64
201342,7.48,0.225,-69
201869,6.488,0.15,-68
202385,8.085,0.36,-68
202921,10.46,0.24,-69
203433,11.339,0.18,-72
203964,8.582,0.12,-68
204484,8.738,0.18,-67
205005,8.613,0.06,-67
205521,8.347,0.075,-66
206054,8.582,0.12,-65
206579,7.269,0.06,-67
207111,8.226,0.06,-63
207624,8.273,0.12,-64
208153,7.156,0.105,-67
208668,7.023,0.105,-66
209209,7.257,0.075,-65
209724,8.113,0.075,-64
210249,8.476,0.06,-60
210766,8.542,0.06,-60
211814,7.57,0.12,-64
212338,7.839,0.18,-63
212873,7.992,0.06,-62
213406,7.609,0.075,-62
213927,8.109,0.12,-60
214440,7.964,0.075,-60
214967,7.695,0.105,-61
215501,7.339,0.12,-63
216025,8.136,0.105,-60
216531,8.16,0.045,-59
217071,8.265,0.03,-60
217595,8.269,0.075,-60
218121,8.445,0.105,-59
218645,8.203,0.03,-61
219158,8.425,0.06,-59
219676,8.296,0.105,-60
220214,8.582,0.105,-59
221772,8.8,0.135,-59
222303,8.582,0.075,-61
222817,8.546,0.195,-61
223360,8.582,0.135,-60
223884,8.871,0.06,-58
224920,8.863,0.075,-60
225439,8.781,0.09,-62
225965,8.964,0.06,-63
226508,8.882,0.075,-63
227013,9.078,0.075,-60
227544,9.019,0.075,-61
228069,9.316,0.15,-61
228609,9.414,0.045,-61
229126,9.445,0.105,-61
229647,9.457,0.12,-60
230180,9.386,0.09,-61
230692,9.328,0.075,-61
231223,9.363,0.09,-62
231750,9.488,0.06,-62
232276,9.441,0.06,-62
232781,9.679,0.12,-62
233315,9.66,0.06,-63
233844,9.687,0.06,-63
234361,9.457,0.03,-64
234883,10.011,0.03,-63
235407,9.656,0.045,-64
235934,9.917,0.06,-64
236465,9.906,0.06,-65
236973,10.23,0.075,-64
237508,9.964,0.06,-65
238549,9.574,0.12,-67
239079,10.402,0.075,-65
239602,9.859,0.045,-67
240648,9.535,0.24,-69
241191,10.027,0.075,-68
242215,10.531,0.18,-67
242762,10.652,0.075,-68
243264,10.609,0.03,-65
243804,10.675,0.225,-67
244328,11.023,0.12,-67
245370,11.113,0.09,-66
245891,11.257,0.06,-64
246419,11.226,0.045,-66
246942,11.437,0.075,-67
247475,11.488,0.09,-66
247997,11.496,0.135,-66
248524,11.574,0.075,-66
249035,11.386,0.09,-67
249575,12.25,0.15,-68
250094,11.566,0.09,-68
250615,12.074,0.3,-71
251134,11.789,0.165,-70
251669,12.011,0.285,-66
252186,13.242,0.15,-68
252727,13.429,0.21,-69
253231,12.492,0.15,-65
253772,13.273,0.24,-65
254809,12.476,0.195,-68
255347,13.019,0.315,-64
255868,12.847,0.24,-68
256902,13.062,0.27,-64
257444,13.046,0.15,-64
257951,13.167,0.3,-64
258479,12.222,0.255,-67
259019,13.347,0.24,-66
259542,13.289,0.39,-68
260050,12.699,0.33,-66
260573,14.046,0.27,-63
261108,13.992,0.315,-62
261625,13.542,0.15,-60
262149,14.023,0.15,-61
262689,13.625,0.375,-60
263715,13.707,0.285,-61
264248,13.914,0.15,-61
264777,13.679,0.285,-62
265294,14.066,0.285,-62
265834,14.097,0.48,-60
266863,14.757,0.15,-62
267390,14.683,0.18,-61
267916,14.187,0.15,-61
268440,14.863,0.15,-61
268967,14.937,0.27,-60
269493,15.269,0.27,-60
270011,14.863,0.225,-61
270552,15.117,0.27,-60
271057,14.761,0.21,-61
271582,14.886,0.3,-61
272118,14.804,0.27,-60
272635,14.882,0.195,-60
273166,15.359,0.21,-60
273681,14.804,0.255,-61
274208,15.359,0.315,-60
274732,15.296,0.27,-61
275255,15.042,0.24,-61
275781,15.222,0.345,-60
276321,16.156,0.375,-59
276845,16.648,0.255,-61
277350,15.582,0.315,-60
277884,15.761,0.24,-60
278417,16.261,0.375,-61
278940,14.789,0.375,-61
279444,15.644,0.15,-61
279975,16.765,0.15,-61
280504,15.347,0.15,-61
281019,16.214,0.285,-61
281557,16.328,0.15,-62
282085,16.964,0.285,-61
282601,16.648,0.285,-61
283122,16.484,0.15,-61
284691,15.492,0.06,-60
285215,15.421,0.09,-61
285758,15.859,0.105,-59
286265,15.578,0.075,-62
286795,15.753,0.075,-61
287323,15.785,0.105,-61
287850,15.964,0.06,-60
288361,16.023,0.09,-61
288885,16.097,0.075,-58
289419,16.089,0.03,-58
289940,16.191,0.12,-60
290469,16.222,0.06,-58
290985,16.39,0.105,-59
291509,16.453,0.09,-58
292033,16.468,0.075,-58
292573,16.453,0.075,-59
293081,16.644,0.075,-59
293620,16.671,0.09,-59
294127,16.765,0.06,-59
295176,16.742,0.06,-60
295705,16.792,0.105,-61
296236,17.011,0.045,-60
296754,17.152,0.075,-59
297277,17.214,0.075,-60
297801,17.328,0.06,-61
298323,17.3,0.06,-61
298853,17.277,0.075,-61
299374,17.476,0.105,-61
299907,17.277,0.135,-62
300419,17.457,0.075,-62
300953,17.496,0.075,-62
301467,17.66,0.06,-62
301992,17.804,0.075,-62
302517,17.824,0.075,-62
303061,17.917,0.075,-62
303565,18.031,0.09,-62
304089,18.07,0.075,-63
304616,18.078,0.045,-62
305149,18.066,0.12,-63
305667,18.101,0.075,-64
306203,18.402,0.06,-63
306705,18.394,0.09,-64
307252,18.503,0.075,-63
307775,18.558,0.06,-64
308805,18.621,0.09,-65
309857,18.835,0.06,-65
310382,18.902,0.075,-65
310908,19.042,0.075,-66
311433,19.109,0.09,-65
311966,18.914,0.135,-67
312489,18.96,0.105,-68
313007,18.792,0.075,-69
313522,19.445,0.075,-65
314058,19.414,0.09,-68
314577,19.429,0.06,-68
315104,19.55,0.075,-68
315623,19.527,0.105,-68
316150,19.21,0.135,-69
316680,20.531,0.285,-68
317206,19.843,0.165,-68
317725,19.929,0.075,-68
318774,19.792,0.12,-68
319313,20.39,0.075,-68
319835,20.66,0.3,-70
320868,20.699,0.15,-69
321394,20.765,0.255,-70
321917,21.042,0.15,-69
322448,20.773,0.195,-70
322984,21.503,0.3,-69
324010,21.492,0.285,-71
324546,21.531,0.15,-70
325071,21.48,0.15,-69
325592,21.222,0.21,-70
326114,22.843,0.21,-69
326636,22.152,0.195,-70
327177,21.281,0.15,-70
327683,22.484,0.24,-70
328225,30.535,0.15,-71
328729,22.152,0.3,-67
329266,21.988,0.24,-67
329781,22.714,0.15,-70
330307,23.117,0.15,-71
330830,22.304,0.3,-70
331371,24.347,0.435,-73
331894,23.726,0.375,-69
332925,24.492,0.15,-71
333452,22.75,0.18,-71
333994,22.312,0.285,-69
334499,23.308,0.15,-68
335030,23.679,0.345,-68
335554,22.363,0.24,-68
336082,22.273,0.3,-68
336597,22.722,0.18,-66
337120,22.828,0.15,-70
337663,23.921,0.42,-70
338186,23.367,0.3,-70
338700,23.609,0.18,-71
339231,24.359,0.3,-69
339741,23.441,0.315,-70
340273,27.042,0.165,-71
340789,24.988,0.21,-70
341325,26.261,0.18,-71
341846,38.164,0.225,-71
342374,26.906,0.15,-71
342889,25.468,0.15,-72
343422,25.019,0.15,-71
343939,24.386,0.255,-72
344461,25.601,0.225,-71
345511,24.312,0.195,-71
346037,24.929,0.165,-72
346567,24.644,0.15,-72
347083,25.109,0.15,-70
347620,24.316,0.24,-67
348126,24.542,0.21,-69
348670,24.375,0.225,-70
349697,25.125,0.315,-69
350221,25.363,0.15,-70
350752,25.199,0.3,-70
351795,25.199,0.285,-70
352325,25.613,0.15,-67
353375,24.898,0.24,-68
353910,26.726,0.315,-66
354421,25.73,0.195,-67
354946,25.98,0.15,-64
355479,26.816,0.15,-70
356005,25.679,0.225,-68
356522,25.597,0.3,-67
357052,26.566,0.33,-67
358090,26.308,0.15,-67
358615,25.796,0.255,-67
387997,28.488,0.075,-60
