M2 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M2 Ground Truth
0,26.13124706,21.49018418,0.06,-53,0,0,0,0,7.734274885,11.58221261,0,-52,11.83460663,11.69932049,0.12,-53,0.415588739,1.847537821,0.48,-45,15.46107606,30.16285611,0.27,-60,-2.437688,-0.25663024,9.579067,0.004428773,0,0.08979719,22.7896,5.0874,51.020397,-1.3931836,0.025957396,0.24919136,"[24.987, 7.648]"
871.397787,0,0,0,0,24.63303208,33.84330671,0.225,-66,0,0,0,0,11.79603681,12.12169229,0.12,-52,0,0,0,0,0,0,0,0,-0.52163535,0.016151553,9.801002,-0.001832596,0.011759156,-0.01038471,22.4846,5.0996,51.5084,-1.3742085,-0.001645619,0.053172488,"[24.948424932458508, 7.648]"
1651.833172,26.057485,16.2813243,0.165,-54,24.59468225,26.24523766,0,-70,7.723160379,5.469192262,0.48,-51,0,0,0,0,0.485071482,1.10186206,0.135,-45,15.39407329,30.63992063,0.315,-65,-0.32362926,0.33080772,9.390633,0.025198191,0.005497787,0.027488936,22.326,5.6486,50.4836,-1.4101667,-0.03519198,0.034449354,"[24.909849864917017, 7.648]"
2117.766603,26.02982928,17.2427521,0.06,-53,24.56592034,26.7293239,0.27,-67,7.71918711,11.79340562,0.24,-51,0,0,0,0,0.511694288,2.213224119,0.06,-51,15.36897179,33.20323552,0.18,-69,-0.48753762,-0.06699903,9.562318,0.021380283,0.023823744,0.02397646,20.923,6.2098,51.313198,-1.2986418,0.006997366,0.050941188,"[24.880918564260902, 7.648]"
2695.899212,26.01139369,16.25731297,0.135,-57,24.54674596,29.97182971,0.09,-67,7.71659739,11.51615079,0.045,-50,0,0,0,0,0.529577381,7.686755427,0.18,-50,0,0,0,0,-0.36191443,0.31944183,10.164711,0.004428773,0.002138028,-0.025045475,22.1796,5.673,51.6792,-1.4026903,-0.031396333,0.035589956,"[24.861631030490155, 7.648]"
3249.479006,25.98374261,16.74253565,0.06,-55,24.51798472,26.17022402,0.105,-68,7.712801615,10.49910096,0.18,-54,11.68032758,11.88748939,0.06,-53,0.556577912,5.578637916,0.135,-46,15.32716595,28.97968695,0.255,-66,-0.6855437,0.3385844,9.891929,0.01038471,0.010842858,-0.026267206,22.0942,5.7584,51.5694,-1.4138769,-0.034133185,0.0691927,"[24.83269972983404, 7.648]"
3705.741132,25.9653101,15.89413741,0.075,-55,24.49881078,30.95596227,0.39,-65,7.710330371,13.1695118,0.12,-53,11.66104274,12.08265902,0.075,-52,0.574682672,5.300469413,0.12,-45,15.31045418,31.75306362,0.165,-68,-0.14297116,0.28235307,9.672985,-0.000610865,0.015577064,-0.02855795,22.1796,6.1488,51.874397,-1.3711492,-0.029178388,0.014779382,"[24.813412196063293, 7.648]"
4318.246422,25.93766368,16.44940269,0.015,-54,24.4700502,32.17511524,0.06,-70,7.706712527,7.779949614,0,-55,11.63211549,11.88748939,0.06,-53,0.601977583,77.13437947,0.555,-42,15.28539789,31.29600613,0.48,-65,0.2847459,0.35114673,9.788439,-0.011453724,-0.029474247,-0.031306844,22.692,6.1366,51.2888,-1.3718755,-0.03584309,-0.029081821,"[24.784480895407178, 7.648]"
4759.815839,25.91923429,15.96016992,0.045,-55,24.45087671,31.82807289,0.12,-66,7.704360044,8.319989483,0.045,-54,0,0,0,0,0,0,0,0,15.26870131,28.61263163,0.12,-63,-0.40259242,-0.032303106,10.049855,-0.007941248,0.01740966,0.03848451,21.5818,6.2342,52.0452,-1.3065516,0.003211699,0.040038116,"[24.76519336163643, 7.648]"
5349.156985,25.89159255,16.21429258,0.06,-54,24.4221168,26.25223893,0.315,-66,7.700920549,11.9695614,0.135,-51,0,0,0,0,0.647784811,3.30135139,0.06,-41,15.2436679,31.30400716,0.3,-65,0.09032906,0.2644069,9.735199,-0.000610865,0.018784106,0.016493361,22.6554,5.7827997,52.2038,-1.3767103,-0.027152041,-0.009278338,"[24.736262060980316, 7.648]"
