Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,,
13,2172181250612,"[b0:e4:d5:39:26:89, 28722, 405, -75, 14:22:3b:16:5a:bd, 13085, 75, -60, cc:f4:11:8b:29:4d, 23812, 105, -55, b0:e4:d5:96:3b:95, 8640, 90, -54, 14:22:3b:2a:86:f5, 3042, 150, -47, f8:1a:2b:06:3c:0b, 13976, 375, -65]",2.17218E+12,0.17228323,-0.31106696,9.830912,0.039858956,-0.04932737,0.032375857,-171.4344,-73.81,143.21579,1.9501777,0.031626314,-0.017522853,0,22.01987643,20.159
14,2172181250612,"[b0:e4:d5:39:26:89, 28722, 405, -75, 14:22:3b:16:5a:bd, 13085, 75, -60, cc:f4:11:8b:29:4d, 23812, 105, -55, b0:e4:d5:96:3b:95, 8640, 90, -54, 14:22:3b:2a:86:f5, 3042, 150, -47, f8:1a:2b:06:3c:0b, 13976, 375, -65]",2.17218E+12,-0.16570297,0.19381863,9.827323,0.032375857,-0.027947085,0.07162395,-172.02,-73.7246,143.19139,1.9950151,-0.019717064,0.016859857,0,22.00902077,20.159
15,2172677687339,"[b0:e4:d5:39:26:89, 29289, 225, -76, 14:22:3b:16:5a:bd, 13718, 135, -57, cc:f4:11:8b:29:4d, 23031, 120, -59, b0:e4:d5:96:3b:95, 9140, 90, -55, 14:22:3b:2a:86:f5, 4468, 45, -47, f8:1a:2b:06:3c:0b, 10917, 120, -59]",2.17267E+12,-0.020338992,-0.101694964,9.850653,-0.108123146,0,0.032223143,-171.6906,-73.541595,142.39839,1.9688092,0.010323289,0.002064732,0,21.99816511,20.159
16,2172677687339,"[b0:e4:d5:39:26:89, 29289, 225, -76, 14:22:3b:16:5a:bd, 13718, 135, -57, cc:f4:11:8b:29:4d, 23031, 120, -59, b0:e4:d5:96:3b:95, 9140, 90, -55, 14:22:3b:2a:86:f5, 4468, 45, -47, f8:1a:2b:06:3c:0b, 10917, 120, -59]",2.17267E+12,0.18185452,0.46002015,9.766904,0.021227567,-0.05421429,0.005497787,-172.0322,-73.6148,143.7892,2.0009558,-0.047056966,-0.018617313,0,21.98730945,20.159
17,2172677687339,"[b0:e4:d5:39:26:89, 29289, 225, -76, 14:22:3b:16:5a:bd, 13718, 135, -57, cc:f4:11:8b:29:4d, 23031, 120, -59, b0:e4:d5:96:3b:95, 9140, 90, -55, 14:22:3b:2a:86:f5, 4468, 45, -47, f8:1a:2b:06:3c:0b, 10917, 120, -59]",2.17267E+12,0.4671986,0.67417777,9.425328,-0.059864793,-0.013439035,-0.028863383,-171.33679,-73.7124,143.228,2.0071752,-0.07131942,-0.049527884,0,21.97645379,20.159
18,2173140156333,"[b0:e4:d5:39:26:89, 29332, 255, -74, 14:22:3b:16:5a:bd, 13542, 135, -55, cc:f4:11:8b:29:4d, 23574, 45, -57, b0:e4:d5:96:3b:95, 10539, 465, -57, 14:22:3b:2a:86:f5, 1628, 180, -53, f8:1a:2b:06:3c:0b, 9535, 90, -61]",2.17314E+12,-0.2632105,0.5282156,9.809377,-0.06582073,-0.06429356,-0.046120327,-171.9224,-72.956,143.37439,2.0190659,-0.053776756,0.026826104,0,21.96559813,20.159
19,2173140156333,"[b0:e4:d5:39:26:89, 29332, 255, -74, 14:22:3b:16:5a:bd, 13542, 135, -55, cc:f4:11:8b:29:4d, 23574, 45, -57, b0:e4:d5:96:3b:95, 10539, 465, -57, 14:22:3b:2a:86:f5, 1628, 180, -53, f8:1a:2b:06:3c:0b, 9535, 90, -61]",2.17314E+12,-0.07178468,0.50129634,9.628718,0.023823744,-0.07819075,-0.010537425,-171.54419,-73.7978,143.6184,2.015481,-0.052014213,0.007455131,0,21.95474247,20.159
20,2173604207277,"[b0:e4:d5:39:26:89, 30121, 150, -73, 14:22:3b:16:5a:bd, 13324, 180, -57, cc:f4:11:8b:29:4d, 23773, 60, -57, b0:e4:d5:96:3b:95, 10035, 180, -54, 14:22:3b:2a:86:f5, 5972, 60, -49, f8:1a:2b:06:3c:0b, 9753, 105, -59]",2.1736E+12,1.2783655,2.2839491,9.421141,0.20158553,0.21609358,0.058948494,-172.60559,-73.1512,143.34999,2.05,-0.23575927,-0.13486744,0,21.94388681,20.159
21,2173604207277,"[b0:e4:d5:39:26:89, 30121, 150, -73, 14:22:3b:16:5a:bd, 13324, 180, -57, cc:f4:11:8b:29:4d, 23773, 60, -57, b0:e4:d5:96:3b:95, 10035, 180, -54, 14:22:3b:2a:86:f5, 5972, 60, -49, f8:1a:2b:06:3c:0b, 9753, 105, -59]",2.1736E+12,0.98943216,1.1270195,9.788439,-0.07727446,0.010231993,0.009162978,-172.2152,-73.81,143.1792,2.0113618,-0.11405691,-0.100739546,0,21.93303115,20.159
22,2174067527468,"[b0:e4:d5:39:26:89, 30167, 210, -74, 14:22:3b:16:5a:bd, 13031, 180, -58, cc:f4:11:8b:29:4d, 23089, 60, -63, b0:e4:d5:96:3b:95, 8941, 255, -54, 14:22:3b:2a:86:f5, 5546, 45, -44, f8:1a:2b:06:3c:0b, 10167, 30, -55]",2.17407E+12,2.4352953,-0.65264237,10.194621,-0.05971208,-0.03894266,-0.030085113,-172.1054,-73.529396,143.0816,1.8940885,0.062186085,-0.2344861,0,21.92217549,20.159
23,2174067527468,"[b0:e4:d5:39:26:89, 30167, 210, -74, 14:22:3b:16:5a:bd, 13031, 180, -58, cc:f4:11:8b:29:4d, 23089, 60, -63, b0:e4:d5:96:3b:95, 8941, 255, -54, 14:22:3b:2a:86:f5, 5546, 45, -44, f8:1a:2b:06:3c:0b, 10167, 30, -55]",2.17407E+12,0.45702913,0.715454,9.939187,0.1085813,-0.12232576,0.014049901,-171.4344,-74.1882,143.228,2.0106769,-0.07178362,-0.04595018,0,21.91131983,20.159
24,2174067527468,"[b0:e4:d5:39:26:89, 30167, 210, -74, 14:22:3b:16:5a:bd, 13031, 180, -58, cc:f4:11:8b:29:4d, 23089, 60, -63, b0:e4:d5:96:3b:95, 8941, 255, -54, 14:22:3b:2a:86:f5, 5546, 45, -44, f8:1a:2b:06:3c:0b, 10167, 30, -55]",2.17407E+12,0.093918286,2.1248264,9.633504,0.006719518,-0.026267206,-0.14874569,-171.715,-73.9076,142.9108,2.1058083,-0.21708043,-0.009748821,0,21.90046417,20.159
25,2174624606366,"[14:22:3b:16:5a:bd, 13382, 270, -58, cc:f4:11:8b:29:4d, 22917, 75, -63, b0:e4:d5:96:3b:95, 6691, 90, -55, 14:22:3b:2a:86:f5, 5175, 300, -45, f8:1a:2b:06:3c:0b, 9988, 75, -56]",2.17462E+12,-0.49232325,-0.19621146,9.783055,-0.17730364,-0.02397646,0.055436023,-172.3006,-73.8222,142.87419,1.9762208,0.020028228,0.05028166,0,21.88960852,20.159
26,2174624606366,"[14:22:3b:16:5a:bd, 13382, 270, -58, cc:f4:11:8b:29:4d, 22917, 75, -63, b0:e4:d5:96:3b:95, 6691, 90, -55, 14:22:3b:2a:86:f5, 5175, 300, -45, f8:1a:2b:06:3c:0b, 9988, 75, -56]",2.17462E+12,-0.14596218,0.13579269,10.027123,0.06887506,0.047647487,0.05222898,-171.715,-74.005196,142.8132,1.9918718,-0.013540274,0.014555707,0,21.87875286,20.159
27,2175086077843,"[b0:e4:d5:39:26:89, 28046, 840, -69, 14:22:3b:16:5a:bd, 12957, 150, -59, cc:f4:11:8b:29:4d, 23292, 45, -58, b0:e4:d5:96:3b:95, 6378, 30, -54, 14:22:3b:2a:86:f5, 3203, 75, -42, f8:1a:2b:06:3c:0b, 9531, 75, -58]",2.17508E+12,-0.08255238,2.0961127,9.324232,-0.04016439,-0.038179077,-0.086437434,-172.42259,-73.6148,143.5696,2.115317,-0.22111827,0.008853301,0,21.8678972,20.159
28,2175086077843,"[b0:e4:d5:39:26:89, 28046, 840, -69, 14:22:3b:16:5a:bd, 12957, 150, -59, cc:f4:11:8b:29:4d, 23292, 45, -58, b0:e4:d5:96:3b:95, 6378, 30, -54, 14:22:3b:2a:86:f5, 3203, 75, -42, f8:1a:2b:06:3c:0b, 9531, 75, -58]",2.17508E+12,0.63170516,-0.39900318,10.22154,-0.14065172,-0.00580322,-0.035124753,-171.9224,-74.1028,143.106,1.9355806,0.038941495,-0.061722863,0,21.85704154,20.159
29,2175086077843,"[b0:e4:d5:39:26:89, 28046, 840, -69, 14:22:3b:16:5a:bd, 12957, 150, -59, cc:f4:11:8b:29:4d, 23292, 45, -58, b0:e4:d5:96:3b:95, 6378, 30, -54, 14:22:3b:2a:86:f5, 3203, 75, -42, f8:1a:2b:06:3c:0b, 9531, 75, -58]",2.17508E+12,-0.23389842,1.0929217,9.801002,0.2275473,0.12095132,0.17394388,-171.9346,-74.1882,143.50859,2.0618384,-0.111021094,0.023860218,0,21.84618588,20.159
30,2175630849653,"[14:22:3b:16:5a:bd, 13769, 315, -57, cc:f4:11:8b:29:4d, 23308, 75, -58, b0:e4:d5:96:3b:95, 6625, 75, -54, 14:22:3b:2a:86:f5, 3558, 120, -39, f8:1a:2b:06:3c:0b, 8988, 60, -60]",2.17563E+12,0.951147,1.3208381,8.985647,-6.11E-04,-0.02443461,-0.10094548,-172.5202,-73.2488,143.4598,2.0221777,-0.14514953,-0.10545911,0,21.83533022,20.159
31,2175630849653,"[14:22:3b:16:5a:bd, 13769, 315, -57, cc:f4:11:8b:29:4d, 23308, 75, -58, b0:e4:d5:96:3b:95, 6625, 75, -54, 14:22:3b:2a:86:f5, 3558, 120, -39, f8:1a:2b:06:3c:0b, 8988, 60, -60]",2.17563E+12,0.8333005,-1.9286151,10.188639,-0.13530666,-0.25305092,-0.14095716,-171.6296,-74.664,143.228,1.8353269,0.18646911,-0.08160559,0,21.82447456,20.159
32,2175630849653,"[14:22:3b:16:5a:bd, 13769, 315, -57, cc:f4:11:8b:29:4d, 23308, 75, -58, b0:e4:d5:96:3b:95, 6625, 75, -54, 14:22:3b:2a:86:f5, 3558, 120, -39, f8:1a:2b:06:3c:0b, 8988, 60, -60]",2.17563E+12,0.060418773,0.6693921,9.905089,0.10476339,-0.11728613,-0.016646078,-171.9224,-74.1028,143.106,2.0210037,-0.06747677,-0.006099695,0,21.8136189,20.159
33,2176232699100,"[14:22:3b:16:5a:bd, 14382, 345, -54, cc:f4:11:8b:29:4d, 22753, 135, -60, b0:e4:d5:96:3b:95, 6652, 60, -51, 14:22:3b:2a:86:f5, 1968, 165, -46, f8:1a:2b:06:3c:0b, 12074, 60, -59]",2.17623E+12,0.45583272,1.692922,9.452248,-0.044898596,0.020005837,-0.23441954,-172.0932,-73.3586,142.679,2.0629587,-0.1770221,-0.048187464,0,21.80276324,20.159
34,2176232699100,"[14:22:3b:16:5a:bd, 14382, 345, -54, cc:f4:11:8b:29:4d, 22753, 135, -60, b0:e4:d5:96:3b:95, 6652, 60, -51, 14:22:3b:2a:86:f5, 1968, 165, -46, f8:1a:2b:06:3c:0b, 12074, 60, -59]",2.17623E+12,-1.6540387,-0.2213361,10.090533,-0.113926366,0.06337727,-0.018936822,-171.9346,-74.3712,143.50859,2.0204682,0.021642758,0.16247492,0,21.79190758,20.159
35,2176232699100,"[14:22:3b:16:5a:bd, 14382, 345, -54, cc:f4:11:8b:29:4d, 22753, 135, -60, b0:e4:d5:96:3b:95, 6652, 60, -51, 14:22:3b:2a:86:f5, 1968, 165, -46, f8:1a:2b:06:3c:0b, 12074, 60, -59]",2.17623E+12,0.58564335,0.07537391,9.837492,0.102319926,0.026725354,-0.014966198,-171.9224,-73.81,143.2036,1.9644963,-0.007648213,-0.059461594,0,21.78105192,20.159
36,2176783871626,"[b0:e4:d5:39:26:89, -125062, 540, -69, 14:22:3b:16:5a:bd, 15542, 60, -53, cc:f4:11:8b:29:4d, 22753, 105, -60, b0:e4:d5:96:3b:95, 6617, 60, -51, 14:22:3b:2a:86:f5, 2238, 195, -40, f8:1a:2b:06:3c:0b, 13410, 120, -57]",2.17678E+12,0.79800636,1.274178,9.594023,0.080634214,0.07437284,-0.0786489,-172.6178,-73.81,143.66719,2.026206,-0.13158771,-0.08298642,0,21.77019626,20.159
37,2176783871626,"[b0:e4:d5:39:26:89, -125062, 540, -69, 14:22:3b:16:5a:bd, 15542, 60, -53, cc:f4:11:8b:29:4d, 22753, 105, -60, b0:e4:d5:96:3b:95, 6617, 60, -51, 14:22:3b:2a:86:f5, 2238, 195, -40, f8:1a:2b:06:3c:0b, 13410, 120, -57]",2.17678E+12,0.15373886,-0.37746778,9.664611,-0.09483683,-0.092240654,0.07620544,-172.5202,-73.81,143.472,1.9431423,0.039031923,-0.01590606,0,21.7593406,20.159
38,2177249028283,"[b0:e4:d5:39:26:89, -124863, 150, -69, 14:22:3b:16:5a:bd, 16496, 240, -56, cc:f4:11:8b:29:4d, 22660, 60, -60, b0:e4:d5:96:3b:95, 6722, 60, -51, 14:22:3b:2a:86:f5, 2714, 75, -39, f8:1a:2b:06:3c:0b, 13070, 150, -58]",2.17724E+12,1.5086746,-0.046660043,10.023534,0.045356743,0.04505131,0.040011674,-172.4958,-73.1634,143.05719,1.9326688,0.004603168,-0.14939186,0,21.74848494,20.159
39,2177249028283,"[b0:e4:d5:39:26:89, -124863, 150, -69, 14:22:3b:16:5a:bd, 16496, 240, -56, cc:f4:11:8b:29:4d, 22660, 60, -60, b0:e4:d5:96:3b:95, 6722, 60, -51, 14:22:3b:2a:86:f5, 2714, 75, -39, f8:1a:2b:06:3c:0b, 13070, 150, -58]",2.17724E+12,0.47318068,1.1850454,9.650253,0.020463986,-0.018020526,-0.113162786,-172.3372,-74.3712,143.80139,2.0375173,-0.1220425,-0.04899374,0,21.73762928,20.159
40,2177714868778,"[b0:e4:d5:39:26:89, -123777, 450, -69, 14:22:3b:16:5a:bd, 15710, 210, -60, cc:f4:11:8b:29:4d, 22843, 45, -59, b0:e4:d5:96:3b:95, 6382, 75, -50, 14:22:3b:2a:86:f5, 3085, 30, -38, f8:1a:2b:06:3c:0b, 12343, 135, -61]",2.17771E+12,0.4408776,-1.1180464,10.038489,-0.089186326,-0.07086037,-0.020463986,-172.60559,-73.9198,143.0694,1.8871256,0.11081289,-0.043890513,0,21.72677362,20.159
41,2177714868778,"[b0:e4:d5:39:26:89, -123777, 450, -69, 14:22:3b:16:5a:bd, 15710, 210, -60, cc:f4:11:8b:29:4d, 22843, 45, -59, b0:e4:d5:96:3b:95, 6382, 75, -50, 14:22:3b:2a:86:f5, 3085, 30, -38, f8:1a:2b:06:3c:0b, 12343, 135, -61]",2.17771E+12,0.7369894,1.0049855,9.802198,0.10415252,-0.035124753,0.004428773,-172.42259,-73.5172,143.7648,2.0125103,-0.10188398,-0.07504493,0,21.71591796,20.159
42,2178174667607,"[b0:e4:d5:39:26:89, -124519, 150, -68, 14:22:3b:16:5a:bd, 16445, 375, -58, cc:f4:11:8b:29:4d, 23023, 60, -58, b0:e4:d5:96:3b:95, 6027, 60, -51, 14:22:3b:2a:86:f5, 2410, 165, -47, f8:1a:2b:06:3c:0b, 12101, 105, -60]",2.17817E+12,-0.047258247,0.4552345,9.24826,-0.09605856,0.12370021,-0.1020145,-172.12979,-73.1512,143.5696,2.0082877,-0.04918346,0.005109917,0,21.70506231,20.159
43,2178174667607,"[b0:e4:d5:39:26:89, -124519, 150, -68, 14:22:3b:16:5a:bd, 16445, 375, -58, cc:f4:11:8b:29:4d, 23023, 60, -58, b0:e4:d5:96:3b:95, 6027, 60, -51, 14:22:3b:2a:86:f5, 2410, 165, -47, f8:1a:2b:06:3c:0b, 12101, 105, -60]",2.17817E+12,-1.0881361,-0.4648058,9.809975,-0.051618114,-0.091477074,0.02977968,-173.4962,-73.444,143.5208,1.9682838,0.047057357,0.11046982,0,21.69420665,20.159
44,2178174667607,"[b0:e4:d5:39:26:89, -124519, 150, -68, 14:22:3b:16:5a:bd, 16445, 375, -58, cc:f4:11:8b:29:4d, 23023, 60, -58, b0:e4:d5:96:3b:95, 6027, 60, -51, 14:22:3b:2a:86:f5, 2410, 165, -47, f8:1a:2b:06:3c:0b, 12101, 105, -60]",2.17817E+12,-0.9062816,0.9445667,9.638289,0.05131268,-0.10216721,4.58E-04,-172.6422,-73.700195,144.265,2.0821373,-0.09726323,0.093753636,0,21.68335099,20.159
45,2178716618291,"[14:22:3b:16:5a:bd, 14371, 225, -58, cc:f4:11:8b:29:4d, 23433, 120, -56, b0:e4:d5:96:3b:95, 5785, 120, -52, 14:22:3b:2a:86:f5, 3621, 165, -44, f8:1a:2b:06:3c:0b, 15097, 450, -66]",2.17871E+12,-0.30329028,1.4644074,10.229915,-0.003512475,0.026725354,-0.13026701,-173.118,-73.3342,143.838,2.0775325,-0.14212199,0.02963871,0,21.67249533,20.159
46,2178716618291,"[14:22:3b:16:5a:bd, 14371, 225, -58, cc:f4:11:8b:29:4d, 23433, 120, -56, b0:e4:d5:96:3b:95, 5785, 120, -52, 14:22:3b:2a:86:f5, 3621, 165, -44, f8:1a:2b:06:3c:0b, 15097, 450, -66]",2.17871E+12,1.0725827,0.8596215,9.826126,-0.08109236,-0.027947085,-0.071776666,-172.5324,-74.0906,143.8868,1.9953177,-0.08674842,-0.10872575,0,21.66163967,20.159
47,2178716618291,"[14:22:3b:16:5a:bd, 14371, 225, -58, cc:f4:11:8b:29:4d, 23433, 120, -56, b0:e4:d5:96:3b:95, 5785, 120, -52, 14:22:3b:2a:86:f5, 3621, 165, -44, f8:1a:2b:06:3c:0b, 15097, 450, -66]",2.17871E+12,0.3385844,-0.089132644,9.784252,0.095753126,-0.052534413,0.04596761,-171.8492,-73.224396,144.0942,1.9574944,0.009104107,-0.03459123,0,21.65078401,20.159
48,2179207478480,"[b0:e4:d5:39:26:89, -124820, 150, -70, 14:22:3b:16:5a:bd, 14402, 180, -57, cc:f4:11:8b:29:4d, 23335, 90, -55, b0:e4:d5:96:3b:95, 6093, 60, -53, 14:22:3b:2a:86:f5, 2812, 135, -39, f8:1a:2b:06:3c:0b, 10183, 255, -65]",2.1792E+12,0.8853444,1.0839486,9.455238,0.05787948,-0.030085113,-0.06780604,-172.2518,-73.224396,144.56999,2.0115466,-0.11364889,-0.093363106,0,21.63992835,20.159
49,2179207478480,"[b0:e4:d5:39:26:89, -124820, 150, -70, 14:22:3b:16:5a:bd, 14402, 180, -57, cc:f4:11:8b:29:4d, 23335, 90, -55, b0:e4:d5:96:3b:95, 6093, 60, -53, 14:22:3b:2a:86:f5, 2812, 135, -39, f8:1a:2b:06:3c:0b, 10183, 255, -65]",2.1792E+12,2.2175484,1.1216356,10.161121,-0.029474247,0.28084528,0.14080444,-172.0444,-73.7978,144.0942,1.9728335,-0.1074314,-0.21486954,0,21.62907269,20.159
50,2179687482142,"[b0:e4:d5:39:26:89, 27769, 195, -73, 14:22:3b:16:5a:bd, 13195, 210, -57, cc:f4:11:8b:29:4d, 23511, 30, -54, b0:e4:d5:96:3b:95, 6746, 45, -52, 14:22:3b:2a:86:f5, 2824, 60, -39, f8:1a:2b:06:3c:0b, 11195, 120, -62]",2.17969E+12,0.5724828,0.62153566,9.605987,0.005345071,-0.08827003,0.007788532,-172.0322,-73.6148,143.6916,1.9979,-0.06449876,-0.059526056,0,21.61821703,20.159
51,2179687482142,"[b0:e4:d5:39:26:89, 27769, 195, -73, 14:22:3b:16:5a:bd, 13195, 210, -57, cc:f4:11:8b:29:4d, 23511, 30, -54, b0:e4:d5:96:3b:95, 6746, 45, -52, 14:22:3b:2a:86:f5, 2824, 60, -39, f8:1a:2b:06:3c:0b, 11195, 120, -62]",2.17969E+12,0.15493527,0.83748794,9.820144,0.06887506,0.069027774,0.09514226,-172.935,-73.8954,144.1552,2.0254953,-0.08506627,-0.015775984,0,21.60736137,20.159
52,2180142184942,"[b0:e4:d5:39:26:89, 28500, 480, -72, 14:22:3b:16:5a:bd, 12539, 30, -56, cc:f4:11:8b:29:4d, 23320, 75, -55, b0:e4:d5:96:3b:95, 6457, 60, -51, 14:22:3b:2a:86:f5, 3121, 30, -38, f8:1a:2b:06:3c:0b, 11214, 135, -59]",2.18014E+12,-0.651446,-0.05383851,9.735797,-0.061086524,-0.006414085,-0.004428773,-173.0326,-73.236595,144.2406,1.9886408,0.00551756,0.06681285,0,21.59650571,20.159
53,2180142184942,"[b0:e4:d5:39:26:89, 28500, 480, -72, 14:22:3b:16:5a:bd, 12539, 30, -56, cc:f4:11:8b:29:4d, 23320, 75, -55, b0:e4:d5:96:3b:95, 6457, 60, -51, 14:22:3b:2a:86:f5, 3121, 30, -38, f8:1a:2b:06:3c:0b, 11214, 135, -59]",2.18014E+12,-0.910469,0.053240303,10.01157,-0.014813482,-0.04718934,0.00412334,-172.9106,-73.9076,143.655,2.0097873,-0.005295973,0.09069221,0,21.58565005,20.159
54,2180142184942,"[b0:e4:d5:39:26:89, 28500, 480, -72, 14:22:3b:16:5a:bd, 12539, 30, -56, cc:f4:11:8b:29:4d, 23320, 75, -55, b0:e4:d5:96:3b:95, 6457, 60, -51, 14:22:3b:2a:86:f5, 3121, 30, -38, f8:1a:2b:06:3c:0b, 11214, 135, -59]",2.18014E+12,-0.77826554,0.39541394,9.522836,-0.028099801,0.043676864,-0.016493361,-172.94719,-74.163795,144.6676,2.0361888,-0.04136113,0.08154501,0,21.57479439,20.159
