Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll,Points,,
0,5054840902550,"[b0:e4:d5:39:26:89, 24303, 150, -72, 14:22:3b:16:5a:bd, 15339, 117, -72, cc:f4:11:8b:29:4d, 29162, 136, -82, b0:e4:d5:96:3b:95, 9565, 738, -62, 14:22:3b:2a:86:f5, 4373, 210, -63, f8:1a:2b:06:3c:0b, 6822, 61, -60]",5.05484E+12,1.2269198,-0.53359944,9.909277,-0.02183779,0.044286426,0.04566083,-26.4125,-2.3500001,37.1375,1.5887647,0.05338962,-0.123188324,0,22.161,15.326
1,5055096698044,"[b0:e4:d5:39:26:89, 24303, 94, -68, 14:22:3b:16:5a:bd, 14978, 108, -75, cc:f4:11:8b:29:4d, 31640, 123, -80, b0:e4:d5:96:3b:95, 11199, 1266, -60, 14:22:3b:2a:86:f5, 4959, 60, -68, f8:1a:2b:06:3c:0b, 6783, 0, -62]",5.0551E+12,1.2574283,-1.2532408,9.820144,0.007635591,-0.086434886,-0.17256436,-25.487501,-1.35,37.287502,1.4745182,0.12591618,-0.12735282,0,22.14823565,15.326
2,5055370818332,"[b0:e4:d5:39:26:89, 23814, 88, -75, 14:22:3b:16:5a:bd, 15457, 78, -72, cc:f4:11:8b:29:4d, 30945, 1055, -89, b0:e4:d5:96:3b:95, 10144, 123, -62, 14:22:3b:2a:86:f5, 5281, 176, -59, f8:1a:2b:06:3c:0b, 7281, 55, -67]",5.05537E+12,-0.5814559,-0.9876375,9.93799,0.016187452,0.036803547,-0.08063184,-25.45,-2.3875,37.925,1.5058337,0.09888675,0.058441773,0,22.13547131,15.326
3,5055370818332,"[b0:e4:d5:39:26:89, 23814, 88, -75, 14:22:3b:16:5a:bd, 15457, 78, -72, cc:f4:11:8b:29:4d, 30945, 1055, -89, b0:e4:d5:96:3b:95, 10144, 123, -62, 14:22:3b:2a:86:f5, 5281, 176, -59, f8:1a:2b:06:3c:0b, 7281, 55, -67]",5.05537E+12,1.1970096,-0.88295156,9.616156,0.015576605,-0.102011494,-0.28221142,-25.6625,-2.6625001,36.75,1.5584655,0.090865485,-0.123841986,0,22.12270696,15.326
4,5055628698358,"[b0:e4:d5:39:26:89, 24322, 161, -73, 14:22:3b:16:5a:bd, 15886, 103, -72, cc:f4:11:8b:29:4d, 27996, 439, -87, b0:e4:d5:96:3b:95, 10808, 110, -64, 14:22:3b:2a:86:f5, 5457, 188, -54, f8:1a:2b:06:3c:0b, 7564, 55, -56]",5.05563E+12,-0.4971089,-0.029312078,9.869795,0.032069482,-0.08765658,-0.070858285,-25.0625,-2.9875,37.05,1.6942209,0.002966109,0.050324164,0,22.10994261,15.326
5,5055897979374,"[b0:e4:d5:39:26:89, 23853, 73, -70, 14:22:3b:16:5a:bd, 16472, 95, -70, cc:f4:11:8b:29:4d, 28660, 473, -87, b0:e4:d5:96:3b:95, 11990, 225, -65, 14:22:3b:2a:86:f5, 5378, 309, -61, f8:1a:2b:06:3c:0b, 6783, 206, -64]",5.0559E+12,-0.15014961,-0.9391829,9.482756,-0.024586603,-0.038330667,0.05635066,-25.85,-2.925,37.425,1.5384481,0.0987069,0.015832642,0,22.09717827,15.326
6,5056147440128,"[b0:e4:d5:39:26:89, 23893, 194, -73, 14:22:3b:16:5a:bd, 15447, 50, -65, cc:f4:11:8b:29:4d, 29832, 0, -84, b0:e4:d5:96:3b:95, 9480, 63, -65, 14:22:3b:2a:86:f5, 5164, 67, -58, f8:1a:2b:06:3c:0b, 7330, 116, -61]",5.05615E+12,-0.17826529,-0.2883351,10.197014,0.05803049,-0.081700824,-0.069178455,-25.5625,-3.175,37.0625,1.6554503,0.028264577,0.017480327,0,22.08441392,15.326
7,5056398374216,"[b0:e4:d5:39:26:89, 23736, 54, -78, 14:22:3b:16:5a:bd, 15125, 67, -74, cc:f4:11:8b:29:4d, 30685, 361, -81, b0:e4:d5:96:3b:95, 9011, 152, -70, 14:22:3b:2a:86:f5, 5281, 130, -61, f8:1a:2b:06:3c:0b, 7486, 0, -64]",5.0564E+12,1.7790636,-0.2536392,9.96491,0.007788302,-0.120642334,-0.026266431,-24.9125,-2.9875,36.875,1.6412129,0.025051793,-0.17667146,0,22.07164957,15.326
8,5056643081532,"[b0:e4:d5:39:26:89, 24205, 146, -68, 14:22:3b:16:5a:bd, 15623, 176, -66, cc:f4:11:8b:29:4d, 29187, 175, -82, b0:e4:d5:96:3b:95, 9646, 197, -64, 14:22:3b:2a:86:f5, 5310, 101, -66, f8:1a:2b:06:3c:0b, 7603, 0, -63]",5.05664E+12,0.5509474,-0.31405798,9.853045,-0.026571855,0.029015245,0.18218519,-26.275,-3.8875,37.4,1.6673951,0.031813752,-0.05585829,0,22.05888523,15.326
9,5056643081532,"[b0:e4:d5:39:26:89, 24205, 146, -68, 14:22:3b:16:5a:bd, 15623, 176, -66, cc:f4:11:8b:29:4d, 29187, 175, -82, b0:e4:d5:96:3b:95, 9646, 197, -64, 14:22:3b:2a:86:f5, 5310, 101, -66, f8:1a:2b:06:3c:0b, 7603, 0, -63]",5.05664E+12,1.2598212,-1.1383854,9.900304,-0.016187452,-0.018172706,-0.07284354,-25.4125,-3.2875001,37.8875,1.5498078,0.113574214,-0.12657051,0,22.04612088,15.326
10,5056891477754,"[b0:e4:d5:39:26:89, 23814, 161, -76, 14:22:3b:16:5a:bd, 15730, 55, -66, cc:f4:11:8b:29:4d, 29781, 215, -81, b0:e4:d5:96:3b:95, 9714, 118, -61, 14:22:3b:2a:86:f5, 4255, 209, -61, f8:1a:2b:06:3c:0b, 7252, 95, -67]",5.05689E+12,1.4416757,-0.3696911,10.031311,0.030236939,-0.014813046,0.115908265,-26.075,-3.4750001,37.575,1.6429563,0.03646274,-0.14274018,0,22.03335653,15.326
11,5057150785541,"[b0:e4:d5:39:26:89, 23834, 83, -74, 14:22:3b:16:5a:bd, 15613, 78, -74, b0:e4:d5:96:3b:95, 9011, 220, -65, 14:22:3b:2a:86:f5, 4871, 19, -59, f8:1a:2b:06:3c:0b, 7642, 61, -60]",5.05715E+12,1.3974084,-0.4660022,9.8835535,-0.05833591,0.22433366,0.07834116,-24.425001,-4.225,38.1375,1.6592692,0.04665107,-0.14045626,0,22.02059219,15.326
