M1 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AP7 True Distance (m),AP7 RTT Distance (m),AP7 RTT std (m),AP7 RSS (dBm),AP8 True Distance (m),AP8 RTT Distance (m),AP8 RTT std (m),AP8 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M1 Ground Truth
0.0,4.461490782238603,0.6257803128894357,0.442,-45.0,18.0513046619905,14.544408169464992,0.054,-66.0,3.449202806446729,8.640545411025856,0.062,-63.0,15.330975180985716,21.30513367712111,0.16,-70.0,20.600701444368347,30.60391582788059,0.0,-87.0,8.368542286443917,12.23678916219447,0.0,-84.0,11.639527481818153,10.703327753554031,0.292,-75.0,21.070059325972483,19.878712860746294,0.211,-77.0,0.2853441,0.09990034,9.834501,-0.000916271,0.001832542,0.00167983,32.3,-1.4375,43.975002,-1.6317713,-0.010153528,-0.029006459,"[31.0, 13.75]"
294.437634,4.426422590523927,0.5763410448684009,0.095,-47.0,18.016245316327723,14.427338493291131,0.094,-67.0,3.482956885937651,8.209788365116362,0.383,-63.0,15.366109488016168,21.42216571684572,0.204,-71.0,20.632997554768924,38.01671211454247,1.188,-86.0,8.376596154781518,14.406325867479188,1.196,-83.0,11.614452583092351,10.938578518253639,0.127,-78.0,21.037641607749205,19.878712860746294,0.194,-77.0,0.41575295,-0.1902294,9.829716,-0.010689827,-0.001832542,-0.004734066,31.8875,-2.1125,44.287502,-1.6118128,0.019332787,-0.042270325,"[31.03515937, 13.75000131]"
613.090322,4.408889043920114,0.9073566002405008,0.199,-46.0,17.9987157944393,14.661476733262582,0.109,-67.0,3.499844296050722,7.700784959989468,0.492,-64.0,15.383676679669225,21.46117631911168,0.253,-72.0,20.64914911492478,40.56591871263364,0.0,-87.0,8.380675504301474,16.692513291892265,1.229,-83.0,11.601934774312378,10.791422936758618,0.096,-79.0,21.021436060255226,19.84970367537007,0.166,-76.0,-0.034097724,0.059820566,9.881161,0.018630842,0.001221695,-0.05787778,31.9125,-1.975,44.3125,-1.64062,-0.006053892,0.003450768,"[31.05273905, 13.75000197]"
903.578892,4.391355866927173,1.0278370493419664,0.192,-46.0,17.981186371243574,14.583431146338642,0.077,-67.0,3.5167384937745476,7.975342061629708,0.17,-65.0,15.401243899445126,21.696239397646774,0.116,-71.0,20.665303002206272,40.56591871263364,0.0,-87.0,8.384789717327184,15.402886774887362,0.048,-83.0,11.589430104073095,10.791422936758618,0.092,-78.0,21.00523271906302,19.761675637455443,0.079,-76.0,0.11066805,0.43130627,9.661619,-0.005650337,0.000458135,-0.016798299,32.1875,-2.2,43.1125,-1.7005916,-0.044608656,-0.0114539,"[31.07031873, 13.75000262]"
1226.945018,4.356290626713866,0.16965848048358806,0.331,-48.0,17.946127809084473,14.505385069001099,0.055,-74.0,3.550546863145879,8.484279639427264,0.146,-64.0,15.436378434477273,21.227112121058767,0.106,-68.0,20.69761776129309,37.90970283449872,0.494,-84.0,8.393122569615855,14.699498766964812,0.0,-79.0,11.564460370747748,14.925627490996819,0.253,-80.0,20.972832682367805,19.761675637455443,0.079,-75.0,0.26859435,-0.1052842,9.787841,0.001527118,-0.000458135,0.002901525,32.037502,-2.2250001,44.625,-1.6270914,0.010752169,-0.027434751,"[31.1054781, 13.75000393]"
1490.5402009999998,4.338758582548656,0.2673742695174687,0.307,-49.0,17.9285986806677,14.505385069001099,0.055,-69.0,3.567460835978384,8.092568442713352,0.332,-60.0,15.453945739546247,21.30513367712111,0.16,-69.0,20.713778613025667,28.577626283510675,0.25,-84.0,8.397341102887246,14.535402849594503,0.494,-85.0,11.551995400390343,10.645264158300629,0.225,-76.0,20.956636006368953,19.11646225115934,0.043,-76.0,0.3056831,0.00418744,9.806984,0.007941014,0.000610847,-0.00671932,32.225002,-1.9625,44.4625,-1.6350048,-0.000426778,-0.031159852,"[31.12305778, 13.75000459]"
1771.5016869999997,4.321226925444073,0.6270598057601844,0.11,-50.0,17.91106965134084,14.193195693711829,0.094,-68.0,3.5843812151308367,8.32700210159695,0.103,-65.0,15.471513072727658,20.993046491636225,0.438,-68.0,20.72994177407604,28.996689483456557,1.225,-80.0,8.401594302165678,14.230218585812377,0.125,-87.0,11.539543746829112,12.286830714224072,1.476,-76.0,20.940441561117634,19.644637970703354,0.136,-71.0,0.31465617,0.14237295,9.772287,-0.000763559,0.001832542,-0.004428643,31.9125,-1.975,44.475002,-1.6571392,-0.014560475,-0.032187704,"[31.14063746, 13.75000525]"
2042.1872349999996,4.286164782189448,0.7710778170846313,0.056,-50.0,17.876011881912618,14.076122512964997,0.43,-67.0,3.6182408451733936,8.640545411025856,0.069,-61.0,15.506647832664578,20.91402400304638,0.362,-68.0,20.762275007828045,28.59462888376067,0.28,-78.0,8.410204480717521,14.81656589767008,0.912,-83.0,11.514680548711766,15.540958818554278,0.182,-75.0,20.908059370483933,19.67364734867432,0.138,-73.0,0.24526432,0.26620153,9.894321,0.003512372,-0.000152712,0.033443887,32.25,-1.825,43.8,-1.6675284,-0.02688973,-0.024783315,"[31.17579683, 13.75000656]"
2329.528618,4.268634315711735,0.6270598057601844,0.276,-50.0,17.858483152369683,14.466361843946805,0.055,-67.0,3.6351799107433127,8.483277904206604,0.293,-65.0,15.52421524923794,21.344144396063292,0.165,-70.0,20.778445060592766,29.59977729645951,2.116,-77.0,8.414561351352294,15.716048358286507,0.117,-80.0,11.502269097942015,10.7623917416158,0.346,-77.0,20.891871644710815,19.79068490477275,0.331,-72.0,0.24705894,0.11844472,9.833304,0.011147963,0.002137966,0.018936265,32.1875,-2.2,43.45,-1.6584746,-0.012040879,-0.025119428,"[31.19337651, 13.75000721]"
2608.230208,4.251104254939094,0.5763410448684009,0.331,-50.0,17.84095452232759,14.818567035985632,0.123,-65.0,3.652125028549988,8.484279639427264,0.24,-63.0,15.541782693917751,21.38315507590028,0.055,-67.0,20.79461740510657,29.24472603735586,0.339,-78.0,8.418952685290567,14.738521262324792,0.452,-82.0,11.489871144506418,14.368302926929124,0.555,-74.0,20.875686174393433,19.585618805644103,0.189,-74.0,0.49830532,-0.8572287,9.764511,0.01175881,0.001374406,0.061695572,32.225002,-1.9625,43.95,-1.5033675,0.087452516,-0.050988052,"[31.21095619, 13.75000787]"
