Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
141570,11.96,0.06,-52
142092,10.367,0.225,-53
142637,12.484,0.09,-55
143140,12.691,0.27,-55
143662,12.347,0.06,-56
144195,9.343,0.105,-56
144708,9.988,0,-55
145234,10.738,0.09,-54
145769,10.125,0.105,-59
146289,15.597,0.3,-58
146813,11.042,0.24,-59
147347,11.792,0.24,-56
147857,10.019,0.09,-55
148380,10.023,0.075,-54
148903,10.035,0.165,-55
149435,10.296,0.105,-57
149964,9.968,0.12,-59
150498,11.257,0.225,-59
151016,11.558,0.255,-54
151533,12.082,0.255,-57
152056,11.312,0.24,-58
152578,12.027,0.165,-59
153118,10.195,0.27,-59
153628,10.058,0.27,-59
154148,12.222,0.225,-62
154686,13.507,0.3,-59
155200,9.457,0.105,-59
155719,11.16,0.09,-56
156249,8.613,0.12,-58
156786,12.898,0.27,-64
157301,9.148,0.3,-58
157828,7.914,0.18,-58
158347,7.98,0.15,-59
158872,8.558,0.09,-57
159401,9.148,0.075,-51
159921,8.933,0.105,-54
160448,7.921,0.09,-55
160975,7.519,0.135,-57
161489,7.839,0.24,-58
162010,9.093,0.165,-55
162539,7.804,0.09,-57
163064,6.855,0.105,-57
163608,13.003,0.315,-57
164128,8.179,0.075,-53
164657,7.351,0.12,-57
165161,7.519,0.105,-53
165683,8.296,0.09,-51
166203,7.019,0.06,-56
167256,7.089,0.06,-56
167782,6.582,0.06,-57
168321,7.82,0.06,-53
168829,7.402,0.09,-53
169357,7.066,0.18,-55
169898,6.781,0.03,-55
170427,7.105,0.12,-56
170930,6.906,0.045,-55
171448,6.96,0.06,-58
171984,7.578,0.21,-57
172498,7.562,0.06,-56
173037,7.675,0.09,-56
173546,8.281,0.135,-55
174071,12.265,0.27,-56
174612,7.796,0.24,-55
175123,7.328,0.105,-52
175654,7.89,0.06,-52
176183,7.71,0.03,-52
176703,6.55,0.165,-56
177221,6.375,0.09,-58
177748,6.816,0.15,-59
178267,7.636,0.255,-59
178790,7.839,0.27,-61
179310,8.457,0.18,-60
179838,6.402,0.105,-56
180367,6.507,0.06,-55
180893,6.679,0.09,-51
181419,6.75,0.075,-49
181955,6.421,0.075,-50
182481,6.652,0.06,-49
182992,6.144,0.09,-51
183511,6.425,0.06,-49
184039,6.734,0.075,-47
184582,6.07,0.075,-49
185090,5.792,0.075,-50
185614,5.699,0.06,-51
186136,5.886,0.075,-50
186662,5.957,0.045,-55
187191,5.828,0.075,-54
187720,6.109,0.045,-50
188252,6.062,0.06,-52
188755,5.902,0.075,-51
189293,6.199,0.12,-53
189798,5.863,0.045,-54
190325,5.824,0.09,-53
191374,6.332,0.075,-50
191902,6.417,0.165,-52
192428,6.554,0.24,-53
192962,5.191,0.15,-57
193492,6.203,0.12,-52
193993,5.781,0.075,-53
194532,5.32,0.12,-59
195054,5.14,0.18,-56
195582,6.074,0.105,-53
196093,5.156,0.105,-54
196615,5.972,0.09,-51
197155,4.796,0.105,-54
197671,5.429,0.18,-51
198200,5.085,0.105,-53
198720,5.085,0.075,-53
199244,4.484,0.15,-53
199766,4.386,0.135,-53
200296,4.816,0.12,-51
200806,4.753,0.075,-51
201334,5.101,0.06,-50
201861,5.261,0.06,-49
202410,5.132,0.075,-50
202909,4.46,0.045,-53
203433,4.988,0.135,-53
203964,5.097,0.3,-55
204489,5.273,0.225,-57
205009,4.726,0.165,-58
205529,5.625,0.075,-56
206062,5.531,0.195,-55
206591,5.167,0.165,-53
207117,5.234,0.225,-56
207637,4.113,0.06,-54
208179,4.578,0.105,-53
208676,4.066,0.105,-50
209204,4.14,0.075,-51
209734,4.039,0.045,-50
210269,4.957,0.045,-48
210777,4.527,0.075,-50
211301,4.566,0.075,-48
211821,4.914,0.06,-48
212350,4.738,0.03,-50
212871,4.875,0.045,-49
213400,5.046,0.09,-47
213919,4.218,0.075,-50
214443,4.515,0.06,-51
214978,4.675,0.06,-48
215497,3.941,0.18,-52
216023,4.472,0.075,-50
216556,4.781,0.015,-50
217084,4.878,0.075,-48
217617,4.023,0.06,-50
218115,4.382,0.105,-51
218638,5.054,0.06,-47
219178,4.367,0.06,-51
219692,5.023,0.09,-48
220214,4.23,0.03,-51
220740,5.113,0.225,-50
221284,5.113,0.06,-49
221791,5.042,0.045,-49
222316,5.132,0.075,-48
222830,5.472,0.03,-50
223372,5.39,0.045,-49
223880,5.605,0.075,-53
224410,5.132,0.105,-56
224943,4.835,0.105,-56
225470,5.648,0.06,-57
225983,5.656,0.09,-54
226508,5.91,0.09,-54
227039,5.476,0.075,-55
227558,7.011,0.105,-52
228100,9.25,0.135,-56
228618,5.222,0.075,-55
229133,4.824,0.06,-53
229650,4.652,0.06,-49
230172,5.292,0.105,-49
230704,4.949,0.105,-48
231219,5.519,0.075,-48
231744,5.382,0.075,-50
232294,5.824,0.03,-49
232797,4.066,0.075,-58
233323,5.785,0.15,-57
233847,6.316,0.12,-53
234368,4.679,0.06,-56
234890,5.343,0.06,-51
235417,5.921,0.06,-47
235956,5.296,0.105,-49
237015,5.078,0.105,-53
237513,5.121,0.06,-51
238048,5.48,0.075,-53
239095,6.863,0.075,-53
239629,7.46,0,-53
240138,7.738,0.09,-56
240657,5.789,0.105,-55
241193,6.429,0.105,-51
241708,6.406,0.12,-58
242242,8.746,0.135,-58
242756,6.996,0.27,-56
243282,6.984,0.09,-57
243819,6.136,0.135,-58
244336,6.335,0.225,-61
245381,7.964,0.075,-55
245926,6.339,0.135,-59
246427,6.031,0.225,-61
246950,5.972,0.09,-56
247491,6.093,0.225,-61
248000,6.339,0.045,-59
248524,6.195,0.06,-56
249050,6.605,0.105,-59
249575,4.988,0.105,-63
250110,6.445,0.03,-56
250636,6.531,0.075,-56
251168,6.074,0.12,-61
251672,6.843,0.075,-57
252195,6.562,0.105,-57
252719,6.777,0.09,-61
253242,14.23,0.21,-63
253777,7.531,0.075,-59
254290,7.976,0.105,-60
254825,13.402,0.105,-63
255346,11.765,0.075,-60
255867,10.347,0.285,-60
256404,7.277,0.165,-62
256928,9.261,0.15,-61
257462,11.093,0.24,-62
257960,9.429,0.06,-62
258487,8.187,0.27,-63
259021,7.32,0.165,-63
259545,7.816,0.03,-60
260062,7.609,0.09,-58
260589,9.523,0.24,-62
261126,9.816,0.18,-61
261642,7.566,0.09,-60
262173,8.214,0.075,-61
262695,7.964,0.12,-59
263231,7.98,0.105,-59
263731,7.574,0.03,-56
264263,7.332,0.045,-57
264783,8.609,0.06,-60
265318,6.511,0.135,-63
265825,7.871,0.075,-58
266350,7.839,0.045,-58
266876,8.085,0.075,-61
267407,7.039,0,-60
268451,8.441,0.09,-59
268978,8.105,0.09,-59
269497,8.3,0.06,-58
270023,14.214,0.315,-62
270546,8.914,0.075,-59
271072,8.91,0.09,-58
271594,10.21,0.12,-60
272129,8.91,0.105,-58
272642,8.281,0.135,-60
273176,8.046,0.06,-62
274218,10.171,0.03,-64
274740,9.238,0.09,-59
275286,8.859,0.18,-62
275786,11.855,0.255,-62
276312,8.785,0.09,-64
276839,9.953,0.21,-64
277361,8.359,0.06,-62
277885,9.093,0.09,-60
278411,9.316,0.075,-60
278939,8.152,0.06,-62
279464,9.417,0.285,-60
279981,11.886,0.15,-63
280516,10.449,0.075,-59
281047,11.195,0.12,-62
281565,11.812,0.24,-64
282082,10.601,0.15,-63
282608,9.359,0.3,-64
283129,10.187,0.075,-60
283654,9.445,0.075,-63
284178,10.093,0.165,-64
285312,10.82,0.03,-62
285768,10.558,0.105,-60
286278,12.511,0.18,-62
286804,9.73,0.045,-60
287323,9.875,0.09,-61
287846,10.574,0.06,-63
288373,8.89,0.045,-64
288905,20.066,0.21,-62
289425,11.847,0.195,-62
289945,10.652,0.06,-61
290481,10.417,0.18,-63
291000,10.195,0.045,-59
291521,9.832,0.075,-62
292042,11.91,0.105,-66
292575,10.347,0.27,-63
293088,11.257,0.24,-63
293623,11.585,0.18,-62
294145,10.253,0.075,-62
294666,11.085,0.21,-63
295187,12.703,0.135,-63
295720,13.207,0.135,-67
296240,11.472,0.255,-61
296766,18.05,0.15,-63
297286,12.683,0.135,-64
297811,12.171,0.24,-66
298331,12.605,0.105,-61
298856,11.593,0.135,-63
299381,13.796,0.12,-62
299908,13.199,0.105,-62
300439,12.531,0.09,-64
300952,15.714,0.225,-68
301494,13.746,0.18,-65
302012,11.906,0.3,-65
302532,12.316,0.06,-61
303059,13.878,0.195,-60
303599,15.105,0.18,-59
304111,14.48,0.09,-62
304624,14.066,0.18,-64
305149,14.308,0.18,-65
305680,12.812,0.225,-62
306197,14.113,0.18,-63
306722,13.238,0.165,-63
307247,12.898,0.12,-62
307778,12.511,0.06,-62
308304,13.82,0.24,-61
308823,15.109,0.24,-62
309351,14.304,0.12,-64
309881,14.679,0.06,-65
310389,13.835,0.15,-64
310915,12.777,0.06,-64
311457,13.406,0.075,-64
311964,13.07,0.09,-64
312498,13.007,0.105,-63
313016,13.109,0.075,-63
313543,12.277,0.09,-64
314064,12.574,0.15,-65
314598,14.156,0.12,-64
315118,12.847,0.06,-62
315642,13.98,0.075,-63
316158,13.925,0.075,-64
316691,13.968,0.105,-64
317210,13.57,0.06,-65
317746,15.238,0.06,-64
318264,15.359,0.15,-65
318785,18.496,0.285,-64
319307,13.945,0.21,-67
319837,13.382,0.09,-67
320370,14.179,0.135,-68
320888,13.187,0.105,-67
321410,14.554,0.12,-65
321936,14.792,0.18,-68
322460,13.781,0.135,-65
322977,13.785,0.06,-64
323502,14.128,0.045,-62
324030,13.812,0.075,-61
324561,13.386,0.12,-66
325090,13.699,0.075,-66
325613,14.148,0.285,-68
326124,14.718,0.195,-67
326649,14.207,0.18,-65
327170,13.808,0.075,-65
327693,14.285,0.045,-62
328230,17.789,0.255,-66
328760,13.917,0.06,-65
329277,14.542,0.105,-64
329801,14.628,0.105,-68
330319,14.265,0.105,-64
330850,15.242,0.06,-66
331382,15.269,0.09,-60
331904,16.406,0.135,-66
332414,15.894,0.015,-63
332942,16.136,0.06,-60
333461,16.156,0.15,-63
333991,14.828,0.15,-66
334514,15.316,0.06,-67
335037,15.5,0.075,-65
335577,15.167,0.075,-63
336081,14.546,0.06,-65
336611,14.855,0.12,-66
337137,15.089,0.075,-65
337682,16.558,0.27,-65
338187,16.8,0.285,-68
338713,15.824,0.12,-65
339238,16.632,0.15,-65
339768,16.093,0.15,-68
340800,15.98,0.075,-66
341328,16.234,0.285,-68
341850,16.671,0.15,-68
342896,15.136,0.045,-69
343428,-116.128,0.135,-70
343960,1.89,0.27,-69
344469,-63.867,0.03,-69
344997,18.585,0.285,-69
345523,17.093,0.105,-68
346055,21.765,0.12,-73
346568,17.628,0.165,-68
347119,16.82,0.015,-65
347619,17.746,0.06,-65
348154,-242.488,0.3,-70
348673,21.402,0.285,-66
349201,17.539,0.27,-70
349713,-80.765,0.03,-70
350264,18.531,0.24,-72
350763,17.832,0.09,-66
351300,17.156,0.135,-68
351817,18.5,0,-69
352346,18.746,0.3,-69
352871,18.476,0.045,-69
353389,17.714,0.27,-68
353920,18.636,0.39,-69
354452,294.074,0,-70
354971,19.167,0,-70
355483,19.39,0.24,-70
356002,97.273,0.39,-71
356535,18.031,0.24,-70
357055,17.902,0.15,-68
357589,-78.769,0.24,-70
358105,19.316,0.165,-69
358629,18.023,0.12,-68
359153,18.406,0.09,-68
359685,25.546,0.105,-66
360221,22.679,0.045,-71
360728,20.808,0.3,-68
361272,18.695,0.015,-68
361790,19.027,0.195,-68
362821,23.152,0.135,-65
363348,19.71,0.165,-65
363875,18.105,0.105,-66
364396,18.664,0.15,-64
364930,18.476,0.075,-64
365466,18.531,0.075,-65
365983,18.558,0.09,-66
366504,18.753,0.105,-65
367034,19.039,0.06,-64
367542,18.437,0.135,-69
368078,20.164,0.135,-65
368588,19.714,0.135,-70
369137,19.023,0.075,-69
369645,19.238,0.075,-65
370165,19.476,0.045,-65
370688,19.476,0.06,-64
371221,19.535,0.075,-65
371743,19.671,0.225,-68
372268,19.808,0.06,-69
372784,20.488,0.165,-70
373310,-13.136,0.795,-71
373844,19.875,0.105,-65
374361,18.98,0.09,-68
374882,0.218,0.15,-70
375410,-27.406,0.3,-70
375940,21.718,0.075,-68
376465,23.039,0.18,-72
377003,19.566,0.15,-71
377515,-159.687,0.75,-71
378044,23.921,0.195,-71
378567,25.183,0.045,-71
379078,20.593,0.135,-69
379597,19.722,0.27,-72
380136,20.144,0.015,-68
380653,20.164,0.09,-67
381176,20.484,0.105,-68
381698,20.351,0.12,-67
382224,19.785,0.18,-67
382756,20.082,0.3,-73
383278,19.562,0.135,-69
383805,-67.199,0.465,-70
384317,20.5,0.105,-67
384848,29.554,0.075,-68
385382,22.343,0.24,-67
385908,20.589,0.285,-68
386421,26.789,0.09,-73
386949,20.773,0.165,-73
387465,42.777,0,-69
387991,27.878,0.33,-69
388518,24.941,0.09,-73
389056,-148.371,0.615,-69
389584,21.644,0.105,-71
390088,20.98,0.09,-69
390609,22.167,0.015,-72
391135,21.179,0.3,-72
391682,-135.972,0.825,-70
392193,24.671,0.255,-73
392712,20.488,0.165,-72
393230,20.773,0.15,-71
393758,25.046,0.165,-71
394285,24.71,0.195,-68
394811,25.875,0.165,-70
395353,22.691,0.135,-72
395878,22.199,0.12,-71
396379,21.265,0.18,-71
396907,-129.472,0.435,-70
397427,33.269,0,-70
397953,-71.394,0.42,-69
398480,28.992,0.435,-70
399002,22.003,0.27,-73
399523,26.113,0.27,-71
400056,29.261,0.15,-72
400578,20.679,0.27,-74
401113,22.781,0.18,-71
401645,0,0,-74
402169,21.71,0.3,-74
402669,30.027,0.24,-73
403194,23.699,0.27,-73
403739,22.289,0.285,-75
404249,23.277,0.09,-74
404790,25.273,0.075,-76
405300,26.968,0.195,-76
405831,26.414,0.24,-73
406346,22.093,0.27,-71
406880,25.226,0.105,-74
407389,24.464,0.255,-75
407931,22.691,0.255,-73
408434,27.769,0.3,-70
408971,24.449,0.255,-72
409486,26.984,0.24,-71
410016,37.355,0.39,-70
410536,23.917,0.27,-68
411057,23.277,0.15,-68
411591,26.531,0.18,-69
412115,28.195,0.105,-69
412643,0.718,0,-70
413170,-42.937,0.315,-70
413690,25.574,0.165,-68
414203,28.41,0.42,-70
414740,3.578,0.36,-70
415255,23.117,0.405,-70
416301,24.578,0.285,-69
416826,25.242,0.18,-66
417358,25.925,0.195,-67
417884,29.23,0.285,-69
418402,24.507,0.21,-70
418922,26.488,0.15,-71
419458,28.57,0.12,-68
419979,23.546,0.3,-71
420504,27.566,0.06,-70
421021,23.359,0.06,-68
421555,23.292,0.12,-73
422069,23.636,0.18,-71
422594,25.828,0.24,-72
423142,24.949,0.33,-73
423666,25.316,0.285,-70
424183,24.152,0.075,-68
424690,25.542,0.3,-73
425221,23.8,0.09,-69
426263,25.136,0.09,-71
426790,24.382,0.225,-70
427323,25.386,0.225,-67
427837,-7.55,0.09,-69
428360,26.386,0.225,-67
428890,26.503,0.21,-67
429418,25.785,0.3,-69
429944,24.074,0.21,-71
430458,36.355,0.27,-70
431506,26.218,0.12,-71
432033,25.363,0.285,-73
432565,25.003,0.195,-70
433093,24.484,0.09,-68
433605,24.585,0.315,-69
434139,27.613,0.21,-72
434654,25.859,0.27,-71
435186,24.839,0.18,-70
435712,-58.128,0.51,-70
436229,23.73,0.24,-68
436759,23.578,0.285,-69
437278,24.042,0.075,-67
