Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
0,23.906,0.06,-60
523,24.121,0.03,-61
1053,24.105,0.075,-62
1579,24.203,0.09,-60
2104,24.14,0.045,-59
2630,24.281,0.105,-59
3172,24.085,0.06,-63
3671,24.21,0.12,-62
4191,24.277,0.18,-63
4719,24.171,0.09,-63
5242,24.515,0.135,-62
5793,30.429,0.3,-66
6302,25.32,0.165,-64
6842,24.734,0.075,-59
7343,24.421,0.015,-59
7869,24.562,0.09,-59
8411,24.878,0.15,-59
8914,27.957,0.09,-68
9452,23.695,0.09,-62
9965,23.933,0.06,-62
10492,24.464,0.075,-61
11010,23.808,0.06,-60
11547,27.425,0.21,-65
12060,23.394,0.06,-64
12589,24.035,0.045,-63
13644,22.648,0.12,-64
14184,23.48,0.06,-59
15206,22.976,0.09,-64
15731,23.218,0.06,-58
16274,22.531,0.03,-63
16798,22.917,0.09,-59
17316,23.175,0.075,-61
17834,22.613,0.075,-63
18353,22.984,0.03,-60
18889,23.14,0.12,-62
19407,23.503,0.06,-60
19946,23.429,0.18,-61
20977,22.082,0.24,-64
21523,22.203,0.12,-64
22027,21.843,0.15,-66
22553,23.402,0.12,-63
23078,22.972,0.09,-62
23597,23.941,0.285,-65
24131,22.878,0.21,-62
24652,22.312,0.12,-62
25194,22.5,0.075,-62
25702,22.402,0.12,-66
26237,22.664,0.15,-67
26758,25.07,0.195,-64
27268,23.394,0.225,-65
27798,28.167,0.03,-65
28324,28.242,0.315,-69
28842,23.269,0.135,-64
29364,25.347,0.165,-65
29889,23.171,0.3,-67
30426,23.003,0.06,-64
30947,22.156,0.06,-65
31478,21.687,0.105,-62
32007,22.218,0.03,-59
32513,22.054,0.09,-65
33043,21.773,0.105,-59
33560,20.914,0.165,-61
34101,22.042,0.075,-60
34610,22.421,0.075,-64
35134,21.082,0.06,-61
35664,21.902,0.075,-60
36189,20.957,0.075,-60
36711,21.417,0.03,-58
37247,20.656,0.06,-61
37772,21.339,0.09,-59
38276,20.441,0.075,-64
38811,23.902,0.255,-61
39330,19.367,0.12,-63
39863,20.472,0.03,-61
40383,20.105,0.045,-61
40895,20.863,0.06,-63
41427,20.941,0.075,-59
41953,20.539,0.015,-59
42494,21.152,0.165,-58
43012,20.867,0.075,-58
43519,21.457,0.06,-58
44043,20.73,0.06,-58
44592,20.5,0.045,-59
45099,19.832,0.09,-62
45624,19.968,0.105,-60
46666,20.667,0.045,-58
47200,20.246,0.135,-62
47719,20.195,0.105,-60
48246,22.632,0.105,-60
48787,19.746,0.315,-66
49814,18.23,0.09,-63
50337,17.828,0.09,-62
50872,18.179,0.105,-60
51392,18.894,0.105,-58
51911,18.605,0,-58
52435,18.535,0.075,-56
52957,18.738,0.075,-54
53485,18.601,0.075,-54
54024,18.488,0.06,-54
54540,18.546,0.06,-53
55073,18.718,0.045,-52
55587,18.246,0.09,-54
56103,18.382,0.09,-52
56652,18.285,0.09,-52
57167,18.292,0.045,-52
57672,18.253,0.105,-54
58212,17.996,0.09,-56
58734,17.593,0.03,-57
59272,17.375,0.075,-57
59775,17.562,0.09,-55
60321,17.781,0.09,-59
60837,17.585,0.075,-59
61343,17.492,0.045,-56
61887,17.203,0.18,-57
62404,17.425,0.075,-62
62938,16.609,0.045,-63
63448,17.542,0.09,-61
63966,16.753,0.06,-61
64500,16.636,0.12,-59
65022,18.933,0.09,-55
65544,18.25,0.06,-56
66072,17.265,0.105,-58
66603,17.171,0.105,-56
67120,17.546,0.105,-56
67636,17.41,0.09,-57
68166,17.871,0.045,-58
68702,21.316,0.195,-65
69208,18.75,0.105,-59
69734,20.57,0.15,-58
70268,20.171,0.105,-60
70809,16.792,0.105,-59
71311,15.734,0.105,-59
71836,16.226,0.075,-59
72375,16.179,0.045,-56
72884,15.75,0.09,-58
73413,16.023,0.135,-56
73928,16.312,0.075,-56
74463,16.632,0.09,-53
74993,16.757,0.06,-52
75516,16.726,0.075,-51
76030,15.98,0.075,-53
76561,15.433,0.075,-55
77100,16.238,0.075,-54
77608,16.738,0.09,-53
78137,16.492,0.105,-53
78650,15.699,0.09,-60
79169,15.667,0.09,-59
79701,16.425,0.09,-57
80227,19.433,0.24,-60
80743,16.132,0.15,-58
81268,17.035,0.09,-55
81792,16.312,0.18,-57
82329,16.582,0.27,-58
82855,18.562,0.09,-57
83372,17.98,0.24,-54
83908,16.23,0.21,-58
84416,19.343,0.27,-61
84941,16.476,0.105,-58
85474,15.902,0.09,-54
85992,16.351,0.09,-55
86524,15.074,0.15,-60
87039,16.207,0.195,-58
87580,15.136,0.09,-61
88096,17.136,0.195,-58
88615,16.304,0.105,-56
89141,15.687,0.09,-55
89675,14.617,0.18,-59
90190,14.5,0.09,-55
90716,14.792,0.135,-55
91236,14.925,0.09,-53
91763,15.425,0.06,-54
92305,16.636,0.06,-59
92806,14.515,0.12,-57
93333,14.699,0.045,-57
93865,15.039,0.06,-56
94382,15.308,0.225,-62
94911,15.441,0.09,-59
95450,20.437,0.285,-61
95954,15.539,0.09,-60
96472,15.644,0.06,-57
96999,16.765,0.06,-61
97533,16.199,0.12,-58
98047,16.476,0.195,-59
98596,14.351,0.105,-59
99102,15.062,0.24,-57
99646,14.046,0.18,-62
100158,17.406,0.165,-58
100685,16.261,0.195,-58
101199,13.941,0.135,-62
101716,17.566,0.165,-61
102256,23.82,0.24,-64
102786,17.156,0.18,-61
103297,13.781,0.06,-59
103829,13.886,0.15,-59
104344,14.835,0.12,-58
104879,13.984,0.105,-58
105387,13.863,0.105,-57
105918,14.027,0.105,-56
106456,14.125,0.135,-55
106977,13.597,0.075,-55
107484,13.8,0.045,-54
108010,13.898,0.09,-54
108533,13.593,0.09,-55
109059,13.234,0.135,-61
109580,20.48,0.27,-62
110108,16.156,0.045,-54
110629,14.351,0.075,-54
111176,12.953,0.075,-58
111705,12.343,0.075,-56
112212,12.886,0.06,-56
112733,13.503,0.09,-56
113256,13.136,0.075,-54
113774,13.003,0.09,-55
114326,12.347,0.15,-58
114824,11.867,0.09,-61
115346,14.46,0.075,-57
115872,15.972,0.06,-56
116398,14.503,0.12,-59
116924,12.605,0.15,-57
117452,18.757,0.18,-56
117980,12.382,0.06,-56
118499,12.527,0.075,-56
119019,11.726,0.06,-54
119568,12.128,0.075,-57
120077,13.113,0.075,-57
120607,16.722,0.24,-58
121120,13.691,0.15,-55
121642,12.546,0.105,-56
122165,12.277,0.195,-59
122698,12.808,0.09,-56
123223,12.351,0.15,-56
123747,11.558,0.06,-54
124287,11.39,0.06,-54
124786,11.078,0.09,-58
125313,11.773,0.06,-57
125862,12.542,0.06,-54
126376,11.792,0.03,-55
126884,15.64,0.225,-56
127432,12.578,0.15,-55
127934,11.117,0.09,-53
128458,11.343,0.09,-53
128988,10.921,0.15,-55
129513,11.183,0.12,-53
130552,14.105,0.24,-56
131080,13.378,0.105,-59
132129,16.789,0.225,-57
132666,9.753,0.12,-59
133200,10.753,0.135,-58
133703,10.41,0.105,-54
134230,10.441,0.09,-55
134758,10.667,0.105,-56
135297,10.074,0.15,-60
135801,9.691,0.12,-59
136850,9.812,0.06,-58
137383,9.898,0.045,-54
137898,9.812,0.12,-57
138422,11.851,0.21,-58
138946,11.058,0.12,-55
139481,10.089,0.165,-58
140004,9.128,0.06,-55
140526,9.882,0.09,-53
141049,10.48,0.06,-54
