Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
0,15.371,0.09,-54
1048,17.187,0.165,-56
1573,15.917,0.12,-52
2094,14.359,0.135,-55
2649,15.265,0.15,-53
3166,15.14,0.06,-52
3671,15.32,0.09,-51
4190,15.117,0.135,-55
4722,15,0.12,-54
5245,14.964,0.15,-57
5795,14.89,0.06,-55
6289,14.98,0,-55
6814,15.398,0.09,-54
7866,14.312,0.09,-57
8908,14.164,0.135,-60
9956,21.828,0.075,-59
10482,18.73,0.06,-59
11010,16.417,0.135,-62
11534,15.152,0.045,-60
12060,14.722,0.075,-59
12585,14.515,0.075,-59
13107,14.617,0.06,-59
14152,15.363,0.06,-57
14685,15.308,0.03,-55
15202,15.605,0.045,-54
15727,14.23,0.045,-58
16264,14.601,0.075,-59
16790,15.558,0.03,-54
17303,14.46,0.045,-56
17827,14.542,0.12,-57
18877,15.042,0.12,-58
19405,14.503,0.045,-58
19924,14.554,0.075,-55
20459,14.632,0.09,-56
21497,15.218,0.105,-60
22037,15.363,0.09,-60
22574,15.109,0.015,-58
23096,15.308,0.06,-59
23592,14.386,0.09,-60
24123,14.589,0.06,-56
24670,14.468,0.045,-56
25688,14.023,0.06,-61
26214,14.585,0.06,-60
26767,14.734,0,-57
27261,15.757,0.12,-58
27791,17.253,0.09,-62
28308,16.171,0.075,-59
28838,14.941,0.09,-61
29365,20.64,0.225,-60
29894,16.785,0.12,-59
30424,21.355,0.135,-59
30935,22.5,0.075,-60
31467,19.886,0.105,-62
31978,15.558,0.075,-60
32513,16.304,0.06,-57
33031,14.339,0.24,-63
33582,15.265,0.195,-59
34089,14.328,0.21,-65
34606,15.113,0.18,-62
35124,15.304,0.21,-59
35679,16.339,0.105,-59
36698,19.007,0.225,-62
37244,20.5,0.12,-56
37749,15.449,0.09,-58
38270,16.769,0.06,-62
38806,13.195,0.135,-66
40372,15.105,0.09,-62
40893,14.554,0.075,-64
41421,16.285,0.075,-59
41972,14.64,0.21,-61
42989,14.289,0.06,-60
43531,14.992,0.165,-62
44049,13.648,0.165,-62
44592,14.75,0.06,-60
45092,16.789,0.195,-63
45615,14.792,0.06,-64
46660,15.832,0.06,-64
47215,19.082,0.03,-64
48241,15.23,0.09,-63
48770,14.46,0.12,-63
49810,15.96,0.12,-64
50335,20.742,0.12,-62
50856,19.261,0.12,-61
51390,14.039,0.09,-60
52426,13.273,0.09,-66
53475,13.91,0.15,-61
54001,13.984,0.12,-66
54525,20.035,0.225,-65
55052,14.921,0.075,-64
55603,14.207,0.105,-65
56114,16.859,0.03,-62
56621,19.105,0.27,-67
57147,21.484,0.075,-60
58196,17.679,0.09,-60
58718,21.335,0.12,-65
59274,14.863,0.12,-62
60298,17.074,0.255,-64
60818,15.632,0.225,-66
61894,19.371,0.105,-60
62916,13.558,0.15,-67
63467,23.25,0.06,-64
64514,16.953,0.21,-67
65013,13.988,0.06,-64
65536,13.156,0.045,-64
66060,14.398,0.135,-64
66600,14.21,0.105,-65
67124,16.953,0.09,-62
67633,15.05,0.045,-61
68168,16.023,0.09,-65
68698,15.921,0.135,-61
69213,19.128,0.015,-60
69732,13.781,0.12,-68
70261,16.875,0.09,-63
70789,17.66,0.165,-58
71834,14.652,0.225,-64
72355,17.16,0.27,-64
72906,14.683,0.12,-61
73932,13.808,0.075,-63
74457,18.355,0.075,-61
74978,14.078,0.285,-63
75496,14.972,0.105,-63
76027,16.304,0.12,-64
76544,15.16,0.105,-63
77076,13.21,0.105,-63
77622,14.23,0.105,-61
78135,14.48,0.225,-63
78650,18.527,0.12,-61
79700,17.968,0.045,-64
80237,14.933,0.06,-61
80768,14.687,0.015,-66
81265,17.539,0.135,-60
82313,16.363,0.255,-61
82843,13.734,0.12,-63
83362,16.589,0.21,-64
83917,16.406,0.075,-59
84439,14.359,0.21,-64
84945,14.218,0.06,-59
85487,15,0.09,-58
86013,13.277,0.15,-63
87033,14.929,0.135,-64
88078,13.234,0.105,-63
88608,13.781,0.21,-60
89127,13.621,0.015,-62
89657,13.523,0.075,-58
90182,12.921,0.075,-58
90712,12.933,0.045,-59
91256,16.937,0.165,-58
91753,13.671,0.225,-62
92305,14.066,0.105,-61
92811,14.152,0.06,-60
93353,16.207,0.18,-59
93850,17.175,0.24,-63
94895,13.57,0.21,-62
95432,20.789,0.225,-61
95944,19.8,0.255,-61
96480,14.894,0.165,-60
97522,15.914,0.12,-60
98056,14.132,0.165,-61
98594,13.574,0,-63
99101,15.824,0.15,-63
100139,17.035,0.27,-65
100663,13.382,0.15,-64
101198,12.453,0.075,-63
102237,14.445,0.21,-61
102776,18.128,0.165,-61
103283,12.578,0.21,-66
103821,18.652,0.195,-65
104333,13.035,0.075,-62
104865,17.117,0.21,-63
105380,12.859,0.09,-64
106430,17.082,0.09,-61
106955,14.691,0.12,-61
108007,19.945,0.21,-63
108538,13.339,0.12,-62
109054,15.304,0.165,-63
109587,17.375,0.195,-63
110627,14.851,0.12,-63
111150,14.847,0.15,-66
111683,17.769,0.09,-63
112209,14.093,0.105,-62
112740,11.656,0.075,-65
113260,12.644,0.075,-64
113775,14.492,0.06,-63
114306,13.656,0.27,-65
114823,14.667,0.135,-67
115354,27.726,0.15,-64
115873,13.132,0.03,-65
116410,16.05,0.255,-65
116930,12.179,0.075,-65
117440,12.449,0.12,-66
117964,12.3,0.06,-65
118503,12.382,0.075,-65
119042,12.281,0.165,-65
120062,14.542,0.18,-65
120585,19.515,0.12,-64
121123,12.515,0.135,-66
121638,14.566,0.165,-64
122160,15.496,0.255,-64
122687,13.925,0.225,-65
123218,12.921,0.12,-62
123762,12.734,0.06,-65
124256,14.265,0,-62
124783,15.39,0.24,-65
125316,13.015,0.135,-65
125842,12.378,0.12,-67
126356,14.085,0.105,-63
127406,17.992,0.18,-66
128453,17.105,0.24,-65
128979,15.214,0.315,-67
129498,12.535,0.09,-65
130547,18.82,0.225,-62
131080,16.589,0.285,-62
131607,13.917,0.165,-63
132123,13.023,0.12,-62
132651,18.617,0.135,-61
133178,14.671,0.06,-61
133705,15.39,0.06,-60
134236,18.07,0.225,-63
134747,15.722,0.24,-64
135297,17.839,0.195,-64
136313,17.066,0.12,-63
136841,14.175,0.24,-64
137372,13.007,0.09,-63
137901,11.816,0.285,-65
138442,13.339,0.03,-63
138953,12.074,0.045,-65
139988,15.394,0.24,-62
141039,18.347,0.06,-60
141588,16.082,0.105,-61
142099,16.5,0.12,-63
142608,15.519,0.075,-60
143144,17.933,0.12,-61
143665,17.48,0.06,-57
144708,16.546,0.15,-60
145765,18.269,0.075,-59
146806,17.277,0.135,-57
147339,17.371,0.12,-60
147855,15.929,0.075,-62
148395,17.828,0.135,-64
148901,19.605,0.24,-63
150481,16.148,0.15,-58
151531,17.003,0.24,-62
152055,13.402,0.24,-65
152584,14.117,0.135,-64
153122,14.687,0.105,-62
153636,15.703,0.06,-61
154147,14.273,0.255,-65
154665,13.085,0.12,-65
155204,14.273,0.12,-65
155717,15.839,0.105,-62
156242,12.929,0.105,-66
156764,13.332,0.06,-65
157815,13.562,0.075,-63
158347,14.55,0.105,-63
158864,13.64,0.075,-64
159384,13.75,0.075,-65
159938,13.257,0.105,-65
160957,13.699,0.06,-62
162012,13.187,0.105,-65
162544,13.218,0.075,-63
163579,13.421,0.12,-66
164104,12.968,0.09,-65
164632,13.523,0.12,-64
165161,18.804,0.15,-62
165688,15.035,0.06,-63
166207,12.882,0.075,-66
166744,13.773,0.075,-65
167779,16.343,0.09,-66
168299,19.292,0.21,-65
168834,15.183,0.15,-65
169351,15.152,0.21,-66
169873,14.843,0.12,-62
170398,15.082,0.105,-64
170949,16.265,0,-64
171453,17.125,0.075,-63
171970,15.906,0.18,-64
172499,13.527,0.075,-62
173021,15.566,0.285,-67
173561,12.8,0.075,-66
174066,15.519,0.195,-65
174593,14.871,0.21,-68
175114,16.531,0.24,-64
175643,16.414,0.225,-62
176178,14.726,0.09,-66
176712,12.32,0.165,-68
177210,14.457,0.015,-67
177737,15.976,0.27,-62
178784,12.628,0.165,-64
179311,19.039,0.255,-62
179850,14.179,0.135,-62
180369,18.652,0.135,-64
180894,16.73,0.18,-62
181410,17.785,0.21,-61
181932,12.949,0.09,-62
182456,13.585,0.075,-64
182982,14.746,0.225,-62
183502,13.281,0.09,-65
184550,18.097,0.105,-60
185079,15.195,0.15,-61
185601,16.644,0.12,-60
186126,13.957,0.165,-63
186659,12.234,0.045,-61
187177,12.734,0.105,-61
187711,12.855,0.09,-60
188224,12.402,0.09,-60
188756,12.781,0.135,-62
189272,12.335,0.15,-64
189814,11.734,0.06,-62
190348,12.507,0.12,-61
191894,11.863,0.18,-63
192947,12.503,0.105,-58
193496,14.128,0.3,-69
193990,12.539,0.09,-62
194544,12.308,0.09,-60
195067,11.339,0.225,-64
196086,11.843,0.075,-59
196614,11.871,0.075,-59
197139,11.593,0.075,-56
197668,11.609,0.15,-60
198708,11.375,0.075,-55
199261,9.953,0.015,-63
199768,12.207,0.09,-60
200295,11.789,0.255,-61
200805,10.246,0.06,-56
201341,10.542,0.075,-53
201863,10.179,0.09,-55
202408,10.367,0.015,-53
202901,10.363,0.06,-50
203438,10.308,0.045,-49
204478,10.296,0.015,-50
204999,10.011,0.06,-50
205528,10.07,0.075,-48
206058,9.902,0.06,-49
206584,10.062,0.075,-50
207101,9.812,0.06,-55
207622,10,0.075,-57
208175,9.769,0.075,-61
208673,10.394,0.105,-62
209196,10.101,0.09,-62
209719,10.148,0.12,-60
210768,9.98,0.075,-59
211321,10.296,0.105,-59
211815,9.98,0.21,-63
212345,12.55,0.075,-61
212867,12.738,0.165,-65
213387,12.253,0.135,-62
213911,9.644,0.285,-66
214466,14.894,0,-62
214961,10.863,0.03,-65
