Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
0,-1.285,0.977,-48
1577,-0.439,1.569,-48
2629,-0.585,1.035,-49
3680,-0.074,0.438,-51
4722,2.082,1.68,-56
5945,1.574,1.435,-63
6820,1.946,0.598,-64
7867,2.868,0.219,-67
11016,4.902,0.321,-76
12063,6.214,0.601,-74
13113,7.764,0.523,-80
14688,9.253,1.008,-82
15737,11.646,1.333,-80
20454,21.138,1.622,-90
21502,20.552,0.564,-88
23074,28.468,0,-86
24254,19.824,7.931,-90
25302,30.055,1.017,-93
26748,31.563,0.737,-95
28837,27.497,0.487,-92
29892,27.605,0,-90
31983,26.26,0.108,-90
33043,27.214,0.427,-92
34084,26.935,0.819,-88
35141,26.758,0.639,-90
37230,27.805,0.911,-86
38293,26.797,0.46,-87
38997,27.3,0.96,-89
41428,27.025,0.341,-88
42474,26.791,0.635,-91
44575,26.225,1.435,-86
45630,27.64,0.441,-91
46666,27.31,0.713,-87
47713,26.124,0,-90
48765,27.127,1.35,-92
50520,24.211,0,-89
51383,27.502,0.963,-89
52441,27.582,1.017,-86
54007,27.877,0,-89
55057,27.118,0.918,-89
56110,26.236,0,-93
57153,27.718,0,-89
59249,26.78,0,-89
60824,26.816,0.884,-91
62395,25.938,0.698,-88
63575,25.233,1.217,-88
64495,25.141,0.608,-89
65540,25.008,0.87,-91
67112,24.652,0.553,-94
68164,26.318,0.171,-94
69218,25.332,1.387,-94
70392,24.832,0.967,-89
72883,25.161,0.537,-91
73930,24.1,0.353,-89
74979,24.061,1.92,-90
77602,27.665,1.15,-88
78650,23.157,0.099,-90
80224,23.58,0.339,-87
81271,21.705,0.376,-88
82333,23.261,1.401,-87
83369,24.031,1.255,-87
84941,23.471,1.179,-90
87036,21.811,0.616,-89
89136,22.151,0.834,-87
90184,21.882,0.56,-90
91233,20.895,1.172,-88
92290,27.821,0,-90
93323,25.857,1.459,-90
94380,21.329,0.445,-88
95557,22.161,1.03,-86
96476,22.285,0.663,-94
99621,22.43,0,-87
100666,23.586,0.189,-94
102770,20.628,0.629,-90
103827,19.186,1.399,-89
104869,20.513,0.731,-87
105915,19.258,0.732,-91
106961,19.521,0.931,-89
108006,31.789,0.163,-89
109057,19.585,1.47,-86
110112,20.358,0.685,-87
111156,19.746,0.772,-86
112204,18.9,0.455,-88
113265,18.624,2.775,-84
115351,19.203,1.259,-86
116402,18.452,0.6,-87
117446,18.989,0.832,-87
118494,19.389,0.887,-86
120592,19.871,1.087,-84
121641,17.865,0,-86
122688,18.474,0.714,-84
124792,17.632,0.663,-88
125833,18.361,0.346,-83
126888,17.736,0.3,-84
128983,18.33,0.286,-84
130030,17.049,0,-91
131079,17.13,0.24,-84
132293,17.436,1.065,-83
133177,17.576,0.808,-83
134226,16.972,0.504,-84
135273,18.415,1.698,-88
136321,18.598,1.177,-84
137370,18.849,1.248,-89
138420,17.164,0.424,-87
139466,17.876,1.894,-81
142758,15.615,0,-83
143661,17.527,0.41,-83
146937,20.452,0,-89
147855,19.636,0,-89
148902,15.289,0.953,-83
153236,15.505,0.477,-86
156261,15.647,0.079,-85
159404,14.527,0.81,-81
160438,12.615,0,-89
161486,13.622,0.632,-89
164638,15.849,0,-89
166730,15.814,0.657,-87
167777,11.64,0,-85
168829,12.061,0.487,-81
169873,13.777,0.892,-90
170929,12.886,0.419,-83
173028,11.964,0.413,-83
175117,12.374,0.808,-86
177217,11.993,0.891,-86
178266,13.018,0.989,-85
179315,11.718,0.429,-82
181415,14.128,0.894,-81
182460,13.599,1.28,-88
183518,13.968,0.455,-84
185081,11.146,1.332,-85
186131,10.758,1.041,-89
187182,10.896,0.398,-86
188226,10.452,0.636,-84
189282,12.265,0.272,-86
190323,11.005,0.624,-84
191373,9.764,1.18,-77
192422,10.583,0.495,-90
195566,9.673,0.411,-77
196615,9.239,1.942,-76
197674,9.856,1.015,-75
198715,8.496,1.07,-74
199760,9.218,0.395,-76
200809,8.053,0.475,-81
201856,7.386,0.522,-70
202906,8.383,0.679,-67
203954,8.653,1.323,-72
205009,8.801,1.075,-68
208151,7.477,0.174,-68
