Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
209199,7.724,0.49,-79
210246,7.468,0.467,-72
212348,6.914,0.389,-75
213386,8.239,1.27,-74
214571,7.934,0.617,-74
215489,8,0.471,-79
216542,7.114,0.486,-69
217596,8.868,1.116,-74
218638,7.003,0.606,-73
219686,7.574,0.618,-79
220737,7.871,1.181,-78
221779,6.927,0.556,-75
222830,5.477,0.511,-78
224403,7.511,0.482,-70
225452,7.034,0.179,-73
227550,7.055,0.366,-70
229649,7.941,0.964,-83
230701,6.061,1.154,-79
231741,5.867,0.391,-73
233838,6.577,0.441,-74
234888,7.606,1.41,-70
235937,6.598,0.825,-75
236985,6.924,0.39,-77
239085,6.331,0.144,-72
240132,6.268,0.57,-74
241180,6.446,0.251,-71
242228,6.936,0.343,-78
243280,7.639,0.716,-75
244325,7.114,0.462,-73
245372,7.217,0.451,-77
247471,6.777,0.195,-81
249698,7.249,0.371,-76
250618,6.725,0.549,-77
251668,6.261,0.175,-70
252714,5.721,0.308,-74
253770,7.693,0.101,-71
255861,8.968,0.424,-69
256916,7.543,0.5,-74
257958,7.365,0.034,-81
260057,7.125,1.056,-70
262151,7.184,0.614,-77
263725,8.59,1.067,-73
264770,7.168,0.506,-70
265821,7.151,0.648,-71
268963,7.086,0.522,-79
270018,7.503,0.251,-68
271063,7.118,0.414,-79
273691,10.733,0.57,-86
275781,8.178,0.343,-75
276834,10.061,1.734,-82
277880,8.457,0.511,-83
278943,8.808,0.373,-78
279976,8.571,0.38,-77
282075,8.93,0.563,-81
284170,8.658,0.583,-83
286269,8.599,0.192,-78
288365,8.672,0.951,-82
289940,8.201,1.958,-87
290988,9.618,1.276,-79
292034,9.321,0.636,-83
293085,9.221,0.141,-80
295187,10.397,0.771,-81
296227,8.424,0.603,-73
297287,8.363,0.553,-75
298329,9.167,0.413,-81
299385,10.282,0.433,-74
300425,9.364,1.087,-88
301473,9.224,2.304,-76
303055,9.349,0.554,-84
304093,10.314,0.258,-79
305141,9.543,0.933,-83
308290,11.489,0.678,-84
309343,11.398,1.619,-83
311435,9.918,0.56,-83
312480,10.878,1.236,-82
313532,11.983,0.838,-85
314582,11.679,0.941,-83
316158,11.928,0.676,-90
317199,11.968,1.106,-81
318252,11.616,0.466,-84
319292,11.958,0.931,-86
322449,12.958,1.245,-90
323493,13.339,0.398,-89
324545,12.808,0.23,-78
326638,13.732,0.782,-86
327688,13.033,0.334,-85
329258,13.752,0.347,-87
330310,14.661,0.88,-87
331357,14.011,0.815,-89
332409,13.616,0.904,-85
334507,13.114,1.206,-88
335566,12.299,0.057,-81
336601,13.48,1.04,-87
338712,15.361,0.839,-89
340791,16.081,1.064,-91
343546,15.361,0.986,-89
344467,14.482,1.262,-86
345514,15.49,1.203,-85
347742,16.069,0.171,-91
348669,15.064,1.997,-93
349709,15.999,0.891,-91
350756,16.121,0.908,-88
351815,17.853,0.73,-87
355482,15.863,0.65,-90
356524,17.366,0.411,-89
357574,16.477,0,-88
358630,17.393,1.368,-94
359805,17.293,1.702,-89
360719,17.11,1.007,-87
361896,23.485,3.79,-87
362815,18.256,0.784,-86
365962,17.375,0.473,-86
