M2 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M2 Ground Truth
0,15.64947283,22.43943014,0.135,-58,9.990740713,10.80844115,0.06,-53,2.672545603,3.952499968,0.06,-49,5.599020004,6.27210204,0.105,-46,13.89637363,15.54195934,0.045,-54,11.95317949,12.46597674,0.105,-49,-1.0989038,0.34217364,9.669396,-0.01450805,0.019394971,0.28970283,-31.0856,-23.289799,53.4482,2.3644452,-0.03514646,0.113162085,"[-2.52, -0.89]"
620,15.63067687,19.06744545,0.18,-58,9.988052712,11.32396684,0.075,-50,2.695836507,8.379095178,0.15,-48,5.576010848,6.143687492,0.12,-41,13.90981971,15.58898358,0.165,-54,11.92856066,12.18074222,0.105,-49,-1.2777673,0.016749758,9.879965,0.001832596,0.007941248,-0.07849618,-31.8786,-21.777,53.8752,2.295479,-0.001681321,0.12861523,"[-2.5446875, -0.89]"
1240,15.60251371,21.54419876,0.33,-60,0,0,0,0,2.730818871,4.726627656,0.15,-49,5.5415242,5.947018076,0.015,-43,13.93004654,15.83911011,0.06,-56,0,0,0,0,-1.5170496,0.36789647,9.75494,0.001985312,0.012980887,0.013286319,-32.269,-21.9722,53.655598,2.3661509,-0.037248675,0.15428017,"[-2.58171875, -0.89]"
1860,15.57438768,20.66095083,0.03,-60,9.980350774,10.7774079,0.09,-57,2.765854581,4.231562477,0.09,-49,5.507070597,6.143687492,0.135,-42,13.95034235,15.58498152,0,-57,11.85470588,12.36089159,0.09,-49,0.71365935,0.4438686,9.7501545,-0.000153,-0.025809057,0.0364992,-32.2446,-22.1674,53.0578,2.166763,-0.04537164,-0.07306438,"[-2.61875, -0.89]"
2530,15.54629897,21.35314686,0.105,-58,9.976703754,10.97261391,0.165,-56,2.800941636,5.123661191,0.06,-49,5.472650665,5.994182596,0.12,-41,13.97070682,15.74206149,0.09,-59,11.81777947,12.61809748,0.015,-51,0.05503492,0.20638095,9.684352,-0.001221731,-0.005039638,0.11728613,-32.5618,-22.0698,53.655598,2.1855474,-0.021307196,-0.00568281,"[-2.65578125, -0.89]"
3170,0,0,0,0,0,0,0,0,2.83607813,5.979130372,0.045,-48,5.438265041,6.119607831,0.135,-42,13.99113967,18.23114489,0.18,-58,0,0,0,0,-1.5744773,-0.29491538,9.705289,0.009010263,0.032223143,-0.09437868,-32.4398,-21.9844,53.045597,2.281457,0.029985944,0.16082767,"[-2.6928125, -0.89]"
3790,15.49023432,16.40938417,0.06,-55,9.969818361,11.43807681,0.15,-56,2.871262248,7.189634831,0.15,-46,5.403914382,5.903865259,0.105,-42,14.01164059,18.6452971,0.105,-58,11.74392862,12.19675568,0.15,-54,-1.3328022,0.4977071,9.882956,0.008246681,-0.012522738,-0.018478673,-31.842,-21.899,52.4722,2.3588865,-0.049866978,0.13404992,"[-2.72984375, -0.89]"
4490,15.4622588,16.55845271,0.045,-56,9.966580269,11.87147522,0.06,-53,2.906492261,6.930988458,0.105,-51,5.369599358,5.971102411,0.075,-43,14.03220928,17.62090758,0.225,-58,11.7070042,11.8014128,0.105,-57,-0.98943216,-0.5246264,9.473185,-0.005345071,0.009315695,-0.011148291,-32.635,-22.3626,53.045597,2.1908526,0.055024926,0.104068235,"[-2.766875, -0.89]"
5130,15.43432142,16.21029068,0.075,-55,9.96347876,11.52415832,0.195,-58,2.94176652,6.582036235,0.03,-51,5.335320657,5.884797023,0,-43,14.05284545,15.44490884,0.09,-58,11.67008045,11.71933872,0.12,-58,-0.4031906,-0.09212367,9.628718,-0.004276057,0.020158553,-0.046731193,-32.415398,-22.57,52.0574,2.201508,0.009558925,0.041849308,"[-2.80390625, -0.89]"
5770,15.40642239,16.52343672,0.06,-52,9.960513962,18.80535413,0.24,-58,2.977083452,6.785603584,0.075,-51,5.301078983,5.535464208,0.06,-44,14.0735488,18.46123029,0.33,-56,11.63315739,14.50638566,0.36,-54,-0.92482597,0.58624154,9.87817,-0.002748894,-0.011301007,0.029168816,-32.1348,-21.8014,52.5576,2.3165221,-0.059020154,0.09335109,"[-2.8409375, -0.89]"
6410,15.37856192,16.54644723,0.09,-53,9.957685995,14.72551378,0.345,-56,3.012441556,3.952499968,0.21,-52,5.266875058,5.323571076,0.105,-45,14.09431904,17.46084259,0.165,-57,11.59623502,15.35085929,0.195,-55,0.8739785,0.62153566,10.058828,-0.015271631,0.01160644,-0.000153,-32.1958,-21.923399,51.3498,2.1683557,-0.06148056,-0.08666905,"[-2.87796875, -0.89]"
7130,15.34147496,16.64849351,0.075,-54,9.954128424,11.97356488,0.15,-55,3.059647272,4.396660665,0.18,-51,5.221329829,5.417977575,0.12,-45,14.12211622,17.64491723,0.24,-56,11.54700628,13.2205484,0.27,-56,-0.19441684,-0.07178468,9.980463,-0.015118915,-0.024892759,-0.069791354,-32.9034,-23.1434,52.0574,2.1908412,0.007191032,0.01947728,"[-2.92734375, -0.89]"
7850,15.31370527,16.05421577,0.06,-57,9.951620177,16.9726368,0.36,-58,3.095095982,10.5421495,0.345,-51,5.187216897,5.229149931,0,-45,14.14304137,15.30783642,0.09,-56,11.51008554,12.11768889,0.045,-54,-1.3992031,-0.3367898,9.595817,0.024281893,-0.005192355,0.005955936,-32.6716,-22.8872,50.9472,2.2689369,0.03471634,0.14479342,"[-2.964375, -0.89]"
8480,15.28597485,16.81256673,0.03,-58,9.949249129,11.51615079,0.135,-57,3.130581332,11.86747168,0.12,-49,5.153144256,5.892825808,0.015,-43,14.16403242,14.74452471,0.12,-57,11.47316552,12.53202952,0.03,-52,-0.12801601,-0.07597212,9.680762,0.019394971,-0.008857546,0.001069014,-32.0128,-23.0458,51.788998,2.196526,0.007846894,0.013222982,"[-3.00140625, -0.89]"
9110,15.2582839,20.34085566,0.06,-56,9.947015379,12.76320998,0.135,-57,3.16610209,5.319553459,0.09,-52,5.11911271,5.91590813,0.045,-42,14.18508909,15.14374802,0.105,-58,11.43624621,12.54003589,0.06,-51,-0.92602235,0.023928227,9.870394,0.013286319,-0.01740966,-0.017256944,-32.5008,-23.3386,51.5816,2.2765608,-0.002413639,0.093544364,"[-3.0384375, -0.89]"
9740,15.23063264,19.57561555,0.24,-56,9.944919018,19.12546533,0.225,-59,3.201657076,11.64527097,0.195,-49,5.085123084,5.62582474,0.045,-43,14.20621107,15.15175237,0.075,-55,11.39932764,12.39592014,0.015,-50,-0.7160522,-0.19860429,9.424132,0.003054326,0.032375857,0.001069014,-32.098198,-23.1434,51.483997,2.235133,0.021010352,0.07583499,"[-3.07546875, -0.89]"
10370,15.20302129,22.02132442,0.075,-59,9.942960135,10.54615399,0.12,-59,3.237245164,5.064377652,0.09,-49,5.051176224,5.641887627,0.09,-43,14.22739808,15.50293911,0.03,-54,11.36240979,12.18074222,0.06,-52,0.032901313,-0.05623133,9.899706,0.003054326,0.031154128,-0.000153,-31.8176,-22.9482,51.8988,2.1869712,0.005680009,-0.003323451,"[-3.1125, -0.89]"
11030,15.17545006,17.37480716,0.075,-61,9.94113881,11.01565836,0.165,-54,3.272865273,5.68103943,0.105,-47,5.017272999,5.664977405,0.075,-43,14.24864983,15.61699795,0.09,-52,11.32549269,11.82843696,0.09,-55,0.13339986,-0.16510476,9.614362,-0.006719518,0.03481932,0.024281893,-31.4272,-23.5094,51.8256,2.1840963,0.017169384,-0.01387417,"[-3.14953125, -0.89]"
