M2 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AP7 True Distance (m),AP7 RTT Distance (m),AP7 RTT std (m),AP7 RSS (dBm),AP8 True Distance (m),AP8 RTT Distance (m),AP8 RTT std (m),AP8 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M2 Ground Truth
0,14.24339103,15.24480269,0.075,-59,0,0,0,0,0,0,0,0,0,0,0,0,10.66422197,14.42433669,0.105,-52,0,0,0,0,9.467302375,11.45309111,0.135,-54,4.072960528,4.849291185,0.18,-47,0.148355,-0.22911277,9.939785,-0.013591751,-0.025350908,0.010537425,4.148,-29.865599,48.3486,-3.022956,0.023043426,-0.014924265,"[13.54744, 16.328705]"
773,14.25614243,15.06170309,0.09,-58,0,0,0,0,0,0,0,0,0,0,0,0,10.66465932,16.32434452,0.42,-53,0,0,0,0,9.461681368,10.57718871,0.09,-50,4.061584919,5.786437937,0.045,-48,0.3714857,0.47318068,9.641879,-0.00870483,-0.004734206,0.019089539,3.5379999,-28.914,49.0928,-3.0890563,-0.048999928,-0.0385093,"[13.53460245, 16.328705]"
1567,14.30714959,15.4519125,0.105,-61,0,0,0,0,0,0,0,0,0,0,0,0,10.66656307,11.6923141,0.045,-52,0,0,0,0,9.439338467,14.1701814,0.045,-56,4.016170644,5.115623129,0.195,-46,-0.695115,0.28055847,9.695119,-0.011148291,-0.022907447,0.006872234,4.0626,-29.4996,48.2266,-2.9031997,-0.02885601,0.071574934,"[13.48325227, 16.328705]"
2343,14.35815919,15.38587781,0.075,-60,0,0,0,0,0,0,0,0,0,0,0,0,10.66871365,11.77839212,0.09,-50,0,0,0,0,9.417222561,9.854323366,0.21,-55,3.97090102,4.813098898,0.12,-45,-0.37507495,-0.046660043,9.853045,0.009621128,-0.00702495,0.004428773,4.6359997,-29.011599,48.446198,-2.9203005,0.004732133,0.038048536,"[13.43190209, 16.328705]"
3119,14.40917121,16.01519681,0.105,-60,0,0,0,0,0,0,0,0,0,0,0,0,10.67111089,11.66028477,0.165,-52,0,0,0,0,9.395335253,10.89453239,0.105,-54,3.925781051,4.872412544,0.075,-44,0.20219351,0.27158538,9.695119,-0.012522738,-0.007177667,0.010537425,4.2943997,-28.694399,49.9346,-3.0339012,-0.027999178,-0.020852165,"[13.38055191, 16.328705]"
3839,14.44743179,17.41382327,0.15,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.379070755,10.80443687,0.06,-48,3.892042421,4.990012525,0.09,-40,-0.6652047,0.08015956,10.095319,0.006566802,0.06566802,-0.01038471,3.9162,-28.425999,49.5076,-2.8979464,-0.007922923,0.06579728,"[13.34203928, 16.328705]"
4620,14.49844798,19.26651315,0.18,-64,0,0,0,0,0,0,0,0,0,0,0,0,10.6758991,16.41338603,0.165,-56,0,0,0,0,9.357587346,10.30387578,0.075,-52,3.847197045,4.259755979,0.045,-45,-0.13280165,-0.068793654,9.963116,0.004886922,-0.031306844,-0.006566802,3.8186,-29.1824,49.4222,-2.9875917,0.006904111,0.013328541,"[13.2906891, 16.328705]"
5427,14.54946652,19.0824506,0.315,-67,0,0,0,0,0,0,0,0,0,0,0,0,10.67897377,11.49212813,0.15,-55,0,0,0,0,9.336336932,10.08060757,0.06,-49,3.802516229,4.381563648,0.075,-48,-0.64606214,-0.014955142,9.896116,0.008399397,-0.022907447,-0.033444874,3.721,-28.609,49.8004,-2.9024348,0.001508002,0.0651919,"[13.23933892, 16.328705]"
6216,14.60048739,17.25375672,0.36,-63,0,0,0,0,0,0,0,0,0,0,0,0,10.68229441,15.76907508,0.105,-51,0,0,0,0,9.315321109,11.00364599,0.045,-45,3.758005845,4.785952779,0.06,-44,0.3924229,0.19680966,9.552746,-0.000153,-0.015577064,-0.02367103,2.9157999,-27.9502,50.447,-3.1125247,-0.020582149,-0.04105651,"[13.18798874, 16.328705]"
6979,14.65151055,16.29633137,0.09,-61,0,0,0,0,0,0,0,0,0,0,0,0,10.68586078,18.93439941,0.09,-54,0,0,0,0,9.294541469,10.20575935,0.09,-51,3.71367202,4.381563648,0.06,-48,-0.11006984,0.069391854,9.824331,-0.010995574,-0.061850104,-0.032223143,3.8918,-28.121,50.398197,-2.9863625,-0.007062704,0.011203331,"[13.13663856, 16.328705]"
7730,14.702536,22.74450483,0.33,-64,0,0,0,0,0,0,0,0,0,0,0,0,10.68967263,14.20120065,0.09,-58,0,0,0,0,9.273999598,10.31989457,0.075,-50,3.669521153,4.511376841,0.075,-45,0.62931234,0.23629123,10.147363,-0.002443461,0.001527163,0.101098195,3.3062,-28.7066,50.1908,-3.1351266,-0.023237139,-0.061938006,"[13.08528838, 16.328705]"
8478,14.74080656,24.36987126,0.15,-65,0,0,0,0,0,0,0,0,0,0,0,0,10.69269246,16.33935155,0.195,-57,0,0,0,0,9.258750182,10.33891682,0.045,-49,3.636532074,4.845269962,0.075,-45,-0.12921242,0.083748795,9.634102,-0.002596177,-0.016798794,0.019089539,2.623,-28.9018,50.0566,-3.0297716,-0.008691954,0.01341118,"[13.04677574, 16.328705]"
9252,14.79183594,21.67723435,0.36,-64,0,0,0,0,0,0,0,0,0,0,0,0,10.69693327,16.11324427,0.165,-51,0,0,0,0,9.238628215,10.31989457,0.045,-50,3.592717647,5.935979195,0.045,-42,-0.25663024,-0.059820566,9.734601,-0.002748894,0.001374447,0.005650504,2.5254,-28.7066,50.2518,-3.006881,0.006142937,0.026356583,"[12.99542556, 16.328705]"
9957,14.84286752,16.01919876,0.315,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.218748361,9.42775058,0.06,-53,3.549105287,5.045284928,0.12,-46,-0.80159557,-0.22552353,10.073185,-0.002443461,-0.036193766,0.019089539,1.6226,-28.230799,51.1058,-2.9352143,0.022314245,0.07940983,"[12.94407538, 16.328705]"
10812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.70614875,11.88748939,0.09,-55,0,0,0,0,9.19911219,9.200423686,0.135,-55,3.505702535,4.330228747,0.12,-45,-0.6358926,-0.16271193,9.748958,-0.005192355,0.00992656,0.01786781,1.8543999,-27.876999,49.898,-2.955276,0.016653256,0.065134466,"[12.8927252, 16.328705]"
11604,14.94493724,20.71196572,0.33,-65,0,0,0,0,0,0,0,0,0,0,0,0,10.71112279,12.30584642,0.045,-53,0,0,0,0,9.179721265,12.78222453,0.06,-51,3.462517274,3.968626967,0.15,-46,-0.37507495,-0.051445685,9.820144,-0.005192355,0.00870483,-0.010231993,1.7324,-27.4744,50.7886,-3.007534,0.005234927,0.03817589,"[12.84137502, 16.328705]"
12355,14.99597533,21.21610907,0.435,-64,0,0,0,0,0,0,0,0,0,0,0,0,10.71634058,12.30184311,0.09,-52,0,0,0,0,9.160577143,9.963462049,0.405,-57,3.419557744,4.52244403,0.045,-43,0.19740787,0.20039889,9.876375,0.00702495,0.005039638,0.003207043,0.93939996,-27.6696,50.861797,3.1389022,-0.020283898,-0.019985225,"[12.79002484, 16.328705]"
13123,15.03425529,22.04032931,0.24,-65,0,0,0,0,0,0,0,0,0,0,0,0,10.72041367,11.96555791,0.075,-53,0,0,0,0,9.146381948,13.86598806,0.105,-53,3.387491396,6.629170687,0.12,-46,0.22731815,0.02871387,9.705289,-0.00290161,0.012370021,-0.015118915,0.53679997,-27.291399,51.1302,3.1175253,-0.00295776,-0.023417808,"[12.7515122, 16.328705]"
13908,15.08529708,20.71196572,0.24,-64,0,0,0,0,0,0,0,0,0,0,0,0,10.72605716,11.4220615,0.03,-57,0,0,0,0,9.127673459,10.92556493,0.075,-52,3.344947862,3.456018518,0.105,-49,-0.13280165,-0.09750752,9.948758,0.003207043,0.03176499,-0.000458,0.0122,-27.144999,49.3978,-3.116409,0.009799786,0.013347773,"[12.70016202, 16.328705]"
14655,15.13634096,18.24615053,0.315,-64,0,0,0,0,0,0,0,0,0,0,0,0,10.73194339,15.87812949,0.075,-53,0,0,0,0,9.10921602,10.8394742,0.06,-51,3.302654707,3.43985116,0.15,-49,-0.06699903,-0.001794617,9.872188,0.010995574,-0.033750303,-0.013897184,0.47579998,-27.0352,50.02,-3.1114366,0.000182,0.006786541,"[12.64881184, 16.328705]"
15329,15.17462522,22.34140571,0.21,-66,0,0,0,0,0,0,0,0,0,0,0,0,10.73651711,15.81209664,0.06,-54,0,0,0,0,9.095538614,13.31861795,0.105,-50,3.271105002,3.514612354,0.045,-51,0.10707881,0.26141587,9.851849,-0.004734206,-0.04230242,0.028863383,-0.45139998,-26.1568,51.557198,3.1048396,-0.026526911,-0.010868478,"[12.61029921, 16.328705]"
16012,15.2256727,18.14111088,0.405,-65,0,0,0,0,0,0,0,0,0,0,0,0,10.74282716,15.23379677,0.045,-59,0,0,0,0,9.077524186,10.1667124,0.075,-51,3.229273725,4.911615722,0.09,-48,0.3361916,0.053240303,9.753145,-0.002290745,-0.053145275,-0.00290161,0.53679997,-27.389,51.1302,3.0973482,-0.005455489,-0.034456424,"[12.55894903, 16.328705]"
16818,15.27672221,17.06667736,0.375,-67,0,0,0,0,0,0,0,0,0,0,0,0,10.7493788,13.27959039,0.06,-52,0,0,0,0,9.059764988,10.01853088,0.105,-50,3.187720704,5.261294993,0.045,-47,-0.020338992,0.11784652,9.728619,0.004276057,0.0364992,-0.03726278,-0.13419999,-26.84,50.7886,3.140572,-0.012112767,0.002090632,"[12.50759884, 16.328705]"
17599,15.32777373,18.65730141,0.375,-67,0,0,0,0,0,0,0,0,0,0,0,0,10.75617161,12.39992339,0.06,-53,0,0,0,0,9.04226253,10.41300269,0.075,-46,3.146456977,4.4872291,0.045,-44,-0.40797627,-0.104087785,9.810573,0.010690142,0.003817908,-0.038331795,0.91499996,-26.4252,51.630398,-3.0239108,0.010600196,0.04156142,"[12.45624866, 16.328705]"
18369,15.36606366,18.70031682,0.18,-64,0,0,0,0,0,0,0,0,0,0,0,0,10.7614242,12.03962209,0.06,-55,0,0,0,0,9.029305071,9.869342633,0.06,-49,3.115705949,4.793996245,0.06,-43,0.65024954,-0.011365907,10.048658,-0.01160644,0.049938235,0.025198191,0.1586,-26.0714,51.081398,3.021457,0.001128726,-0.06461999,"[12.41773603, 16.328705]"
19172,15.41711864,19.34053797,0.15,-64,0,0,0,0,0,0,0,0,0,0,0,0,10.76863792,12.40392664,0.075,-54,0,0,0,0,9.012255492,10.03755448,0.075,-50,3.074976541,4.593869937,0.045,-44,-0.11485548,0.036490545,9.624531,-0.002748894,-0.005955936,-0.039553523,-0.0366,-25.6932,51.057,-3.1194746,-0.003791122,0.011933053,"[12.36638585, 16.328705]"
19899,15.46817558,17.86400406,0.315,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.995466731,9.733165775,0.09,-50,3.034569422,4.070405508,0.045,-44,0.006580262,0.360718,9.980463,-0.001374447,-0.0290161,-0.039553523,0.6466,-25.7908,50.7886,-3.1193888,-0.03612668,-0.000659,"[12.31503567, 16.328705]"
20572,15.50646956,16.84358041,0.165,-63,0,0,0,0,0,0,0,0,0,0,0,0,10.78183882,14.52639752,0.075,-52,0,0,0,0,8.983047201,9.423744956,0.09,-52,3.004483408,6.068436454,0.09,-46,0.24047868,0.22911277,9.823733,0.01572978,-0.014355334,-0.0346666,-0.1464,-25.8762,51.362,3.089792,-0.023311164,-0.02447447,"[12.27652303, 16.328705]"
21261,15.55752987,18.25415353,0.315,-64,0,0,0,0,0,0,0,0,0,0,0,0,10.78971097,14.86959596,0.105,-52,0,0,0,0,8.966718386,9.036177289,0.18,-53,2.964672046,4.349354435,0.135,-47,-0.14356937,0.06460621,9.824331,0.001221731,-0.028863383,0.02275473,-0.8296,-25.7908,51.325397,3.1385484,-0.006575347,0.014612612,"[12.22517285, 16.328705]"
