Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
53995,19.652,0.12,-70
54516,20.902,0.225,-68
55038,18.32,0.18,-68
55574,18.05,0.165,-68
56087,18.496,0.045,-63
56612,18.281,0.06,-61
57142,18.578,0.09,-59
57675,18.632,0.105,-57
58191,18.8,0.075,-55
58707,19.07,0.075,-53
59231,18.957,0.015,-54
59766,18.531,0.09,-55
60288,18.132,0.015,-58
60826,17.98,0.075,-58
61329,18.281,0.06,-58
61861,18.429,0.06,-57
62379,18.234,0.075,-59
62909,17.964,0.045,-62
63446,17.761,0.12,-63
63960,17.941,0.09,-67
64475,-58.25,0.285,-69
65000,19.148,0.27,-64
65529,18.207,0.09,-64
66049,16.66,0.075,-66
66573,17.617,0.12,-65
67102,16.914,0.06,-66
67625,16.925,0.165,-67
68152,16.484,0.06,-67
68674,18.812,0.18,-66
69219,18.66,0.225,-68
69728,17.445,0.045,-66
70243,20.527,0.06,-64
70767,17.25,0.075,-66
71300,16.601,0.09,-65
71818,20.878,0.12,-66
72342,18.761,0.135,-62
72881,17.882,0.06,-64
73392,16.972,0.105,-65
73913,16.765,0.045,-64
74444,17.371,0.045,-63
74972,16.949,0.06,-63
75487,16.902,0.06,-66
76017,15.96,0.075,-63
76533,16.687,0.06,-61
77061,16.39,0.075,-61
77593,16.253,0.075,-61
78108,15.945,0.09,-65
78634,17.449,0.105,-63
79161,15.929,0.255,-64
79680,16.445,0.105,-63
80211,15.691,0.21,-64
80756,16.234,0.06,-61
81270,16.23,0.09,-61
81777,16.207,0.045,-59
82330,16.988,0.12,-61
82831,16.679,0.105,-61
83353,15.722,0.135,-62
83890,16.082,0.195,-63
84408,16.648,0.15,-65
84925,16.605,0.06,-61
85459,15.871,0.045,-61
85979,15.542,0.105,-64
86508,17.816,0.075,-65
87029,16.652,0.105,-63
87551,15.707,0.09,-62
88069,14.929,0.27,-68
88592,15.929,0.105,-65
89119,17.55,0.195,-61
89640,14.98,0.12,-64
90190,14.976,0.075,-63
90692,15.734,0.03,-57
91222,15.886,0.165,-62
91747,14.949,0.12,-59
92271,15.394,0.105,-62
92795,15.562,0.12,-63
93328,16.718,0.12,-61
93841,18.285,0.315,-62
94371,17.906,0.045,-65
94887,16.781,0.06,-63
95410,16.925,0.09,-61
95934,16.917,0.105,-59
96462,15.953,0.09,-60
96984,15.562,0.105,-62
97510,14.835,0.06,-59
98038,14.886,0.075,-59
98562,15.113,0.075,-58
99081,14.765,0.15,-59
99619,14.375,0.06,-64
100129,13.921,0.09,-61
100679,14.367,0.15,-63
101176,15.601,0.06,-61
101711,16.742,0.165,-62
102228,14.875,0.12,-68
102751,14.476,0.075,-66
103295,15.992,0.075,-60
103811,17.964,0.18,-68
104327,18.453,0.15,-67
104847,14.832,0.225,-66
105372,15.605,0.315,-68
105901,16.765,0.225,-66
106423,16.332,0.135,-65
106969,20.664,0.405,-66
107484,14.156,0.225,-62
108011,13.57,0.12,-68
108523,14.492,0.075,-66
109048,14.921,0.075,-60
109572,14.253,0.03,-62
110106,14.281,0.075,-60
110624,14.464,0.09,-59
111154,14.554,0.09,-62
111661,14.789,0.12,-64
112194,14.449,0.09,-66
112713,17.304,0.075,-64
113237,13.691,0.075,-63
113764,18.917,0.255,-68
114294,15.031,0.075,-64
114831,16.316,0.09,-59
115355,15.765,0.12,-61
115868,16.98,0.135,-65
116397,13.597,0.045,-66
116912,14.375,0.15,-60
117444,13.488,0.195,-61
117960,13.277,0.135,-63
118478,15.308,0.075,-63
119005,13.093,0.15,-65
119526,15.128,0.105,-63
120069,15.492,0.075,-68
120582,15.347,0.255,-63
121121,14.273,0.15,-58
121650,13.902,0.105,-58
122155,13.55,0.09,-56
122698,12.812,0.495,-59
123210,12.871,0.285,-59
123731,13.812,0.105,-58
124257,12.648,0.195,-64
124767,16.613,0.075,-63
125295,15.304,0.105,-64
125827,13.738,0.285,-68
126349,13.89,0.12,-62
126875,13.441,0.12,-60
127417,12.089,0.12,-62
127924,14.105,0.06,-61
128448,13.347,0.105,-60
128965,11.96,0.075,-63
129495,13.687,0.225,-59
130024,13.308,0.255,-60
130538,17.378,0.135,-61
131073,17.414,0.105,-63
131589,13.753,0.105,-62
132116,14.347,0.285,-61
132642,16.148,0.18,-59
133186,12.937,0.075,-56
133689,12.16,0.15,-60
134235,11.289,0.09,-58
134742,12.578,0.15,-58
135259,13.023,0.075,-59
135806,13.878,0.135,-62
136304,13.16,0.24,-60
136843,15.671,0.24,-64
137354,16.093,0.12,-61
137892,11.8,0.045,-60
138410,12.441,0.06,-61
138937,11,0.075,-61
139475,11.46,0.15,-59
139987,11.8,0.015,-61
140501,11.023,0.165,-62
141031,11.71,0.15,-62
141560,11.574,0.09,-64
142075,11.46,0.24,-64
142598,12.218,0.12,-61
143126,10.929,0.09,-61
143652,10.757,0.075,-59
144191,10.597,0.18,-59
144708,10.91,0.105,-59
145219,10.425,0.12,-61
145745,10.492,0.255,-64
146266,10.152,0.135,-62
146801,10.378,0.27,-63
147316,11.023,0.225,-62
147850,10.472,0.15,-63
148369,12.019,0.06,-62
148898,9.8,0.09,-65
149441,10.156,0.03,-62
149943,10.187,0.045,-67
150474,11.312,0.27,-60
150992,10.82,0.12,-59
151510,9.761,0.075,-62
152035,10.664,0.075,-59
152564,10.023,0.3,-65
153088,8.449,0.06,-65
153608,10.007,0.12,-62
154132,15.05,0.15,-65
154658,10.003,0.045,-63
155186,9.91,0.075,-64
155712,9.796,0.135,-64
156234,9.453,0.06,-61
156762,10.207,0.105,-64
157278,9.785,0.06,-63
157813,10.597,0.255,-65
158332,10.785,0.075,-60
158853,10.234,0.09,-60
159375,10.066,0.03,-59
159909,9.796,0.075,-60
160434,9.773,0.09,-61
160959,9.554,0.06,-63
161490,9.238,0.18,-67
162001,17.011,0.3,-66
162524,12.468,0.18,-62
163053,10.417,0.105,-62
163569,9.035,0.06,-65
164102,11.703,0.15,-66
164618,10.328,0.09,-63
165141,9.933,0.105,-65
165676,11.921,0.24,-66
166196,12.226,0.285,-63
166721,9.933,0.105,-61
167265,10.308,0.075,-62
167777,9.972,0.06,-65
168289,10.132,0.045,-59
168813,9.664,0.12,-63
169889,10.218,0.27,-59
170383,11.351,0.15,-64
170911,8.746,0.09,-63
171444,8.757,0.06,-64
171970,8.707,0.12,-63
172500,9.273,0.075,-66
173014,9.343,0.3,-64
173538,8.808,0.06,-65
174068,8.726,0.105,-67
174577,8.214,0.03,-63
175634,8.585,0.12,-59
176153,8.882,0.09,-54
176691,8.121,0.06,-58
177201,7.835,0.09,-60
177733,7.429,0.12,-61
178257,7.695,0.21,-60
178782,7.343,0.045,-62
179327,7.246,0.03,-61
179825,8.39,0.045,-55
180373,7.5,0.105,-58
180871,7.828,0.09,-55
181411,7.687,0.075,-56
181937,7.375,0.06,-55
182460,7.796,0.06,-53
182972,8.234,0.06,-52
183493,7.609,0.09,-55
184029,7.203,0.105,-55
184569,7.503,0.105,-53
185070,7.82,0.06,-54
185616,7.324,0.09,-55
186115,7.031,0.075,-57
186664,7.121,0.075,-57
187173,7.039,0.075,-55
187695,7.339,0.105,-57
188222,7.246,0.06,-56
188762,7.253,0.06,-58
189260,7.335,0.105,-57
189790,7.757,0.045,-57
190317,6.613,0.18,-59
190839,6.32,0.06,-62
191363,7.589,0.09,-62
191883,5.875,0.195,-65
192405,7.679,0.09,-59
192933,7.453,0.075,-55
193471,7.07,0.06,-56
193982,6.824,0.06,-55
194507,6.5,0.075,-55
195039,7.117,0.06,-54
195556,6.558,0.03,-56
196102,6.398,0.03,-58
196626,6.074,0.015,-58
197128,5.597,0.06,-60
197656,5.851,0.015,-59
198174,5.785,0.075,-58
198707,6.734,0.09,-53
199249,6.769,0.06,-53
199753,6.257,0.06,-54
200272,6.097,0.075,-56
200800,5.863,0.09,-55
201327,6.562,0.075,-53
201852,6.148,0.06,-54
202372,5.953,0.12,-55
202897,5.906,0.105,-57
203416,6.242,0.105,-55
203941,6.523,0,-54
204479,5.925,0.06,-54
205015,5.48,0.12,-57
205530,6.406,0.075,-59
206040,7.64,0.21,-60
206566,6.871,0.09,-57
207099,6.003,0.075,-55
207620,5.515,0.075,-55
208662,5.964,0.06,-53
209199,5.558,0.03,-53
209708,6.222,0.105,-59
210240,6.312,0.21,-53
210768,6.988,0.105,-55
211286,6.523,0.195,-59
211815,8.109,0.075,-58
212336,6.406,0.105,-52
212865,5.835,0.075,-57
213387,5.46,0.075,-56
213906,5.542,0.105,-56
214431,4.996,0.06,-56
214962,5.292,0.09,-56
215475,5.437,0.075,-56
216004,4.996,0.09,-57
216525,5.539,0.045,-56
217053,4.617,0.06,-58
217576,4.906,0.06,-57
218107,5.39,0.165,-59
218626,5.464,0.21,-59
219159,10.785,0.135,-57
219673,4.335,0.06,-61
220200,5.351,0.09,-56
220720,5.757,0.03,-54
221243,5.761,0.09,-55
221779,5.863,0.06,-53
222298,5.734,0.03,-53
222822,5.492,0.06,-55
223341,5.601,0.075,-55
223864,5.648,0.105,-53
224405,5.242,0.18,-56
224925,5.242,0.105,-59
225443,3.66,0.075,-61
225966,4.898,0.06,-56
227011,4.687,0.15,-57
227549,5.582,0.075,-57
228065,5.25,0.075,-52
228583,5.214,0.06,-55
229105,4.636,0.045,-54
229638,4.886,0.09,-52
230169,4.632,0.06,-54
230692,4.695,0.105,-54
231740,4.511,0.12,-53
232281,4.925,0.06,-52
232778,4.773,0.045,-51
233301,4.753,0.09,-52
233841,5.449,0.06,-52
234352,4.503,0.075,-54
234880,4.085,0.075,-55
235400,4.343,0.06,-55
235927,4.5,0.09,-53
236461,5.054,0.12,-54
236974,5.132,0.09,-53
237502,4.945,0.09,-54
238030,5.113,0.105,-53
238548,5,0.21,-55
239074,4.98,0.12,-58
239616,5.558,0.105,-55
240132,5.988,0.09,-54
240642,4.617,0.06,-56
241174,4.128,0.06,-56
241713,4.468,0.075,-55
242233,4.609,0.075,-56
242747,5.585,0.075,-55
243275,5.425,0.015,-54
243792,5.203,0.12,-57
244315,9.613,0.075,-61
244839,5.324,0.18,-60
245388,5.378,0.03,-60
245890,5.785,0.06,-55
246410,7.113,0.21,-57
246944,6.308,0.27,-63
247466,5.73,0.285,-60
247992,5.82,0.12,-61
248518,5.921,0.12,-66
249035,6.144,0.165,-66
249557,6.687,0.15,-63
250080,8.437,0.09,-61
250619,5.261,0.075,-62
251130,5.449,0.075,-60
251667,5.101,0.09,-57
252179,5.332,0.045,-58
252703,5.242,0.09,-59
253238,5.152,0.06,-56
253758,5.597,0.09,-54
254300,5.296,0.06,-56
254824,5.113,0.06,-57
255323,5.355,0.105,-56
255848,5.402,0.075,-58
256373,5.437,0.075,-58
256898,5.597,0.045,-57
257423,5.152,0.18,-59
257951,5.015,0.09,-61
258473,5.398,0.18,-61
259000,5.304,0.105,-61
259526,5.945,0.075,-60
260049,5.414,0.12,-62
260592,6.683,0.06,-59
261093,6.195,0.105,-60
261619,6.335,0.09,-61
262150,7.664,0.015,-65
262667,8.785,0.165,-67
263186,6.16,0.09,-66
263724,6.382,0.18,-68
264241,-110.3,0.405,-68
264768,7.246,0.045,-62
265292,8.367,0.21,-62
265813,8.46,0.18,-66
266333,6.347,0.09,-62
266860,5.89,0.105,-65
267408,7.167,0.315,-65
267909,5.371,0.075,-64
268437,6.125,0.075,-64
268956,5.675,0.33,-65
269481,6.328,0.12,-63
270013,6.179,0.045,-64
270537,6.136,0.06,-60
271582,6.871,0.12,-60
272126,6.531,0.18,-62
272625,6.621,0.27,-66
273163,6.921,0.135,-63
273675,6.757,0.105,-63
274201,7.652,0.105,-65
274749,7.558,0.3,-68
275247,7.175,0.09,-63
275772,7.867,0.15,-63
276301,6.91,0.195,-67
276826,7.89,0.105,-66
277348,7.25,0.12,-65
277873,7.296,0.195,-65
278402,7.757,0.15,-64
278918,8.156,0.06,-62
279441,7.085,0.09,-65
279989,7.742,0.09,-62
280510,6.929,0.06,-65
281019,7.882,0.045,-65
281540,7.441,0.06,-63
282068,6.785,0.075,-63
282597,7.007,0.06,-64
283122,6.878,0.135,-66
283661,7.523,0.09,-62
284161,7.511,0.105,-63
284701,7.363,0.165,-66
285207,12.023,0.105,-65
285737,8.097,0.105,-63
286263,7.687,0.075,-60
286783,8.093,0.09,-63
287305,7.753,0.12,-59
287833,7.496,0.06,-64
288381,6.964,0.045,-65
288906,7.246,0.03,-63
289406,7.871,0.075,-65
289936,7.429,0.06,-66
290453,7.578,0.075,-66
290978,8.265,0.27,-67
291507,7.578,0.06,-67
292024,8.445,0.06,-65
292553,8.082,0.21,-71
293083,10.539,0.18,-66
293607,8.269,0.105,-61
294138,8.207,0.09,-66
294649,7.82,0.09,-64
295176,9.55,0.285,-66
295705,8.976,0.045,-67
296219,8.699,0.27,-72
296744,8.328,0.06,-68
297271,9.167,0.12,-68
297790,9.449,0.045,-64
298315,9.054,0.105,-66
298840,9.687,0.21,-71
299383,8.46,0.135,-68
299898,-24.125,0.525,-71
300431,9.781,0.075,-61
300943,9.964,0.12,-65
301463,9.964,0.09,-64
301998,8.507,0.105,-66
302510,10.027,0.12,-65
303039,8.992,0.06,-68
303559,8.578,0.06,-64
304085,9.195,0.06,-65
304609,8.675,0.06,-69
305150,9.238,0.15,-68
305669,10.359,0.09,-66
306184,9.289,0.045,-68
306707,9.347,0.015,-67
307242,9.753,0.09,-65
307755,9.726,0.105,-65
308278,9.546,0.045,-63
308805,9.128,0.12,-65
309328,14.546,0.06,-68
309872,10.359,0.06,-67
310377,9.777,0.09,-65
310913,9.726,0.12,-66
311433,9.488,0.24,-68
311958,11.882,0.09,-66
312480,10.949,0.09,-66
313003,11.765,0.045,-65
314048,10.324,0.09,-67
314581,11.601,0.135,-66
315097,11.824,0.15,-67
315623,17.152,0.18,-68
316170,10.925,0.12,-65
316685,11.402,0.135,-64
317197,16.746,0.21,-67
317719,13.683,0.255,-66
318240,11.691,0.135,-65
318766,11.117,0.075,-64
319290,11.105,0.045,-63
320339,11.394,0.06,-67
320867,11.632,0.03,-62
321385,13.726,0.12,-68
321911,-43.273,0.03,-69
322439,-101.468,0.15,-69
322966,10.96,0.165,-67
323503,10.667,0.12,-68
324012,10.906,0.09,-67
324532,11.343,0.09,-66
325058,10.425,0.03,-68
325590,10.972,0.09,-67
326105,11.457,0.165,-65
326643,14.914,0.075,-66
327156,10.949,0.105,-70
327679,12.207,0.285,-68
328205,16.679,0.135,-66
328732,12.539,0.06,-68
329260,16.042,0.3,-68
329776,12.191,0.075,-67
330304,12.753,0.045,-67
330850,15.953,0.225,-71
331350,14.625,0.15,-68
331874,13.527,0.105,-69
332415,-78.792,0.195,-70
332926,13.777,0.135,-67
333445,12.453,0.09,-67
333971,20.714,0.06,-69
334505,13.089,0.015,-66
335025,12.355,0.105,-67
335567,12.984,0.045,-65
336085,12.8,0.24,-68
336600,13.73,0.24,-70
337131,13.722,0.27,-70
337642,14.148,0.165,-67
338163,12.496,0.15,-70
338691,13.14,0.06,-68
339212,13.949,0.18,-71
339756,13.257,0.105,-70
340268,13.554,0.165,-71
340788,16.226,0,-71
341310,13.449,0.045,-65
341834,13.792,0.075,-63
342358,14.082,0.09,-64
342883,13.5,0.045,-66
343421,14.613,0.105,-71
343939,15.664,0.315,-71
344472,15.359,0.135,-73
344985,15.269,0.255,-73
345509,15.332,0.15,-69
346039,-13.191,0.36,-70
346562,13.527,0.18,-72
347077,14.132,0.225,-72
347606,-193.128,0.18,-69
348140,17.296,0.225,-71
348653,17.261,0.165,-72
349177,19.078,0.225,-71
349701,14.316,0.15,-73
350227,13.859,0.03,-73
350747,15.027,0.045,-72
351278,14.113,0.105,-72
351801,14.667,0.135,-71
352322,15.898,0.21,-72
352845,15.101,0.27,-70
353374,16.058,0.06,-70
353903,18.109,0.165,-68
354437,-174.132,0.525,-71
354945,16.183,0.18,-71
355465,16.031,0.255,-72
355989,17.429,0.315,-73
356514,18.523,0.09,-71
357047,18.089,0.3,-68
357573,15.671,0.09,-68
358088,15.523,0.15,-72
358612,19.226,0.285,-71
359135,16.453,0.24,-68
359660,17.683,0.24,-72
360183,-239.652,0.315,-69
360713,21.539,0.225,-74
361233,16.363,0.15,-68
361756,-85.691,0.9,-70
362284,-28.691,0.24,-68
362810,16.214,0.075,-67
363336,16.632,0.195,-71
363871,16.511,0.225,-73
364379,23.082,0.21,-72
364900,14.968,0.285,-74
365426,17.023,0.135,-72
365954,15.714,0.285,-75
366503,18.476,0.09,-68
367005,17.863,0.255,-75
367524,16.046,0.24,-72
368067,16.125,0.255,-71
368584,15.972,0.165,-71
369105,18.574,0.105,-69
369625,17.789,0.27,-74
370171,15.882,0.27,-73
370691,16.097,0.045,-73
371197,16.437,0.18,-72
371719,15.449,0.135,-74
372243,16.589,0.12,-72
372777,16.886,0.15,-72
373293,16.917,0,-71
373820,18.949,0.165,-74
374345,19.648,0.285,-72
374872,16.542,0.24,-74
375390,18.851,0.165,-74
375924,17.339,0.285,-73
376442,17.679,0.27,-72
376973,20.863,0.3,-77
377506,17.546,0.18,-74
378010,17.531,0.27,-74
378536,16.316,0.12,-73
379061,16.664,0.27,-71
379583,17.277,0.3,-70
380124,16.976,0.195,-73
380639,16.859,0.18,-75
381169,17.128,0.285,-71
381692,18.281,0.255,-72
382216,17.113,0.225,-73
382740,19.679,0.165,-73
383254,18.476,0.195,-73
383781,17.832,0.03,-73
384304,18.554,0.18,-74
384830,17.503,0.3,-73
385351,17.277,0.225,-75
385885,17.277,0.285,-76
386405,17.007,0.3,-76
386925,17.921,0.18,-72
387449,20.816,0.165,-75
387977,18.414,0.255,-75
388499,19.421,0.24,-77
389020,18.964,0.12,-76
389557,21.296,0.225,-76
390070,18.523,0.255,-76
390593,20.742,0.105,-75
391118,18.539,0.135,-73
391655,19.5,0.195,-76
392185,18.398,0.135,-76
392698,19.664,0.21,-73
393227,23.082,0.18,-80
393737,17.5,0.15,-76
394283,17.789,0.3,-78
394788,19.449,0.255,-76
395314,22.816,0.21,-78
395839,19.304,0.285,-74
396387,20.097,0.15,-73
396894,19.601,0.195,-76
397429,19.949,0.255,-76
397946,19.363,0.285,-76
398469,21.656,0.27,-78
399008,23.054,0.165,-77
399519,20.847,0.27,-76
400033,20.683,0.27,-79
400560,26.039,0.225,-79
401090,20.742,0.225,-78
401606,19.859,0.15,-73
402141,19.917,0.255,-76
402665,18.898,0.255,-74
403728,19.5,0,-77
404236,19.574,0.165,-73
405300,19.398,0.36,-76
405803,21.046,0.225,-79
406323,21.074,0.255,-74
406874,21.296,0,-76
407374,20.156,0.255,-74
407898,20.082,0.225,-73
408446,19.031,0.315,-79
408949,19.886,0.135,-76
409477,19.859,0.24,-74
409994,19.832,0.21,-75
410536,20.367,0.3,-75
411052,21.042,0.18,-74
411570,21.476,0.255,-75
412094,19.796,0.21,-73
412617,20.578,0.225,-74
413158,25.5,0.24,-74
413673,23.441,0.3,-76
414190,22.648,0.3,-74
414725,19.414,0.105,-76
415252,22.875,0.15,-75
415762,20.593,0.225,-76
416289,20.046,0.18,-76
416834,20.566,0.165,-75
417348,19.273,0.15,-73
417863,20.097,0.06,-74
418383,21.433,0.27,-75
418925,20.347,0.12,-76
419452,19.632,0.105,-75
419959,19.304,0.27,-76
420494,19.902,0.285,-78
421009,19.597,0.3,-78
421551,22.601,0.075,-76
422055,19.304,0.12,-73
422591,19.558,0.12,-72
423118,20.597,0.255,-73
423629,19.898,0.075,-74
424152,20.023,0.18,-73
424683,20.503,0.27,-71
425202,20.726,0.075,-68
425734,11.503,0.135,-69
426249,-10.058,0.075,-69
426781,19.839,0.045,-68
427312,19.902,0.06,-67
427821,21.054,0.18,-67
428349,20.132,0.285,-73
428895,21.699,0.18,-71
429418,-59.832,0.045,-69
429916,21.164,0.285,-73
430442,21.484,0.165,-70
430967,20.628,0.045,-69
431489,24.433,0.255,-74
432024,22.125,0.195,-70
432546,22.968,0.195,-72
433072,9.492,0.48,-70
433586,22.109,0.18,-71
434107,21.042,0.18,-70
434635,23.593,0.105,-71
435162,22.41,0.09,-69
435685,22.585,0.075,-68
436220,-58.003,0.255,-69
436734,22.953,0.09,-68
437258,24.035,0.09,-68
437791,21.812,0.075,-68
438323,21.269,0.09,-67
438842,21.332,0.12,-68
439357,21.488,0.075,-67
439883,-21.406,0.27,-69
440403,21.921,0.06,-66
440928,22.804,0.075,-65
441465,23.226,0.09,-68
441986,21.371,0.105,-68
442527,22.832,0.255,-72
443051,22.386,0.135,-72
443552,20.8,0.105,-68
444099,21.308,0.075,-66
444619,21.183,0.105,-68
445149,21.253,0.075,-64
445653,21.371,0.09,-67
446179,20.914,0.105,-67
446696,21.07,0.075,-66
447218,20.394,0.03,-65
447746,20.789,0.06,-65
448268,20.867,0.135,-67
448805,25.085,0.225,-69
449320,22.285,0.045,-69
449848,21.042,0.135,-71
450374,21.808,0.225,-71
450893,27.792,0.06,-69
451423,-48.117,0.15,-69
451965,28.101,0.27,-68
452462,24.492,0.27,-70
452996,21.824,0.27,-72
453518,21.433,0.165,-71
454045,22.484,0.105,-71
454559,22.363,0.12,-72
455087,21.546,0.165,-69
455617,-79.902,0.345,-70
456140,23.652,0.03,-71
456660,18.914,0.33,-69
457182,25.406,0.24,-70
457709,27.542,0.03,-68
458232,23.492,0.21,-68
458754,-72.714,0.135,-70
459281,7.574,0.315,-70
459810,22.476,0.15,-68
460333,23.699,0.21,-69
460859,31.988,0.15,-68
461382,27.027,0.12,-69
461907,31.597,0.18,-67
462426,23.453,0.24,-67
462974,27.05,0.06,-67
463473,32.457,0.12,-67
464006,30.203,0.18,-67
464524,31.656,0.18,-66
465052,24.718,0,-67
465572,27.468,0.165,-68
466095,27.675,0.195,-68
466622,26.558,0.12,-67
467154,23.816,0.105,-67
467675,23.035,0.09,-65
468192,23.378,0.15,-69
468725,23.351,0.06,-68
469240,22.66,0.12,-67
469762,29.718,0.21,-68
470303,29.55,0.105,-67
470816,22.257,0.06,-68
471348,24.113,0.105,-65
471888,23.156,0.285,-70
472390,22.14,0.18,-67
472930,22.968,0.135,-69
473443,-126.476,0.42,-70
473972,22.378,0.225,-68
475012,21.984,0.15,-65
475535,23.464,0.15,-67
476082,23.867,0.06,-66
476585,28.125,0.135,-68
477119,25.82,0.195,-68
477647,24.898,0.075,-73
478160,28.167,0.165,-69
478699,24.593,0.285,-69
479210,-264.031,0.21,-69
479732,27.406,0.18,-68
480257,23.695,0.075,-70
480788,27.707,0.135,-67
481305,23.644,0.165,-67
481825,22.851,0.105,-67
482362,25.468,0.045,-71
482879,-80.316,0.465,-69
483410,-30.886,0.165,-69
483934,26.046,0.3,-75
484463,23.132,0.105,-69
484980,25.636,0.24,-68
485496,27.773,0.03,-68
486028,24.406,0.075,-68
486546,28.664,0.285,-67
487072,23.066,0.075,-66
487593,24.898,0.09,-66
488128,23.527,0.105,-68
488660,24.445,0.075,-67
489169,25.339,0.225,-67
489699,-100.386,0.045,-69
490229,28.367,0.06,-65
490759,24.054,0.3,-67
491267,25.562,0.285,-68
491794,24.992,0.135,-67
492320,25.761,0.09,-67
492839,26.656,0.36,-69
493361,25.82,0.27,-70
493896,-145.101,0.375,-70
494414,26.789,0.255,-71
494942,25.015,0.315,-72
495462,23.804,0.105,-71
496002,34.722,0.345,-69
496515,23.699,0.27,-71
497548,29.953,0.06,-71
498093,109.296,0.09,-70
498606,23.914,0.225,-71
499138,23.277,0.105,-72
499661,28.359,0.135,-70
500191,26.218,0.255,-67
500718,26.312,0.285,-68
501231,26.367,0.24,-70
501770,25.699,0.075,-68
502281,-23.195,0.09,-69
502801,19.66,0.075,-69
503347,24.363,0.165,-74
503862,26.382,0.315,-71
504373,24.972,0.18,-72
504896,24.929,0.285,-71
505432,25.582,0.18,-68
505951,26.527,0.225,-68
506484,26.636,0.15,-68
506997,26.253,0.105,-69
507527,25.527,0.255,-71
508052,25.613,0.195,-69
508566,25.152,0,-69
509098,25.035,0.3,-68
509620,-7.183,0.81,-70
510148,-100.277,0.315,-70
510662,26.289,0.09,-68
511202,27.941,0.105,-66
511712,28.875,0.18,-67
512238,31.722,0.255,-67
