Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
186639,15.722,0.135,-65
187214,11.273,0.075,-60
188225,10.667,0.075,-54
188749,11.25,0.165,-59
189274,10.738,0.135,-64
189846,10.796,0,-55
190312,12.945,0.165,-69
190833,9.625,0.03,-61
191373,7.437,0.18,-53
192429,15.898,0.15,-60
192938,15.539,0.03,-59
193508,9.589,0.15,-60
193986,7.605,0.09,-67
194510,14.234,0.135,-60
195089,13.437,0.06,-60
196082,9.57,0.12,-57
196645,11.441,0.15,-55
197136,10.621,0.09,-60
198178,15.765,0.18,-58
198701,8.992,0.15,-60
199285,10.578,0.165,-61
199755,10.464,0.12,-60
200274,11.25,0.075,-62
200821,8.601,0.105,-61
201866,15.363,0.165,-60
202413,10.824,0.195,-64
202909,10.632,0.09,-54
203463,15.226,0.18,-63
203953,6.839,0.105,-68
204482,13.308,0.15,-60
205526,8.07,0.135,-62
206046,8.839,0.045,-61
206569,12.664,0.105,-56
207150,14.773,0.33,-61
207615,20.91,0.195,-60
208143,11.222,0.075,-56
208670,5.484,0.075,-62
209233,7.531,0.18,-64
209720,10.976,0.195,-53
210249,6.402,0.18,-55
211290,8.125,0.12,-53
211811,7.16,0.195,-56
212333,8.718,0.165,-60
212917,8.062,0.15,-53
213384,9.332,0.18,-56
213926,10.757,0.15,-64
214444,11.574,0.12,-63
215013,11.113,0.24,-61
215480,10.339,0.165,-61
216003,11.894,0.03,-60
217052,8.007,0.105,-64
217576,7.101,0.15,-60
218104,11.476,0.03,-57
218683,10.402,0.06,-55
219157,6.371,0.12,-60
219671,6.984,0.045,-63
220199,11.261,0.015,-59
220780,10.554,0.165,-59
221238,13.824,0.18,-64
221771,16.445,0.195,-66
222838,10.328,0.105,-57
223352,11.746,0.165,-68
223866,15.808,0.105,-62
224450,14.25,0,-59
224911,13.054,0.165,-62
225444,8.125,0.165,-67
225968,8.503,0.165,-65
227037,9.98,0.12,-63
227562,10.199,0.21,-57
228109,9.468,0.15,-55
228587,9.41,0.195,-55
229119,9.675,0.075,-58
229634,8.269,0.105,-61
230219,8.648,0.075,-59
230684,16.085,0.135,-67
231215,8.777,0.12,-60
231744,10.824,0.15,-65
232778,9.925,0.165,-59
233308,13.953,0.075,-69
233851,11.71,0.075,-64
234888,20.359,0.135,-65
235461,10.386,0.105,-70
236459,12.378,0.075,-66
236992,12.976,0.165,-65
237501,12.085,0.165,-68
238083,26.488,0.195,-66
238597,10.082,0.105,-65
239073,17.878,0.03,-62
239656,13.566,0.09,-62
240650,15.132,0.06,-66
241175,16.89,0.105,-63
242218,14.289,0.135,-64
242803,16.421,0.135,-67
243270,12.449,0.015,-63
244347,15.265,0.165,-63
244875,17.214,0.135,-63
245422,19.386,0.375,-68
246471,15.097,0.24,-67
246982,14.675,0.18,-66
248044,17.308,0.09,-69
248504,16.66,0.195,-68
249048,21.636,0.075,-65
250081,21.214,0.195,-71
250610,17.957,0.03,-76
251146,24.406,0.195,-73
252222,16.597,0.12,-75
252704,16.339,0.135,-66
253812,21.085,0.24,-68
254289,19.976,0.135,-70
254809,25.511,0.075,-66
255860,23.71,0.045,-64
256372,22.734,0.18,-68
256902,22.164,0.15,-69
257951,19.503,0.06,-66
259051,30.613,0.15,-72
259529,17.167,0.105,-72
260061,15.332,0.18,-70
260569,25.085,0.09,-72
261152,23.347,0.18,-68
261617,17.261,0.075,-71
262158,22.781,0.165,-71
262705,32.156,0.18,-78
263715,27.96,0.06,-72
264298,8.875,0.195,-81
264814,21.964,0.195,-73
265811,13.976,0.06,-75
266343,13.855,0.165,-73
266919,16.144,0.24,-72
267391,19.066,0.165,-71
267919,18.054,0.135,-67
268454,11.855,0.135,-74
