Number,RTT_TIMESTAMP,RTT_RESULT,IMU_TIMESTAMP,Accx,Accy,Accz,Gyrox,Gyroy,Gyroz,Magx,Magy,Magz,Azimuth,Pitch,Roll
0,1.15931E+11,"[b0:e4:d5:39:26:89, 21480, 75, -65, 14:22:3b:16:5a:bd, 6832, 270, -54, b0:e4:d5:91:ba:5d, 36789, 315, -69, cc:f4:11:8b:29:4d, 26035, 150, -73, b0:e4:d5:96:3b:95, 10605, 135, -50, b0:e4:d5:01:26:f5, 48277, 180, -76, 14:22:3b:2a:86:f5, 9988, 165, -48, f8:1a:2b:06:3c:0b, 25839, 150, -70]",1.16263E+11,-0.15672988,-0.11365908,9.701699,-0.007483099,7.64E-04,0.026725354,-165.16359,-63.0984,102.236,1.9325478,0.011713314,0.016153485
1,1.15931E+11,"[b0:e4:d5:39:26:89, 21480, 75, -65, 14:22:3b:16:5a:bd, 6832, 270, -54, b0:e4:d5:91:ba:5d, 36789, 315, -69, cc:f4:11:8b:29:4d, 26035, 150, -73, b0:e4:d5:96:3b:95, 10605, 135, -50, b0:e4:d5:01:26:f5, 48277, 180, -76, 14:22:3b:2a:86:f5, 9988, 165, -48, f8:1a:2b:06:3c:0b, 25839, 150, -70]",1.16463E+11,-0.6987042,0.09750752,9.92483,9.16E-04,7.64E-04,-0.044135015,-164.8952,-64.0256,102.7728,1.963479,-0.009800033,0.07028365
2,1.16527E+11,"[b0:e4:d5:39:26:89, 17847, 225, -66, 14:22:3b:16:5a:bd, 4980, 45, -42, b0:e4:d5:91:ba:5d, 35820, 165, -64, cc:f4:11:8b:29:4d, 28605, 360, -76, b0:e4:d5:96:3b:95, 14394, 90, -50, b0:e4:d5:01:26:f5, 52667, 345, -82, 14:22:3b:2a:86:f5, 10769, 105, -49, f8:1a:2b:06:3c:0b, 30824, 255, -70]",1.16662E+11,0.66759753,0.13938192,9.334401,-0.014813482,-0.024740042,-0.020922136,-164.68779,-63.940197,102.479996,1.934353,-0.014892925,-0.071398556
3,1.16527E+11,"[b0:e4:d5:39:26:89, 17847, 225, -66, 14:22:3b:16:5a:bd, 4980, 45, -42, b0:e4:d5:91:ba:5d, 35820, 165, -64, cc:f4:11:8b:29:4d, 28605, 360, -76, b0:e4:d5:96:3b:95, 14394, 90, -50, b0:e4:d5:01:26:f5, 52667, 345, -82, 14:22:3b:2a:86:f5, 10769, 105, -49, f8:1a:2b:06:3c:0b, 30824, 255, -70]",1.16864E+11,-0.23449662,0.18125631,9.634102,-0.00992656,0.001985312,-1.53E-04,-165.0782,-63.842598,102.358,1.9556214,-0.018806245,0.024335463
4,1.16527E+11,"[b0:e4:d5:39:26:89, 17847, 225, -66, 14:22:3b:16:5a:bd, 4980, 45, -42, b0:e4:d5:91:ba:5d, 35820, 165, -64, cc:f4:11:8b:29:4d, 28605, 360, -76, b0:e4:d5:96:3b:95, 14394, 90, -50, b0:e4:d5:01:26:f5, 52667, 345, -82, 14:22:3b:2a:86:f5, 10769, 105, -49, f8:1a:2b:06:3c:0b, 30824, 255, -70]",1.17064E+11,-0.14416756,0.148355,9.838689,-0.013439035,-0.030848695,-0.029474247,-164.5902,-63.927998,102.5776,1.9527582,-0.015075977,0.014652078
5,1.17144E+11,"[b0:e4:d5:39:26:89, 21445, 300, -65, 14:22:3b:16:5a:bd, 4804, 30, -44, b0:e4:d5:91:ba:5d, 35546, 30, -68, cc:f4:11:8b:29:4d, 28527, 420, -77, b0:e4:d5:96:3b:95, 16980, 210, -52, b0:e4:d5:01:26:f5, 46949, 150, -76, 14:22:3b:2a:86:f5, 10031, 90, -53, f8:1a:2b:06:3c:0b, 27707, 150, -69]",1.17264E+11,-0.80159557,-0.15134603,10.073185,0.016798794,0.03481932,-1.53E-04,-164.7732,-63.6596,102.0652,1.9483737,0.014976178,0.07940983
6,1.17144E+11,"[b0:e4:d5:39:26:89, 21445, 300, -65, 14:22:3b:16:5a:bd, 4804, 30, -44, b0:e4:d5:91:ba:5d, 35546, 30, -68, cc:f4:11:8b:29:4d, 28527, 420, -77, b0:e4:d5:96:3b:95, 16980, 210, -52, b0:e4:d5:01:26:f5, 46949, 150, -76, 14:22:3b:2a:86:f5, 10031, 90, -53, f8:1a:2b:06:3c:0b, 27707, 150, -69]",1.17463E+11,-0.035294134,0.30149564,10.143175,0.009621128,0.016646078,-0.003817908,-164.6756,-63.086197,102.1506,1.9533086,-0.029715061,0.00347958
7,1.17144E+11,"[b0:e4:d5:39:26:89, 21445, 300, -65, 14:22:3b:16:5a:bd, 4804, 30, -44, b0:e4:d5:91:ba:5d, 35546, 30, -68, cc:f4:11:8b:29:4d, 28527, 420, -77, b0:e4:d5:96:3b:95, 16980, 210, -52, b0:e4:d5:01:26:f5, 46949, 150, -76, 14:22:3b:2a:86:f5, 10031, 90, -53, f8:1a:2b:06:3c:0b, 27707, 150, -69]",1.17662E+11,-0.17766708,0.253041,9.81476,-0.011148291,-0.03940081,-0.06856962,-164.4926,-63.073997,102.7606,1.9551935,-0.025771748,0.018100053
8,1.17719E+11,"[b0:e4:d5:39:26:89, 15992, 135, -65, 14:22:3b:16:5a:bd, 5027, 165, -40, b0:e4:d5:91:ba:5d, 36957, 270, -69, cc:f4:11:8b:29:4d, 28691, 360, -72, b0:e4:d5:96:3b:95, 12199, 150, -53, b0:e4:d5:01:26:f5, 61199, 210, -81, 14:22:3b:2a:86:f5, 11750, 345, -54, f8:1a:2b:06:3c:0b, 24027, 480, -71]",1.17862E+11,0.23988047,0.23688944,9.305687,0.010537425,0.05787948,-1.53E-04,-165.27339,-63.378998,102.5288,1.9446775,-0.02544247,-0.025772128
9,1.17719E+11,"[b0:e4:d5:39:26:89, 15992, 135, -65, 14:22:3b:16:5a:bd, 5027, 165, -40, b0:e4:d5:91:ba:5d, 36957, 270, -69, cc:f4:11:8b:29:4d, 28691, 360, -72, b0:e4:d5:96:3b:95, 12199, 150, -53, b0:e4:d5:01:26:f5, 61199, 210, -81, 14:22:3b:2a:86:f5, 11750, 345, -54, f8:1a:2b:06:3c:0b, 24027, 480, -71]",1.18064E+11,-0.031106694,0.3062813,9.91466,-0.011148291,-0.028405234,-0.046578474,-165.5052,-63.257,103.5292,1.9532201,-0.030881787,0.003137434
