Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm),real_distance,rtt_kalman
0,23.816,0.075,-65,21.84272,21.316
533,24.203,0.09,-64,21.78546,21.39401803
1039,23.925,0.12,-65,21.73352,21.40026396
1574,23.75,0.03,-61,21.68382,21.36997127
2085,23.437,0.12,-63,21.63762,21.28268562
2612,24.05,0.075,-64,21.58059,21.33657536
3143,23.988,0.18,-68,21.53369,21.36710212
3656,23.64,0.21,-65,21.47917,21.32131906
4202,26.074,0.105,-71,21.42329,21.77545271
4717,25.265,0.24,-76,21.37688,21.9749428
5235,24.589,0.15,-68,21.32447,21.99793691
5772,24.726,0.075,-62,21.2758,22.04391428
6296,24.464,0.06,-59,21.2214,22.02780438
6826,24.449,0,-66,21.16635,22.01191822
7328,24.472,0.12,-65,21.11736,22.00387137
7857,24.648,0.225,-64,21.06743,22.03292781
8387,24.539,0.135,-73,21.01504,22.03415251
8897,25.625,0.12,-63,20.96526,22.25406462
9434,24.773,0.12,-59,20.9157,22.25788268
9955,24.593,0.06,-66,20.86168,22.22464358
11009,23.882,0.09,-65,20.75968,22.05476991
11528,19.464,0.24,-69,20.71232,21.02848672
12055,23.761,0.045,-61,20.65581,21.07536047
12573,24.21,0.165,-68,20.60942,21.20330168
13096,23.316,0.09,-68,20.5632,21.12522275
13623,23.453,0.075,-65,20.51519,21.09050301
14146,21.898,0.24,-71,20.46097,20.74929936
14669,23.05,0.105,-64,20.41018,20.70912077
15197,23.574,0.105,-66,20.35522,20.78267883
15718,22.906,0.075,-63,20.3073,20.7067411
16249,22.878,0.075,-67,20.25477,20.64046741
16778,29.203,0.12,-73,20.20391,21.86265505
17298,23.316,0.12,-62,20.15653,21.651653
17812,23.097,0.12,-63,20.10914,21.43903842
18362,22.347,0,-65,20.05004,21.1180884
18861,22.082,0.045,-66,20.00466,20.80841749
19391,22.515,0.165,-63,19.95797,20.64846653
19922,23.183,0.12,-64,19.9103,20.65542784
20959,21.812,0.18,-69,19.8171,20.38459634
21508,19.75942,0.315,-70,19.75942,19.75456954
22009,23.304,0.18,-68,19.71182,19.9661303
22540,23.085,0.075,-68,19.66071,20.09089149
23067,24.57,0.105,-65,19.61378,20.48987279
23594,26.785,0.09,-66,19.56378,21.25495827
24107,21.96,0.18,-66,19.51053,20.89310008
24646,22.64,0.225,-66,19.45957,20.74127705
25679,22.156,0.12,-67,19.3572,20.52248804
26202,22.875,0.18,-72,19.31033,20.49275427
26727,24.566,0.075,-74,19.26339,20.80991518
27256,22.875,0.225,-72,19.20861,20.7222372
27776,22.675,0.06,-65,19.16045,20.61191537
28320,22.207,0.03,-68,19.10633,20.42948662
28830,23.152,0.09,-67,19.05964,20.47434394
29353,22.582,0.09,-69,19.00603,20.39524793
29876,23.164,0.045,-69,18.95773,20.4494268
30401,23.078,0.315,-71,18.90921,20.47534609
30932,21.988,0.195,-67,18.86079,20.27629945
31450,22.234,0.075,-62,18.81047,20.1669727
31980,22.285,0.075,-65,18.75653,20.08996726
32495,21.863,0.075,-66,18.71039,19.94341189
33026,21.347,0.09,-66,18.66172,19.7223775
33543,20.199,0.09,-66,18.61475,19.31446947
34076,21.832,0.12,-63,18.5591,19.31800199
34608,21.257,0.105,-65,18.51169,19.20490411
35120,21.148,0.045,-65,18.46545,19.09263227
35665,20.429,0.075,-66,18.41461,18.85804577
36167,21.386,0.225,-66,18.36586,18.86367932
36712,20.101,0.21,-67,18.31617,18.60912506
37218,21.203,0.075,-63,18.26422,18.62804782
37761,20.851,0.12,-66,18.20834,18.5721937
38261,21.453,0.045,-65,18.16679,18.64896092
38790,20.812,0.105,-68,18.11176,18.58102852
39312,20.089,0.075,-68,18.06652,18.38103642
39843,20.015,0.045,-67,18.01358,18.20644378
40383,20.382,0.075,-65,17.95856,18.14103444
40909,19.347,0.12,-65,17.90557,17.88015851
41405,19.761,0.09,-65,17.86018,17.75533532
41946,20.671,0.12,-67,17.81127,17.83912924
42460,20.23,0.075,-63,17.7574,17.81712637
42989,20.425,0.075,-65,17.7089,17.8388706
43512,21.558,0.075,-63,17.65978,18.08464064
44030,21.058,0.045,-66,17.60591,18.1800659
45083,21.613,0.24,-67,17.50879,18.3681401
45609,21.191,0.375,-69,17.45637,18.43322535
46133,20.628,0.015,-65,17.41014,18.37169057
46657,20.371,0.075,-65,17.35616,18.27075054
47177,21.085,0.06,-66,17.30874,18.33409987
47701,19.835,0.06,-67,17.26294,18.13268201
48234,19.906,0.09,-67,17.21619,17.98618261
48749,19.652,0.165,-65,17.16938,17.81801129
49270,20.406,0.015,-63,17.11439,17.83574678
49798,20.332,0.06,-63,17.06677,17.83498869
50348,20.046,0.105,-68,17.01301,17.7767267
50847,21.277,0.255,-67,16.96885,17.97837596
51383,20.609,0.165,-71,16.91691,18.00470673
51898,22.863,0.09,-64,16.86503,18.48012888
52443,21.855,0.06,-65,16.81654,18.656498
52941,21.66,0.06,-64,16.77228,18.75800038
53467,21.14,0.27,-69,16.71481,18.73420984
53995,19.652,0.12,-70,16.66197,18.41523909
54516,20.902,0.225,-68,16.61272,18.41256784
55038,18.32,0.18,-68,16.56444,17.88991173
55574,18.05,0.165,-68,16.51173,17.41818992
56087,18.496,0.045,-63,16.46622,17.13147767
56612,18.281,0.06,-61,16.42082,16.85922216
57142,18.578,0.09,-59,16.3718,16.70172662
57675,18.632,0.105,-57,16.32423,16.58686781
58191,18.8,0.075,-55,16.26912,16.52903239
58707,19.07,0.075,-53,16.22458,16.53728756
59231,18.957,0.015,-54,16.17069,16.52109805
59766,18.531,0.09,-55,16.12193,16.42229198
60288,18.132,0.015,-58,16.07428,16.26296765
60826,17.98,0.075,-58,16.02029,16.10511975
61329,18.281,0.06,-58,15.97522,16.03977407
61861,18.429,0.06,-57,15.92231,16.01743819
62379,18.234,0.075,-59,15.8713,15.96029372
62909,17.964,0.045,-62,15.82472,15.86023818
63446,17.761,0.12,-63,15.77662,15.73942927
