M1 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AP7 True Distance (m),AP7 RTT Distance (m),AP7 RTT std (m),AP7 RSS (dBm),AP8 True Distance (m),AP8 RTT Distance (m),AP8 RTT std (m),AP8 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M1 Ground Truth_x,M1 Ground Truth_y,user,circle
0,8.566918933,10.52112584,0.168,-66,8.9177856,10.99263463,0.12,-68,0,0,0,0,0,0,0,0,16.57746965,18.1351086,0.103,-64,23.02069504,26.20222985,0.34,-66,5.450770588,7.189634831,0.428,-56,17.75474021,18.91639313,0.045,-57,-0.6580262,0.16869399,9.737592,-0.002748813,0.007635591,0.001068983,-14.675,10.087501,70.55,0.84044904,-0.017282855,0.067473285,-8.15,2.64,1,4
200,8.55869865,10.44303715,0.071,-66,8.909889034,10.83546995,0.253,-70,0,0,0,0,0,0,0,0,16.56907743,18.047075,0.058,-63,23.01213668,27.36443241,0.311,-67,5.458745778,7.627629776,0.061,-57,17.74650544,18.88738298,0.11,-59,-0.6472585,-0.031106694,9.739387,0.002290677,0.00167983,-0.001374406,-14.6,9.3125,71.675,0.79942375,0.003186866,0.06636026,-8.141358768,2.64,1,4
400,8.550479199,10.24780952,0.153,-64,8.901993852,11.4220615,0.149,-69,0,0,0,0,0,0,0,0,16.56068547,18.22314188,0.082,-61,23.00357838,27.9895344,0.205,-68,5.466722991,7.627629776,0.151,-57,17.73827106,18.84836929,0.07,-60,-0.5772685,0.08853444,9.748958,-0.002748813,0.00167983,0.005803049,-14.7,9.825,71.525,0.8504066,-0.009065298,0.059144296,-8.132717537,2.64,1,4
600,8.54226058,10.24780952,0.153,-64,8.894100056,11.4220615,0.149,-69,0,0,0,0,0,0,0,0,16.55229377,18.22314188,0.082,-61,22.99502015,27.9895344,0.205,-68,5.474702221,7.627629776,0.151,-57,17.73003706,18.84836929,0.07,-60,-1.6707884,0.34097722,10.175478,-0.00503949,0.014049487,0.1473669,-15.2,9.650001,71.200005,0.4460506,-0.033054866,0.16274533,-8.124076305,2.64,1,4
800,8.534042796,9.934425449,0.105,-65,8.886207652,11.65728202,0.095,-67,0,0,0,0,0,0,0,0,16.54390232,17.62190798,0.725,-57,22.98646197,25.64512624,0.191,-70,5.482683457,7.471287975,0.151,-57,17.72180345,18.80935554,0.113,-60,-0.25782663,-0.19740787,10.329217,-0.018172706,-0.026724568,0.03970507,-14.962501,10.3125,71.5625,0.84518296,0.019103326,0.024955725,-8.115435074,2.64,1,4
1000,8.525825848,10.59921323,0.119,-63,8.878316642,11.85245835,0.055,-70,0,0,0,0,0,0,0,0,16.53551113,17.90101852,0.368,-61,22.97790386,26.85634601,0.212,-69,5.490666692,7.211687805,0.337,-55,17.71357023,18.92639662,0.095,-58,-0.58624154,-0.030508488,9.773484,-0.001221695,-0.004886778,0.05955761,-15.712501,9.337501,71.05,0.87419015,0.003115946,0.059911076,-8.106793842,2.64,1,4
1200,8.517609741,10.96160248,0.177,-72,8.87042703,11.04068404,0.101,-74,0,0,0,0,0,0,0,0,16.5271202,17.95904107,0.062,-64,22.96934581,26.40726688,0.211,-70,5.498651916,6.550946496,0.242,-56,17.7053374,20.04976648,1.32,-59,-0.6197411,-0.30927232,9.394221,0.002443389,0.003970507,-0.008704574,-15.1875,9.7875,70.55,0.71413475,0.032838333,0.06587501,-8.09815261,2.64,1,4
1400,8.509394476,9.269524745,0.24,-76,8.862538821,10.10263456,0.224,-71,0,0,0,0,0,0,0,0,16.51872953,17.46084259,0.068,-67,22.96078783,25.95818501,0.205,-75,5.50663912,6.257054339,0.088,-54,17.69710496,21.1540918,0.165,-59,-0.68853474,-0.43489552,9.068798,-0.003512372,0.03863609,-0.020921519,-15.6875,9.462501,70.887505,0.6732387,0.04778113,0.0757781,-8.089511379,2.64,1,4
1600,8.501180055,9.269524745,0.24,-76,8.854652016,10.10263456,0.224,-71,0,0,0,0,0,0,0,0,16.51033911,17.46084259,0.068,-67,22.95222991,25.95818501,0.205,-75,5.514628297,6.257054339,0.088,-54,17.68887291,21.1540918,0.165,-59,-0.18125631,0.3164508,10.092926,-0.012064233,0.015729317,-0.03451287,-15.3125,10.025001,70.4,1.0635533,-0.031338405,0.017956816,-8.080870147,2.64,1,4
1800,8.492966482,9.582964886,0.286,-69,8.846766622,9.955451974,0.214,-70,0,0,0,0,0,0,0,0,16.50194896,17.75396071,0.127,-67,22.94367205,26.85634601,0.24,-69,5.522619437,7.079365014,0.193,-51,17.68064125,20.03976337,0.108,-57,-0.01375873,-0.12562318,11.215159,-0.017409148,0.012369657,-0.004123219,-15.05,9.5375,70.0375,0.9669784,0.011200718,0.001226797,-8.072228916,2.64,1,4
