M1 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AP7 True Distance (m),AP7 RTT Distance (m),AP7 RTT std (m),AP7 RSS (dBm),AP8 True Distance (m),AP8 RTT Distance (m),AP8 RTT std (m),AP8 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M1 Ground Truth_x,M1 Ground Truth_y,user,circle
0,13.47082774,14.14716707,0.135,-57,15.08017241,17.11369747,0.27,-54,0,0,0,0,0,0,0,0,9.010937798,9.748185523,0.045,-48,1.19,3.983745097,0.21,-47,0,0,0,0,5.180357131,8.520341836,0.27,-52,1.5224334,0.15613168,9.987641,0.01038471,0.04230242,-0.012522738,9.271999,14.2862,69.8206,0.10233793,-0.015452749,-0.1512673,13.46,-0.54,2,4
515.534302,13.43963108,16.59747044,0.36,-55,15.04255095,295.8315775,0.24,-55,0,0,0,0,0,0,0,0,8.973851262,9.697118129,0.075,-46,1.220524405,6.676303244,0.375,-49,27.12392644,27.99553536,0.39,-54,5.163002796,7.968328306,0.09,-48,-1.4075779,0.35234314,9.686745,-0.002748894,0.018020526,0.048716504,9.1133995,13.981199,68.9056,-1.0222589,-0.035980172,0.14429972,13.42970112,-0.516537983,2,4
862.896119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14237295,-0.035294134,9.826724,-0.000458,0.024129177,0.03283401,9.174399,14.2984,70.113396,-0.6109307,0.003591256,0.01448733,13.40950187,-0.500896638,2,4
1291.252076,13.39809305,16.68350925,0.18,-56,14.99239453,16.66750206,0.06,-53,0,0,0,0,0,0,0,0,8.924418774,9.826287244,0.06,-47,1.261885441,5.578637916,0.165,-49,27.07824098,28.09255077,0.24,-55,5.140216959,6.197864471,0.195,-53,0.6550352,-0.030508488,9.88834,0.003817908,0.0664316,-0.074830994,9.394,13.7982,69.027596,-0.33072546,0.003078542,-0.06614655,13.38930262,-0.485255293,2,4
1749.068157,0,0,0,0,14.96731868,16.45640593,0.06,-53,0,0,0,0,0,0,0,0,8.899709564,10.32690278,0.075,-47,1.282829061,5.261294993,0.09,-48,27.0554055,29.62078029,0.345,-59,5.128976949,7.576519584,0.09,-46,-0.047856454,-0.025124637,9.897911,-0.009315695,0.06047566,0.051159963,9.308599,14.0788,68.722595,-0.5947098,0.002538343,0.004834968,13.36910336,-0.469613948,2,4
2220.487998,13.35662128,15.42089625,0.15,-54,14.94224444,16.2883276,0.12,-53,0,0,0,0,0,0,0,0,8.875005105,10.83546995,0.03,-49,1.303936819,2.696027448,0.09,-47,27.03257488,27.46344887,0.09,-58,5.117839789,6.934998846,0.015,-46,0.49292147,0.030508488,9.793225,-0.001527163,0.002138028,0.002290745,9.0036,13.7982,69.113,-0.38590065,-0.003111316,-0.050290465,13.34890411,-0.453972603,2,4
2680.202435,13.32556133,15.35886353,0.06,-53,14.9046361,16.36336277,0.18,-55,0,0,0,0,0,0,0,0,8.837957399,12.34487849,0.105,-51,1.335889204,3.8103345,0.105,-42,0,0,0,0,5.101328346,6.637193383,0.12,-47,0.5312066,0.002392823,9.745368,-0.005192355,-0.000153,0.048716504,9.7722,13.724999,69.4546,-0.41120112,-0.000245,-0.054454736,13.31860523,-0.430510585,2,4
3025.884727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.87936234,0.08853444,9.835697,-0.00290161,0.004581489,-0.027030786,9.4794,14.5668,69.6132,-0.84239817,-0.008965338,0.08916811,13.3085056,-0.422689913,2,4
3367.965374,13.29453926,14.69049356,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1575279,-0.17048861,9.731609,0.004428773,0.026419923,-0.000153,10.1748,14.1886,69.1496,-0.8717435,0.017394671,0.11838894,13.28830635,-0.407048568,2,4
3720.081667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004785645,-0.039481573,9.62154,-0.004886922,-0.035430185,0.03772093,9.503799,13.9934,68.93,-0.5890045,0.004103433,0.000497,13.2681071,-0.391407223,2,4
