M2 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AP7 True Distance (m),AP7 RTT Distance (m),AP7 RTT std (m),AP7 RSS (dBm),AP8 True Distance (m),AP8 RTT Distance (m),AP8 RTT std (m),AP8 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M2 Ground Truth
0,14.24339103,14.82356988,0.24,-68,19.01895629,30.4448945,0.315,-77,35.88619361,48.18840608,0.15,-81,34.40324297,37.37165537,0.15,-70,10.66422197,11.95755092,0.03,-53,21.96043304,28.96368457,0.18,-71,9.467302375,12.0716496,0.165,-47,4.072960528,5.496304304,0.06,-45,-0.36251262,0.22791636,9.652647,0.004886922,0.006872234,0.009162978,1.4518,-25.3638,34.440598,-3.0371368,-0.02359079,0.037538134,"[13.54744, 16.328705]"
200,14.25652166,17.2577584,0.105,-65,19.02990627,31.51503389,0.15,-74,0,0,0,0,34.4164525,36.09353694,0.39,-70,10.66467257,14.7605339,0.135,-54,21.97358656,23.58370032,0.315,-70,9.461514418,10.32289809,0.09,-53,4.06124675,6.061412707,0.06,-47,-0.36311084,0.33260235,9.83809,-0.007177667,-0.02107485,-0.004276057,1.4518,-25.559,34.2454,-3.0402892,-0.033771764,0.036891926,"[13.53422067, 16.328705]"
400,14.26965245,17.2577584,0.105,-65,19.04085912,31.51503389,0.15,-74,0,0,0,0,34.42966204,36.09353694,0.39,-70,10.66513953,14.7605339,0.135,-54,21.98674017,23.58370032,0.315,-70,9.4557414,10.32289809,0.09,-53,4.049542242,6.061412707,0.06,-47,0.050249275,0.25902304,9.58146,-0.024587326,-0.00412334,0.016493361,1.7202,-25.254,35.1604,-3.0830312,-0.02702682,-0.00524438,"[13.52100134, 16.328705]"
600,14.2827834,17.2577584,0.105,-65,19.05181485,31.51503389,0.15,-74,0,0,0,0,34.44287158,36.09353694,0.39,-70,10.66562286,14.7605339,0.135,-54,21.99989385,23.58370032,0.315,-70,9.449983346,10.32289809,0.09,-53,4.037847084,6.061412707,0.06,-47,0.21655045,0.23569304,9.981061,-0.013591751,-0.046883907,-0.16325374,1.525,-26.3032,34.977398,-3.1133595,-0.023604088,-0.021692732,"[13.50778201, 16.328705]"
800,14.29591452,15.6049918,0.285,-67,19.06277344,31.73006076,0.24,-77,35.93668838,47.09434583,0.855,-80,34.45608113,35.86751512,0.225,-71,10.66612255,14.57342527,0.345,-55,22.01304762,24.5689128,0.21,-71,9.444240286,9.705128747,0.12,-49,4.026161359,5.331606231,0.03,-41,-0.26859435,0.4139583,10.085149,-0.005192355,0.025045475,-0.015271631,1.6348,-25.1686,34.953,-3.045391,-0.04100877,0.026626369,"[13.49456268, 16.328705]"
1000,14.3090458,15.6049918,0.285,-67,19.07373491,31.73006076,0.24,-77,35.94931314,47.09434583,0.855,-80,34.4692907,35.86751512,0.225,-71,10.66663861,14.57342527,0.345,-55,22.02620146,24.5689128,0.21,-71,9.438512246,9.705128747,0.12,-49,4.014485147,5.331606231,0.03,-41,0.18364914,0.16450655,9.7812605,-0.001069014,-0.01740966,0.03970624,2.1106,-25.7176,35.1848,-3.0865383,-0.016813993,-0.018773405,"[13.48134335, 16.328705]"
1200,14.32217726,15.6049918,0.285,-67,19.08469924,31.73006076,0.24,-77,35.96193834,47.09434583,0.855,-80,34.48250027,35.86751512,0.225,-71,10.66717101,14.57342527,0.345,-55,22.03935538,24.5689128,0.21,-71,9.432799249,9.705128747,0.12,-49,4.002818524,5.331606231,0.03,-41,-0.124426775,0.06699903,9.853045,-0.010995574,-0.006566802,-0.006719518,1.6104,-25.9128,35.5752,-3.06301,-0.006799182,0.012627584,"[13.46812401, 16.328705]"
1400,14.33530886,14.94864037,0.045,-67,19.09566642,33.39425705,0.405,-75,0,0,0,0,34.49570985,35.37846695,0.135,-68,10.66771978,14.20920561,0.06,-51,22.05250938,27.54946308,0.165,-70,9.427101331,10.13967968,0.135,-51,3.991161591,4.821141877,0.075,-46,-0.8883354,0.076570325,9.753145,-0.001069014,-0.02107485,0.000611,1.9153999,-25.437,35.367798,-2.9451866,-0.007818311,0.09083132,"[13.45490468, 16.328705]"
1600,14.34844063,14.94864037,0.045,-67,19.10663645,33.39425705,0.405,-75,0,0,0,0,34.50891943,35.37846695,0.135,-68,10.66828489,14.20920561,0.06,-51,22.06566346,27.54946308,0.165,-70,9.421418515,10.13967968,0.135,-51,3.979514426,4.821141877,0.075,-46,0.1591227,0.34516466,10.004392,0.012522738,-0.00992656,0.04337143,2.3058,-25.5346,35.197,-3.076384,-0.034483273,-0.015903944,"[13.44168535, 16.328705]"
1800,14.36157255,14.94864037,0.045,-67,19.11760933,33.39425705,0.405,-75,0,0,0,0,34.52212902,35.37846695,0.135,-68,10.66886636,14.20920561,0.06,-51,22.07881761,27.54946308,0.165,-70,9.415750829,10.13967968,0.135,-51,3.967877112,4.821141877,0.075,-46,-0.17228323,0.21475583,9.7908325,0.012217305,0.01786781,0.017715093,2.3912,-25.9982,35.5142,-3.0294132,-0.021927468,0.017594567,"[13.42846602, 16.328705]"
