Time Stamp (ms),M1-M2 RTT Distance (m),RTT std (m),RSS (dBm)
65529,13.679,0.105,-61
66061,14.234,0.09,-61
67101,14.675,0.06,-69
67655,16.515,0.045,-61
68150,24.519,0.135,-64
68703,16.175,0.03,-64
69725,16.714,0.105,-62
70247,16.175,0.15,-63
70800,21.914,0.12,-62
71310,15.453,0.15,-60
71841,19.589,0.225,-65
72375,22.031,0.375,-66
73392,16.238,0.09,-64
73917,14.839,0.105,-60
74448,16.777,0.06,-64
74984,13.734,0.18,-61
75499,14.601,0.135,-59
76013,15.656,0.21,-63
76567,14.511,0.03,-62
77611,15.488,0.06,-61
78639,13.523,0.075,-61
79158,18.632,0.21,-60
79693,17.656,0.195,-59
80762,16.363,0.345,-62
81256,13.632,0.3,-60
82832,23.058,0,-65
83354,14.957,0.12,-65
85991,15.058,0.075,-59
86528,15.339,0.105,-59
87024,15.238,0.105,-61
87547,17.593,0.255,-61
88085,14.296,0.195,-63
88607,16.882,0.195,-60
89120,15.101,0.09,-59
89660,15.929,0.09,-59
90177,12.382,0.12,-60
90711,12.839,0.03,-57
91229,12.851,0.105,-60
91754,12.386,0.06,-60
92297,13.492,0.09,-57
92801,12.882,0.12,-62
93326,14.808,0.09,-61
94365,15.863,0.255,-60
94903,12.898,0.135,-61
95443,14.96,0.24,-64
95944,13.863,0.105,-65
96466,15.402,0.195,-64
97508,12.253,0.135,-63
98043,12.464,0.075,-63
98558,13.66,0.045,-61
99095,13.152,0.09,-61
99614,13.328,0.09,-59
100135,12.792,0.18,-64
100659,12.785,0.06,-61
101181,13.148,0.27,-64
102231,13.347,0.135,-65
102754,21.183,0.27,-62
103281,12.742,0.105,-65
103806,16.117,0.135,-62
104330,16.582,0.195,-66
104865,15.585,0.225,-64
105373,17.191,0.12,-63
107476,16.125,0.195,-61
108011,16.691,0.165,-60
108532,18.085,0.24,-63
109043,16.656,0.12,-63
109581,13.113,0.285,-62
110102,12.773,0.09,-62
110647,19.953,0.12,-62
111149,13.75,0.15,-59
111684,12.585,0.165,-65
112192,16.695,0.285,-64
112716,12.078,0.075,-62
113242,11.589,0.15,-61
113766,11.816,0.075,-61
114304,11.843,0.075,-58
114827,12.328,0.06,-59
115865,11.972,0.045,-59
116389,12.179,0.105,-61
116917,12.175,0.06,-60
117447,12.14,0.075,-60
117957,15.859,0.135,-63
118481,11.707,0.09,-67
119021,12.82,0.18,-67
119541,12.425,0.075,-65
120055,14.332,0.12,-62
121108,12.851,0.045,-62
121638,11.878,0.15,-66
122152,12.488,0.075,-63
123216,13.343,0.12,-61
123736,12.312,0.045,-63
124250,12.914,0.06,-61
125304,12.375,0.09,-62
126346,11.976,0.06,-62
126875,16.632,0.3,-65
127398,13.042,0.09,-63
127933,12.503,0.075,-61
128445,11.851,0.09,-64
128983,11.617,0.105,-63
129492,13.933,0.06,-60
130042,14.039,0.03,-60
130548,18.64,0.105,-59
131066,13.367,0.09,-61
131588,14.695,0.09,-60
132646,15.765,0.165,-63
133161,17.82,0.135,-60
133695,17.57,0.195,-60
134242,15.121,0.03,-59
135261,18.25,0.09,-60
135783,17.82,0.12,-59
136317,13.683,0.09,-61
136852,12.898,0.03,-61
137356,13.199,0.165,-60
137911,13.046,0.3,-61
138935,13.632,0.06,-64
139454,18.062,0.075,-64
139990,18.906,0.225,-65
140532,19.484,0.12,-64
141554,18.671,0.165,-65
142602,18.128,0.075,-59
146287,15.816,0.105,-58
146794,17.902,0.105,-60
147325,16.128,0.105,-58
147875,17.89,0.18,-57
148365,17.617,0.03,-58
148894,15.964,0.03,-59
149429,15.078,0.105,-65
149959,19.046,0.12,-63
150469,17.125,0.105,-59
150990,14.953,0.09,-63
151522,15.199,0.075,-62
152045,17.707,0.09,-62
152565,15.921,0.18,-64
153089,16.179,0.105,-63
154134,19.21,0.225,-64
154665,16.367,0.21,-64
155184,13.777,0.24,-66
155718,12.718,0.135,-62
156253,14.187,0.09,-62
156773,15.101,0.075,-62
157286,13.257,0.09,-64
157821,12.386,0.045,-64
158337,13.781,0.09,-61
158882,13.394,0.09,-64
160426,13.304,0.06,-62
160959,13.796,0.09,-61
161491,12.562,0.015,-62
162011,12.96,0.06,-64
162536,13.082,0.06,-64
163058,14.144,0.075,-63
163583,12.679,0.06,-64
164104,13.921,0.12,-65
164621,13.378,0.12,-63
165166,12.472,0.12,-67
166195,13.812,0.195,-64
166747,14.585,0.105,-64
167776,17.707,0.225,-62
168310,17.765,0.21,-62
168818,17.449,0.09,-63
169351,18.972,0.105,-66
169892,-277.722,0.525,-68
170917,13.375,0.075,-65
172487,13.191,0.255,-66
173015,14.347,0.135,-65
173551,13.589,0.045,-66
174090,13.105,0.15,-65
175111,13.359,0.12,-65
175645,16.191,0.195,-68
176157,13.714,0.27,-63
177235,17.738,0.165,-63
177741,19.515,0.21,-64
178783,13.152,0.135,-63
179303,12.386,0.135,-63
179826,14.054,0.225,-62
180881,12.753,0.09,-64
181405,12.363,0.135,-64
181922,19.808,0.18,-66
182463,12.292,0.06,-62
182979,12.898,0.06,-62
183495,14.355,0.105,-62
184542,13.257,0.135,-61
185077,12.199,0.135,-62
185592,13.027,0.21,-63
186646,15.203,0.165,-60
187179,13.484,0.15,-64
187690,12.546,0.06,-61
188223,13.972,0.12,-60
188753,13.273,0.075,-61
189795,13.378,0.075,-62
190322,18.769,0.195,-62
190851,12.765,0.06,-59
191390,12.199,0.06,-58
192411,11.578,0.075,-58
192941,11.835,0.105,-62
193981,12.429,0.09,-59
194511,11.941,0.09,-58
195029,11.546,0.09,-59
195586,12.425,0.105,-62
196606,11.664,0.075,-56
197127,12.093,0.06,-58
197673,11.511,0.06,-57
198700,12.222,0.165,-58
199225,12.589,0.12,-58
199760,12.292,0.09,-57
201329,10.355,0.06,-60
201856,10.328,0.075,-55
202374,10.753,0.06,-52
202907,10.5,0.06,-54
203418,10.593,0.06,-51
203954,10.347,0.075,-49
204486,10.261,0.045,-50
204996,10.078,0.09,-52
205524,9.964,0.06,-52
206061,9.777,0.075,-51
206572,9.898,0.045,-49
207091,9.832,0.045,-50
207627,9.703,0.045,-53
208167,9.558,0.105,-57
208672,9.761,0.06,-58
209185,11.82,0.06,-59
209726,11.875,0.12,-63
210240,9.55,0.09,-61
210775,10.218,0.105,-58
211283,9.863,0.075,-58
211818,9.792,0.075,-59
212342,10.199,0.075,-60
213385,12.199,0.105,-61
213935,11.468,0.24,-64
214460,10.925,0.06,-62
214985,12.421,0.135,-61
216003,11.585,0.24,-65
216531,11.16,0.255,-66
217080,11.578,0.075,-63
217597,12.742,0.195,-63
218102,11.953,0.18,-63
219177,16.343,0.18,-68
220194,10.781,0.27,-64
220720,9.445,0.06,-59
221770,9.773,0.15,-61
222296,9.132,0.06,-64
222847,11.167,0.33,-60
223360,9.359,0.075,-58
223896,9.414,0.075,-57
224402,8.875,0.06,-56
224917,8.847,0.285,-59
225468,8.878,0.075,-59
226490,9.324,0.03,-56
227042,9.019,0,-56
227555,10.128,0.09,-52
228068,10.207,0.165,-57
228614,-141.375,0.66,-58
229125,10.894,0.06,-56
229650,17.894,0.105,-54
230162,12.968,0.18,-57
230702,8.945,0.06,-58
231211,9.203,0.09,-54
231746,8.285,0.075,-56
232256,13.472,0.15,-56
233304,9.113,0.12,-60
233827,11.207,0.165,-59
234881,9.542,0.06,-57
235402,18.164,0.075,-57
235933,8.585,0.03,-57
236479,8.468,0.045,-54
237500,8.398,0.075,-59
238022,8.492,0.09,-55
238553,8.097,0.195,-60
239100,8.316,0.03,-58
240121,7.738,0.06,-61
240651,7.777,0.09,-59
241171,7.664,0.135,-60
241704,7.546,0.045,-58
242743,7.957,0.06,-54
243264,7.632,0.075,-53
243796,8.343,0.09,-53
244325,8.191,0.075,-54
244836,7.804,0,-56
245363,7.593,0.045,-56
245915,7.945,0.015,-55
246418,7.871,0.075,-55
246967,7.679,0.06,-54
247457,8.066,0.075,-54
247999,7.714,0.045,-53
248512,7.371,0.06,-56
249032,7.144,0.09,-58
249561,7.292,0.06,-56
250112,7.386,0,-59
251655,8.105,0.075,-58
252182,7.679,0.075,-56
252725,9.535,0.12,-57
253228,9.015,0.165,-58
253763,7.984,0.165,-60
254290,8.667,0.195,-59
255325,13.699,0.12,-62
255850,15.632,0.12,-57
256392,14.203,0.12,-59
256912,10.085,0.21,-62
257423,8.714,0.06,-60
257976,8.691,0.015,-57
258992,12.644,0.135,-57
259522,12.722,0.195,-56
260060,9.566,0.09,-57
260574,7.441,0.075,-56
261094,8.187,0.06,-54
261620,7.25,0.03,-59
262159,11.363,0.24,-59
262665,13.414,0.18,-58
263720,7.082,0.075,-58
264237,6.933,0.105,-59
264761,7.269,0.15,-55
265814,7.316,0.03,-58
266347,6.433,0.18,-60
266863,8.707,0.21,-57
267907,7.878,0.12,-59
268433,10.109,0.195,-58
268961,10.027,0.135,-59
269487,13.253,0.105,-61
270012,10.296,0.18,-58
270529,10.996,0.195,-58
271085,13.851,0.165,-60
271583,12.898,0.255,-59
272132,13.355,0.075,-59
272627,10.984,0.18,-55
273677,9.464,0.105,-55
274202,8.097,0.075,-59
274723,7.769,0.03,-60
275247,10.492,0.105,-56
275774,10.375,0.105,-58
276304,11.027,0.195,-59
276850,10.14,0.255,-58
277347,8.882,0.15,-62
277875,8.226,0.06,-59
278395,7.796,0.135,-61
278931,8.675,0.165,-56
279454,7.933,0.075,-58
279980,9.332,0.21,-63
280494,10.773,0.135,-56
281545,8.246,0.03,-56
282066,7.644,0.135,-58
282613,6.828,0.105,-59
283126,12.628,0.255,-56
283641,7.386,0.06,-58
284161,9.859,0.09,-54
284715,9.246,0.06,-58
285734,6.98,0.06,-57
286258,8.085,0.15,-57
286811,7.656,0.075,-57
287832,8.05,0.12,-57
288386,8.496,0.105,-56
288886,8.992,0.195,-55
289418,8.007,0.09,-55
289941,7.703,0.165,-58
290463,8.417,0.09,-56
291009,8.968,0.075,-52
292024,9.89,0.195,-57
292579,10.136,0.06,-52
