M2 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AP7 True Distance (m),AP7 RTT Distance (m),AP7 RTT std (m),AP7 RSS (dBm),AP8 True Distance (m),AP8 RTT Distance (m),AP8 RTT std (m),AP8 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M2 Ground Truth
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66422197,14.53740403,0.21,-56,0,0,0,0,9.467302375,10.94158165,0.255,-51,4.072960528,4.660254178,0.105,-50,0.51565325,0.21475583,9.816555,-0.001679879,0.002138028,0.007941248,5.2093997,-30.5122,50.6544,-3.0612657,-0.02184331,-0.05248071,"[13.54744, 16.328705]"
600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66511545,15.21378599,0.525,-56,0,0,0,0,9.456033871,13.13848941,0.105,-51,4.050135719,5.335623769,0.075,-45,-0.43788654,0.16091733,9.98824,-0.001679879,0.02031127,0.016493361,5.1117997,-30.4268,50.6422,-2.911234,-0.01609383,0.043812156,"[13.52167188, 16.328705]"
1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66657226,12.30984971,0.15,-55,0,0,0,0,9.439237793,11.97756837,0.03,-51,4.015965293,5.021166797,0.06,-43,-0.10049855,0.081954174,9.812367,-0.000458,0.018020526,0.015271631,4.6482,-30.7318,49.9346,-2.9774394,-0.008351498,0.010241671,"[13.48301971, 16.328705]"
1900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66816891,12.33687193,0.045,-49,0,0,0,0,9.422570331,15.70204127,0.15,-55,0,0,0,0,-0.56111693,0.0741775,9.921839,-0.01160644,0.003207043,-0.027488936,4.6116,-29.951,51.008198,-2.8996494,-0.007464119,0.056493547,"[13.44436754, 16.328705]"
2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66990534,11.99658489,0.075,-53,0,0,0,0,9.406032164,13.75191336,0.555,-56,3.947872449,4.802039567,0.06,-44,-0.5132605,0.012562319,9.912866,-0.007788532,0.00702495,-0.018936822,4.1236,-30.622,50.703197,-2.9253852,-0.001265578,0.051731013,"[13.40571536, 16.328705]"
3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67178148,11.81742713,0.06,-52,0,0,0,0,9.389623983,11.46910633,0.075,-50,3.913954356,5.072416485,0.09,-42,-0.18125631,0.10049855,10.036097,-0.007635816,-0.007635816,0.003054326,3.3306,-30.622,51.166798,-3.0057898,-0.010011742,0.018058475,"[13.36706319, 16.328705]"
3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67379727,13.42769411,0.24,-55,0,0,0,0,9.373346464,10.43302569,0.09,-50,0,0,0,0,-0.08793623,0.27756742,9.5353985,0.019394971,0.001221731,0.06780604,2.8304,-30.622,51.557198,-3.0389986,-0.029099703,0.00922182,"[13.32841101, 16.328705]"
4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67670206,14.95964652,0.135,-53,0,0,0,0,9.351847545,10.36995294,0.075,-51,3.835160509,4.251700954,0.15,-48,-0.2943172,-0.05742774,9.736994,0.009010263,0.040927973,-0.036193766,2.501,-30.4024,52.6308,-3.0065053,0.005895131,0.030217499,"[13.27687478, 16.328705]"
5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67904335,11.28492871,0.09,-53,0,0,0,0,9.335877565,10.33090746,0.06,-51,3.801546777,4.660254178,0.105,-44,-1.0259227,-0.033499517,9.898509,-0.00290161,0.004581489,-0.004276057,2.2326,-30.0486,51.911,-2.8933573,0.003366254,0.10327542,"[13.23822261, 16.328705]"
5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68152399,11.70732779,0.06,-51,0,0,0,0,9.320040517,10.55015848,0.045,-49,3.768029668,4.730649955,0.12,-43,0.43130627,0.01375873,10.022338,-0.010079277,-0.017256944,-0.007941248,1.7202,-30.2316,52.5942,3.123687,-0.001371536,-0.043007962,"[13.19957043, 16.328705]"
6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6841439,12.04762898,0.105,-51,0,0,0,0,9.304337087,10.52713261,0.33,-54,3.734611801,4.793996245,0.075,-46,0.23150559,0.084346995,9.631709,0.004734206,-0.014813482,0.006719518,1.342,-30.2438,51.972,-3.13857,-0.008754468,-0.024031147,"[13.16091826, 16.328705]"
6900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68690295,12.08666244,0.315,-55,0,0,0,0,9.288767948,10.49509643,0.075,-52,3.701295855,4.282913027,0.09,-47,-0.025722843,0.27816564,9.611969,-0.00412334,0.002138028,-0.025045475,1.525,-30.2316,52.484398,-3.0891643,-0.028931327,0.00267612,"[13.12226609, 16.328705]"
7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68980106,12.81424894,0.375,-55,0,0,0,0,9.273333772,10.6162321,0.03,-53,0,0,0,0,-1.2532408,-0.034695927,9.917651,-0.001527163,0.004581489,0.020158553,0.854,-29.401999,52.032997,-2.8945293,0.003470787,0.12569846,"[13.08361391, 16.328705]"
8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6928381,14.91662244,0.03,-53,0,0,0,0,9.258035244,11.25389821,0.045,-50,3.634980921,5.362741463,0.075,-43,0.3900301,-0.16271193,9.665807,0.003207043,0.010690142,-0.032375857,0.854,-29.6826,51.9354,3.0985484,0.01681849,-0.04032965,"[13.04496174, 16.328705]"
