M2 Time Stamp (ms),AP1 True Distance (m),AP1 RTT Distance (m),AP1 RTT std (m),AP1 RSS (dBm),AP2 True Distance (m),AP2 RTT Distance (m),AP2 RTT std (m),AP2 RSS (dBm),AP3 True Distance (m),AP3 RTT Distance (m),AP3 RTT std (m),AP3 RSS (dBm),AP4 True Distance (m),AP4 RTT Distance (m),AP4 RTT std (m),AP4 RSS (dBm),AP5 True Distance (m),AP5 RTT Distance (m),AP5 RTT std (m),AP5 RSS (dBm),AP6 True Distance (m),AP6 RTT Distance (m),AP6 RTT std (m),AP6 RSS (dBm),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Azimuth,Pitch,Roll,M2 Ground Truth
0,0,0,0,0,25.99654256,24.67393445,0,-69,14.44319996,13.24756766,0.03,-54,8.579399746,10.31188518,0.06,-57,20.03353688,21.24711766,0.09,-69,6.343413907,6.789614422,0.075,-50,-0.43908295,0.31286156,9.6071825,0.001069014,0.011453724,-0.08399397,-696.5102,36.221798,-52.252598,1.5180417,-0.032519955,0.045671828,"[-4.42, 4.55]"
604.307129,35.31332873,35.77038339,0.375,-75,0,0,0,0,14.4341092,13.24356481,0.06,-55,8.593531124,9.979482151,0.09,-61,20.0186689,20.91502429,0.135,-69,6.332785367,6.982120022,0.225,-60,0.28953153,0.2638087,9.614362,0.03726278,-0.025503624,-0.071318515,-697.1324,37.149,-51.8012,1.5145744,-0.027419718,-0.030105384,"[-4.404732739420935, 4.55]"
1002.335856,35.28285357,35.2598768,0.345,-76,25.95556137,25.20504116,0.3,-69,14.41595901,13.05642968,0.075,-56,8.621805501,10.11264679,0.105,-60,19.98893475,20.77098286,0.195,-67,6.311585383,6.570001598,0.12,-54,-0.8877372,-0.12562318,9.973883,0.012064588,0.002596177,0.03894266,-696.66876,36.9782,-51.7768,1.517729,0.01254496,0.08877226,"[-4.374198218262806, 4.55]"
1491.258057,35.23714103,35.94639299,0.225,-76,0,0,0,0,14.38881228,13.35764534,0.045,-54,8.66424583,9.333617144,0.105,-66,19.94433805,21.04005979,0.12,-67,6.279929594,6.312228133,0.045,-57,-0.5401797,-0.09930214,9.850653,0.001679879,0.018020526,0.26145032,-696.87616,35.3556,-51.642597,1.5204297,0.010065304,0.05478208,"[-4.328396436525613, 4.55]"
1991.473186,35.20666613,36.91444458,0.255,-74,25.88729529,33.33925088,0,-71,14.37076707,13.25557336,0.015,-54,8.69255834,10.4290211,0.06,-62,19.91460995,28.85866887,0.27,-72,6.258922994,6.574013158,0.045,-51,-0.81595254,0.8775677,9.592228,0.005650504,0.033444874,-0.053450707,-696.925,35.1116,-51.972,1.5217456,-0.0909069,0.08485963,"[-4.297861915367483, 4.55]"
2477.737021,35.17619133,35.99739576,0.255,-76,0,0,0,0,14.35276414,12.82926035,0.015,-58,8.720885844,10.02654083,0.06,-59,0,0,0,0,6.237995118,6.688336789,0.06,-49,-1.430908,0.9619147,9.647263,0.02443461,-0.102319926,0.039858956,-697.23,35.7826,-51.5206,1.5269784,-0.0983116,0.14724915,"[-4.267327394209354, 4.55]"
2960.900758,35.13047933,38.39551968,0.3,-76,0,0,0,0,14.32583934,13.16550892,0.09,-55,8.763404895,10.45605203,0.075,-58,19.84030044,20.16480203,0.39,-72,6.206752653,6.738475273,0.09,-51,-1.4386846,-0.18484555,9.777073,-0.007788532,0.003665192,0.085673854,-695.9612,36.2828,-52.496597,1.5174134,0.018702421,0.14610034,"[-4.22152561247216, 4.55]"
3481.803428,35.1000048,36.72343457,0.255,-74,0,0,0,0,14.30794279,13.04041794,0,-55,8.79176925,10.2838522,0.075,-56,19.81058095,32.09310532,0.15,-73,6.186025083,7.075355044,0.105,-54,-0.19800608,0.35533416,9.913465,0.012522738,-0.02443461,-0.036957346,-696.2906,35.746,-52.4478,1.5176291,-0.035821114,0.019970795,"[-4.190991091314031, 4.55]"
3956.261232,35.05429319,35.75438251,0.09,-78,0,0,0,0,14.28117831,13.10346401,0.045,-56,8.834342912,9.998505938,0.075,-57,19.76600637,20.86500997,0.06,-69,6.155086873,6.049371868,0.06,-57,-1.550549,0.13519448,9.547362,0.009621128,-0.10247265,0.044745877,-695.39996,35.1238,-52.2404,1.5214926,-0.013976361,0.16100033,"[-4.145189309576837, 4.55]"
4466.309654,35.02381891,35.95439343,0.075,-75,0,0,0,0,14.26338913,12.99038106,0.06,-56,8.862743235,10.06959403,0.06,-55,19.73629311,30.80394235,0.165,-70,6.134564698,6.257054339,0.06,-57,0.16450655,0.84107715,9.671191,0.023823744,-0.050701816,-0.019547688,-694.4118,34.099,-52.0086,1.5138963,-0.08673653,-0.017008318,"[-4.114654788418708, 4.55]"
